step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1700,0.0007576275384053588,2.7448356831882847e-06,5.46621267858427e-05,5.46621267858427e-05,1.722280285321176e-05,5.46621267858427e-05,3.444560570642352e-05,0.0006111128604970872,nan,nan,nan,nan,0.0007576275384053588,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1800,0.0007587315049022436,2.6384543616586598e-06,4.9129288527183235e-05,4.9129288527183235e-05,5.88844959565904e-05,4.9129288527183235e-05,0.0001177689919131808,0.0005400654627010226,nan,nan,nan,nan,0.0007587315049022436,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1900,0.0007273653754964471,2.05603623726347e-06,4.1160998080158606e-05,4.1160998080158606e-05,8.798007911536843e-05,4.1160998080158606e-05,0.00017596015823073685,0.00046702713007107377,nan,nan,nan,nan,0.0007273653754964471,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2000,0.0005380648653954268,2.6930445073958253e-06,4.32894921686966e-05,4.32894921686966e-05,1.4364607523020823e-05,4.32894921686966e-05,2.8729215046041645e-05,0.00042006364674307406,nan,nan,nan,nan,0.0005380648653954268,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2100,0.0022712955251336098,2.039914534179843e-06,3.757858576136641e-05,3.757858576136641e-05,0.0007759184809401631,3.757858576136641e-05,0.0015518369618803263,0.0006422613514587283,nan,nan,nan,nan,0.0022712955251336098,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2200,0.0009996357839554548,2.4152400328603107e-06,3.910608938895166e-05,3.910608938895166e-05,0.00020503622363321483,3.910608938895166e-05,0.00041007244726642966,0.0005089360056445003,nan,nan,nan,nan,0.0009996357839554548,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2300,0.0003494029224384576,1.775688133420772e-06,3.079146699747071e-05,3.079146699747071e-05,6.440897777792998e-06,3.079146699747071e-05,1.2881795555585995e-05,0.00027316249907016754,nan,nan,nan,nan,0.0003494029224384576,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2400,0.0004408847016748041,1.7412635315849911e-06,2.9284639822435565e-05,2.9284639822435565e-05,5.069097096566111e-05,2.9284639822435565e-05,0.00010138194193132222,0.0002791922015603632,nan,nan,nan,nan,0.0004408847016748041,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2500,0.0003451121156103909,1.5496158312089392e-06,2.65527796727838e-05,2.65527796727838e-05,2.978306838485878e-05,2.65527796727838e-05,5.956613676971756e-05,0.00023089080059435219,nan,nan,nan,nan,0.0003451121156103909,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2600,0.19613032042980194,1.9764179342018906e-06,0.009307865984737873,0.009307865984737873,0.01607835479080677,0.009307865984737873,0.03215670958161354,0.14535591006278992,nan,nan,nan,nan,0.19613032042980194,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2700,0.071591816842556,3.125223102529162e-08,0.0009726669522933662,0.0009726669522933662,0.001552210538648069,0.0009726669522933662,0.003104421077296138,0.06654203683137894,nan,nan,nan,nan,0.071591816842556,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2800,0.0413876511156559,6.344989422757408e-09,0.00046316112275235355,0.00046316112275235355,0.0010173351038247347,0.00046316112275235355,0.0020346702076494694,0.03842664882540703,nan,nan,nan,nan,0.0413876511156559,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2900,0.026264984160661697,2.230765350219599e-09,0.0002851914323400706,0.0002851914323400706,0.0007613747147843242,0.0002851914323400706,0.0015227494295686483,0.024171849712729454,nan,nan,nan,nan,0.026264984160661697,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
3000,0.01735714264214039,1.0576308717702432e-09,0.0002034942590398714,0.0002034942590398714,0.000573393888771534,0.0002034942590398714,0.001146787777543068,0.015803365036845207,nan,nan,nan,nan,0.01735714264214039,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
