step,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_offset_loss,weighted_local_vertex_loss
5000,0.005900194402784109,7.373626431217417e-05,7.339840522035956e-06,7.478296174667776e-05,0.00010610697790980339,4.345894558355212e-05,0.00029516429640352726,0.0027926922775804996,0.0,0.0,0.0,0.0,7.373626431217417e-05,7.339840522035956e-06,7.478296174667776e-05,0.0029516429640352726,0.0027926922775804996
5500,0.0026067718863487244,5.736546518164687e-05,5.670928658219054e-06,5.7473636843496934e-05,8.085426816251129e-05,3.409300552448258e-05,7.530592120019719e-05,0.001733202487230301,0.0,0.0,0.0,0.0,5.736546518164687e-05,5.670928658219054e-06,5.7473636843496934e-05,0.0007530592265538871,0.001733202487230301
6000,0.012242641299962997,4.739548239740543e-05,4.870530574407894e-06,4.719680509879254e-05,6.547745579155162e-05,2.8916152587044053e-05,0.0005561519647017121,0.006581658963114023,0.0,0.0,0.0,0.0,4.739548239740543e-05,4.870530574407894e-06,4.719680509879254e-05,0.005561519414186478,0.006581658963114023
6500,0.005907038226723671,3.6998426367063075e-05,3.6784463190997485e-06,3.547239248291589e-05,4.8380559746874496e-05,2.2564227037946694e-05,0.00045756579493172467,0.001255231210961938,0.0,0.0,0.0,0.0,3.6998426367063075e-05,3.6784463190997485e-06,3.547239248291589e-05,0.004575658123940229,0.001255231210961938
7000,0.0030549499206244946,2.832337486324832e-05,2.8099264000047697e-06,2.7102549211122096e-05,3.659642970887944e-05,1.7608670532354154e-05,0.00015342410188168287,0.0014624729519709945,0.0,0.0,0.0,0.0,2.832337486324832e-05,2.8099264000047697e-06,2.7102549211122096e-05,0.0015342410188168287,0.0014624729519709945
7500,0.000895241682883352,2.317988582944963e-05,2.3671511826250935e-06,2.2044840079615824e-05,2.9461170925060287e-05,1.4628510143666063e-05,4.722306766780093e-05,0.0003754191566258669,0.0,0.0,0.0,0.0,2.317988582944963e-05,2.3671511826250935e-06,2.2044840079615824e-05,0.0004722306621260941,0.0003754191566258669
8000,0.010702742263674736,1.9006492948392406e-05,1.890315843411372e-06,1.814510324038565e-05,2.372227936575655e-05,1.2567928934004158e-05,0.00036876805825158954,0.006976019591093063,0.0,0.0,0.0,0.0,1.9006492948392406e-05,1.890315843411372e-06,1.814510324038565e-05,0.003687680698931217,0.006976019591093063
8500,0.0022976568434387445,1.4972486496844795e-05,1.5156591643972206e-06,1.4407134585781023e-05,1.8817803720594384e-05,9.99646454147296e-06,9.192153811454773e-05,0.0013475461164489388,0.0,0.0,0.0,0.0,1.4972486496844795e-05,1.5156591643972206e-06,1.4407134585781023e-05,0.0009192153811454773,0.0013475461164489388
9000,0.004585430026054382,1.2457978300517425e-05,1.2431813729563146e-06,1.2108142982469872e-05,1.5497045751544647e-05,8.719240213395096e-06,0.00010846686927834526,0.0034749519545584917,0.0,0.0,0.0,0.0,1.2457978300517425e-05,1.2431813729563146e-06,1.2108142982469872e-05,0.0010846686782315373,0.0034749519545584917
9500,0.003765266854315996,9.536113793728873e-06,9.025839631249255e-07,9.068356121133547e-06,1.1631329471128993e-05,6.505382771138102e-06,0.0002958891273010522,0.0007868686807341874,0.0,0.0,0.0,0.0,9.536113793728873e-06,9.025839631249255e-07,9.068356121133547e-06,0.002958891214802861,0.0007868686807341874
10000,0.011902162805199623,7.946485311549623e-06,7.663449537176348e-07,7.595288479933515e-06,9.706977834866848e-06,5.4835995797475334e-06,0.00022588763386011124,0.009626978076994419,0.0,0.0,0.0,0.0,7.946485311549623e-06,7.663449537176348e-07,7.595288479933515e-06,0.0022588763386011124,0.009626978076994419
