split,group_name,group_value,sample_count,initial_iou_mean,refined_iou_mean,delta_iou_mean,initial_dice_mean,refined_dice_mean,delta_dice_mean,initial_area_error_mean,refined_area_error_mean,delta_area_error_mean,initial_forward_nrmse_mean,refined_forward_nrmse_mean,forward_nrmse_reduction_mean,initial_angle_mae_deg,refined_angle_mae_deg,angle_error_delta_mean,parameter_drift_norm_mean
val,defect_type,rectangular_notch,33,0.684361237566556,0.669627058775185,-0.014734178791371195,0.8102067669221201,0.7988990056428559,-0.011307761279264287,0.2022128851270475,0.2215242355654349,0.019311350438387442,0.5371059347833239,0.4769280198269502,0.060177914956373715,nan,nan,nan,0.42913519287578
val,defect_type,rotated_rect,33,0.6705494548100128,0.6809426478237305,0.010393193013717801,0.8007591874246521,0.8083054715697338,0.007546284145081674,0.10118672568563292,0.05591842509363515,-0.045268300591997754,0.3936241234291504,0.3404307080547125,0.05319341537443786,19.5283409088842,20.857504129924383,1.3291632210401834,0.37032954349505365
val,source_pack,pilot_v2_rectangular_notch,19,0.6763466347704955,0.6575281942761421,-0.01881844049435349,0.8046626466256971,0.790714369206719,-0.013948277418977995,0.21359787074128314,0.2281216784248763,0.014523807683593211,0.45590477005086044,0.42437251534723375,0.0315322547036267,nan,nan,nan,0.4468003879940654
val,source_pack,pilot_v3_rotated_rect,9,0.6679335951262948,0.6718555334886391,0.003921938362344298,0.799363922528785,0.8022063719344991,0.002842449405714135,0.10750017178588606,0.07259671545385832,-0.03490345633202776,0.42467195837560445,0.39564804412756616,0.02902391424803832,16.78310624381929,16.782921209874033,-0.00018503394526053144,0.4413074430573869
val,source_pack,pilot_v7_topup_rotated_rect,8,0.6827715702604076,0.685911541625321,0.0031399713649132577,0.8089491833474209,0.8117827344916246,0.002833551144203736,0.05728979488937887,0.03437294737466507,-0.022916847514713796,0.407140490894038,0.3239987719148051,0.08314171897923288,22.6768404729063,24.845567330750875,2.168726857844579,0.3773165748324452
val,source_pack,pilot_v8_topup_rotated_rect,8,0.6931703388840555,0.6882377547814879,-0.004932584102567694,0.8175930006043498,0.8140725219296342,-0.0035204786747155686,0.09968586868343954,0.05685213506841671,-0.04283373361502283,0.37104012638827766,0.3119548234262189,0.05908530296205875,17.278080367875226,18.538861184807104,1.26078081693188,0.3522691278826694
val,source_pack,pilot_v9_topup_rectangular_notch,14,0.695238198504067,0.6860469463096001,-0.009191252194466648,0.8177309301815515,0.8100067265204703,-0.007724203661081397,0.1867618332220134,0.2125705631133359,0.025808729891322484,0.6473075154916671,0.5482533473351369,0.09905416815653036,nan,nan,nan,0.405160999500964
val,source_pack,pilot_v9_topup_rotated_rect,8,0.6386492974297576,0.6789016506913605,0.040252353261603036,0.7773050513300364,0.8059226453775816,0.02861759404754534,0.13948188662129551,0.05776711618257262,-0.0817147704387229,0.3677629386903746,0.3232190257411532,0.04454391294922141,21.718490884069094,23.77198965927181,2.0534987752027156,0.30155279076242136
test,overall,rect_rot,66,0.6725581527673428,0.6646419565313397,-0.007916196236003025,0.8017130887704693,0.7958214081139566,-0.005891680656512716,0.19446731397193992,0.17529586949551368,-0.019171444476426186,0.4632480058289897,0.4048733052829213,0.05837470054606844,19.398328526788816,19.232236486223552,-0.1660920405652675,0.4062043727039329
test,defect_type,rectangular_notch,33,0.6756097268465386,0.6541507675563117,-0.02145895929022697,0.8039150823460862,0.7878903813518808,-0.016024700994205446,0.2320454622511572,0.25627142099913564,0.02422595874797847,0.4886262696408151,0.43389768412600166,0.05472858551481336,nan,nan,nan,0.4183794043679351
test,defect_type,rotated_rect,33,0.669506578688147,0.6751331455063679,0.005626566818220921,0.7995110951948523,0.8037524348760324,0.004241339681180015,0.15688916569272265,0.09432031799189179,-0.06256884770083083,0.4378697420171644,0.3758489264398408,0.0620208155773235,19.398328526788816,19.232236486223552,-0.1660920405652675,0.39402934103993065
test,source_pack,pilot_v2_rectangular_notch,20,0.7044524986369105,0.7009154008166826,-0.0035370978202277303,0.8244193354859645,0.8224515824722276,-0.0019677530137370393,0.18316865316455727,0.19136266365033866,0.008194010485781366,0.4375963716379213,0.40868928586642317,0.028907085771498132,nan,nan,nan,0.4377074754919654
test,source_pack,pilot_v3_rotated_rect,9,0.6714976044450284,0.6680322929635151,-0.0034653114815132754,0.8016127876016507,0.7997141736246357,-0.0018986139770150118,0.1350609016412119,0.09141001332690112,-0.0436508883143108,0.4140499538266357,0.38797611556594724,0.02607383826068847,21.019683939460613,19.92155009558688,-1.0981338438737371,0.43657260789566216
test,source_pack,pilot_v7_topup_rotated_rect,8,0.6752469500225007,0.680491924819556,0.005244974797055352,0.8042641949745647,0.8076570374539848,0.0033928424794201495,0.09253720054967593,0.05335883568908735,-0.03917836486058859,0.4120786131822288,0.330263966438052,0.08181464674417682,16.123885956970227,15.877991629639617,-0.24589432733061045,0.39489536804240993
test,source_pack,pilot_v8_topup_rotated_rect,8,0.6654139324873343,0.6575252612572804,-0.00788867123005385,0.7966342143669594,0.7920101785230647,-0.004624035843894703,0.1424693151319105,0.07983162145611382,-0.06263769367579668,0.3496161606016704,0.3084535125018452,0.04116264809982518,22.311981256075285,23.01151126483996,0.699530008764679,0.32185943751747487
test,source_pack,pilot_v9_topup_rectangular_notch,13,0.6312362317844283,0.5822051779249718,-0.04903105385945657,0.7723700775155046,0.7347193027051939,-0.03765077481031069,0.30724055315361853,0.35613104768959253,0.048890494535974015,0.5671338050298824,0.472679835294584,0.09445396973529833,nan,nan,nan,0.38864391033096535
test,source_pack,pilot_v9_topup_rotated_rect,8,0.6656189495781144,0.6953707095529766,0.029751759974862235,0.7952704722853848,0.8161331325588688,0.020862660273484004,0.260217778454531,0.1530445895785887,-0.10717318887594231,0.5787117139819387,0.4751862126127558,0.1035255013691829,17.935093528065185,18.03172875365734,0.09663522559215743,0.41747204234720914
train,dense_overall,rect_rot,268,0.7093096648354792,0.6915545454172062,-0.01775511941827314,0.8273175459855923,0.8146624495069213,-0.012655096478670901,0.12770759815374427,0.13364364469769222,0.005936046543947939,nan,0.4161042620826329,nan,nan,20.15534366986323,nan,0.41337588749026866
train,dense_defect_type,rectangular_notch,134,0.7220537888340743,0.7033561649091397,-0.018697623924934625,0.8354220263075762,0.8220474253507597,-0.0133746009568163,0.18566191388802203,0.2044060829777021,0.01874416908968004,nan,0.4616432889148617,nan,nan,nan,nan,0.4442937418074862
train,dense_defect_type,rotated_rect,134,0.6965655408368842,0.6797529259252725,-0.01681261491161165,0.8192130656636084,0.807277473663083,-0.011935592000525502,0.06975328241946653,0.06288120641768238,-0.006872076001784167,nan,0.3705652352504041,nan,nan,20.15534366986323,nan,0.38245803317305116
train,dense_source_pack,pilot_v2_rectangular_notch,81,0.740323239774237,0.7375826412224178,-0.0027405985518190873,0.8486379931021516,0.8469810790587344,-0.0016569140434168775,0.16501350272565565,0.15188097767445566,-0.013132525051199984,nan,0.36159803119077955,nan,nan,nan,nan,0.43209127308029655
train,dense_source_pack,pilot_v3_rotated_rect,30,0.6821377316775219,0.6688353460328618,-0.01330238564466022,0.80917331616082,0.7995328461474488,-0.009640470013371084,0.11032838936789854,0.11813385916103267,0.007805469793134133,nan,0.3882921574130816,nan,nan,20.571424707045864,nan,0.4304459959170802
train,dense_source_pack,pilot_v7_topup_rotated_rect,16,0.7117517062627705,0.7088864328874162,-0.002865273375354388,0.8301337914622849,0.8279428562906971,-0.002190935171587867,0.059500636111258234,0.03577670674222764,-0.023723929369030596,nan,0.31513287035594134,nan,nan,20.41852923727023,nan,0.39436674920830495
train,dense_source_pack,pilot_v8_topup_rotated_rect,24,0.7181338244243158,0.6998695704362241,-0.018264253988091696,0.8341697050550021,0.8222718415555769,-0.011897863499425182,0.04573912810547163,0.03946313304451811,-0.006275995060953515,nan,0.2792451164105761,nan,nan,19.41921284147795,nan,0.3130201875233846
train,dense_source_pack,pilot_v9_topup_rectangular_notch,53,0.6941325524915616,0.6510477765812994,-0.043084775910262156,0.8152240393196404,0.7839412753442323,-0.03128276397540787,0.21721891962673287,0.2846803005166258,0.06746138088989291,nan,0.6145426450592136,nan,nan,nan,nan,0.4629427977867759
train,dense_source_pack,pilot_v9_topup_rotated_rect,64,0.691443928678577,0.6700434230676975,-0.021400505610879438,0.8155802770215989,0.8001185341944477,-0.01546174282715117,0.062302170482189216,0.052539427878037205,-0.009762742604152006,nan,0.4103588762752002,nan,nan,20.170558352476593,nan,0.3830256887465991
val,dense_overall,rect_rot,66,0.6760053781115819,0.6752848532994576,-0.0007205248121242687,0.8038285869528501,0.8036022386062949,-0.00022634834655525665,0.15756468878391328,0.13872133032953504,-0.018843358454378244,nan,0.4086793639408314,nan,nan,20.857504129924383,nan,0.3997323681854168
val,dense_defect_type,rectangular_notch,33,0.6682151516206245,0.669627058775185,0.0014119071545603999,0.7977029673113623,0.7988990056428559,0.0011960383314936443,0.23219748283767538,0.2215242355654349,-0.010673247272240472,nan,0.4769280198269502,nan,nan,nan,nan,0.42913519287578
val,dense_defect_type,rotated_rect,33,0.6837956046025395,0.6809426478237305,-0.0028529567788089373,0.8099542065943381,0.8083054715697338,-0.0016487350246041576,0.08293189473015115,0.05591842509363515,-0.02701346963651602,nan,0.3404307080547125,nan,nan,20.857504129924383,nan,0.37032954349505365
val,dense_source_pack,pilot_v2_rectangular_notch,19,0.6708828499599727,0.6575281942761421,-0.013354655683830579,0.7992917704729902,0.790714369206719,-0.00857740126627122,0.2370313188654322,0.2281216784248763,-0.008909640440555908,nan,0.42437251534723375,nan,nan,nan,nan,0.4468003879940654
val,dense_source_pack,pilot_v3_rotated_rect,9,0.6908878110370953,0.6718555334886391,-0.019032277548456253,0.8154923058612232,0.8022063719344991,-0.013285933926724133,0.08722600151171579,0.07259671545385832,-0.014629286057857484,nan,0.39564804412756616,nan,nan,16.782921209874033,nan,0.4413074430573869
val,dense_source_pack,pilot_v7_topup_rotated_rect,8,0.6930605627365136,0.685911541625321,-0.007149021111192713,0.8156802223918092,0.8117827344916246,-0.003897487900184529,0.061445529291596496,0.03437294737466507,-0.027072581916931425,nan,0.3239987719148051,nan,nan,24.845567330750875,nan,0.3773165748324452
val,dense_source_pack,pilot_v8_topup_rotated_rect,8,0.6917165183430913,0.6882377547814879,-0.0034787635616034818,0.8161564225432643,0.8140725219296342,-0.00208390061362998,0.09143585305492584,0.05685213506841671,-0.03458371798650912,nan,0.3119548234262189,nan,nan,18.538861184807104,nan,0.3522691278826694
val,dense_source_pack,pilot_v9_topup_rectangular_notch,14,0.6645947038743661,0.6860469463096001,0.02145224243523387,0.7955467344491528,0.8100067265204703,0.014459992071317389,0.22563727680000542,0.2125705631133359,-0.013066713686669517,nan,0.5482533473351369,nan,nan,nan,nan,0.405160999500964
val,dense_source_pack,pilot_v9_topup_rotated_rect,8,0.658631000489138,0.6789016506913605,0.020270650202222615,0.7917956131726946,0.8059226453775816,0.014127032204887008,0.09108343171467098,0.05776711618257262,-0.03331631553209836,nan,0.3232190257411532,nan,nan,23.77198965927181,nan,0.30155279076242136
test,dense_overall,rect_rot,66,0.6683641809764549,0.6646419565313397,-0.0037222244451149216,0.7981602444883208,0.7958214081139566,-0.0023388363743641733,0.1898151354730596,0.17529586949551368,-0.014519265977545897,nan,0.4048733052829213,nan,nan,19.232236486223552,nan,0.4062043727039329
test,dense_defect_type,rectangular_notch,33,0.6576556955984045,0.6541507675563117,-0.0035049280420927803,0.7897610881590366,0.7878903813518808,-0.0018707068071554954,0.26158225585279066,0.25627142099913564,-0.005310834853655017,nan,0.43389768412600166,nan,nan,nan,nan,0.4183794043679351
test,dense_defect_type,rotated_rect,33,0.679072666354505,0.6751331455063679,-0.003939520848137063,0.8065594008176052,0.8037524348760324,-0.002806965941572851,0.11804801509332856,0.09432031799189179,-0.023727697101436778,nan,0.3758489264398408,nan,nan,19.232236486223552,nan,0.39402934103993065
test,dense_source_pack,pilot_v2_rectangular_notch,20,0.6973381731127122,0.7009154008166826,0.0035772277039706536,0.8187520202466884,0.8224515824722276,0.0036995622255391104,0.2029900864200295,0.19136266365033866,-0.01162742276969084,nan,0.40868928586642317,nan,nan,nan,nan,0.4377074754919654
test,dense_source_pack,pilot_v3_rotated_rect,9,0.6868978432606124,0.6680322929635151,-0.018865550297097394,0.8127983014328475,0.7997141736246357,-0.013084127808211776,0.09404235274771369,0.09141001332690112,-0.002632339420812572,nan,0.38797611556594724,nan,nan,19.92155009558688,nan,0.43657260789566216
test,dense_source_pack,pilot_v7_topup_rotated_rect,8,0.6865617196809919,0.680491924819556,-0.006069794861435912,0.8122614490175751,0.8076570374539848,-0.004604411563590302,0.06269649596240169,0.05335883568908735,-0.009337660273314344,nan,0.330263966438052,nan,nan,15.877991629639617,nan,0.39489536804240993
test,dense_source_pack,pilot_v8_topup_rotated_rect,8,0.6647665971534582,0.6575252612572804,-0.0072413358961778,0.7970530619998036,0.7920101785230647,-0.005042883476738952,0.10230803095296696,0.07983162145611382,-0.022476409496853138,nan,0.3084535125018452,nan,nan,23.01151126483996,nan,0.32185943751747487
test,dense_source_pack,pilot_v9_topup_rectangular_notch,13,0.5966057301917775,0.5822051779249718,-0.014400552266805755,0.7451596541780334,0.7347193027051939,-0.010440351472839504,0.3517240549801155,0.35613104768959253,0.004406992709477018,nan,0.472679835294584,nan,nan,nan,nan,0.38864391033096535
test,dense_source_pack,pilot_v9_topup_rotated_rect,8,0.6770863582096938,0.6953707095529766,0.018284351343282892,0.8033449282432893,0.8161331325588688,0.01278820431557949,0.21614588850343378,0.1530445895785887,-0.06310129892484508,nan,0.4751862126127558,nan,nan,18.03172875365734,nan,0.41747204234720914
