group_type,split,source_defect_type,variant_type,residual_method,axis_combo,base_count,row_count,pair_count,ordering_accuracy,mismatch_rate,expected_rank_ordering_accuracy,expected_rank_pair_count,residual_error_correlation,spearman_residual_error,kendall_residual_error,mean_residual,mean_quality_error
split_source_defect_type,test,rotated_rect,all,Bx_By_Bz_trainstd_normalized,Bx+By+Bz,2.0,16.0,55.0,0.4,0.6,0.723404255319149,47.0,-0.08995686360416763,0.0014727540500736377,-0.01694915254237288,0.5679221136991044,0.5592113823842872
split_source_defect_type,train,rectangular_notch,all,Bx_By_raw_concat,Bx+By,8.0,64.0,224.0,0.5491071428571429,0.4508928571428571,0.6666666666666666,192.0,0.0449908457983262,0.15381096999835855,0.11971830985915492,0.3984507511824692,0.8407365427680006
split_source_defect_type,train,rotated_rect,all,Bx_By_raw_concat,Bx+By,8.0,64.0,224.0,0.5491071428571429,0.4508928571428571,0.625,192.0,0.08817459380034585,0.3690863886199956,0.25653923541247486,0.40887455018913066,0.7309889497384509
split_source_defect_type,val,rectangular_notch,all,Bx_By_raw_concat,Bx+By,2.0,16.0,56.0,0.6428571428571429,0.3571428571428571,0.6875,48.0,-0.01714360637528197,-0.32818257597068257,-0.14285714285714285,0.39510855801329087,0.8049592217720121
split_source_defect_type,val,rotated_rect,all,Bx_By_raw_concat,Bx+By,2.0,16.0,55.0,0.6,0.4,0.6382978723404256,47.0,-0.05918289791602373,-0.11340206185567009,-0.05084745762711865,0.41074505067730815,0.6877902616447815
split_source_defect_type,test,rectangular_notch,all,Bx_By_raw_concat,Bx+By,2.0,16.0,56.0,0.5,0.5,0.6458333333333334,48.0,0.10756472193352075,0.23988233131489353,0.15966386554621848,0.40710612013710024,0.5801108388056886
split_source_defect_type,test,rotated_rect,all,Bx_By_raw_concat,Bx+By,2.0,16.0,55.0,0.4,0.6,0.5531914893617021,47.0,-0.18235447781862146,-0.20913107511045653,-0.13559322033898305,0.36904190296416906,0.5592113823842872
split_source_defect_type,train,rectangular_notch,all,Bx_Bz_raw_concat,Bx+Bz,8.0,64.0,224.0,0.5223214285714286,0.4776785714285714,0.6041666666666666,192.0,-0.016680063209004274,0.08130532204323244,0.043259557344064385,0.3357308592399125,0.8407365427680006
split_source_defect_type,train,rotated_rect,all,Bx_Bz_raw_concat,Bx+Bz,8.0,64.0,224.0,0.47767857142857145,0.5223214285714286,0.6614583333333334,192.0,0.09243506508062757,0.33530808632110864,0.23038229376257546,0.3512788087437496,0.7309889497384509
split_source_defect_type,val,rectangular_notch,all,Bx_Bz_raw_concat,Bx+Bz,2.0,16.0,56.0,0.625,0.375,0.7916666666666666,48.0,-0.06126313784955092,-0.34289928341331405,-0.17647058823529413,0.34038783100550524,0.8049592217720121
split_source_defect_type,val,rotated_rect,all,Bx_Bz_raw_concat,Bx+Bz,2.0,16.0,55.0,0.6,0.4,0.5957446808510638,47.0,0.04472640750520743,0.16347569955817376,0.11864406779661017,0.33824944451949546,0.6877902616447815
split_source_defect_type,test,rectangular_notch,all,Bx_Bz_raw_concat,Bx+Bz,2.0,16.0,56.0,0.5535714285714286,0.4464285714285714,0.75,48.0,0.12354874426656941,0.36350267383299817,0.31092436974789917,0.35716900335173324,0.5801108388056886
split_source_defect_type,test,rotated_rect,all,Bx_Bz_raw_concat,Bx+Bz,2.0,16.0,55.0,0.32727272727272727,0.6727272727272727,0.6382978723404256,47.0,-0.11528061193753215,-0.15169366715758467,-0.13559322033898305,0.34240836326657165,0.5592113823842872
split_source_defect_type,train,rectangular_notch,all,Bx_only,Bx,8.0,64.0,224.0,0.53125,0.46875,0.65625,192.0,0.05976321822768119,0.17704760938726433,0.12072434607645875,0.40119096206413085,0.8407365427680006
split_source_defect_type,train,rotated_rect,all,Bx_only,Bx,8.0,64.0,224.0,0.5491071428571429,0.4508928571428571,0.65625,192.0,0.15648968606419844,0.3842568337501605,0.26458752515090544,0.4208905914019663,0.7309889497384509
split_source_defect_type,val,rectangular_notch,all,Bx_only,Bx,2.0,16.0,56.0,0.625,0.375,0.75,48.0,-0.13566552133707852,-0.3988227716953138,-0.19327731092436976,0.3933733493898813,0.8049592217720121
split_source_defect_type,val,rotated_rect,all,Bx_only,Bx,2.0,16.0,55.0,0.6,0.4,0.5957446808510638,47.0,-0.18346533064646742,-0.38144329896907214,-0.1864406779661017,0.4201258586482295,0.6877902616447815
split_source_defect_type,test,rectangular_notch,all,Bx_only,Bx,2.0,16.0,56.0,0.48214285714285715,0.5178571428571428,0.5833333333333334,48.0,0.19755167153666012,0.34584262490184037,0.2773109243697479,0.44428361817782797,0.5801108388056886
split_source_defect_type,test,rotated_rect,all,Bx_only,Bx,2.0,16.0,55.0,0.41818181818181815,0.5818181818181818,0.5319148936170213,47.0,-0.1773266697797062,-0.17083946980854198,-0.11864406779661017,0.3616059994706341,0.5592113823842872
split_source_defect_type,train,rectangular_notch,all,By_Bz_raw_concat,By+Bz,8.0,64.0,224.0,0.45535714285714285,0.5446428571428572,0.5833333333333334,192.0,-0.04825848313021643,-0.10930845156319582,-0.08249496981891348,0.3676864838880009,0.8407365427680006
split_source_defect_type,train,rotated_rect,all,By_Bz_raw_concat,By+Bz,8.0,64.0,224.0,0.41964285714285715,0.5803571428571428,0.640625,192.0,0.033808361948474724,0.29428830266099487,0.1921529175050302,0.3757510644435678,0.7309889497384509
split_source_defect_type,val,rectangular_notch,all,By_Bz_raw_concat,By+Bz,2.0,16.0,56.0,0.5,0.5,0.6041666666666666,48.0,0.04514342001164815,-0.30757918555099845,-0.21008403361344538,0.36395829960184456,0.8049592217720121
split_source_defect_type,val,rotated_rect,all,By_Bz_raw_concat,By+Bz,2.0,16.0,55.0,0.5818181818181818,0.4181818181818182,0.7446808510638298,47.0,0.24851760734345907,0.5154639175257731,0.3220338983050847,0.3616361654072656,0.6877902616447815
split_source_defect_type,test,rectangular_notch,all,By_Bz_raw_concat,By+Bz,2.0,16.0,56.0,0.48214285714285715,0.5178571428571428,0.7708333333333334,48.0,0.07802096302886964,0.15452542814763082,0.1092436974789916,0.3603153106841499,0.5801108388056886
split_source_defect_type,test,rotated_rect,all,By_Bz_raw_concat,By+Bz,2.0,16.0,55.0,0.36363636363636365,0.6363636363636364,0.7446808510638298,47.0,-0.0913016405537519,-0.16347569955817376,-0.11864406779661017,0.3757642719108755,0.5592113823842872
split_source_defect_type,train,rectangular_notch,all,By_only,By,8.0,64.0,224.0,0.4375,0.5625,0.5989583333333334,192.0,-0.1814991850193405,-0.3793484501419588,-0.27565392354124746,0.9372924264543987,0.8407365427680006
split_source_defect_type,train,rotated_rect,all,By_only,By,8.0,64.0,224.0,0.5,0.5,0.6197916666666666,192.0,0.0157607082381251,0.18103703403066965,0.1096579476861167,0.7656554870898526,0.7309889497384509
split_source_defect_type,val,rectangular_notch,all,By_only,By,2.0,16.0,56.0,0.6071428571428571,0.3928571428571429,0.5833333333333334,48.0,0.24354502786584856,0.29286247810836696,0.226890756302521,0.7149243957484399,0.8049592217720121
split_source_defect_type,val,rotated_rect,all,By_only,By,2.0,16.0,55.0,0.509090909090909,0.49090909090909096,0.7446808510638298,47.0,0.328643634212223,0.44624447717231225,0.2542372881355932,0.7778292131406954,0.6877902616447815
split_source_defect_type,test,rectangular_notch,all,By_only,By,2.0,16.0,56.0,0.5535714285714286,0.4464285714285714,0.7916666666666666,48.0,0.37472634372013675,0.5430465046331026,0.46218487394957986,0.8930815010085165,0.5801108388056886
split_source_defect_type,test,rotated_rect,all,By_only,By,2.0,16.0,55.0,0.43636363636363634,0.5636363636363637,0.7021276595744681,47.0,-0.34138082551872156,-0.4977908689248895,-0.3050847457627119,0.794654086811931,0.5592113823842872
split_source_defect_type,train,rectangular_notch,all,Bz_only,Bz,8.0,64.0,224.0,0.44642857142857145,0.5535714285714286,0.5572916666666666,192.0,-0.04265595524269185,-0.04069849265749178,-0.052313883299798795,0.31919961212081793,0.8407365427680006
split_source_defect_type,train,rotated_rect,all,Bz_only,Bz,8.0,64.0,224.0,0.4330357142857143,0.5669642857142857,0.6666666666666666,192.0,0.027755318255894,0.20014904496504665,0.12977867203219315,0.3342857102121192,0.7309889497384509
split_source_defect_type,val,rectangular_notch,all,Bz_only,Bz,2.0,16.0,56.0,0.48214285714285715,0.5178571428571428,0.6666666666666666,48.0,-0.01945763026687988,-0.38704940574120855,-0.2773109243697479,0.32709909436879847,0.8049592217720121
split_source_defect_type,val,rotated_rect,all,Bz_only,Bz,2.0,16.0,55.0,0.5454545454545454,0.4545454545454546,0.7021276595744681,47.0,0.2808265523242465,0.49189985272459497,0.288135593220339,0.3084197127018726,0.6877902616447815
split_source_defect_type,test,rectangular_notch,all,Bz_only,Bz,2.0,16.0,56.0,0.5178571428571429,0.4821428571428571,0.7916666666666666,48.0,0.06621267540007411,0.08682857391152587,0.058823529411764705,0.3278259522666134,0.5801108388056886
split_source_defect_type,test,rotated_rect,all,Bz_only,Bz,2.0,16.0,55.0,0.38181818181818183,0.6181818181818182,0.7659574468085106,47.0,-0.0663486364103209,-0.016200294550810013,-0.01694915254237288,0.3426273765040575,0.5592113823842872
variant_mean,all,all,centerline_offset_small,Bx_By_Bz_raw_concat,Bx+By+Bz,24,24,,,,,,0.024710699281577077,,,0.4062875333350471,0.7351945784746549
variant_mean,all,all,half_width_expand_local,Bx_By_Bz_raw_concat,Bx+By+Bz,24,24,,,,,,0.30194897269002197,,,0.399368539629435,0.7162958043993369
variant_mean,all,all,half_width_shrink_local,Bx_By_Bz_raw_concat,Bx+By+Bz,24,24,,,,,,0.16385622943749453,,,0.4128305720854389,0.741930760189042
variant_mean,all,all,mixed_profile_perturbation,Bx_By_Bz_raw_concat,Bx+By+Bz,24,24,,,,,,0.25083073544654505,,,0.4150213232254361,0.8098167656436157
variant_mean,all,all,profile_extracted_reference,Bx_By_Bz_raw_concat,Bx+By+Bz,24,24,,,,,,0.3033378806904335,,,0.4122023995644666,0.7191364687839735
variant_mean,all,all,roughness_noise,Bx_By_Bz_raw_concat,Bx+By+Bz,24,24,,,,,,0.06448510740539505,,,0.4108593937511489,0.7211403229092577
variant_mean,all,all,smooth_global_width_scale,Bx_By_Bz_raw_concat,Bx+By+Bz,24,24,,,,,,0.018466409606028224,,,0.42102338107752013,0.7378298876437647
variant_mean,all,all,true_reference,Bx_By_Bz_raw_concat,Bx+By+Bz,24,24,,,,,,nan,,,0.0,0.764637861711405
variant_mean,all,all,centerline_offset_small,Bx_By_Bz_trainstd_normalized,Bx+By+Bz,24,24,,,,,,-0.12765808236148654,,,0.6360384496748024,0.7351945784746549
variant_mean,all,all,half_width_expand_local,Bx_By_Bz_trainstd_normalized,Bx+By+Bz,24,24,,,,,,0.3484593730929033,,,0.6330888188302434,0.7162958043993369
variant_mean,all,all,half_width_shrink_local,Bx_By_Bz_trainstd_normalized,Bx+By+Bz,24,24,,,,,,0.0016425654370455759,,,0.6334004396980292,0.741930760189042
variant_mean,all,all,mixed_profile_perturbation,Bx_By_Bz_trainstd_normalized,Bx+By+Bz,24,24,,,,,,0.27000750141839985,,,0.640852578993021,0.8098167656436157
variant_mean,all,all,profile_extracted_reference,Bx_By_Bz_trainstd_normalized,Bx+By+Bz,24,24,,,,,,0.04019465663649611,,,0.6485424910731253,0.7191364687839735
variant_mean,all,all,roughness_noise,Bx_By_Bz_trainstd_normalized,Bx+By+Bz,24,24,,,,,,-0.1366814824321742,,,0.6240259707431856,0.7211403229092577
variant_mean,all,all,smooth_global_width_scale,Bx_By_Bz_trainstd_normalized,Bx+By+Bz,24,24,,,,,,-0.009546124073669272,,,0.616442866986867,0.7378298876437647
variant_mean,all,all,true_reference,Bx_By_Bz_trainstd_normalized,Bx+By+Bz,24,24,,,,,,nan,,,0.0,0.764637861711405
variant_mean,all,all,centerline_offset_small,Bx_By_raw_concat,Bx+By,24,24,,,,,,0.1928845796709076,,,0.4426925818358382,0.7351945784746549
variant_mean,all,all,half_width_expand_local,Bx_By_raw_concat,Bx+By,24,24,,,,,,0.13247167914318958,,,0.45447007356591773,0.7162958043993369
variant_mean,all,all,half_width_shrink_local,Bx_By_raw_concat,Bx+By,24,24,,,,,,0.2864947896838523,,,0.4610779943168318,0.741930760189042
variant_mean,all,all,mixed_profile_perturbation,Bx_By_raw_concat,Bx+By,24,24,,,,,,0.3353179969156056,,,0.46129318008326875,0.8098167656436157
variant_mean,all,all,profile_extracted_reference,Bx_By_raw_concat,Bx+By,24,24,,,,,,0.26673823049063783,,,0.45774626086646997,0.7191364687839735
variant_mean,all,all,roughness_noise,Bx_By_raw_concat,Bx+By,24,24,,,,,,0.14856018238801016,,,0.45829269309974774,0.7211403229092577
variant_mean,all,all,smooth_global_width_scale,Bx_By_raw_concat,Bx+By,24,24,,,,,,0.0792399938657784,,,0.4719624410841043,0.7378298876437647
variant_mean,all,all,true_reference,Bx_By_raw_concat,Bx+By,24,24,,,,,,nan,,,0.0,0.764637861711405
variant_mean,all,all,centerline_offset_small,Bx_Bz_raw_concat,Bx+Bz,24,24,,,,,,0.018387064959614247,,,0.38683988950222065,0.7351945784746549
variant_mean,all,all,half_width_expand_local,Bx_Bz_raw_concat,Bx+Bz,24,24,,,,,,0.1883026847887807,,,0.3787547690183139,0.7162958043993369
variant_mean,all,all,half_width_shrink_local,Bx_Bz_raw_concat,Bx+Bz,24,24,,,,,,0.11939822793553823,,,0.39534287838078447,0.741930760189042
variant_mean,all,all,mixed_profile_perturbation,Bx_Bz_raw_concat,Bx+Bz,24,24,,,,,,0.13934056245054077,,,0.3960380906227301,0.8098167656436157
variant_mean,all,all,profile_extracted_reference,Bx_Bz_raw_concat,Bx+Bz,24,24,,,,,,0.29158660225664645,,,0.39179835720728545,0.7191364687839735
variant_mean,all,all,roughness_noise,Bx_Bz_raw_concat,Bx+Bz,24,24,,,,,,0.08340486132711,,,0.39404508343105266,0.7211403229092577
variant_mean,all,all,smooth_global_width_scale,Bx_Bz_raw_concat,Bx+Bz,24,24,,,,,,-0.001325015420704296,,,0.40801647455624873,0.7378298876437647
variant_mean,all,all,true_reference,Bx_Bz_raw_concat,Bx+Bz,24,24,,,,,,nan,,,0.0,0.764637861711405
variant_mean,all,all,centerline_offset_small,Bx_only,Bx,24,24,,,,,,0.21814194711596066,,,0.4450773385223555,0.7351945784746549
variant_mean,all,all,half_width_expand_local,Bx_only,Bx,24,24,,,,,,-0.007479619497351258,,,0.45909471340604563,0.7162958043993369
variant_mean,all,all,half_width_shrink_local,Bx_only,Bx,24,24,,,,,,0.22644720811270216,,,0.47221679016620915,0.741930760189042
variant_mean,all,all,mixed_profile_perturbation,Bx_only,Bx,24,24,,,,,,0.2241756369733611,,,0.4684765108040147,0.8098167656436157
variant_mean,all,all,profile_extracted_reference,Bx_only,Bx,24,24,,,,,,0.24023861558771464,,,0.46015853963027303,0.7191364687839735
variant_mean,all,all,roughness_noise,Bx_only,Bx,24,24,,,,,,0.20907101650905344,,,0.47151898837940537,0.7211403229092577
variant_mean,all,all,smooth_global_width_scale,Bx_only,Bx,24,24,,,,,,0.08537231050003427,,,0.495267145459004,0.7378298876437647
variant_mean,all,all,true_reference,Bx_only,Bx,24,24,,,,,,nan,,,0.0,0.764637861711405
variant_mean,all,all,centerline_offset_small,By_Bz_raw_concat,By+Bz,24,24,,,,,,-0.15123585841206813,,,0.430126473835023,0.7351945784746549
variant_mean,all,all,half_width_expand_local,By_Bz_raw_concat,By+Bz,24,24,,,,,,0.5283558596683233,,,0.4072341908240249,0.7162958043993369
variant_mean,all,all,half_width_shrink_local,By_Bz_raw_concat,By+Bz,24,24,,,,,,0.06487409820825533,,,0.421804132356339,0.741930760189042
variant_mean,all,all,mixed_profile_perturbation,By_Bz_raw_concat,By+Bz,24,24,,,,,,0.1960315957109572,,,0.42930884800586316,0.8098167656436157
variant_mean,all,all,profile_extracted_reference,By_Bz_raw_concat,By+Bz,24,24,,,,,,0.25493168526221355,,,0.42881453679436027,0.7191364687839735
variant_mean,all,all,roughness_noise,By_Bz_raw_concat,By+Bz,24,24,,,,,,-0.012898493556684695,,,0.4186009968331849,0.7211403229092577
variant_mean,all,all,smooth_global_width_scale,By_Bz_raw_concat,By+Bz,24,24,,,,,,0.0029559653479953076,,,0.42106031530481164,0.7378298876437647
variant_mean,all,all,true_reference,By_Bz_raw_concat,By+Bz,24,24,,,,,,nan,,,0.0,0.764637861711405
variant_mean,all,all,centerline_offset_small,By_only,By,24,24,,,,,,-0.1629046234172648,,,0.9591661309033248,0.7351945784746549
variant_mean,all,all,half_width_expand_local,By_only,By,24,24,,,,,,0.11225692307060468,,,0.9784363623912675,0.7162958043993369
variant_mean,all,all,half_width_shrink_local,By_only,By,24,24,,,,,,0.1086628568411277,,,0.9443451135023982,0.741930760189042
variant_mean,all,all,mixed_profile_perturbation,By_only,By,24,24,,,,,,0.2567258732924316,,,0.9728714318119583,0.8098167656436157
variant_mean,all,all,profile_extracted_reference,By_only,By,24,24,,,,,,0.01900952781030226,,,0.9941641201518028,0.7191364687839735
variant_mean,all,all,roughness_noise,By_only,By,24,24,,,,,,-0.13123871413434768,,,0.9207584721186001,0.7211403229092577
variant_mean,all,all,smooth_global_width_scale,By_only,By,24,24,,,,,,0.0966160604441036,,,0.8917789363783738,0.7378298876437647
variant_mean,all,all,true_reference,By_only,By,24,24,,,,,,nan,,,0.0,0.764637861711405
variant_mean,all,all,centerline_offset_small,Bz_only,Bz,24,24,,,,,,-0.15701920365609767,,,0.3800702314435546,0.7351945784746549
variant_mean,all,all,half_width_expand_local,Bz_only,Bz,24,24,,,,,,0.44501215399844535,,,0.3534140705356508,0.7162958043993369
variant_mean,all,all,half_width_shrink_local,Bz_only,Bz,24,24,,,,,,-0.023893185061160397,,,0.37352658493626584,0.741930760189042
variant_mean,all,all,mixed_profile_perturbation,Bz_only,Bz,24,24,,,,,,-0.020586520110934776,,,0.37900436041523217,0.8098167656436157
variant_mean,all,all,profile_extracted_reference,Bz_only,Bz,24,24,,,,,,0.29048863043449996,,,0.37637017552759167,0.7191364687839735
variant_mean,all,all,roughness_noise,Bz_only,Bz,24,24,,,,,,0.00591463902221598,,,0.37091126882014197,0.7211403229092577
variant_mean,all,all,smooth_global_width_scale,Bz_only,Bz,24,24,,,,,,-0.05680445196547189,,,0.37997892510362324,0.7378298876437647
variant_mean,all,all,true_reference,Bz_only,Bz,24,24,,,,,,nan,,,0.0,0.764637861711405
