sample_id,split,subset,row_origin,inference_status,risk_score,risk_threshold,risk_reason,true_shape_type,pred_shape_type,shape_correct,burial_depth_level,size_level,aspect_bin,hardcase_target_id,pred_L_mm,pred_W_mm,pred_D_mm,pred_burial_depth_mm,pred_center_x_mm,pred_center_y_mm,pred_center_z_mm,L_error_mm,W_error_mm,D_error_mm,burial_depth_error_mm,center_xyz_error_mm,total_abs_normalized_error,center_outlier,burial_outlier,catastrophic_failure,geometry_branch_failure,bad_tail_target,failure_tags,stable_prediction_claim
internal_pilot_065,test,source_v2,source_v2_240,abstain_need_review,0.7231046294055324,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=5.837; burial_pairwise_max_mm=0.848; feature_abs_z_max=2.790; f2_pred_train_range_violation_count=1.000,internal_cuboid,internal_cuboid,True,shallow,medium,elongated_x,,3.9553120136260986,4.827572822570801,1.3088421821594238,1.0359610319137573,7.318459510803223,1.612177848815918,-2.5610125064849854,1.6446877717971802,2.20257306098938,0.1088421568274498,0.23596099019050598,5.085655689239502,0.6168781518936157,True,False,False,False,True,center_outlier|dimension_outlier|visual_suspect,False
internal_pilot_072,test,source_v2,source_v2_240,abstain_need_review,0.2455019615852779,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=3.347; burial_pairwise_max_mm=0.770; feature_abs_z_max=2.500,internal_cuboid,internal_cuboid,True,medium,small,elongated_y,,3.4400393962860107,3.223202705383301,1.1958595514297485,2.3891098499298096,7.2204999923706055,-0.15128721296787262,-3.4299941062927246,1.9400393962860107,0.023202737793326378,0.19585946202278137,0.3891098201274872,5.799923896789551,0.6313610076904297,True,False,False,False,True,center_outlier|dimension_outlier|visual_suspect,False
internal_pilot_082,test,source_v2,source_v2_240,abstain_need_review,0.10678781851284547,0.07046389,center_pairwise_max_mm=1.352; burial_pairwise_max_mm=0.507; feature_abs_z_max=2.357,internal_cuboid,internal_cuboid,True,deep,medium,compact,,2.9708564281463623,3.3171496391296387,1.1453397274017334,2.4047389030456543,9.014307975769043,-0.7161015868186951,-2.3913159370422363,0.529143750667572,0.18285052478313446,0.0546603687107563,0.795261025428772,4.014342308044434,0.45499753952026367,True,False,False,False,True,center_outlier|visual_suspect,False
internal_pilot_084,test,source_v2,source_v2_240,abstain_need_review,0.42739223908033436,0.07046389,center_pairwise_max_mm=3.765; burial_pairwise_max_mm=0.495; feature_abs_z_max=4.079,internal_cuboid,internal_cuboid,True,deep,medium,elongated_y,,4.524942398071289,4.048309326171875,1.2580347061157227,2.5344910621643066,8.409146308898926,2.0460078716278076,-3.4586756229400635,1.8999425172805786,1.5516904592514038,0.05803466588258743,0.6655089259147644,3.7310636043548584,0.46931204199790955,True,False,False,False,True,center_outlier|dimension_outlier|visual_suspect,False
internal_pilot_087,test,source_v2,source_v2_240,accepted_prediction,0.05170554544177274,0.07046389,center_pairwise_max_mm=1.764; burial_pairwise_max_mm=0.370; feature_abs_z_max=1.723,internal_cuboid,internal_cuboid,True,deep,large,elongated_y,,3.2154200077056885,2.590418815612793,1.1179120540618896,3.2780964374542236,8.983612060546875,-0.8607319593429565,-3.115318775177002,0.534579873085022,5.409581661224365,0.28208795189857483,0.07809652388095856,4.961811542510986,0.9117769002914429,True,False,False,False,True,center_outlier|dimension_outlier|visual_suspect,True
internal_pilot_091,test,source_v2,source_v2_240,abstain_need_review,0.1997268416082699,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=1.994; burial_pairwise_max_mm=0.255; feature_abs_z_max=1.238,internal_cuboid,internal_ellipsoid,False,deep_plus,medium,compact,,2.8608696460723877,2.452511787414551,1.1015374660491943,2.5262744426727295,8.41928482055664,-1.098283290863037,-3.3510897159576416,0.6391303539276123,1.0474883317947388,0.09846256673336029,1.6737254858016968,4.305507183074951,0.6480669975280762,True,True,True,True,True,center_outlier|burial_outlier|shape_misclassified|full_shift_failure|geometry_branch_failure|visual_suspect,False
internal_topup_033,test,source_v2,source_v2_240,abstain_need_review,0.10498069564782997,0.07046389,center_pairwise_max_mm=2.766; burial_pairwise_max_mm=0.470; feature_abs_z_max=2.542,internal_cuboid,internal_cuboid,True,shallow,large,elongated_y,,5.992984771728516,4.556937217712402,1.3864282369613647,1.534111738204956,22.98004150390625,-0.11134150624275208,-2.618168830871582,2.2429850101470947,3.443063259124756,0.01357169821858406,0.7341118454933167,5.3307061195373535,0.798955500125885,True,False,False,False,True,center_outlier|dimension_outlier|visual_suspect,False
internal_topup_044,test,source_v2,source_v2_240,abstain_need_review,0.21513909085539293,0.07046389,center_pairwise_max_mm=2.879; burial_pairwise_max_mm=0.659; feature_abs_z_max=1.611,internal_ellipsoid,internal_ellipsoid,True,deep_plus,medium,compact,,4.09779167175293,2.9431958198547363,1.2411282062530518,2.9575228691101074,-1.7326593399047852,-0.8734665513038635,-2.9816150665283203,0.5977917313575745,0.5568042397499084,0.04112813621759415,1.2424769401550293,8.292241096496582,0.7540754675865173,True,True,True,False,True,center_outlier|burial_outlier|full_shift_failure|visual_suspect,False
internal_topup_045,test,source_v2,source_v2_240,abstain_need_review,0.7176972467563463,0.07046389,center_pairwise_max_mm=7.496; burial_pairwise_max_mm=0.062; feature_abs_z_max=1.869,internal_cuboid,internal_cuboid,True,shallow,large,compact,,4.05717658996582,6.4029154777526855,1.3555854558944702,2.332653045654297,23.408985137939453,-2.6125051975250244,-3.130256175994873,0.9428234696388245,1.4029154777526855,0.044414542615413666,1.5326530933380127,8.785345077514648,0.8766478896141052,True,True,True,False,True,center_outlier|burial_outlier|full_shift_failure|visual_suspect,False
internal_topup_054,test,source_v2,source_v2_240,abstain_need_review,0.819937869524869,0.07046389,center_pairwise_max_mm=4.257; burial_pairwise_max_mm=0.760; feature_abs_z_max=1.862,internal_cuboid,internal_cuboid,True,medium,large,compact,,4.547595024108887,5.785032272338867,1.3586461544036865,2.204901933670044,27.768932342529297,-4.29610013961792,-3.1184051036834717,0.45240485668182373,0.7850322723388672,0.0413537472486496,0.20490190386772156,3.228745698928833,0.29844656586647034,True,False,False,False,True,center_outlier|visual_suspect,False
internal_hard_topup_101,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.286459479853594,0.07046389,center_pairwise_max_mm=4.550; burial_pairwise_max_mm=0.914; feature_abs_z_max=1.663,internal_sphere,internal_sphere,True,shallow,large,compact,target_06_shallow_edge,1.4911856651306152,1.2386499643325806,1.210955262184143,1.859673261642456,-8.386366844177246,1.5202269554138184,-2.8072550296783447,0.09118567407131195,0.16135001182556152,0.18904462456703186,1.0596733093261719,4.117886543273926,0.5377960205078125,True,True,True,False,True,center_outlier|burial_outlier|full_shift_failure|visual_suspect,False
internal_hard_topup_102,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.6086749685916661,0.07046389,center_pairwise_max_mm=4.043; burial_pairwise_max_mm=0.356; feature_abs_z_max=2.468,internal_cuboid,internal_cuboid,True,shallow,medium,elongated_y,target_06_shallow_edge,4.185190677642822,3.8858001232147217,1.2038556337356567,1.2896430492401123,14.7603759765625,-1.011493444442749,-2.1861507892608643,1.5601909160614014,1.7141997814178467,0.003855559043586254,0.48964300751686096,6.661513805389404,0.6218699812889099,True,False,False,False,True,center_outlier|dimension_outlier|visual_suspect,False
internal_hard_topup_103,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.2801387481744126,0.07046389,center_pairwise_max_mm=3.125; burial_pairwise_max_mm=0.154; feature_abs_z_max=2.228,internal_ellipsoid,internal_ellipsoid,True,deep_plus,large,compact,target_07_deep_plus_edge,3.4045767784118652,3.0558230876922607,1.2108702659606934,2.556668996810913,4.878512382507324,0.020433740690350533,-2.6046926975250244,1.5954231023788452,1.9441769123077393,0.18912972509860992,1.6433308124542236,7.259924411773682,1.0448909997940063,True,True,True,False,True,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,False
internal_hard_topup_104,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.8114453067390079,0.07046389,center_pairwise_max_mm=4.972; burial_pairwise_max_mm=1.331; feature_abs_z_max=2.849,internal_sphere,internal_cuboid,False,deep_plus,medium,compact,target_07_deep_plus_edge,3.874899387359619,4.323885440826416,1.1885011196136475,3.64189076423645,11.154541969299316,-0.9911635518074036,-3.882115602493286,2.6748993396759033,3.123885154724121,0.011498923413455486,0.5581090450286865,3.9238739013671875,0.6993483901023865,True,False,False,False,True,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,False
internal_hard_topup_105,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.8036924637998244,0.07046389,center_pairwise_max_mm=5.812; burial_pairwise_max_mm=1.232; feature_abs_z_max=1.995; f2_pred_train_range_violation_count=1.000,internal_cuboid,internal_ellipsoid,False,deep_plus,large,compact,target_07_deep_plus_edge,3.0709760189056396,3.190877676010132,1.145594835281372,4.103831768035889,0.7313072085380554,-0.014381366781890392,-4.13701868057251,1.9290237426757812,1.8091223239898682,0.25440508127212524,0.0961679071187973,13.1055269241333,0.8231499791145325,True,False,False,False,True,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,False
internal_hard_topup_106,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.48910074465480347,0.07046389,center_pairwise_max_mm=4.078; burial_pairwise_max_mm=0.109; feature_abs_z_max=2.122,internal_ellipsoid,internal_ellipsoid,True,deep_plus,medium,elongated_x,target_07_deep_plus_edge,4.66383171081543,3.9778425693511963,1.2823199033737183,3.873849391937256,4.997064590454102,0.7431450486183167,-3.8118016719818115,0.9361682534217834,1.3528426885604858,0.08231983333826065,0.3261505663394928,5.1003098487854,0.42990681529045105,True,False,False,False,True,center_outlier|dimension_outlier|visual_suspect,False
internal_hard_topup_107,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.8396578463448849,0.07046389,center_pairwise_max_mm=5.801; burial_pairwise_max_mm=1.022; feature_abs_z_max=2.700,internal_sphere,internal_cuboid,False,deep_plus,large,compact,target_07_deep_plus_edge,3.1119914054870605,3.953653335571289,1.177555799484253,3.569195508956909,7.154027938842773,-0.014789460226893425,-3.338552951812744,1.7119914293289185,2.5536534786224365,0.22244419157505035,0.6308043599128723,7.858855724334717,0.976687490940094,True,False,False,False,True,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,False
internal_hard_topup_108,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.49665724448443277,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=3.421; burial_pairwise_max_mm=0.515; feature_abs_z_max=1.995,internal_cuboid,internal_ellipsoid,False,deep_plus,medium,elongated_y,target_07_deep_plus_edge,3.471234083175659,4.2140583992004395,1.2131849527359009,3.3332931995391846,6.815722942352295,-0.5419739484786987,-3.683438301086426,0.846234142780304,1.3859411478042603,0.013184850104153156,0.8667067289352417,6.215213298797607,0.5888572931289673,True,False,False,False,True,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,False
internal_hard_topup_109,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.7072862109188327,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=13.947; burial_pairwise_max_mm=0.196; feature_abs_z_max=2.794,internal_ellipsoid,internal_ellipsoid,True,deep_plus,large,compact,target_07_deep_plus_edge,4.470682144165039,3.1330621242523193,1.1778324842453003,2.5075416564941406,8.799195289611816,1.6482391357421875,-2.562375545501709,0.5293176770210266,1.8669378757476807,0.2221674621105194,1.6924582719802856,22.544387817382812,1.109633207321167,True,True,True,False,True,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,False
internal_hard_topup_110,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.7695070602203269,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=4.788; burial_pairwise_max_mm=0.511; feature_abs_z_max=2.172,internal_sphere,internal_sphere,True,deep_plus,medium,compact,target_07_deep_plus_edge,2.262908935546875,3.118377923965454,1.1332294940948486,2.496793508529663,-2.8132872581481934,-3.2561511993408203,-2.6035666465759277,1.0629088878631592,1.9183778762817383,0.06677059084177017,1.7032064199447632,5.833634376525879,0.8480280637741089,True,True,True,False,True,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,False
internal_hard_topup_111,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.11052289710771886,0.07046389,center_pairwise_max_mm=2.048; burial_pairwise_max_mm=0.372; feature_abs_z_max=1.764,internal_cuboid,internal_cuboid,True,deep_plus,large,compact,target_07_deep_plus_edge,4.0679192543029785,4.631875514984131,1.2448395490646362,3.883113145828247,18.0199031829834,-2.136627674102783,-4.565214157104492,0.9320806860923767,0.3681243360042572,0.15516044199466705,0.31688669323921204,7.920622825622559,0.5616124868392944,True,False,False,False,True,center_outlier|visual_suspect,False
internal_hard_topup_112,test,hardcase_topup,hardcase_topup_v1,accepted_prediction,0.056284266071638195,0.07046389,center_pairwise_max_mm=2.663; burial_pairwise_max_mm=0.305; feature_abs_z_max=1.961,internal_ellipsoid,internal_cuboid,False,deep_plus,medium,elongated_y,target_07_deep_plus_edge,3.2278645038604736,2.8651716709136963,1.174283504486084,3.094036102294922,11.471625328063965,-2.382192373275757,-3.148892879486084,0.6028644442558289,2.734827995300293,0.025716610252857208,1.1059637069702148,1.840386152267456,0.5660510659217834,False,True,False,False,True,burial_outlier|dimension_outlier|shape_misclassified|visual_suspect,True
internal_hard_topup_113,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.14348428428080506,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=3.020; burial_pairwise_max_mm=0.362; feature_abs_z_max=2.464,internal_cuboid,internal_cuboid,True,shallow,large,compact,target_08_x_pos_y_pos_region,2.8233299255371094,2.840782880783081,1.0946121215820312,1.1190111637115479,9.897529602050781,-0.04889044910669327,-2.1713898181915283,2.1766698360443115,2.15921688079834,0.3053877651691437,0.31901121139526367,4.148161888122559,0.8409714698791504,True,False,False,False,True,center_outlier|dimension_outlier|visual_suspect,False
internal_hard_topup_114,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.09577701096267137,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=1.532; burial_pairwise_max_mm=0.765; feature_abs_z_max=1.611,internal_ellipsoid,internal_cuboid,False,deep_plus,large,elongated_y,target_08_x_pos_y_pos_region,3.9542489051818848,4.670405387878418,1.2718961238861084,2.1037282943725586,10.66702651977539,2.6971018314361572,-3.319166421890259,0.2042490541934967,3.3295950889587402,0.12810388207435608,2.096271514892578,3.4960432052612305,0.8178423047065735,True,True,True,True,True,center_outlier|burial_outlier|dimension_outlier|shape_misclassified|full_shift_failure|geometry_branch_failure|visual_suspect,False
internal_hard_topup_115,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.6138827887719569,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=4.892; burial_pairwise_max_mm=0.768; feature_abs_z_max=2.450; f2_pred_train_range_violation_count=2.000,internal_cuboid,internal_cuboid,True,shallow,large,compact,target_08_x_pos_y_pos_region,3.9427051544189453,3.865654468536377,1.2182815074920654,0.926687479019165,10.881388664245605,-1.3150800466537476,-1.7190039157867432,1.0572946071624756,1.134345293045044,0.18171849846839905,0.12668751180171967,4.463089466094971,0.5290707945823669,True,False,False,False,True,center_outlier|visual_suspect,False
internal_hard_topup_116,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.1575588801246527,0.07046389,center_pairwise_max_mm=1.963; burial_pairwise_max_mm=0.640; feature_abs_z_max=2.598,internal_ellipsoid,internal_cuboid,False,deep_plus,large,elongated_y,target_08_x_pos_y_pos_region,3.111903429031372,2.996466636657715,1.1184158325195312,3.479233503341675,7.239692687988281,-0.9588217735290527,-3.6830222606658936,0.6380965709686279,5.003533840179443,0.28158411383628845,0.7207663655281067,7.723283767700195,1.107521653175354,True,False,False,False,True,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,False
internal_hard_topup_118,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.9190371836147038,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=12.333; burial_pairwise_max_mm=1.194; feature_abs_z_max=2.863; f2_pred_train_range_violation_count=1.000,internal_cuboid,internal_ellipsoid,False,deep,large,compact,target_09_x_neg_y_pos_region,3.7055811882019043,2.8968470096588135,1.1667745113372803,4.222947597503662,-1.9837028980255127,0.2870030701160431,-3.5483558177948,1.2944186925888062,2.1031529903411865,0.23322540521621704,1.0229476690292358,9.29716682434082,0.8171604871749878,True,True,True,True,True,center_outlier|burial_outlier|dimension_outlier|shape_misclassified|full_shift_failure|geometry_branch_failure|visual_suspect,False
internal_hard_topup_119,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.8971441616546373,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=14.056; burial_pairwise_max_mm=1.423; feature_abs_z_max=3.568,internal_ellipsoid,internal_ellipsoid,True,shallow,medium,compact,target_09_x_neg_y_pos_region,3.4409420490264893,1.9285218715667725,1.0565812587738037,2.5476534366607666,-0.6092121005058289,0.7011153101921082,-4.485896587371826,0.05905795842409134,1.571478247642517,0.1434187889099121,1.7476533651351929,12.023215293884277,0.9589871764183044,True,True,True,False,True,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,False
internal_hard_topup_120,test,hardcase_topup,hardcase_topup_v1,abstain_need_review,0.8140691755684634,0.07046389,shape_disagreement_count=1.000; center_pairwise_max_mm=6.730; burial_pairwise_max_mm=0.247; feature_abs_z_max=1.991,internal_cuboid,internal_ellipsoid,False,deep,large,compact,target_09_x_neg_y_pos_region,4.0752644538879395,2.554996967315674,1.1868351697921753,3.1053285598754883,9.150613784790039,2.28243088722229,-3.235041379928589,0.9247353076934814,2.445003032684326,0.21316483616828918,0.09467126429080963,21.334850311279297,0.8170862197875977,True,False,False,False,True,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,False
