sample_id,base_sample_id,perturb_sample_id,source_index,split,source_defect_type,source_pack,generated_geometry_type,variant_type,perturb_level,expected_quality_rank,requires_comsol_forward,reused_original,center_x,center_y,angle_rad,angle_deg,length,depth,profile_params_json,polygon_vertices_json,vertex_count,polygon_area_m2,polygon_valid,polygon_finite,polygon_in_bounds,polygon_self_intersects,mask_non_empty,component_count,profile_mask_area,quality_iou_vs_true,quality_dice_vs_true,quality_area_error_vs_true,quality_center_error_px_vs_true,profile_l2_delta,roughness_delta,area_delta_ratio,observed_delta_bz_reference_sample_id,notes,u_station_0,u_station_1,u_station_2,u_station_3,u_station_4,u_station_5,u_station_6,u_station_7,half_width_0,half_width_1,half_width_2,half_width_3,half_width_4,half_width_5,half_width_6,half_width_7,center_offset_0,center_offset_1,center_offset_2,center_offset_3,center_offset_4,center_offset_5,center_offset_6,center_offset_7,occupancy_0,occupancy_1,occupancy_2,occupancy_3,occupancy_4,occupancy_5,occupancy_6,occupancy_7
profile_perturb_004_04,rect_p2_0012,rect_p2_0012__smooth_global_width_scale,11,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,smooth_global_width_scale,small,2,1,0,-0.0009540443740446459,0.000163924970918081,-0.011546244844151232,-0.6615510987945525,0.0138391634691604,0.001500000013038516,"{""angle_deg"": -0.6615510987945525, ""angle_rad"": -0.011546244844151232, ""area_proxy"": 0.00010173251948701004, ""center_offsets"": [-0.0007054245560399003, -5.600012890759194e-05, -4.145399767292248e-05, 0.0006225165844194261, -0.0006326939203645345, 2.400357137701105e-05, 4.582276285249549e-05, 0.00038508111224053187], ""center_x"": -0.0009540443740446459, ""center_y"": 0.000163924970918081, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.003790731357365553, 0.003504528368682497, 0.003514565329763142, 0.004025838688364021, 0.004020131800236061, 0.0035080077846386146, 0.0035080077856031624, 0.003504528356902052], ""length"": 0.0138391634691604, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.8750100521795116e-07, ""u_stations"": [-0.006912192621585022, -0.004935169268847822, -0.002958145916110623, -0.0009811225633734235, 0.0009959007893637767, 0.002972924142100977, 0.004949947494838175, 0.006926970847575376]}","[[-0.007830153332388533, 0.003328834209614146], [-0.005849068011905202, 0.0036692047482670114], [-0.0038718926058030597, 0.003670959513451096], [-0.001881431683012374, 0.004823298427246701], [8.090134953226585e-05, 0.003539638394995095], [0.002059462163201781, 0.003661375545791616], [0.004036605657348309, 0.0036603665953340915], [0.006017374126842732, 0.003973296445464501], [0.005936447640056059, -0.0030352930646337156], [0.003955598823675513, -0.003355181308308782], [0.0019784553295512583, -0.003354172355922291], [-1.1931439899085872e-05, -0.004500089264464728], [-0.0019743962557707945, -0.0032278422476593096], [-0.003953050866132105, -0.0033577026042974005], [-0.005929994498963909, -0.0033393847853905247], [-0.007917688812162722, -0.004252123146461578]]",16,0.00010173251948701007,1,1,1,0,1,1,510.0,0.6666666666666666,0.8,0.019230769230769232,2.6687743977061085,0.0003198923582086878,-3.402664744976029e-08,-0.07999999999999995,rect_p2_0012,real COMSOL forward required,-0.006912192621585022,-0.004935169268847822,-0.002958145916110623,-0.0009811225633734235,0.0009959007893637767,0.002972924142100977,0.004949947494838175,0.006926970847575376,0.003790731357365553,0.003504528368682497,0.003514565329763142,0.004025838688364021,0.004020131800236061,0.0035080077846386146,0.0035080077856031624,0.003504528356902052,-0.0007054245560399003,-5.600012890759194e-05,-4.145399767292248e-05,0.0006225165844194261,-0.0006326939203645345,2.400357137701105e-05,4.582276285249549e-05,0.00038508111224053187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_004_05,rect_p2_0012,rect_p2_0012__centerline_offset_small,11,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,centerline_offset_small,small,3,1,0,-0.0009540443740446459,0.000163924970918081,-0.011546244844151232,-0.6615510987945525,0.0138391634691604,0.001500000013038516,"{""angle_deg"": -0.6615510987945525, ""angle_rad"": -0.011546244844151232, ""area_proxy"": 0.00011057882552935874, ""center_offsets"": [-0.0004996858715666296, 0.0003739111477711588, 0.0005274806703492823, 0.0012177901552574842, -0.0001289826779663477, 0.0003363862961653836, 0.00010500574026401467, 0.0001793424277672611], ""center_x"": -0.0009540443740446459, ""center_y"": 0.000163924970918081, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.004120360171049514, 0.003809269965959236, 0.0038201797062642844, 0.004375911617786978, 0.004369708478517457, 0.003813051939824581, 0.0038130519408730024, 0.003809269953154404], ""length"": 0.0138391634691604, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 2.2152765266771145e-07, ""u_stations"": [-0.006912192621585022, -0.004935169268847822, -0.002958145916110623, -0.0009811225633734235, 0.0009959007893637767, 0.002972924142100977, 0.004949947494838175, 0.006926970847575376]}","[[-0.007823971985520515, 0.003864166021702715], [-0.005840585718420565, 0.004403808652359755], [-0.003861795072770329, 0.004545450263032447], [-0.0018705167233842787, 0.005768581913409486], [9.075340187792672e-05, 0.004392869437938486], [0.0020665909667318726, 0.004278761269853225], [0.004040811019559494, 0.0040245694496748525], [0.006018517213303447, 0.00407229275799219], [0.005930553640709236, -0.003545739318201523], [0.0039527601133934115, -0.003601026097763054], [0.00197854006059, -0.003346834275487979], [-1.0151804025716358e-05, -0.004345964974517844], [-0.001971565172034736, -0.002982657950618785], [-0.003950010573127987, -0.0030943998649550493], [-0.0059285492913104644, -0.0032142234494419142], [-0.007919119246144633, -0.0043760050175100295]]",16,0.00011057882552935875,1,1,1,0,1,1,553.0,0.6844583987441131,0.8126747437092264,0.06346153846153846,1.5336761797665117,0.0004034737299826334,0.0,0.0,rect_p2_0012,real COMSOL forward required,-0.006912192621585022,-0.004935169268847822,-0.002958145916110623,-0.0009811225633734235,0.0009959007893637767,0.002972924142100977,0.004949947494838175,0.006926970847575376,0.004120360171049514,0.003809269965959236,0.0038201797062642844,0.004375911617786978,0.004369708478517457,0.003813051939824581,0.0038130519408730024,0.003809269953154404,-0.0004996858715666296,0.0003739111477711588,0.0005274806703492823,0.0012177901552574842,-0.0001289826779663477,0.0003363862961653836,0.00010500574026401467,0.0001793424277672611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_004_06,rect_p2_0012,rect_p2_0012__roughness_noise,11,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,roughness_noise,small,3,1,0,-0.0009540443740446459,0.000163924970918081,-0.011546244844151232,-0.6615510987945525,0.0138391634691604,0.001500000013038516,"{""angle_deg"": -0.6615510987945525, ""angle_rad"": -0.011546244844151232, ""area_proxy"": 0.00011104942284558897, ""center_offsets"": [-0.0007054245560399003, -5.600012890759194e-05, -4.145399767292248e-05, 0.0006225165844194261, -0.0006326939203645345, 2.400357137701105e-05, 4.582276285249549e-05, 0.00038508111224053187], ""center_x"": -0.0009540443740446459, ""center_y"": 0.000163924970918081, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.00432637817960199, 0.0036949918669804587, 0.0040875922857027845, 0.003938320456008281, 0.004631890987228505, 0.003660529862231598, 0.004156226615551573, 0.0035045283569020516], ""length"": 0.0138391634691604, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.3822215261038223e-06, ""u_stations"": [-0.006912192621585022, -0.004935169268847822, -0.002958145916110623, -0.0009811225633734235, 0.0009959007893637767, 0.002972924142100977, 0.004949947494838175, 0.006926970847575376]}","[[-0.007823968760447966, 0.003864445327162975], [-0.005846868922582954, 0.0038596555508120527], [-0.003865276443276235, 0.004243948273050158], [-0.0018824421674988785, 0.004735786028606418], [8.79647139455207e-05, 0.004151356803867038], [0.002061223181324618, 0.00381388745669844], [0.004044089984372425, 0.004308542216866314], [0.006017374126842732, 0.003973296445464501], [0.005936447640056059, -0.003035293064633715], [0.003948114496651395, -0.004003356929841004], [0.0019766943114284206, -0.003506684266829115], [-1.899480431234084e-05, -0.0051118076733366715], [-0.00197338577128429, -0.003140329849019027], [-0.0039596670286589294, -0.0039306913638964625], [-0.0059321935882861564, -0.0035298355879355664], [-0.00792387338410329, -0.004787734264010407]]",16,0.00011104942284558897,1,1,1,0,1,1,552.0,0.6697819314641744,0.8022388059701493,0.06153846153846154,2.6406960642288406,0.0002786434473743701,1.1606938734361109e-06,0.0042557633794482064,rect_p2_0012,real COMSOL forward required,-0.006912192621585022,-0.004935169268847822,-0.002958145916110623,-0.0009811225633734235,0.0009959007893637767,0.002972924142100977,0.004949947494838175,0.006926970847575376,0.00432637817960199,0.0036949918669804587,0.0040875922857027845,0.003938320456008281,0.004631890987228505,0.003660529862231598,0.004156226615551573,0.0035045283569020516,-0.0007054245560399003,-5.600012890759194e-05,-4.145399767292248e-05,0.0006225165844194261,-0.0006326939203645345,2.400357137701105e-05,4.582276285249549e-05,0.00038508111224053187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_004_07,rect_p2_0012,rect_p2_0012__mixed_profile_perturbation,11,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,mixed_profile_perturbation,mixed,4,1,0,-0.0016080968702365925,-0.00022633474909580274,-0.16348145939301867,-9.366797651859319,0.0138391634691604,0.001500000013038516,"{""angle_deg"": -9.366797651859319, ""angle_rad"": -0.16348145939301867, ""area_proxy"": 0.00011127795663076573, ""center_offsets"": [-0.0007054245560399003, -5.600012890759194e-05, -4.145399767292248e-05, 0.0006225165844194261, -0.0006326939203645345, 2.400357137701105e-05, 4.582276285249549e-05, 0.00038508111224053187], ""center_x"": -0.0016080968702365925, ""center_y"": -0.00022633474909580274, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.004265056130762857, 0.003943041274934706, 0.0039543341359569075, 0.005159374692410612, 0.005152060943286754, 0.003946956061543437, 0.003946956062628676, 0.003943041261680202], ""length"": 0.0138391634691604, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 9.82154543064412e-07, ""u_stations"": [-0.0064398961468205345, -0.00459795889644527, -0.002756021646070005, -0.0009140843956947414, 0.0009278528546805235, 0.002769790105055788, 0.004611727355431051, 0.006453664605806317]}","[[-0.007382782493430415, 0.004333955294626985], [-0.005512117160950715, 0.004357216325562403], [-0.003690533714605415, 0.004082927726015099], [-0.0015689662124677326, 0.005627235598235685], [4.293067112409168e-05, 0.004081761961225837], [0.00177105309207311, 0.0032408836121515794], [0.0035919822990307573, 0.0029626288103375233], [0.005463938919817106, 0.0029937180318489465], [0.004180445663675026, -0.004787216528130864], [0.0023072147420931622, -0.004826030956652279], [0.0004862855354887702, -0.004547776152696684], [-0.0016341087096719865, -0.006084971376903097], [-0.0032483862804173575, -0.004553930204466697], [-0.00497770289676873, -0.0037202914386415794], [-0.006795610421407248, -0.003423718260572959], [-0.00877109431103714, -0.004082421924303072]]",16,0.00011127795663076573,1,1,1,0,1,1,558.0,0.5623188405797102,0.7198515769944341,0.07307692307692308,4.161817427154192,0.0004087288609088855,7.606268903967006e-07,0.006322468140352733,rect_p2_0012,real COMSOL forward required,-0.0064398961468205345,-0.00459795889644527,-0.002756021646070005,-0.0009140843956947414,0.0009278528546805235,0.002769790105055788,0.004611727355431051,0.006453664605806317,0.004265056130762857,0.003943041274934706,0.0039543341359569075,0.005159374692410612,0.005152060943286754,0.003946956061543437,0.003946956062628676,0.003943041261680202,-0.0007054245560399003,-5.600012890759194e-05,-4.145399767292248e-05,0.0006225165844194261,-0.0006326939203645345,2.400357137701105e-05,4.582276285249549e-05,0.00038508111224053187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_005_00,rect_v9_0058,rect_v9_0058__true_reference,177,train,rectangular_notch,pilot_v9_topup_rectangular_notch,original_rect_rot_reference,true_reference,reference,0,0,1,0.0015,-0.0005,0.0,0.0,0.006,0.0025,"{""angle_deg"": 0.0, ""angle_rad"": 0.0, ""area_proxy"": 9.6e-05, ""center_offsets"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""center_x"": 0.0015, ""center_y"": -0.0005, ""depth_proxy"": 0.0025, ""half_widths"": [0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008], ""length"": 0.006, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 0.0, ""u_stations"": [-0.003, -0.002142857142857143, -0.0012857142857142856, -0.00042857142857142833, 0.00042857142857142877, 0.0012857142857142859, 0.0021428571428571434, 0.003]}","[[-0.0015, 0.0075], [-0.0006428571428571429, 0.0075], [0.00021428571428571438, 0.0075], [0.0010714285714285717, 0.0075], [0.0019285714285714288, 0.0075], [0.002785714285714286, 0.0075], [0.0036428571428571434, 0.0075], [0.0045000000000000005, 0.0075], [0.0045000000000000005, -0.0085], [0.0036428571428571434, -0.0085], [0.002785714285714286, -0.0085], [0.0019285714285714288, -0.0085], [0.0010714285714285717, -0.0085], [0.00021428571428571438, -0.0085], [-0.0006428571428571429, -0.0085], [-0.0015, -0.0085]]",16,9.6e-05,1,1,1,0,1,1,459.0,0.22411533420707733,0.36616702355460384,0.03368421052631579,0.0,0.004409724600626338,-2.7526778699476504e-07,0.02492998340120322,rect_v9_0058,true_reference reuses original NPZ arrays,-0.003,-0.002142857142857143,-0.0012857142857142856,-0.00042857142857142833,0.00042857142857142877,0.0012857142857142859,0.0021428571428571434,0.003,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_005_01,rect_v9_0058,rect_v9_0058__profile_extracted_reference,177,train,rectangular_notch,pilot_v9_topup_rectangular_notch,profile_polygon_notch,profile_extracted_reference,reference,1,1,0,0.001305402854488737,-0.00015340587458586948,0.023206245072677323,1.3296199010106728,0.012909689422411334,0.001500000013038516,"{""angle_deg"": 1.3296199010106728, ""angle_rad"": 0.023206245072677323, ""area_proxy"": 9.366493473185995e-05, ""center_offsets"": [-0.0005001557995809798, 0.0007254931803586487, 4.6893127952351236e-05, 3.0427432960310057e-06, -2.6190846024629146e-05, -5.542443939726932e-05, -9.927482675490955e-05, -0.00046050004513158697], ""center_x"": 0.001305402854488737, ""center_y"": -0.00015340587458586948, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0037636054909865, 0.004101652210855236, 0.003500477973734907, 0.0034925849977255102, 0.0035057400569620885, 0.0037947582187884085, 0.0035004779698450065, 0.003232797607576552], ""length"": 0.012909689422411334, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 2.7526778699476504e-07, ""u_stations"": [-0.006361532051550024, -0.004517290705491263, -0.0026730493594325005, -0.0008288080133737382, 0.0010154333326850232, 0.0028596746787437847, 0.004703916024802548, 0.00654815737086131]}","[[-0.005130141952751296, 0.002961551101880884], [-0.0033226814226110578, 0.004567619847637732], [-0.0014492405534768439, 0.003330984216376987], [0.00039570488673241805, 0.003322048863184702], [0.002239822754426138, 0.00334876873771779], [0.004077539450021782, 0.0036512774338710186], [0.005929130267042072, 0.003356031915625406], [0.007787468273050019, 0.0027700897450098822], [0.007937496993484446, -0.0036937645903890462], [0.006091581584592519, -0.0036430389969248447], [0.004253647820860882, -0.003936195504991373], [0.0024025182766230935, -0.0036608235154030186], [0.0005577899046714278, -0.0036612403555365824], [-0.001286789235745873, -0.00366808670395097], [-0.0031323306157991977, -0.0036334758112118015], [-0.004955479327813272, -0.004563633157297404]]",16,9.366493473185995e-05,1,1,1,0,1,1,470.0,0.696588868940754,0.8211640211640212,0.010526315789473684,0.9389827191454444,0.0,0.0,0.0,rect_v9_0058,real COMSOL forward required,-0.006361532051550024,-0.004517290705491263,-0.0026730493594325005,-0.0008288080133737382,0.0010154333326850232,0.0028596746787437847,0.004703916024802548,0.00654815737086131,0.0037636054909865,0.004101652210855236,0.003500477973734907,0.0034925849977255102,0.0035057400569620885,0.0037947582187884085,0.0035004779698450065,0.003232797607576552,-0.0005001557995809798,0.0007254931803586487,4.6893127952351236e-05,3.0427432960310057e-06,-2.6190846024629146e-05,-5.542443939726932e-05,-9.927482675490955e-05,-0.00046050004513158697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_005_02,rect_v9_0058,rect_v9_0058__half_width_shrink_local,177,train,rectangular_notch,pilot_v9_topup_rectangular_notch,profile_polygon_notch,half_width_shrink_local,small,2,1,0,0.001305402854488737,-0.00015340587458586948,0.023206245072677323,1.3296199010106728,0.012909689422411334,0.001500000013038516,"{""angle_deg"": 1.3296199010106728, ""angle_rad"": 0.023206245072677323, ""area_proxy"": 8.989776539151554e-05, ""center_offsets"": [-0.0005001557995809798, 0.0007254931803586487, 4.6893127952351236e-05, 3.0427432960310057e-06, -2.6190846024629146e-05, -5.542443939726932e-05, -9.927482675490955e-05, -0.00046050004513158697], ""center_x"": 0.001305402854488737, ""center_y"": -0.00015340587458586948, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0037636054909865, 0.004101652210855236, 0.00301041105741202, 0.0034925849977255102, 0.0035057400569620885, 0.003263492068158031, 0.0035004779698450065, 0.003232797607576552], ""length"": 0.012909689422411334, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 8.813435782638357e-07, ""u_stations"": [-0.006361532051550024, -0.004517290705491263, -0.0026730493594325005, -0.0008288080133737382, 0.0010154333326850232, 0.0028596746787437847, 0.004703916024802548, 0.00654815737086131]}","[[-0.005130141952751296, 0.002961551101880884], [-0.0033226814226110578, 0.004567619847637732], [-0.0014378689612356763, 0.00284104925195403], [0.00039570488673241805, 0.003322048863184702], [0.002239822754426138, 0.00334876873771779], [0.004089867035980519, 0.0031201543281506503], [0.005929130267042072, 0.003356031915625406], [0.007787468273050019, 0.0027700897450098822], [0.007937496993484446, -0.0036937645903890462], [0.006091581584592519, -0.0036430389969248447], [0.004241320234902145, -0.003405072399271006], [0.0024025182766230935, -0.0036608235154030186], [0.0005577899046714278, -0.0036612403555365824], [-0.0012981608279870405, -0.003178151739528013], [-0.0031323306157991977, -0.0036334758112118015], [-0.004955479327813272, -0.004563633157297404]]",16,8.989776539151554e-05,1,1,1,0,1,1,448.0,0.7188081936685289,0.8364030335861322,0.056842105263157895,1.0237970868915187,0.0002555409226718497,6.060757912690706e-07,-0.04021963343196577,rect_v9_0058,real COMSOL forward required,-0.006361532051550024,-0.004517290705491263,-0.0026730493594325005,-0.0008288080133737382,0.0010154333326850232,0.0028596746787437847,0.004703916024802548,0.00654815737086131,0.0037636054909865,0.004101652210855236,0.00301041105741202,0.0034925849977255102,0.0035057400569620885,0.003263492068158031,0.0035004779698450065,0.003232797607576552,-0.0005001557995809798,0.0007254931803586487,4.6893127952351236e-05,3.0427432960310057e-06,-2.6190846024629146e-05,-5.542443939726932e-05,-9.927482675490955e-05,-0.00046050004513158697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_005_03,rect_v9_0058,rect_v9_0058__half_width_expand_local,177,train,rectangular_notch,pilot_v9_topup_rectangular_notch,profile_polygon_notch,half_width_expand_local,small,2,1,0,0.001305402854488737,-0.00015340587458586948,0.023206245072677323,1.3296199010106728,0.012909689422411334,0.001500000013038516,"{""angle_deg"": 1.3296199010106728, ""angle_rad"": 0.023206245072677323, ""area_proxy"": 9.727878284918382e-05, ""center_offsets"": [-0.0005001557995809798, 0.0007254931803586487, 4.6893127952351236e-05, 3.0427432960310057e-06, -2.6190846024629146e-05, -5.542443939726932e-05, -9.927482675490955e-05, -0.00046050004513158697], ""center_x"": 0.001305402854488737, ""center_y"": -0.00015340587458586948, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0037636054909865, 0.004101652210855236, 0.003500477973734907, 0.003981546897407082, 0.003996543664936781, 0.0037947582187884085, 0.0035004779698450065, 0.003232797607576552], ""length"": 0.012909689422411334, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 3.878111484238794e-07, ""u_stations"": [-0.006361532051550024, -0.004517290705491263, -0.0026730493594325005, -0.0008288080133737382, 0.0010154333326850232, 0.0028596746787437847, 0.004703916024802548, 0.00654815737086131]}","[[-0.005130141952751296, 0.002961551101880884], [-0.0033226814226110578, 0.004567619847637732], [-0.0014492405534768439, 0.003330984216376987], [0.00038435893547668744, 0.003810879108495191], [0.0022284340678723515, 0.0038394401954362466], [0.004077539450021782, 0.0036512774338710186], [0.005929130267042072, 0.003356031915625406], [0.007787468273050019, 0.0027700897450098822], [0.007937496993484446, -0.0036937645903890462], [0.006091581584592519, -0.0036430389969248447], [0.004253647820860882, -0.003936195504991373], [0.0024139069631768807, -0.004151494973121475], [0.0005691358559271585, -0.004150070600847073], [-0.001286789235745873, -0.00366808670395097], [-0.0031323306157991977, -0.0036334758112118015], [-0.004955479327813272, -0.004563633157297404]]",16,9.727878284918383e-05,1,1,1,0,1,1,486.0,0.6771378708551483,0.8074921956295525,0.023157894736842106,1.020520126566345,0.0002449418096561882,1.1254336142911435e-07,0.0385827217802419,rect_v9_0058,real COMSOL forward required,-0.006361532051550024,-0.004517290705491263,-0.0026730493594325005,-0.0008288080133737382,0.0010154333326850232,0.0028596746787437847,0.004703916024802548,0.00654815737086131,0.0037636054909865,0.004101652210855236,0.003500477973734907,0.003981546897407082,0.003996543664936781,0.0037947582187884085,0.0035004779698450065,0.003232797607576552,-0.0005001557995809798,0.0007254931803586487,4.6893127952351236e-05,3.0427432960310057e-06,-2.6190846024629146e-05,-5.542443939726932e-05,-9.927482675490955e-05,-0.00046050004513158697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_005_04,rect_v9_0058,rect_v9_0058__smooth_global_width_scale,177,train,rectangular_notch,pilot_v9_topup_rectangular_notch,profile_polygon_notch,smooth_global_width_scale,small,2,1,0,0.001305402854488737,-0.00015340587458586948,0.023206245072677323,1.3296199010106728,0.012909689422411334,0.001500000013038516,"{""angle_deg"": 1.3296199010106728, ""angle_rad"": 0.023206245072677323, ""area_proxy"": 8.617173995331116e-05, ""center_offsets"": [-0.0005001557995809798, 0.0007254931803586487, 4.6893127952351236e-05, 3.0427432960310057e-06, -2.6190846024629146e-05, -5.542443939726932e-05, -9.927482675490955e-05, -0.00046050004513158697], ""center_x"": 0.001305402854488737, ""center_y"": -0.00015340587458586948, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.00346251705170758, 0.003773520033986817, 0.0032204397358361146, 0.0032131781979074696, 0.0032252808524051214, 0.0034911775612853357, 0.003220439732257406, 0.002974173798970428], ""length"": 0.012909689422411334, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 2.3298665491236913e-07, ""u_stations"": [-0.006361532051550024, -0.004517290705491263, -0.0026730493594325005, -0.0008288080133737382, 0.0010154333326850232, 0.0028596746787437847, 0.004703916024802548, 0.00654815737086131]}","[[-0.005123155447753774, 0.002660543731513753], [-0.0033150673903385827, 0.00423957602128375], [-0.0014427425007676052, 0.0030510213795638687], [0.00040218828744997847, 0.0030427172944358506], [0.0022463305753140164, 0.0030683850475929576], [0.004084583784855346, 0.0033477785163165226], [0.005935628319744089, 0.003076069079123396], [0.007793469421867396, 0.0025115355715939255], [0.00793149584466707, -0.0034352104169730895], [0.006085083531890502, -0.0033630761604228347], [0.004246603486027319, -0.0036326965874368777], [0.0023960104557352157, -0.0033804398252781863], [0.0005513065039538673, -0.003381908786787731], [-0.0012932872884551115, -0.003388123867137852], [-0.003139944648071672, -0.00330543198485782], [-0.004962465832810792, -0.0042626257869302735]]",16,8.617173995331116e-05,1,1,1,0,1,1,434.0,0.7413793103448276,0.8514851485148515,0.0863157894736842,1.0708957596945832,0.0002895990370654039,-4.2281132082395906e-08,-0.07999999999999993,rect_v9_0058,real COMSOL forward required,-0.006361532051550024,-0.004517290705491263,-0.0026730493594325005,-0.0008288080133737382,0.0010154333326850232,0.0028596746787437847,0.004703916024802548,0.00654815737086131,0.00346251705170758,0.003773520033986817,0.0032204397358361146,0.0032131781979074696,0.0032252808524051214,0.0034911775612853357,0.003220439732257406,0.002974173798970428,-0.0005001557995809798,0.0007254931803586487,4.6893127952351236e-05,3.0427432960310057e-06,-2.6190846024629146e-05,-5.542443939726932e-05,-9.927482675490955e-05,-0.00046050004513158697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_005_05,rect_v9_0058,rect_v9_0058__centerline_offset_small,177,train,rectangular_notch,pilot_v9_topup_rectangular_notch,profile_polygon_notch,centerline_offset_small,small,3,1,0,0.001305402854488737,-0.00015340587458586948,0.023206245072677323,1.3296199010106728,0.012909689422411334,0.001500000013038516,"{""angle_deg"": 1.3296199010106728, ""angle_rad"": 0.023206245072677323, ""area_proxy"": 9.366493473185995e-05, ""center_offsets"": [-0.00011362518723836523, 0.0012728567814029104, 0.0006466776435374161, 0.000536453494235923, 0.0003351975991928934, 6.236428638413214e-05, -0.00024841532213455665, -0.0008470306574742016], ""center_x"": 0.001305402854488737, ""center_y"": -0.00015340587458586948, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0037636054909865, 0.004101652210855236, 0.003500477973734907, 0.0034925849977255102, 0.0035057400569620885, 0.0037947582187884085, 0.0035004779698450065, 0.003232797607576552], ""length"": 0.012909689422411334, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 2.7526778699476504e-07, ""u_stations"": [-0.006361532051550024, -0.004517290705491263, -0.0026730493594325005, -0.0008288080133737382, 0.0010154333326850232, 0.0028596746787437847, 0.004703916024802548, 0.00654815737086131]}","[[-0.005139111071795833, 0.0033479776397655407], [-0.0033353825364210578, 0.005114836069488041], [-0.0014631580506932976, 0.003930607238288955], [0.0003833275371201313, 0.003855315991774899], [0.002231437038306963, 0.00371005987807679], [0.00407480626131718, 0.0037690344447056656], [0.0059325909472953495, 0.0032069315767449358], [0.007796437392094556, 0.0023836632071252257], [0.007946466112528984, -0.004080191128273703], [0.0060950422648457965, -0.003792139335805315], [0.00425091463215628, -0.003818438494156726], [0.0023941325605039187, -0.0032995323750440184], [0.000545412555059141, -0.0031279732269463845], [-0.0013007067329623262, -0.0030684636820390012], [-0.0031450317296091977, -0.003086259589361492], [-0.0049644484468578075, -0.004177206619412749]]",16,9.366493473185996e-05,1,1,1,0,1,1,471.0,0.6654929577464789,0.7991543340380549,0.008421052631578947,1.960112246697548,0.0004197329380507855,0.0,0.0,rect_v9_0058,real COMSOL forward required,-0.006361532051550024,-0.004517290705491263,-0.0026730493594325005,-0.0008288080133737382,0.0010154333326850232,0.0028596746787437847,0.004703916024802548,0.00654815737086131,0.0037636054909865,0.004101652210855236,0.003500477973734907,0.0034925849977255102,0.0035057400569620885,0.0037947582187884085,0.0035004779698450065,0.003232797607576552,-0.00011362518723836523,0.0012728567814029104,0.0006466776435374161,0.000536453494235923,0.0003351975991928934,6.236428638413214e-05,-0.00024841532213455665,-0.0008470306574742016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
