shape_type,target_role,split,sample_count,refinement_applied_count,baseline_profile_rmse_mean_m,refined_profile_rmse_mean_m,oracle_profile_rmse_mean_m,baseline_Er_like_mean,refined_Er_like_mean,oracle_Er_like_mean,baseline_IoU_mean,refined_IoU_mean,oracle_IoU_mean,baseline_Dice_mean,refined_Dice_mean,oracle_Dice_mean,feature_residual_before_mean,feature_residual_after_mean,profile_rmse_improved_rate,forward_residual_improved_rate,success_credit_allowed
all,refinement_target,train,51,51,0.0005374218630695753,0.00020019012782658468,7.196776716540803e-05,3.2527597829247066,0.9078345896322003,0.2946183660060461,0.3057732044749795,0.5817935806435787,0.8851725886438828,0.45997320130732633,0.7104358621433281,0.9383212568295697,70.80472070218822,0.5457808511641502,0.9019607843137255,1.0,True
all,refinement_target,val,16,16,0.0004864766385254781,0.00023969027578327917,7.288271696281828e-05,2.714192189050351,1.0753221256277223,0.2867847983865308,0.34439908058230184,0.5379936845182778,0.8887132215961628,0.5016796431455282,0.6775940222866812,0.9403074030145209,87.09107852828754,0.4809548375686324,0.8125,1.0,True
all,refinement_target,test,15,15,0.0004392242369111867,0.0002684629966484331,0.0001066450289133984,1.353005489115917,0.7406982479227392,0.27365565817384246,0.36203308495549186,0.6106368396778639,0.9059531394156441,0.5278311381383355,0.7400878497901217,0.9500817355331799,52.28299546327455,0.7151008146596111,0.9333333333333333,1.0,True
asymmetric_corrosion,all,all,16,16,0.00047975019436148495,0.0001732450732001103,7.305768088976471e-05,3.086084566252422,0.7457138735937503,0.3222721925081061,0.4210122662136537,0.613500840909377,0.9478157662770268,0.5591292713575559,0.7323359640033564,0.9731884356863416,94.73450365208919,0.5234545915578523,0.875,1.0,False
asymmetric_corrosion,all,train,10,10,0.0005316684107885615,0.00016576520548236177,6.509888336339627e-05,3.982913852971291,0.8015272376423932,0.32580724410177714,0.39477779532094753,0.5614431083958129,0.9462898675571502,0.5312167786017701,0.6836045112463759,0.972382065544228,73.57702213553924,0.41172164556571156,0.8,1.0,False
asymmetric_corrosion,all,val,3,3,0.0004270188289417223,0.00012885545636890508,6.457858211096389e-05,2.095736620387492,0.6324523100566463,0.3206227404538784,0.48812169013337386,0.6846775154983309,0.9502869153287493,0.6015705963485727,0.7944858800280487,0.9744912092738179,197.90469634289346,0.4953602398674983,1.0,1.0,False
asymmetric_corrosion,all,test,3,3,0.00035942083835765874,0.00024256758242381066,0.00010806610475646042,1.0870015563877893,0.6729308903020449,0.312138139250097,0.44135107860295403,0.7158499413656365,0.9504309462915601,0.6097295888858244,0.8326242238352656,0.9745735625725768,62.08924934978478,0.9239920965553424,1.0,1.0,True
asymmetric_corrosion,already_pass_reference,all,4,4,0.00020283573092542552,0.00023505046088810223,9.299892212272694e-05,0.8043775441638046,0.6795211212904853,0.30600711276749737,0.7590366245520797,0.6755248859495334,0.9445713719159644,0.856710921275373,0.7955480909284323,0.9714920646598663,22.478503991112134,0.5760582077261944,0.5,1.0,False
asymmetric_corrosion,already_pass_reference,train,3,3,0.00019126759007062253,0.00028606074565876844,0.00010384770092576317,0.6574512094438116,0.7627158996058458,0.3023811202904617,0.7088619248980356,0.6118109590438223,0.9462462960558787,0.8247349947180886,0.7512069783807669,0.9723790299360987,24.154798650261174,0.5562708021558147,0.3333333333333333,1.0,False
asymmetric_corrosion,already_pass_reference,val,1,1,0.00023754015348983454,8.201960657610357e-05,6.045258571361824e-05,1.2451565483237834,0.4299367863444035,0.31688509019860445,0.9095607235142119,0.8666666666666667,0.9395465994962217,0.952638700947226,0.9285714285714286,0.9688311688311688,17.449620013665005,0.6354204244373334,1.0,1.0,False
asymmetric_corrosion,refinement_target,all,12,12,0.000572055015506838,0.000152643277304113,6.641060047877731e-05,3.846653573615294,0.7677781243615054,0.32769388575497566,0.3083374801008451,0.5928261592293249,0.9488972310640477,0.45993538805161677,0.7112652550283309,0.9737538926951665,118.81983687241488,0.5059200528350717,1.0,1.0,True
asymmetric_corrosion,refinement_target,train,7,7,0.0006775544768105353,0.00011420997397818747,4.8492247265239014e-05,5.408112128768782,0.8181606682294851,0.3358470114494837,0.26017031121648126,0.539856886689523,0.9463085410576951,0.4054232574090622,0.6546320253316369,0.9723833665191409,94.75797505780126,0.34977200702709593,1.0,1.0,True
asymmetric_corrosion,refinement_target,val,2,2,0.0005217581666676662,0.0001522733812653058,6.66415803096367e-05,2.5210266564193464,0.7337100719127676,0.32249156558151537,0.2774021734429549,0.5936829399141631,0.9556570732450129,0.42603654404924607,0.7274431057563587,0.9773212294951426,288.1322345075077,0.4253301475825808,1.0,1.0,True
asymmetric_corrosion,refinement_target,test,3,3,0.00035942083835765874,0.00024256758242381066,0.00010806610475646042,1.0870015563877893,0.6729308903020449,0.312138139250097,0.44135107860295403,0.7158499413656365,0.9504309462915601,0.6097295888858244,0.8326242238352656,0.9745735625725768,62.08924934978478,0.9239920965553424,1.0,1.0,True
elongated_crack_like_surface_defect,all,all,16,16,0.0004978291595028021,0.0003046729528887464,0.00010605021444061776,1.9071212558649484,1.0267855339315766,0.30903202497230386,0.31034970697732434,0.6048385558818912,0.853598694928803,0.4720649636862832,0.7364219595740735,0.9209788156890242,16.313212522094496,0.6112314532565972,0.8125,1.0,True
elongated_crack_like_surface_defect,all,train,10,10,0.0005328172589645334,0.00027366618430321726,9.457385503714553e-05,2.361644727817873,1.0600979202311298,0.3089991294518964,0.30148156289791184,0.6314940848349423,0.8518933428385032,0.461317858908716,0.7553297792365161,0.9199942084608856,18.98200937141881,0.6259618306217074,0.9,1.0,True
elongated_crack_like_surface_defect,all,val,3,3,0.0004074467510252258,0.0003469717199802442,9.293517946570986e-05,1.34863818389557,1.1740001903435389,0.3069010257399101,0.31618740295083997,0.4793638690703121,0.8607806028892352,0.47977820015555867,0.6299797365754812,0.9251521657873191,13.869604410482067,0.5762154715879105,0.6666666666666666,1.0,True
elongated_crack_like_surface_defect,all,test,3,3,0.0004715845697746074,0.00036573008108234563,0.00015741978076043312,0.9505260879912432,0.7685295898544381,0.3112726759393891,0.3340724912685171,0.641461479516633,0.852101293936037,0.5001754098088985,0.7798381170311909,0.9200874896845246,9.86083113595921,0.5971461770415829,0.6666666666666666,1.0,True
elongated_crack_like_surface_defect,refinement_target,all,16,16,0.0004978291595028021,0.0003046729528887464,0.00010605021444061776,1.9071212558649484,1.0267855339315766,0.30903202497230386,0.31034970697732434,0.6048385558818912,0.853598694928803,0.4720649636862832,0.7364219595740735,0.9209788156890242,16.313212522094496,0.6112314532565972,0.8125,1.0,True
elongated_crack_like_surface_defect,refinement_target,train,10,10,0.0005328172589645334,0.00027366618430321726,9.457385503714553e-05,2.361644727817873,1.0600979202311298,0.3089991294518964,0.30148156289791184,0.6314940848349423,0.8518933428385032,0.461317858908716,0.7553297792365161,0.9199942084608856,18.98200937141881,0.6259618306217074,0.9,1.0,True
elongated_crack_like_surface_defect,refinement_target,val,3,3,0.0004074467510252258,0.0003469717199802442,9.293517946570986e-05,1.34863818389557,1.1740001903435389,0.3069010257399101,0.31618740295083997,0.4793638690703121,0.8607806028892352,0.47977820015555867,0.6299797365754812,0.9251521657873191,13.869604410482067,0.5762154715879105,0.6666666666666666,1.0,True
elongated_crack_like_surface_defect,refinement_target,test,3,3,0.0004715845697746074,0.00036573008108234563,0.00015741978076043312,0.9505260879912432,0.7685295898544381,0.3112726759393891,0.3340724912685171,0.641461479516633,0.852101293936037,0.5001754098088985,0.7798381170311909,0.9200874896845246,9.86083113595921,0.5971461770415829,0.6666666666666666,1.0,True
flat_bottom_pit,all,all,16,16,0.00040448075825141573,0.00029735785960064494,9.562374974294125e-05,1.5523397233284277,0.8048813968300026,0.24391217950207894,0.4235342179058014,0.51944318839388,0.9110272700156351,0.571939140615269,0.6572312468827648,0.9534184325488283,47.60105929847262,0.7091149246440237,0.5625,1.0,False
flat_bottom_pit,all,train,10,10,0.00044596462818009673,0.0002695021270857802,8.306079895223993e-05,2.0019048484689557,0.8288603496559945,0.24229279649230778,0.385446872812576,0.5502663305026808,0.9108674749942238,0.5355985096836273,0.6759199550701268,0.9533318973696552,39.42255896299505,0.6900373246153442,0.6,1.0,False
flat_bottom_pit,all,val,3,3,0.0003019354550033693,0.0002873978109794137,8.026926940031682e-05,0.9018209538370057,0.8466007788305748,0.23673457093351336,0.5190734295838799,0.39334067925148203,0.9138831581360317,0.6501376547911912,0.5629045745037705,0.9549804088882246,37.38691608169068,0.775373091733338,0.3333333333333333,1.0,False
flat_bottom_pit,all,test,3,3,0.00036874649507052546,0.00040017034993809216,0.00015285473272123678,0.7043080756847574,0.6832321720761237,0.25648773143654824,0.454952823205141,0.5428018905069422,0.9087040319666091,0.6148760628781521,0.689262225303886,0.9521449068066757,85.0768703001798,0.7064487576503078,0.6666666666666666,1.0,False
flat_bottom_pit,already_pass_reference,all,5,5,0.00023118543950967533,0.000394912818778307,0.00011751264360083942,0.522950911306505,0.8386077685146016,0.24292285230172111,0.6734391419914008,0.4163407175524732,0.9102197463237094,0.8010822383426109,0.5763334047337221,0.9529697853187272,22.137155985590677,1.1162179911261432,0.0,1.0,False
flat_bottom_pit,already_pass_reference,train,2,2,0.00024350593671729014,0.0003827791591332403,0.00013482611479687063,0.48519891439563945,0.7419267807533363,0.24879694247470277,0.700180326485848,0.5182308578807684,0.9023207824513795,0.8218926332803802,0.6661191831942362,0.9486307957447017,13.124589813016957,1.1448564658444378,0.0,1.0,False
flat_bottom_pit,already_pass_reference,val,2,2,0.0002135532035189929,0.0003038157536867796,8.14628539497255e-05,0.6345622527031056,0.8879948701532451,0.23825930601554662,0.6678916520318858,0.3599225233020018,0.9189016602809706,0.7939142931800366,0.5292053466041406,0.957723138584862,30.223587331829467,0.9981872996805627,0.0,1.0,False
flat_bottom_pit,already_pass_reference,test,1,1,0.0002418089170758106,0.0006013742682514951,0.00015498528051100492,0.3752322223350345,0.9331955407598455,0.24050176452810676,0.6310517529215359,0.3253968253968254,0.9086538461538461,0.7737973387922211,0.49101796407185627,0.9521410579345088,23.989425638260542,1.295002424580715,0.0,1.0,False
flat_bottom_pit,refinement_target,all,11,11,0.0004832513576794796,0.00025301469633807127,8.567425253480572e-05,2.0202437287929382,0.7895512278824576,0.2443618736840598,0.30994107059416537,0.5663079478672467,0.9113943262392379,0.46778318710284084,0.694002993314148,0.9536223631079653,59.175560804328036,0.5240680762430604,0.8181818181818182,1.0,True
flat_bottom_pit,refinement_target,train,8,8,0.0004965793010457983,0.0002411828690739151,7.011946999108226e-05,2.3810813319872848,0.8505937418816591,0.24066675999670906,0.30676350939425795,0.5582751986581589,0.913004148129935,0.46402497878443916,0.6783701480390996,0.9545071727758936,45.99705125048957,0.5763325393080708,0.75,1.0,True
flat_bottom_pit,refinement_target,val,1,1,0.00047869995797212217,0.000254561925564682,7.788210030149947e-05,1.4363383561048058,0.7638125961852346,0.23368510076944682,0.22143698468786807,0.46017699115044247,0.9038461538461539,0.36258437801350046,0.6303030303030303,0.9494949494949495,51.7135735814131,0.3297446758388887,1.0,1.0,True
flat_bottom_pit,refinement_target,test,2,2,0.0004322152840678829,0.0002995683907813907,0.0001517894588263527,0.868846002359619,0.5582504877342629,0.26448071489076896,0.36690335834694365,0.6515044230620004,0.9087291248729907,0.5354154249211176,0.788384355919901,0.9521468312427592,115.62059263113944,0.41217192418510407,1.0,1.0,True
irregular_corrosion_non_rbc,all,all,16,16,0.0004553191161735761,0.00023503100238965748,0.00011839952586880639,2.0653463969210524,0.8965541104714101,0.39540491433477976,0.44488014257034547,0.5863865089522914,0.8137953722615016,0.5978387932465905,0.7166011215026851,0.8973080685328433,59.7891189949745,0.48313813312990445,0.8125,1.0,False
irregular_corrosion_non_rbc,all,train,9,9,0.00044789125625710913,0.00021269070056967676,0.00011137632250934174,2.1576874491579443,0.8485110717785621,0.3991426745309613,0.41458193371385565,0.5468652894200338,0.8118387832999837,0.5723696635739375,0.6726793128552363,0.8961106766387803,75.48066339690057,0.5441810877382476,0.8888888888888888,1.0,False
irregular_corrosion_non_rbc,all,val,4,4,0.0005849781693377999,0.00024165234174024005,8.963728361687694e-05,2.78901207218604,1.1884523862236906,0.38854960403084304,0.43147895201132314,0.6274621537984706,0.816849656198048,0.5824731823595125,0.7681295510493055,0.8991690751833434,38.57739475741167,0.35859899086937747,1.0,1.0,False
irregular_corrosion_non_rbc,all,test,3,3,0.000304723958370679,0.0002932234553821563,0.00017781879228310625,0.8234356731903915,0.6514855255469136,0.3933320474848176,0.5536430232185111,0.6501826410874919,0.8155927605639932,0.6947336634473201,0.7796619747162046,0.8984189020143653,40.996784772613424,0.46606145898557766,0.3333333333333333,1.0,False
irregular_corrosion_non_rbc,already_pass_reference,all,4,4,0.00026749022139931745,0.00035225385177855943,0.00018550687190190847,0.7032372683876026,0.7830246799064249,0.39075589830730506,0.6847672008584949,0.5141400520966419,0.8112090938036789,0.8123078801142142,0.6691890309342106,0.8957512378767899,30.538350525199704,0.553374696741983,0.25,1.0,False
irregular_corrosion_non_rbc,already_pass_reference,train,1,1,0.0002053691511042363,0.00043253012357863504,0.00022249663571097632,0.3673202673659884,0.7736170684958873,0.3979542364466777,0.7034120734908137,0.34191176470588236,0.8036912751677853,0.8258859784283513,0.5095890410958904,0.8911627906976745,49.02833096283892,0.7909613341329387,0.0,1.0,False
irregular_corrosion_non_rbc,already_pass_reference,val,1,1,0.0004782674550712379,0.00029653602373975595,0.00010668304384721382,1.710566356674736,1.0605876280579731,0.38156145415647824,0.6856780735107731,0.5433212996389891,0.8136439267886856,0.8135338345864662,0.704093567251462,0.8972477064220183,19.31656560110469,0.278874193065702,1.0,1.0,False
irregular_corrosion_non_rbc,already_pass_reference,test,2,2,0.00019316213971089778,0.00033997462989792337,0.00020642390402472185,0.3675312247548431,0.6489470115359194,0.39175395131303214,0.6749893282161964,0.5856635720208482,0.8137505866291224,0.8049058537210196,0.7315367576947449,0.8972972271937334,26.904252768427604,0.5718316298846459,0.0,1.0,False
irregular_corrosion_non_rbc,refinement_target,all,12,12,0.0005179287477649957,0.00019595671926002354,9.603041052443901e-05,2.5193827730988683,0.934397253993072,0.39695458634393804,0.36491778980762885,0.6104686612375079,0.8146574650807757,0.5263490976240491,0.7324051516921766,0.897827012084861,69.53937515156609,0.4597259452592117,1.0,1.0,True
irregular_corrosion_non_rbc,refinement_target,train,8,8,0.0004782065194012182,0.00018521077269355695,9.74862833591374e-05,2.381483346881939,0.8578728221888965,0.39929122929149674,0.37847816624173586,0.5724844800093027,0.8128572218165085,0.5406801242171357,0.6930655968251545,0.8967291623814185,78.78720495115826,0.5133335569389113,1.0,1.0,True
irregular_corrosion_non_rbc,refinement_target,val,3,3,0.0006205484074266538,0.00022335778107373475,8.395536354009797e-05,3.1484939773564746,1.23107397227893,0.390878987322298,0.3467459115115065,0.6555091051849644,0.8179182326678354,0.5054529649505278,0.7894748789819199,0.8998095314371186,44.99767114284733,0.38517392347060264,1.0,1.0,True
irregular_corrosion_non_rbc,refinement_target,test,1,1,0.0005278475956902414,0.0001997211063506223,0.00012060856879987505,1.735244570061488,0.656562553568902,0.39648823982838827,0.3109504132231405,0.7792207792207793,0.8192771084337349,0.4743892828999212,0.8759124087591241,0.9006622516556292,69.18184878098506,0.25452111718744125,1.0,1.0,True
multi_pit_two_component_surface_defect,all,all,16,0,0.0007183633569005014,0.000707711936309516,0.00028126370737191405,2.7936654989702503,2.7718325828367405,0.9186959225628002,0.2024194458689453,0.2024194458689453,0.22804941108398244,0.33422720299978764,0.33422720299978764,0.34303849580876594,82.12331600328562,82.12331600328562,0.1875,0.0,False
multi_pit_two_component_surface_defect,all,train,9,0,0.000727914231883712,0.0007137757018045637,0.0002578012512187077,3.153392045745844,3.123907098046667,0.9117594682895055,0.2008979210715428,0.2008979210715428,0.23483131335327295,0.3319858334253243,0.3319858334253243,0.3521540337156892,86.10313159212076,86.10313159212076,0.2222222222222222,0.0,False
multi_pit_two_component_surface_defect,all,val,3,0,0.0005205416515546075,0.0005205416515546075,0.00020118208243571868,2.50929634021375,2.50929634021375,0.887815690931507,0.22007065992424882,0.22007065992424882,0.2841283656091474,0.35853834173857496,0.35853834173857496,0.42421568627450984,64.50894066012332,64.50894066012332,0.0,0.0,False
multi_pit_two_component_surface_defect,all,test,4,0,0.0008452401671976983,0.00083444617751184,0.00039411545241877486,2.1975576377925385,2.176567105581648,0.9574631184011827,0.1926044661216233,0.1926044661216233,0.17073091508420496,0.32103693048823967,0.32103693048823967,0.2616456426688808,86.37951243577828,86.37951243577828,0.25,0.0,False
multi_pit_two_component_surface_defect,excluded_negative_control,all,16,0,0.0007183633569005014,0.000707711936309516,0.00028126370737191405,2.7936654989702503,2.7718325828367405,0.9186959225628002,0.2024194458689453,0.2024194458689453,0.22804941108398244,0.33422720299978764,0.33422720299978764,0.34303849580876594,82.12331600328562,82.12331600328562,0.1875,0.0,False
multi_pit_two_component_surface_defect,excluded_negative_control,train,9,0,0.000727914231883712,0.0007137757018045637,0.0002578012512187077,3.153392045745844,3.123907098046667,0.9117594682895055,0.2008979210715428,0.2008979210715428,0.23483131335327295,0.3319858334253243,0.3319858334253243,0.3521540337156892,86.10313159212076,86.10313159212076,0.2222222222222222,0.0,False
multi_pit_two_component_surface_defect,excluded_negative_control,val,3,0,0.0005205416515546075,0.0005205416515546075,0.00020118208243571868,2.50929634021375,2.50929634021375,0.887815690931507,0.22007065992424882,0.22007065992424882,0.2841283656091474,0.35853834173857496,0.35853834173857496,0.42421568627450984,64.50894066012332,64.50894066012332,0.0,0.0,False
multi_pit_two_component_surface_defect,excluded_negative_control,test,4,0,0.0008452401671976983,0.00083444617751184,0.00039411545241877486,2.1975576377925385,2.176567105581648,0.9574631184011827,0.1926044661216233,0.1926044661216233,0.17073091508420496,0.32103693048823967,0.32103693048823967,0.2616456426688808,86.37951243577828,86.37951243577828,0.25,0.0,False
rbc_like_smooth_pit,all,all,24,24,0.0005011810231545006,0.00016519893431601588,4.089406676058101e-05,3.6380501855799143,0.9170784367088456,0.20587309157387704,0.3467146514673433,0.5551283321622771,0.933662999355637,0.49355620883261464,0.6897547432153187,0.9656262234493874,96.96658157833303,0.5604883829954823,0.8333333333333334,1.0,False
rbc_like_smooth_pit,all,train,14,14,0.0005149289441096854,0.0001342904449193765,3.71623433215979e-05,3.9988039368859303,0.8285004069889071,0.20943635629210533,0.3395047510317773,0.6086969019443143,0.9327467792791487,0.47745606990230954,0.7441609516051714,0.9651052761429162,112.09281812752951,0.5370489216145534,0.7857142857142857,1.0,False
rbc_like_smooth_pit,all,val,5,5,0.0005079583483337734,0.000203606542793261,4.1923638129086984e-05,4.329065519920614,1.2424476071336223,0.20163205155475464,0.369010880849497,0.4409779722756964,0.9345661240497563,0.5243832821318408,0.5810238771235978,0.9661597472083011,105.67374221065488,0.5403955781269398,0.8,1.0,True
rbc_like_smooth_pit,all,test,5,5,0.0004559095193007104,0.000213335096149361,5.031332102122776e-05,1.9369243475823708,0.8397277494998969,0.2001369903819603,0.3446061433047742,0.5192866966591542,0.9353252908756851,0.507809524538243,0.6461482258154516,0.9665513521485931,45.90595860826103,0.6462116797306257,1.0,1.0,True
rbc_like_smooth_pit,already_pass_reference,all,3,3,0.0001406650848590828,0.00018480584410760813,4.86329354596538e-05,0.578100568726199,0.7048615459581026,0.202429521853742,0.6849487880539399,0.6120717953306476,0.9279229590151589,0.8104158838125087,0.7379720719952255,0.9626137586475645,74.17487307859265,0.7094262159438265,0.0,1.0,False
rbc_like_smooth_pit,already_pass_reference,train,3,3,0.0001406650848590828,0.00018480584410760813,4.86329354596538e-05,0.578100568726199,0.7048615459581026,0.202429521853742,0.6849487880539399,0.6120717953306476,0.9279229590151589,0.8104158838125087,0.7379720719952255,0.9626137586475645,74.17487307859265,0.7094262159438265,0.0,1.0,False
rbc_like_smooth_pit,refinement_target,all,21,21,0.000552683300053846,0.00016239794720293127,3.97885140892849e-05,4.075185845130445,0.9473951353875233,0.20636503010532495,0.2983954890978295,0.5469935517096529,0.9344830051185626,0.4482905409783441,0.6828665533896177,0.9660565755639338,100.22253993543879,0.5392115497171475,0.9523809523809523,1.0,True
rbc_like_smooth_pit,refinement_target,train,11,11,0.0006170009057234862,0.00012051351786804064,3.4034000011219005e-05,4.931723037293129,0.8622200963609447,0.2113473111389317,0.2452927409348238,0.6077764764753142,0.9340623666238734,0.38664884792680065,0.7458488278624293,0.9657847809143759,122.43407586814865,0.49003693225202444,1.0,1.0,True
rbc_like_smooth_pit,refinement_target,val,5,5,0.0005079583483337734,0.000203606542793261,4.1923638129086984e-05,4.329065519920614,1.2424476071336223,0.20163205155475464,0.369010880849497,0.4409779722756964,0.9345661240497563,0.5243832821318408,0.5810238771235978,0.9661597472083011,105.67374221065488,0.5403955781269398,0.8,1.0,True
rbc_like_smooth_pit,refinement_target,test,5,5,0.0004559095193007104,0.000213335096149361,5.031332102122776e-05,1.9369243475823708,0.8397277494998969,0.2001369903819603,0.3446061433047742,0.5192866966591542,0.9353252908756851,0.507809524538243,0.6461482258154516,0.9665513521485931,45.90595860826103,0.6462116797306257,1.0,1.0,True
sharp_wall_boxy_corrosion,all,all,16,16,0.000370406391981249,0.0003376412355889493,0.0001271319868667392,1.1905161597133722,0.877261689139837,0.30477162079366915,0.4767242501148736,0.5608130887232949,0.8463962001433251,0.6314647302901455,0.7061002172064509,0.916778543044861,49.880862386185136,0.7240672939614875,0.5625,1.0,False
sharp_wall_boxy_corrosion,all,train,10,10,0.0003749155439019522,0.00028577130035884683,0.0001134264665893092,1.4273542889281443,0.8908436752883315,0.3060262440927462,0.4355380906468581,0.5945914722233114,0.8439806541234901,0.5947786975606808,0.736971239673155,0.9153706043435246,62.67552662812166,0.6390916421466404,0.7,1.0,False
sharp_wall_boxy_corrosion,all,val,3,3,0.0003283793021484366,0.00031930616356882997,0.00010936315290998115,0.9033820898103223,0.8695904275283501,0.3005148390189667,0.5354166250030629,0.6458697907678443,0.8494530873507999,0.6874155565972629,0.7774678240363057,0.9185956224015651,27.781649756018428,0.4188635278967942,0.3333333333333333,1.0,False
sharp_wall_boxy_corrosion,all,test,3,3,0.00039740297541171737,0.00052887609170941,0.00019058588841493052,0.688189798900515,0.8396596635896758,0.30484632490478153,0.5553190734534029,0.3631617750120235,0.8513911330019664,0.6978006797479109,0.5318292021542496,0.9196545926926114,29.331194209896797,1.3125232327423377,0.3333333333333333,1.0,False
sharp_wall_boxy_corrosion,already_pass_reference,all,6,6,0.0003521972386646788,0.00043034327399638805,0.00017033798269537918,0.6905520472633881,0.8093382765192844,0.30322632117975534,0.6354314346823218,0.5612153352407461,0.8432574522336784,0.7747717868883667,0.7005965306706052,0.9149323497657716,47.71288434979175,0.6306850474984284,0.3333333333333333,1.0,False
sharp_wall_boxy_corrosion,already_pass_reference,train,3,3,0.00033233029210824795,0.00030698199200011986,0.0001547709495368592,0.735165660286603,0.6963767113645424,0.30671016203945234,0.5923696137033753,0.6999999450516117,0.8402249095399781,0.7436910836970542,0.8163428208363982,0.9131569555622215,71.29643791707714,0.4572834640832048,0.6666666666666666,1.0,False
sharp_wall_boxy_corrosion,already_pass_reference,val,1,1,0.0003475051983696192,0.0004110039833975589,0.00011342106790848217,0.8981869969280519,1.0623105360877796,0.29315627176528175,0.7059602649006622,0.5867620751341681,0.853035143769968,0.827639751552795,0.7395715896279594,0.9206896551724137,22.836273125145798,0.3278642294065546,0.0,1.0,False
