seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_is_2_rate,missed_component_rate,merged_component_rate,split_component_rate,component_recall_mean
all,polygon_component_present=no,all,432,0.6747452702393095,0.8034007077679947,0.120856243547325,3.3089914581549174,727.5,743.75,0,0.31501900280515355,2.0,1.0,0.0,0.0,0.0,1.0
all,polygon_component_present=yes,all,288,0.6584446532391938,0.7911463382527315,0.13724578434647594,3.3015713292143585,712.2083333333334,670.5520833333334,0,0.33275023966820705,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=near,train,180,0.6861962013727475,0.8112740302891268,0.13130750787630505,2.7284109123739917,721.7333333333333,720.2166666666667,0,0.2999456210268868,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=medium,train,150,0.7040459590913797,0.8247786787266864,0.10388918976999793,2.662964092378945,722.2066666666667,714.38,0,0.2797604475418727,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=far,train,150,0.6908729155920268,0.8158656813975209,0.11558710137380082,3.563297587225239,717.66,706.74,0,0.29399731049935024,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=near,val,30,0.5996013818725355,0.7457066408459938,0.1506133960346531,4.856245169995376,705.5666666666667,697.1,0,0.4109279861052831,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=medium,val,60,0.6443475301325309,0.7811057981839548,0.12176337888993735,4.017429254745665,738.8833333333333,734.4,0,0.35361136943101884,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=far,val,30,0.6102877204168684,0.7559375567356084,0.1263842758298791,4.00799707532004,697.3333333333334,719.0,0,0.39652089178562167,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=near,test,30,0.630124419141923,0.7703807110975031,0.1363523422135539,3.132235322081035,718.4333333333333,743.8,0,0.3662898510694504,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=medium,test,30,0.614116141246694,0.7589765223751904,0.1432391666446118,2.4508650372855145,720.4,693.1,0,0.38576478461424507,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=far,test,60,0.6014021289728582,0.7499480146536717,0.18627349766412618,4.680293385725239,731.9833333333333,699.3,0,0.39774358620246253,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=near,all,240,0.6683628761563681,0.7979664417097823,0.13435134818825467,3.044868245790046,719.3,720.275,0,0.3221114454170068,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=medium,all,240,0.6778801246210817,0.8056351890470665,0.11327648415930952,2.975068001083946,726.15,716.725,0,0.31147372014820573,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=far,all,240,0.6584320695403396,0.7918952491288195,0.13460834725339194,3.8981339728620887,718.7,706.4125,0,0.3327493270859122,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=small,train,162,0.6745425753738897,0.8039007248226234,0.16991187114789122,3.0269031042450085,676.4753086419753,581.3148148148148,0,0.3072710355490814,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=medium,train,165,0.7049499023700495,0.825069110226462,0.07148485513147533,2.7133192069162226,724.0181818181818,710.4181818181818,0,0.28130409094420344,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=large,train,153,0.7003955316861257,0.8219454827584491,0.11265405795197982,3.1829885237848243,763.6601307189543,858.9215686274509,0,0.28667184788417194,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=small,val,36,0.6251147878231936,0.7673077732060344,0.19010134154532324,3.098019042763431,685.75,577.0,0,0.3647815179493692,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=medium,val,42,0.6269434303726105,0.7669739022691434,0.08266385833106117,4.940927703262993,727.3333333333334,718.0714285714286,0,0.37579833964506787,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=large,val,42,0.6219468676035561,0.7638021449467638,0.12619529866180962,4.474413656373171,742.5,848.0,0,0.39344008550757453,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=small,test,42,0.6052420585718634,0.752178233124411,0.23873281908461697,3.67725555000958,714.3095238095239,580.2142857142857,0,0.38342197239398956,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=medium,test,36,0.6252959841282799,0.7673140843566792,0.10435941287582799,3.3335337238990466,728.9722222222222,691.3333333333334,0,0.3723746058013704,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=large,test,42,0.6066791109855635,0.7538763108413187,0.13762947286925772,4.139492065803402,734.2857142857143,852.5714285714286,0,0.4027867998395647,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=small,all,240,0.6550008168009306,0.789360346032948,0.18498395759643305,3.1513821730315716,684.4875,580.475,0,0.3292240218569835,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=medium,all,243,0.6796667217914645,0.8064716630432539,0.07828733337501154,3.1902215915168237,725.3251028806584,708.9135802469136,0,0.31112835835282204,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=large,all,237,0.66988526349671,0.7995787088824565,0.11947979439222675,3.58135563067719,754.704641350211,855.8607594936709,0,0.32617013464497113,2.0,1.0,0.0,0.0,0.0,1.0
