sample_id,split,shape_type,topology_type,representation_target,rbc_compatible,component_count,oracle_fit_success,rbc_representable,oracle_profile_depth_rmse_m,oracle_Er_like_error,oracle_projected_mask_IoU,oracle_projected_mask_Dice,oracle_area_error,oracle_mask_center_error_px,true_area_px,oracle_area_px,oracle_component_count,true_component_count,oracle_L_m,oracle_W_m,oracle_D_m,oracle_wLD,oracle_wWD,oracle_wLW,label_L_m,label_W_m,label_D_m,oracle_L_abs_error_m,oracle_W_abs_error_m,oracle_D_abs_error_m,oracle_objective,fit_message
surf_shape_011_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,3.339219310476943e-05,0.20161380401426274,0.9291784702549575,0.9632892804698973,0.020771513353115726,0.07075399006591182,337.0,344.0,1,1,0.013416157806788863,0.007808311938884387,0.0013055838489911098,0.9999496839350748,0.9995379984319345,1.0002647853069595,0.012,0.0072,0.0015,0.0014161578067888626,0.0006083119388843872,0.00019441615100889028,0.030642181450018333,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_012_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,3.736279774785757e-05,0.20084352406857545,0.9301801801801802,0.9638273045507585,0.02122641509433962,0.1238155690091687,424.0,433.0,1,1,0.015199262122751096,0.008672400022756552,0.0013014095453226875,0.9992203046504515,0.9996096941708575,1.0001780979850097,0.013500000000000002,0.008100000000000001,0.0015,0.001699262122751094,0.0005724000227565508,0.00019859045467731252,0.03320439145995681,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_013_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,3.508970205099844e-05,0.20377654409550974,0.9314285714285714,0.9644970414201184,0.011904761904761904,0.18921752637985007,168.0,170.0,1,1,0.009399222847691993,0.005472778100695215,0.0019209647003496106,0.9999368814769695,0.9995908580190694,1.0001278655237034,0.0085,0.0051,0.0022,0.0008992228476919929,0.000372778100695215,0.00027903529965038953,0.023645694379850073,ABNORMAL:
surf_shape_014_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,3.997639712419584e-05,0.19826327506528915,0.9465020576131687,0.9725158562367865,0.00423728813559322,0.03354517361973475,236.0,237.0,1,1,0.011143201980452476,0.00643463796283609,0.0018992662231185331,0.9998402021357444,1.0000700710831758,1.0002634488576945,0.01,0.006,0.0022,0.001143201980452476,0.00043463796283609024,0.000300733776881467,0.02387978276132956,ABNORMAL:
surf_shape_015_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,6.759837471551316e-05,0.2038162049673016,0.9259259259259259,0.9615384615384616,0.0,0.08781551526423152,338.0,338.0,1,1,0.01335901345371775,0.0076922186204935435,0.0026514751347978295,0.9995178347392866,0.9999490025607506,1.0002744765521083,0.012,0.0072,0.003,0.00135901345371775,0.0004922186204935437,0.00034852486520217055,0.030225099068282635,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_016_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,7.532397375957961e-05,0.20320921179564938,0.9322799097065463,0.9649532710280374,0.02364066193853428,0.11026714117981229,423.0,433.0,1,1,0.015165592122944115,0.008661628627141251,0.002598190594893598,0.9999619293391377,0.9991422944261991,1.0007176739523151,0.013500000000000002,0.008100000000000001,0.003,0.0016655921229441137,0.0005616286271412502,0.0004018094051064019,0.03329936992626514,ABNORMAL:
surf_shape_017_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,1.5919697798844885e-05,0.204411913117908,0.9441340782122905,0.9712643678160919,0.023255813953488372,0.17735162254474496,172.0,176.0,1,1,0.009693349869657529,0.005564522493758181,0.000850489605646393,0.9997189139034263,1.000038401931483,1.0001578079999625,0.0085,0.0051,0.001,0.001193349869657528,0.0004645224937581804,0.000149510394353607,0.022829614177155882,ABNORMAL:
surf_shape_018_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,1.821262555071562e-05,0.19817720383496848,0.9433198380566802,0.9708333333333333,0.02531645569620253,0.10604535533440464,237.0,243.0,1,1,0.011330793680806845,0.006490995035215195,0.000861339375449279,0.9994888296237007,0.9995326712575151,1.0002215218936097,0.01,0.006,0.001,0.0013307936808068452,0.0004909950352151946,0.000138660624550721,0.025311780803805826,ABNORMAL:
surf_shape_019_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,3.2563518820781624e-05,0.1985457240579458,0.927170868347339,0.9622093023255814,0.047619047619047616,0.049482114011661686,336.0,352.0,1,1,0.013694554116650227,0.0077981330011053585,0.001269070350852991,1.0001172243603835,1.000259093826483,1.00065234915062,0.012,0.0072,0.0015,0.0016945541166502268,0.0005981330011053587,0.0002309296491470091,0.03164810427432164,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_020_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,3.748375657878574e-05,0.20199534110003706,0.9249448123620309,0.9610091743119266,0.046948356807511735,0.10160617197652197,426.0,446.0,1,1,0.015480633989877266,0.008777358256122261,0.0012779529176009288,0.9999674701132798,1.0002141757695941,1.000795322092005,0.013500000000000002,0.008100000000000001,0.0015,0.0019806339898772642,0.00067735825612226,0.00022204708239907125,0.03513475381329963,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_021_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,3.516434208193402e-05,0.20421000139683218,0.9545454545454546,0.9767441860465116,0.0,0.2093023255813975,172.0,172.0,1,1,0.009467064010069866,0.005541283602506338,0.0019299441212781827,0.9999238253128432,0.9999827558040212,1.0001641568952748,0.0085,0.0051,0.0022,0.0009670640100698652,0.000441283602506338,0.0002700558787218175,0.020634954646122236,ABNORMAL:
surf_shape_022_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,3.937662535724862e-05,0.19645194394317966,0.9352226720647774,0.9665271966527197,0.05150214592274678,0.009109778922681541,233.0,245.0,1,1,0.011394126632387386,0.006511170416058526,0.0018674497552783865,0.9999183088195183,0.99991010716154,1.000246116658366,0.01,0.006,0.0022,0.0013941266323873863,0.0005111704160585262,0.00033255024472161367,0.02716813403707005,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_023_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,6.507222223278474e-05,0.1976233628602183,0.9355742296918768,0.9667149059334298,0.050445103857566766,0.03860011213351414,337.0,354.0,1,1,0.01372950759009829,0.007839260543730187,0.0025503208245873485,0.9998557067497086,0.999846689442247,1.0006769433320464,0.012,0.0072,0.003,0.0017295075900982896,0.0006392605437301867,0.00044967917541265156,0.030870014561910582,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_024_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,True,True,7.446965885538569e-05,0.20040430260953437,0.9263392857142857,0.9617612977983777,0.025821596244131457,0.1035816338105263,426.0,437.0,1,1,0.015258870833806632,0.008695226654939252,0.0025932685131560876,0.9998808237964986,0.999907695677657,1.0005328126570279,0.013500000000000002,0.008100000000000001,0.003,0.0017588708338066306,0.0005952266549392512,0.0004067314868439124,0.03376203965522096,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_025_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,4.258219562340648e-05,0.28183971998706947,0.9121951219512195,0.9540816326530612,0.0962566844919786,0.10435312983466744,187.0,205.0,1,1,0.0085,0.0057799999999999995,0.0010000000474974513,5.0,5.0,5.0,0.0085,0.0057799999999999995,0.001,0.0,0.0,4.749745128457272e-11,0.056578701294847496,ABNORMAL:
surf_shape_026_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,4.039934343625789e-05,0.22720578042838516,0.9151943462897526,0.955719557195572,0.09266409266409266,0.0,259.0,283.0,1,1,0.009771001236869224,0.006927626436309359,0.0011689867983602346,4.999974255852335,4.999981505534719,5.000006010039987,0.01,0.0068,0.001,0.00022899876313077668,0.00012762643630935978,0.00016898679836023457,0.053888634711482364,ABNORMAL:
surf_shape_027_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,7.772328842244177e-05,0.24121759110145854,0.9174757281553398,0.9569620253164557,0.08994708994708994,0.05064640508253947,378.0,412.0,1,1,0.012020390054315844,0.008190601320433923,0.0017373984918709112,5.000007325389754,5.000007586944317,5.000004909846122,0.012,0.008159999999999999,0.0015,2.0390054315843828e-05,3.060132043392408e-05,0.00023739849187091118,0.06492047459862617,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_028_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,9.169775872977344e-05,0.2522841065518082,0.9109848484848485,0.9534192269573836,0.09771309771309772,0.05059162255837719,481.0,528.0,1,1,0.013504789593057964,0.009219802928776527,0.0017474884376305906,5.000006231897416,5.000017613193602,4.999987862956078,0.013500000000000002,0.00918,0.0015,4.7895930579619495e-06,3.9802928776526414e-05,0.00024748843763059054,0.07533364811598149,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_029_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,7.762369041606704e-05,0.23290974237665404,0.8952380952380953,0.9447236180904522,0.11702127659574468,0.08400628433987331,188.0,210.0,1,1,0.008528479968402319,0.005822803318210374,0.0025643433548808406,4.999998981837393,4.999996733697302,4.999994372300326,0.0085,0.0057799999999999995,0.0022,2.8479968402318062e-05,4.280331821037483e-05,0.00036434335488084047,0.052189835855363624,ABNORMAL:
surf_shape_030_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,9.172002041123127e-05,0.23356952760782146,0.9094076655052264,0.9525547445255474,0.09961685823754789,0.07066837907730623,261.0,287.0,1,1,0.010053059304572395,0.006872584620778414,0.0025293022449950717,5.00000040359533,4.999999949870332,4.999994977922748,0.01,0.0068,0.0022,5.305930457239448e-05,7.258462077841445e-05,0.0003293022449950716,0.056160812375509385,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_031_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,0.00015282541025000033,0.23746445352610818,0.9150485436893204,0.9556400506970849,0.09283819628647215,0.05241260573234177,377.0,412.0,1,1,0.012092150756659564,0.008169786706268988,0.003442355409185423,4.999984667113369,4.999986009905313,4.999971956985466,0.012,0.008159999999999999,0.003,9.215075665956404e-05,9.786706268988948e-06,0.00044235540918542314,0.06445570264876972,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_032_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,0.00017795447086396782,0.24530977839759732,0.8936567164179104,0.9438423645320198,0.11899791231732777,0.026019432101736673,479.0,536.0,1,1,0.01361866470404778,0.00930153132630443,0.0034426579446445835,5.000041944087231,5.000023831013957,5.000017104794779,0.013500000000000002,0.00918,0.003,0.00011866470404777764,0.00012153132630442903,0.0004426579446445834,0.07649957914850455,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_033_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,3.406481951310908e-05,0.22546557434223444,0.9166666666666666,0.9565217391304348,0.09090909090909091,0.02870096646720915,187.0,204.0,1,1,0.008403114813095256,0.005738369440882491,0.0011749244776593716,5.000010669854636,5.00001066988197,5.000007160739817,0.0085,0.0057799999999999995,0.001,9.688518690474483e-05,4.1630559117508334e-05,0.0001749244776593716,0.04730592461448463,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_034_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,4.40169918561442e-05,0.24566169060394108,0.9228070175438596,0.9598540145985401,0.08365019011406843,0.043529826038970126,263.0,285.0,1,1,0.009954766406542822,0.006785635443835553,0.0011732283780660007,5.000001177615553,5.00000117743326,5.000001733756882,0.01,0.0068,0.001,4.523359345717792e-05,1.4364556164446311e-05,0.0001732283780660007,0.05622869635144477,ABNORMAL:
surf_shape_035_flat_bottom_pit,val,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,7.400142129588298e-05,0.23058345175539513,0.9259259259259259,0.9615384615384616,0.08,0.032044017888785095,375.0,405.0,1,1,0.011948342395300479,0.008157240138839675,0.0017723086006379467,5.000001119913963,4.9999993828289915,5.000001455543373,0.012,0.008159999999999999,0.0015,5.165760469952145e-05,2.759861160323354e-06,0.0002723086006379467,0.06102658812739914,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_036_flat_bottom_pit,val,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,8.892428660356799e-05,0.24593516027569814,0.9118773946360154,0.9539078156312625,0.09663865546218488,0.05535131983659547,476.0,522.0,1,1,0.013464537723450132,0.00919124975984277,0.0017355513139075934,4.999997884755949,4.999999406007111,5.00000006186717,0.013500000000000002,0.00918,0.0015,3.54622765498698e-05,1.1249759842769935e-05,0.00023555131390759335,0.07333322686726175,ABNORMAL:
surf_shape_037_flat_bottom_pit,val,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,7.788210030149947e-05,0.23368510076944682,0.9038461538461539,0.9494949494949495,0.10638297872340426,0.07239856011421891,188.0,208.0,1,1,0.008451549272711148,0.005839066309566412,0.0025463845685717214,4.999998252962983,5.000003497523629,5.000001259617985,0.0085,0.0057799999999999995,0.0022,4.8450727288852635e-05,5.9066309566412414e-05,0.0003463845685717213,0.050821113719680074,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_038_flat_bottom_pit,test,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,9.614529281787004e-05,0.24390597844450462,0.8976109215017065,0.9460431654676259,0.11406844106463879,0.03358780977446965,263.0,293.0,1,1,0.01011218127412619,0.00685114628578041,0.0025583504981209824,5.00000395572759,5.0000015131006,5.000001522987228,0.01,0.0068,0.0022,0.00011218127412618989,5.11462857804108e-05,0.0003583504981209823,0.06019719478601133,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_039_flat_bottom_pit,test,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,0.00015498528051100492,0.24050176452810676,0.9086538461538461,0.9521410579345088,0.10052910052910052,0.126361522744334,378.0,416.0,1,1,0.011951943503384367,0.008256895809934186,0.003489967611366511,5.000009574199741,5.000002504608788,4.999994018770937,0.012,0.008159999999999999,0.003,4.805649661563348e-05,9.689580993418705e-05,0.0004899676113665108,0.06626000316082646,ABNORMAL:
surf_shape_040_flat_bottom_pit,test,flat_bottom_pit,single_component,polygon_or_contour,False,1,True,True,0.00020743362483483535,0.28505545133703336,0.9198473282442748,0.9582504970178927,0.08713692946058091,0.05780567761130243,482.0,524.0,1,1,0.013506983176760029,0.009182122019604598,0.0030005413576135224,5.000001980826053,5.0,4.9999991193315125,0.013500000000000002,0.00918,0.003,6.9831767600270905e-06,2.122019604597694e-06,5.413576135222982e-07,0.08185128808003415,ABNORMAL:
surf_shape_041_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,4.849390786308219e-05,0.29727191947619935,0.8452380952380952,0.9161290322580645,0.13302752293577982,0.11267138526783232,218.0,247.0,1,1,0.010921345802532411,0.005343795528242349,0.0011307987681546594,5.000037127794063,4.99882666384905,4.999706086867397,0.009349999999999999,0.0046749999999999995,0.001,0.001571345802532412,0.0006687955282423498,0.00013079876815465935,0.07191947525492134,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_042_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,5.850144423903751e-05,0.3046899064443149,0.8521739130434782,0.92018779342723,0.11589403973509933,0.10276866416743898,302.0,337.0,1,1,0.012504431882160673,0.006359092850349206,0.0011335715145401805,5.000111983873347,5.000042901732164,5.000042903755179,0.011,0.0055,0.001,0.0015044318821606732,0.0008590928503492065,0.0001335715145401805,0.08025858476167712,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_043_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,0.00010536019688155603,0.30446476350346274,0.837573385518591,0.9116080937167199,0.1536697247706422,0.016260700262032794,436.0,503.0,1,1,0.015468681298516881,0.007691316341840672,0.0016758389099410546,5.000116572863552,5.000036694320359,5.000361579890004,0.013199999999999998,0.006599999999999999,0.0015,0.002268681298516883,0.0010913163418406731,0.00017583890994105457,0.09560199813900744,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_044_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,0.00012006008458805409,0.30862176777772116,0.8323076923076923,0.90848026868178,0.16152450090744103,0.05608285775092222,551.0,640.0,1,1,0.017368622896724965,0.00871183876790868,0.0016683225677043753,5.000233931777155,5.000233976228141,5.000382735282055,0.01485,0.007425,0.0015,0.002518622896724965,0.0012868387679086804,0.0001683225677043753,0.1064202270053164,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_045_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,0.00011436935759421481,0.3172273582924134,0.8359375,0.9106382978723404,0.13636363636363635,0.072276100550211,220.0,250.0,1,1,0.010990722527330464,0.005423442203449552,0.002462538595216052,5.000003283027754,4.9999976493037614,5.0000585854010655,0.009349999999999999,0.0046749999999999995,0.0022,0.0016407225273304647,0.0007484422034495525,0.0002625385952160519,0.07667659387744774,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_046_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,0.00012830843930873774,0.3042595845866085,0.8497109826589595,0.91875,0.12624584717607973,0.08167428456696949,301.0,339.0,1,1,0.01269254933202447,0.00632800969090669,0.0024736914906506114,5.000141218033641,5.0001433522260355,5.000416531062193,0.011,0.0055,0.0022,0.0016925493320244702,0.0008280096909066906,0.00027369149065061124,0.08088431022641206,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_047_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,0.00021113086825279086,0.3033235654332017,0.8404669260700389,0.9133192389006343,0.14512471655328799,0.29824832526467815,441.0,505.0,1,1,0.01544636663091459,0.007778981575453462,0.0033599372303515502,4.999999811859862,5.000383223034339,5.000405030100182,0.013199999999999998,0.006599999999999999,0.003,0.002246366630914591,0.0011789815754534626,0.0003599372303515502,0.09496934352006046,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_048_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,0.00023889256714096748,0.3070439548371731,0.8507936507936508,0.9193825042881647,0.1161524500907441,0.040040311318059116,551.0,615.0,1,1,0.017120196996401882,0.008522152755626882,0.00337599452636789,5.000511828820382,4.999998035243158,5.000037725790243,0.01485,0.007425,0.003,0.0022701969964018815,0.001097152755626882,0.00037599452636788997,0.1015619766683813,ABNORMAL:
surf_shape_049_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,5.100715779155618e-05,0.31054885969615575,0.8384615384615385,0.9121338912133892,0.16289592760180996,0.05975550748405728,221.0,257.0,1,1,0.011209519641456538,0.005413123888739819,0.001111070143306861,5.000061363091111,4.999620562957108,5.000143361059234,0.009349999999999999,0.0046749999999999995,0.001,0.0018595196414565394,0.0007381238887398198,0.00011107014330686096,0.07672517350625897,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_050_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,5.8140642233095266e-05,0.30281076088021086,0.8571428571428571,0.9230769230769231,0.10927152317880795,0.0793803877970915,302.0,335.0,1,1,0.012516716878146466,0.0063945462656190295,0.001128943679666493,5.0000522355109975,4.999996122781958,5.0000482107065745,0.011,0.0055,0.001,0.0015167168781464666,0.0008945462656190298,0.00012894367966649308,0.07898883101511885,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
surf_shape_051_sharp_wall_boxy_corrosion,val,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,True,True,0.00010903898820019483,0.31473482770039957,0.8449304174950298,0.915948275862069,0.12356979405034325,0.06280606804312772,437.0,491.0,1,1,0.015343747510336823,0.0076402439626103,0.00168482485826343,4.999999968471365,4.9999714733127725,4.999984349646776,0.013199999999999998,0.006599999999999999,0.0015,0.0021437475103368245,0.001040243962610301,0.00018482485826343004,0.09568149269836368,ABNORMAL:
