source_index,sample_id,split,defect_type,vertex_count,polygon_area,area_bin,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,notes
17,sample_018,train,polygon,6,9.598473102912427e-05,large,0.5,0.6177474402730375,0.7637130801687764,0.04536082474226804,0.4733234158045255,463,485,0,0.07692870497703552,0.2547290325164795,0.331657737493515,0.0,0.9999579191207886,0.05896822363138199,polygon_pilot_v5_training_gate_only
18,sample_019,train,polygon,4,9.166411304404676e-05,large,0.5,0.7241379310344828,0.84,0.13596491228070176,3.223788989670967,394,456,0,0.043758608400821686,0.17386221885681152,0.2176208198070526,0.0,0.9999974966049194,0.050347231328487396,polygon_pilot_v5_training_gate_only
19,sample_020,train,polygon,5,9.372297433205312e-05,large,0.5,0.6574585635359116,0.7933333333333333,0.06866952789699571,3.9912895238915236,434,466,0,0.057814810425043106,0.21760010719299316,0.27541491389274597,0.0,0.9999889135360718,0.05651881545782089,polygon_pilot_v5_training_gate_only
20,sample_021,train,polygon,6,3.4334676920699514e-05,small,0.5,0.8066037735849056,0.8929503916449086,0.22674418604651161,0.2311548418915086,211,172,0,0.016422467306256294,0.12492793798446655,0.1413504034280777,0.0,0.9999991655349731,0.02616981789469719,polygon_pilot_v5_training_gate_only
21,sample_022,train,polygon,4,9.153671870229763e-05,large,0.5,0.7350096711798839,0.8472686733556298,0.024229074889867842,3.546188482626798,443,454,0,0.037740446627140045,0.15673130750656128,0.19447174668312073,0.0,0.9999990463256836,0.05551314353942871,polygon_pilot_v5_training_gate_only
22,sample_023,train,polygon,5,8.215722554993767e-05,medium,0.5,0.6189591078066915,0.764638346727899,0.1192214111922141,2.900144827827623,460,411,0,0.07997779548168182,0.25232118368148804,0.33229899406433105,0.0,0.999995231628418,0.05828780308365822,polygon_pilot_v5_training_gate_only
23,sample_024,train,polygon,6,8.389309710836134e-05,medium,0.5,0.8243559718969555,0.9037227214377407,0.14081145584725538,0.34542522904773687,360,419,0,0.020519789308309555,0.11278176307678223,0.13330155611038208,0.0,0.9999933242797852,0.04508626461029053,polygon_pilot_v5_training_gate_only
24,sample_025,train,polygon,4,0.00010136963396852481,large,0.5,0.6660808435852372,0.79957805907173,0.13385826771653545,3.106365348762562,440,508,0,0.06196717545390129,0.2084929347038269,0.2704600989818573,0.0,0.9999972581863403,0.05699009448289871,polygon_pilot_v5_training_gate_only
25,sample_026,train,polygon,5,4.0850910901642835e-05,small,0.5,0.5582191780821918,0.7164835164835165,0.19806763285024154,4.810958511455417,248,207,0,0.053646475076675415,0.28795719146728516,0.34160366654396057,0.0,0.9999752044677734,0.03093116730451584,polygon_pilot_v5_training_gate_only
26,sample_027,train,polygon,6,7.948647841231353e-05,medium,0.5,0.8622222222222222,0.9260143198090692,0.12690355329949238,0.40881925841413547,444,394,0,0.01641451008617878,0.10202491283416748,0.11843942105770111,0.0,0.9999971389770508,0.05519877374172211,polygon_pilot_v5_training_gate_only
27,sample_028,train,polygon,4,9.643706010777238e-05,large,0.5,0.6990990990990991,0.8229056203605515,0.0395010395010395,3.0431732107703584,462,481,0,0.04469927400350571,0.20423835515975952,0.24893763661384583,0.0,0.9996477365493774,0.05868203938007355,polygon_pilot_v5_training_gate_only
28,sample_029,train,polygon,5,7.21121785979399e-05,small,0.5,0.6520618556701031,0.7893915756630265,0.21944444444444444,4.198509746542291,281,360,0,0.06269241124391556,0.2148476243019104,0.27754002809524536,0.0,0.9999992847442627,0.0351128950715065,polygon_pilot_v5_training_gate_only
29,sample_030,train,polygon,6,9.142393156758651e-05,medium,0.5,0.7099811676082862,0.8303964757709251,0.008771929824561403,0.9006780340689889,452,456,0,0.0441465750336647,0.21294403076171875,0.25709059834480286,0.0,0.9998540878295898,0.06000056117773056,polygon_pilot_v5_training_gate_only
30,sample_031,train,polygon,4,4.278174572521489e-05,small,0.5,0.6833976833976834,0.8119266055045872,0.09615384615384616,2.6576428086285757,228,208,0,0.026828773319721222,0.20719975233078003,0.23402851819992065,0.0,0.9998952150344849,0.028642330318689346,polygon_pilot_v5_training_gate_only
31,sample_032,train,polygon,5,9.293840952916886e-05,large,0.5,0.7123552123552124,0.8320180383314544,0.1047008547008547,3.4458527803800743,419,468,0,0.055548422038555145,0.18055850267410278,0.23610693216323853,0.0,0.9999991655349731,0.052215203642845154,polygon_pilot_v5_training_gate_only
32,sample_033,train,polygon,6,8.515255127020872e-05,medium,0.5,0.8931623931623932,0.9435665914221218,0.06526806526806526,0.10837595600971019,457,429,0,0.014640457928180695,0.08857965469360352,0.10322011262178421,0.0,0.9999990463256836,0.056793779134750366,polygon_pilot_v5_training_gate_only
33,sample_034,train,polygon,4,8.757581942434905e-05,medium,0.5,0.7516483516483516,0.8582183186951067,0.167816091954023,3.116716719642791,362,435,0,0.03749309107661247,0.14377200603485107,0.18126510083675385,0.0,0.9999998807907104,0.045072928071022034,polygon_pilot_v5_training_gate_only
34,sample_035,train,polygon,5,8.000161093213616e-05,medium,0.5,0.6779324055666004,0.8080568720379147,0.12060301507537688,3.319740965706368,446,398,0,0.049690984189510345,0.21114957332611084,0.2608405649662018,0.0,0.9999948740005493,0.05620180070400238,polygon_pilot_v5_training_gate_only
35,sample_036,train,polygon,6,3.796147916231063e-05,small,0.5,0.8679245283018868,0.9292929292929293,0.09523809523809523,0.2949433078583883,207,189,0,0.008560128509998322,0.09429413080215454,0.10285425931215286,0.0,0.9999760389328003,0.025766702368855476,polygon_pilot_v5_training_gate_only
36,sample_037,train,polygon,4,9.463925463217601e-05,large,0.5,0.7094972067039106,0.8300653594771242,0.06736842105263158,3.546770639722648,443,475,0,0.047243632376194,0.1787017583847046,0.225945383310318,0.0,0.9999958276748657,0.055493127554655075,polygon_pilot_v5_training_gate_only
37,sample_038,train,polygon,5,9.682691503757937e-05,large,0.5,0.6492146596858639,0.7873015873015873,0.05154639175257732,3.7083961726737305,460,485,0,0.05898253619670868,0.23118853569030762,0.2901710867881775,0.0,0.9998300075531006,0.05821935087442398,polygon_pilot_v5_training_gate_only
38,sample_039,train,polygon,6,7.862804938856212e-05,medium,0.5,0.8787878787878788,0.9354838709677419,0.07253886010362694,0.15681475190101027,358,386,0,0.014147787354886532,0.08986163139343262,0.10400941967964172,0.0,0.9999940395355225,0.04457969591021538,polygon_pilot_v5_training_gate_only
39,sample_040,train,polygon,4,9.973703572919967e-05,large,0.5,0.7311233885819521,0.8446808510638298,0.11623246492985972,2.7408403672273978,441,499,0,0.041911229491233826,0.17377859354019165,0.21568982303142548,0.0,0.9999911785125732,0.05744490772485733,polygon_pilot_v5_training_gate_only
40,sample_041,val,polygon,5,3.425411885098014e-05,small,0.5,0.6769911504424779,0.8073878627968337,0.21637426900584794,2.836273196300011,208,171,0,0.042886413633823395,0.2049264907836914,0.2478128969669342,0.0,0.9999997615814209,0.025682955980300903,polygon_pilot_v5_training_gate_only
41,sample_042,val,polygon,6,8.2587105932912e-05,medium,0.5,0.8326180257510729,0.9086651053864169,0.08801955990220049,0.4984214499505226,445,409,0,0.02616237848997116,0.11722022294998169,0.14338260889053345,0.0,0.9999997615814209,0.05523327738046646,polygon_pilot_v5_training_gate_only
42,sample_043,val,polygon,4,9.646598591575882e-05,large,0.5,0.6354166666666666,0.7770700636942676,0.04564315352697095,3.238578585330766,460,482,0,0.06058661639690399,0.22592276334762573,0.2865093946456909,0.0,0.9999759197235107,0.05840759724378586,polygon_pilot_v5_training_gate_only
43,sample_044,val,polygon,5,8.626751411947499e-05,medium,0.5,0.6872340425531915,0.8146279949558638,0.1811926605504587,3.6884633636752433,357,436,0,0.05830644816160202,0.200702965259552,0.2590094208717346,0.0,0.9999855756759644,0.044155433773994446,polygon_pilot_v5_training_gate_only
44,sample_045,val,polygon,6,9.09320058563402e-05,medium,0.5,0.8783505154639175,0.9352360043907794,0.0021929824561403508,0.6801197422898376,455,456,0,0.019196249544620514,0.11394959688186646,0.13314583897590637,0.0,0.9999946355819702,0.057166121900081635,polygon_pilot_v5_training_gate_only
45,sample_046,val,polygon,4,4.3400139201958463e-05,small,0.5,0.6964980544747081,0.8211009174311926,0.05357142857142857,2.738804371537065,212,224,0,0.022125806659460068,0.18411648273468018,0.20624229311943054,0.0,0.999842643737793,0.026772625744342804,polygon_pilot_v5_training_gate_only
46,sample_047,val,polygon,5,7.766384062886291e-05,small,0.5,0.7268817204301076,0.8418430884184309,0.06426735218508997,2.681430639808462,414,389,0,0.03897329047322273,0.17813819646835327,0.2171114832162857,0.0,0.9999924898147583,0.05202127993106842,polygon_pilot_v5_training_gate_only
47,sample_048,val,polygon,6,8.286612615413476e-05,medium,0.5,0.6223908918406073,0.7672514619883041,0.09046454767726161,2.159892264590031,446,409,0,0.06796839833259583,0.26262688636779785,0.3305952847003937,0.0,0.9999346733093262,0.05799754709005356,polygon_pilot_v5_training_gate_only
48,sample_049,val,polygon,4,8.475974808585187e-05,medium,0.5,0.6693548387096774,0.8019323671497585,0.004819277108433735,3.754500492973218,413,415,0,0.06515341997146606,0.20115840435028076,0.2663118243217468,0.0,1.0,0.05133684352040291,polygon_pilot_v5_training_gate_only
49,sample_050,val,polygon,5,9.576754096998428e-05,large,0.5,0.6260869565217392,0.7700534759358288,0.019067796610169493,4.247279194043505,463,472,0,0.07441200315952301,0.24468737840652466,0.3190993666648865,0.0,0.9999802112579346,0.05903169512748718,polygon_pilot_v5_training_gate_only
50,sample_051,test,polygon,6,4.008499507333132e-05,small,0.5,0.6870503597122302,0.814498933901919,0.3686868686868687,1.492924284356804,271,198,0,0.026785697788000107,0.2176513671875,0.2444370687007904,0.0,0.9999470710754395,0.034083034843206406,polygon_pilot_v5_training_gate_only
51,sample_052,test,polygon,4,9.890090008188318e-05,large,0.5,0.7627118644067796,0.8653846153846154,0.10141987829614604,2.9242832304377915,443,493,0,0.03195182979106903,0.14993417263031006,0.1818860024213791,0.0,0.9999915361404419,0.056077152490615845,polygon_pilot_v5_training_gate_only
52,sample_053,test,polygon,5,8.178538062024617e-05,medium,0.5,0.6136783733826248,0.7605956471935853,0.12926829268292683,3.098027661129814,463,410,0,0.07541033625602722,0.2573532462120056,0.33276358246803284,0.0,0.9999881982803345,0.05910094082355499,polygon_pilot_v5_training_gate_only
53,sample_054,test,polygon,6,7.184023265393849e-05,small,0.5,0.8649350649350649,0.9275766016713092,0.00558659217877095,0.3317689468370131,360,358,0,0.017199624329805374,0.09299880266189575,0.11019842326641083,0.0,0.9999995231628418,0.04484148323535919,polygon_pilot_v5_training_gate_only
54,sample_055,test,polygon,4,9.367416815914614e-05,large,0.5,0.6770642201834862,0.8074398249452954,0.0511727078891258,2.8216485011010715,445,469,0,0.04867052659392357,0.21138429641723633,0.2600548267364502,0.0,0.9999555349349976,0.05791958048939705,polygon_pilot_v5_training_gate_only
55,sample_056,test,polygon,5,4.042641728074286e-05,small,0.5,0.6639344262295082,0.7980295566502463,0.01951219512195122,2.948025854340007,201,205,0,0.03284648805856705,0.2259291410446167,0.25877562165260315,0.0,0.9996479749679565,0.025142740458250046,polygon_pilot_v5_training_gate_only
56,sample_057,test,polygon,6,9.22411770642967e-05,large,0.5,0.88125,0.9368770764119602,0.05387931034482758,0.5635502002885676,439,464,0,0.021973159164190292,0.09591078758239746,0.11788395047187805,0.0,0.999998927116394,0.05425998568534851,polygon_pilot_v5_training_gate_only
57,sample_058,test,polygon,4,0.00010353779804967613,large,0.5,0.6863084922010398,0.8139773895169579,0.11067961165048544,2.9065526643071475,458,515,0,0.05684586986899376,0.18942171335220337,0.24626758694648743,0.0,0.9999938011169434,0.05720983073115349,polygon_pilot_v5_training_gate_only
58,sample_059,test,polygon,5,7.460001880348034e-05,small,0.5,0.6090225563909775,0.7570093457943925,0.2648648648648649,4.451296776058166,272,370,0,0.06938222795724869,0.2450123429298401,0.3143945634365082,0.0,0.9999922513961792,0.03431350737810135,polygon_pilot_v5_training_gate_only
59,sample_060,test,polygon,6,7.862445302148129e-05,small,0.5,0.7563025210084033,0.861244019138756,0.1326530612244898,0.8415051081840779,444,392,0,0.03644753620028496,0.17913758754730225,0.2155851274728775,0.0,0.9999898672103882,0.05658131465315819,polygon_pilot_v5_training_gate_only
