sample_index,defect_type,true_area_bin,area_bin,num_defects,complexity_level,mse,mae,iou,dice,area_error,center_error,pred_area,true_area,pred_area_relation,pred_area_eq_zero,pred_area_gt_true,pred_area_lt_true,pred_center_x,pred_center_y,true_center_x,true_center_y
26,multi_defect,large,,2.0,3.0,29693.755859375,61.70042037963867,0.19202226345083487,0.32217898832684827,0.5127314814814815,0.07838549464941025,6.410850728238998,13.156710283131815,pred_area<true_area,False,False,True,-2.4802756309509277,4.797379970550537,-2.4070005416870117,4.825219631195068
27,multi_defect,large,,3.0,3.0,29207.3125,67.84407043457031,0.34776437189496096,0.516061084781464,0.11469933184855234,0.631078839302063,15.242901612748781,13.674451197051354,pred_area>true_area,False,True,False,0.0342622771859169,4.9216437339782715,-0.12422896921634674,5.532496452331543
28,polygon,small,,1.0,2.0,9420.6591796875,24.638511657714844,0.0,0.0,1.0,nan,0.0,3.8373738325801128,zero,True,False,True,nan,nan,-4.380832672119141,4.089305877685547
29,polygon,small,,1.0,2.0,15175.701171875,35.09661102294922,0.413075780089153,0.5846477392218717,0.08266129032258064,0.6631643176078796,6.928591642158537,7.552926273649746,pred_area<true_area,False,False,True,3.3558454513549805,5.047619342803955,2.922070026397705,5.5492424964904785
30,polygon,medium,,1.0,2.0,17475.783203125,37.786537170410156,0.2849936948297604,0.4435721295387635,0.3212520593080725,1.1380740404129028,6.273801662789708,9.243198080857653,pred_area<true_area,False,False,True,-1.1891984939575195,4.724919319152832,-1.17560613155365,5.862912178039551
31,multi_defect,medium,,2.0,3.0,15733.666015625,36.84837341308594,0.41748768472906406,0.5890529973935708,0.08166666666666667,0.5041595697402954,8.390448340284294,9.136604363285983,pred_area<true_area,False,False,True,0.8294193148612976,4.845001697540283,0.8311557769775391,5.34915828704834
32,polygon,small,,1.0,2.0,11514.7412109375,28.103515625,0.0,0.0,0.7204301075268817,2.3234639167785645,0.7918390448181185,2.8323473526186547,pred_area<true_area,False,False,True,-3.110745906829834,4.483294486999512,-2.4104392528533936,6.698707580566406
33,polygon,small,,1.0,2.0,12140.7236328125,31.39226531982422,0.2894736842105263,0.4489795918367347,0.003134796238244514,1.2050095796585083,4.842400312541571,4.857627986480381,pred_area<true_area,False,False,True,2.850099563598633,4.9123311042785645,3.3144562244415283,3.800386428833008
34,rotated_rect,medium,,1.0,2.0,18687.40625,37.490013122558594,0.2914923291492329,0.4514038876889849,0.553125,1.2495543956756592,4.355114746499652,9.745711320838382,pred_area<true_area,False,False,True,-0.39058929681777954,4.67966365814209,-0.4461368918418884,3.431344509124756
35,rotated_rect,large,,1.0,2.0,23648.779296875,45.94269561767578,0.3286573146292585,0.4947209653092006,0.28903225806451616,1.4704091548919678,8.390448340284294,11.801447302577728,pred_area<true_area,False,False,True,2.2704720497131348,4.971859931945801,2.460009813308716,3.5137178897857666
36,rotated_rect,medium,,1.0,2.0,14145.7236328125,39.72284698486328,0.5478260869565217,0.7078651685393258,0.22898032200357782,0.7272887825965881,10.46141199596245,8.512269731794774,pred_area>true_area,False,True,False,-7.415351867675781,5.276784896850586,-7.542139053344727,4.560632705688477
37,polygon,small,,1.0,2.0,10002.3544921875,24.27322006225586,0.0,0.0,1.0,nan,0.0,2.116646677494586,zero,True,False,True,nan,nan,-1.634973406791687,2.548506736755371
38,polygon,small,,1.0,2.0,16836.80078125,36.37052536010742,0.058823529411764705,0.1111111111111111,0.25196850393700787,1.7436506748199463,4.339887072560842,5.801743770686599,pred_area<true_area,False,False,True,5.09309720993042,5.138047218322754,4.668816566467285,3.4468040466308594
39,multi_defect,large,,3.0,3.0,37548.5234375,57.553749084472656,0.10138648180242635,0.1841070023603462,0.8528880866425993,2.926629066467285,2.4821108520260253,16.87226272420145,pred_area<true_area,False,False,True,-1.1297283172607422,4.412840366363525,-4.005587577819824,4.955602645874023
40,multi_defect,large,,3.0,3.0,45794.28515625,81.46407318115234,0.14587332053742802,0.254606365159129,0.5533117932148627,3.540236711502075,8.420903688161914,18.851860336246745,pred_area<true_area,False,False,True,2.6365551948547363,4.842639446258545,-0.3380391597747803,6.762291431427002
41,multi_defect,large,,3.0,3.0,31116.921875,63.74970626831055,0.42036553524804177,0.5919117647058824,0.4930747922437673,3.532829523086548,11.146657323208899,21.9887611676416,pred_area<true_area,False,False,True,-4.034311294555664,4.783905029296875,-0.5046702027320862,4.933965682983398
42,multi_defect,medium,,2.0,3.0,19969.673828125,48.01514434814453,0.22408536585365854,0.36612702366127026,0.625,2.1217219829559326,3.3348605925993837,8.892961580265023,pred_area<true_area,False,False,True,4.001858711242676,4.938886642456055,2.0759620666503906,5.829182147979736
43,multi_defect,large,,3.0,3.0,38089.87890625,73.58915710449219,0.3055235903337169,0.46804759806081975,0.6096813725490197,1.0429233312606812,9.700028299021952,24.851563868137873,pred_area<true_area,False,False,True,-5.644983291625977,4.947909355163574,-4.724264621734619,5.437772750854492
44,polygon,small,,1.0,2.0,15374.2529296875,35.46820831298828,0.2573913043478261,0.4094052558782849,0.33225806451612905,0.5890337228775024,6.289029336728518,4.720578921031091,pred_area>true_area,False,True,False,-1.4923893213272095,4.703451156616211,-1.0076186656951904,4.368849754333496
45,rotated_rect,small,,1.0,2.0,15289.8349609375,37.796241760253906,0.41361256544502617,0.5851851851851851,0.2978723404255319,1.1324418783187866,9.288881102674083,7.1570067512406865,pred_area>true_area,False,True,False,-6.706812381744385,5.205000877380371,-6.549449920654297,6.326456069946289
46,polygon,small,,1.0,2.0,9631.1552734375,28.059778213500977,0.32903225806451614,0.49514563106796117,0.28888888888888886,0.20080123841762543,3.5328203538039133,2.740981308985795,pred_area>true_area,False,True,False,-7.047739028930664,5.066178798675537,-7.094639778137207,4.870931625366211
47,polygon,small,,1.0,2.0,10840.3916015625,30.48581886291504,0.6168384879725086,0.7630180658873539,0.002127659574468085,0.26452207565307617,7.1722344251794965,7.1570067512406865,pred_area>true_area,False,True,False,3.5856032371520996,5.090179920196533,3.8044474124908447,5.238770484924316
48,multi_defect,large,,3.0,3.0,35334.20703125,70.25267791748047,0.3140604467805519,0.478,0.2978723404255319,1.4738051891326904,12.562830999518226,17.892516878101716,pred_area<true_area,False,False,True,2.0662403106689453,4.855218887329102,2.807420015335083,3.5813450813293457
49,multi_defect,large,,2.0,3.0,18682.802734375,43.84400177001953,0.42424242424242425,0.5957446808510638,0.14631043256997456,1.0187815427780151,10.21776921294149,11.968951715904637,pred_area<true_area,False,False,True,4.057657718658447,5.131193161010742,4.331006050109863,4.1497673988342285
50,multi_defect,large,,2.0,3.0,18012.33203125,37.82032775878906,0.4522502744237102,0.6228269085411943,0.4212410501193317,0.6761578321456909,7.385421860322836,12.760790760722756,pred_area<true_area,False,False,True,0.48629745841026306,4.839737892150879,0.5539031624794006,4.16696834564209
51,polygon,small,,1.0,2.0,13653.220703125,35.13303756713867,0.48513302034428796,0.6533192834562698,0.03925619834710744,0.2167697697877884,7.080868381546637,7.370194186384026,pred_area<true_area,False,False,True,-5.3044257164001465,4.96513557434082,-5.515905857086182,5.012730598449707
52,rotated_rect,small,,1.0,2.0,9838.1416015625,25.356924057006836,0.024054982817869417,0.04697986577181208,0.9724137931034482,0.7834432125091553,0.12182139151047977,4.416025442254892,pred_area<true_area,False,False,True,0.03768844157457352,4.368686676025391,-0.0758967325091362,3.5935211181640625
53,polygon,large,,1.0,2.0,20573.798828125,43.003482818603516,0.4905847373637265,0.6582446808510638,0.35268346111719606,0.18679191172122955,8.999555297836693,13.902866306133504,pred_area<true_area,False,False,True,-7.006478786468506,5.239535331726074,-6.838986873626709,5.322225570678711
54,polygon,small,,1.0,2.0,16558.193359375,33.18522644042969,0.0,0.0,1.0,nan,0.0,5.801743770686599,zero,True,False,True,nan,nan,-8.18640422821045,6.455367088317871
55,rotated_rect,large,,1.0,2.0,22607.701171875,41.45494079589844,0.28542914171656686,0.4440993788819876,0.7107107107107107,0.6296183466911316,4.400797768316082,15.212446264871161,pred_area<true_area,False,False,True,6.522839546203613,5.294816493988037,6.373685359954834,5.90651273727417
56,multi_defect,medium,,2.0,3.0,26201.892578125,48.331974029541016,0.07561929595827901,0.1406060606060606,0.6475409836065574,2.0873122215270996,3.273949896844144,9.288881102674083,pred_area<true_area,False,False,True,-0.3488371968269348,4.554380416870117,1.6632344722747803,3.999006509780884
57,multi_defect,large,,3.0,3.0,29645.986328125,61.68460464477539,0.5199501246882793,0.6841673502871206,0.2498205312275664,0.33065345883369446,15.91291926605642,21.21214979676229,pred_area<true_area,False,False,True,-1.478901743888855,4.954521179199219,-1.5544521808624268,4.632614612579346
58,polygon,medium,,1.0,2.0,16339.177734375,39.48160171508789,0.4300653594771242,0.6014625228519196,0.06805293005671077,0.8312358856201172,8.603635775427634,8.055439513630475,pred_area>true_area,False,True,False,5.973718166351318,5.246804237365723,6.6962890625,5.657711029052734
59,rotated_rect,medium,,1.0,2.0,22048.20703125,46.97492599487305,0.38033763654419067,0.5510791366906475,0.02275960170697013,1.6783190965652466,10.46141199596245,10.70505477898341,pred_area<true_area,False,False,True,-1.5219107866287231,4.833634853363037,-1.4889882802963257,6.511631011962891
60,rotated_rect,small,,1.0,2.0,11185.921875,23.719589233398438,0.0,0.0,1.0,nan,0.0,5.832199118564219,zero,True,False,True,nan,nan,-0.5032342076301575,4.3030829429626465
61,polygon,small,,1.0,2.0,13703.927734375,30.3850154876709,0.0975103734439834,0.1776937618147448,0.7434679334916865,1.0471258163452148,1.644588785391477,6.410850728238998,pred_area<true_area,False,False,True,6.539642810821533,5.24878454208374,6.050740718841553,4.322800159454346
62,polygon,medium,,1.0,2.0,17581.697265625,33.487770080566406,0.03041144901610018,0.059027777777777776,0.8837209302325582,1.2095082998275757,0.9136604363285983,7.857479752425945,pred_area<true_area,False,False,True,7.517587661743164,5.101008892059326,8.093957901000977,6.164356231689453
63,polygon,medium,,1.0,2.0,15034.37890625,38.45305252075195,0.54125,0.7023519870235199,0.0272,0.28961482644081116,9.258425754796463,9.517296211756232,pred_area<true_area,False,False,True,2.2318003177642822,4.973418235778809,2.4710352420806885,5.136646270751953
64,rotated_rect,large,,1.0,2.0,18144.185546875,45.93745040893555,0.5622866894197952,0.7198252321135992,0.13353720693170235,0.9267972111701965,12.943522847988476,14.938348133972582,pred_area<true_area,False,False,True,3.2156662940979004,5.13499641418457,3.3075931072235107,4.212769508361816
65,polygon,medium,,1.0,2.0,14770.37109375,38.665611267089844,0.49940968122786306,0.6661417322834645,0.015873015873015872,0.7631203532218933,9.745711320838382,9.593434581450282,pred_area>true_area,False,True,False,-3.534233570098877,4.926767349243164,-3.860971689224243,4.237133502960205
66,multi_defect,large,,3.0,3.0,35562.984375,69.3641586303711,0.42196531791907516,0.5934959349593496,0.42491268917345754,0.18916945159435272,15.044941851544252,26.16114382687553,pred_area<true_area,False,False,True,-3.345116138458252,5.049380779266357,-3.406877040863037,5.228184223175049
67,polygon,medium,,1.0,2.0,17050.779296875,42.3774299621582,0.4151547491995731,0.5867269984917044,0.00909090909090909,1.064574956893921,10.141630843247441,10.050264799614581,pred_area>true_area,False,True,False,-7.635927677154541,5.225528717041016,-7.649155139923096,6.2900214195251465
68,polygon,small,,1.0,2.0,7193.9609375,17.716888427734375,0.0,0.0,1.0,nan,0.0,2.9998517659455644,zero,True,False,True,nan,nan,-1.3510446548461914,4.45162296295166
69,polygon,small,,1.0,2.0,15074.7763671875,32.400753021240234,0.0851063829787234,0.1568627450980392,0.6416464891041163,1.7562896013259888,2.2536957429438758,6.289029336728518,pred_area<true_area,False,False,True,6.532323837280273,5.2818732261657715,5.927031993865967,3.6331844329833984
70,rotated_rect,small,,1.0,2.0,15002.6640625,32.8526725769043,0.0,0.0,0.2835820895522388,2.3251659870147705,2.9237133962515145,4.081016615601072,pred_area<true_area,False,False,True,-1.0458542108535767,4.610690593719482,-0.9258981347084045,6.932760238647461
71,polygon,medium,,1.0,2.0,25809.67578125,46.19865798950195,0.10367170626349892,0.18786692759295498,0.2707275803722504,1.6899149417877197,6.563127467627098,8.999555297836693,pred_area<true_area,False,False,True,-1.8812741041183472,4.683962821960449,-0.7829757928848267,5.9683122634887695
72,multi_defect,large,,3.0,3.0,42055.2734375,76.94764709472656,0.2212051868802441,0.3622735790131168,0.4981238273921201,3.2880678176879883,8.146805557263335,16.23270041877143,pred_area<true_area,False,False,True,-5.950265407562256,4.876616477966309,-2.6937689781188965,5.331172943115234
73,rotated_rect,small,,1.0,2.0,11137.8369140625,24.3120059967041,0.0,0.0,1.0,nan,0.0,4.903311008296811,zero,True,False,True,nan,nan,-0.09550859779119492,5.882426738739014
74,polygon,medium,,1.0,2.0,14891.23046875,41.12208938598633,0.6163742690058479,0.7626628075253257,0.3305227655986509,0.4477222263813019,12.014634737721067,9.030010645714313,pred_area>true_area,False,True,False,-6.843055725097656,5.2307610511779785,-7.005982875823975,4.8137359619140625
75,polygon,large,,1.0,2.0,28504.765625,48.62701416015625,0.34303912647861695,0.510840108401084,0.5821325648414986,0.3996868431568146,6.6240381633823375,15.85200857030118,pred_area<true_area,False,False,True,0.07364408671855927,4.787647247314453,-0.2491564154624939,5.023336410522461
76,polygon,large,,1.0,2.0,14499.796875,36.263267517089844,0.5387168141592921,0.700215672178289,0.27633209417596033,0.592867374420166,8.892961580265023,12.288732868619647,pred_area<true_area,False,False,True,1.7432194948196411,4.945517063140869,1.6432533264160156,5.529895782470703
77,multi_defect,large,,2.0,3.0,41210.74609375,79.22565460205078,0.2631578947368421,0.4166666666666667,0.3333333333333333,0.7730237245559692,14.618566981257572,21.92785047188636,pred_area<true_area,False,False,True,-2.2594223022460938,4.777146339416504,-3.0208332538604736,4.643658638000488
78,polygon,small,,1.0,2.0,10308.361328125,30.477956771850586,0.6152125279642058,0.7617728531855956,0.30117647058823527,0.2790710926055908,4.5226191598265615,6.471761423994238,pred_area<true_area,False,False,True,-4.219328880310059,4.837601184844971,-4.4231157302856445,4.646940231323242
79,rotated_rect,medium,,1.0,2.0,22317.103515625,45.64677047729492,0.30457380457380456,0.46693227091633466,0.09848484848484848,1.637769341468811,9.060465993591933,10.050264799614581,pred_area<true_area,False,False,True,-1.3130780458450317,4.798744201660156,-1.2672451734542847,3.161616325378418
80,rotated_rect,large,,1.0,2.0,16685.521484375,47.95089340209961,0.651031894934334,0.7886363636363637,0.10778443113772455,0.6920740008354187,14.085598393399223,12.715107738906326,pred_area>true_area,False,True,False,-7.1958441734313965,5.240403652191162,-7.137694358825684,4.550776958465576
81,multi_defect,large,,3.0,3.0,41672.4921875,74.52210235595703,0.16563330380868024,0.28419452887537994,0.7235693501454898,3.9081618785858154,4.339887072560842,15.69973183091308,pred_area<true_area,False,False,True,-6.380587577819824,4.930356025695801,-2.544609785079956,5.6780219078063965
82,multi_defect,large,,2.0,3.0,21167.390625,46.51975631713867,0.4965635738831615,0.6636050516647531,0.298828125,0.2505563497543335,10.93346988806556,15.59313811334141,pred_area<true_area,False,False,True,1.5719964504241943,4.889845848083496,1.7104074954986572,4.680989742279053
83,multi_defect,large,,2.0,3.0,28125.96484375,62.50355529785156,0.26618705035971224,0.42045454545454547,0.45463414634146343,0.6239838600158691,8.512269731794774,15.60836578728022,pred_area<true_area,False,False,True,-5.212331771850586,4.896008491516113,-4.858757495880127,4.381867408752441
84,polygon,medium,,1.0,2.0,19069.7734375,39.28218078613281,0.33993015133876603,0.5073848827106864,0.4102209944751381,0.7185220122337341,6.502216771871858,11.02483593169842,pred_area<true_area,False,False,True,-7.509267807006836,5.110353946685791,-7.321969032287598,5.80403470993042
85,rotated_rect,small,,1.0,2.0,12099.009765625,28.323165893554688,0.05785123966942149,0.109375,0.9421487603305785,0.2854895293712616,0.4263748702866792,7.370194186384026,pred_area<true_area,False,False,True,4.328786849975586,4.743866920471191,4.194319248199463,4.49202823638916
86,rotated_rect,large,,1.0,2.0,12449.6435546875,38.69500732421875,0.7701923076923077,0.8701792504073873,0.0922279792746114,0.2186334878206253,13.339442370397535,14.694705350951622,pred_area<true_area,False,False,True,3.9645142555236816,5.1464409828186035,4.068086624145508,5.338985443115234
87,rotated_rect,medium,,1.0,2.0,24406.525390625,49.81383514404297,0.27372627372627373,0.42980392156862746,0.030254777070063694,1.8210965394973755,9.852305038410051,9.562979233572662,pred_area>true_area,False,True,False,2.8241286277770996,5.0675225257873535,2.995631217956543,3.2545197010040283
88,rotated_rect,small,,1.0,2.0,22664.169921875,40.60544204711914,0.08004926108374384,0.14823261117445838,0.21747967479674796,2.0782933235168457,5.862654466441839,7.492015577894506,pred_area<true_area,False,False,True,0.5284213423728943,4.849534034729004,0.5356048941612244,6.927814960479736
89,multi_defect,medium,,2.0,3.0,30355.85546875,62.312198638916016,0.04326923076923077,0.08294930875576037,0.5075653370013755,2.6056807041168213,5.45150727009397,11.07051895351485,pred_area<true_area,False,False,True,0.9133657217025757,4.4935383796691895,-0.7924423813819885,6.4632568359375
90,rotated_rect,small,,1.0,2.0,15170.28125,35.498565673828125,0.2872503840245776,0.44630071599045346,0.2094017094017094,1.3159708976745605,5.634239357359689,7.126551403363067,pred_area<true_area,False,False,True,-3.2228713035583496,4.7709527015686035,-3.3562042713165283,3.4617538452148438
91,polygon,small,,1.0,2.0,11091.1748046875,28.375797271728516,0.3185483870967742,0.4831804281345566,0.24742268041237114,0.9143787622451782,5.52764563978802,4.431253116193702,pred_area>true_area,False,True,False,1.1734291315078735,4.9478254318237305,1.7984251976013184,5.615259647369385
92,rotated_rect,medium,,1.0,2.0,13829.734375,34.39250946044922,0.46570972886762363,0.6354733405875952,0.205078125,0.9213389158248901,6.197663293095658,7.796569056670705,pred_area<true_area,False,False,True,-7.61010217666626,5.053979873657227,-7.906622886657715,4.1816606521606445
93,polygon,medium,,1.0,2.0,13762.201171875,32.41547775268555,0.16958041958041958,0.28998505231689087,0.7232824427480916,1.10247802734375,2.208012721127446,7.979301143936425,pred_area<true_area,False,False,True,-6.208455562591553,5.0888190269470215,-5.720587730407715,4.100162029266357
94,multi_defect,large,,3.0,3.0,33375.48828125,68.76535034179688,0.334958217270195,0.5018257694314032,0.2,0.48531508445739746,12.973978195866096,16.21747274483262,pred_area<true_area,False,False,True,-3.291810989379883,5.000474452972412,-3.175384044647217,5.471617221832275
95,polygon,small,,1.0,2.0,9740.8388671875,21.837825775146484,0.0,0.0,1.0,nan,0.0,4.827172638602761,zero,True,False,True,nan,nan,0.26988252997398376,3.8632380962371826
96,rotated_rect,large,,1.0,2.0,23271.021484375,49.19830322265625,0.3973288814691152,0.5686977299880526,0.18634886240520043,1.389902949333191,11.435983128046288,14.055143045521604,pred_area<true_area,False,False,True,-1.7336682081222534,4.854537487030029,-1.7256652116775513,3.4646575450897217
97,multi_defect,medium,,2.0,3.0,21036.943359375,51.275306701660156,0.22323462414578588,0.3649906890130354,0.6015625,3.189502477645874,4.659668225275851,11.694853585006058,pred_area<true_area,False,False,True,-5.605478286743164,4.8781938552856445,-2.5100109577178955,5.6469645500183105
98,multi_defect,large,,2.0,3.0,19845.927734375,39.366031646728516,0.4002079002079002,0.5716406829992576,0.5453563714902808,0.8391008973121643,6.410850728238998,14.100826067338033,pred_area<true_area,False,False,True,7.361331462860107,5.08481502532959,7.462311744689941,5.91781759262085
99,multi_defect,medium,,2.0,3.0,20210.2890625,53.73268127441406,0.13141025641025642,0.23229461756373937,0.7993197278911565,2.5031206607818604,1.7968655247795766,8.953872276020263,pred_area<true_area,False,False,True,1.1102118492126465,4.635335445404053,3.58040189743042,5.0400261878967285
100,polygon,small,,1.0,2.0,10302.61328125,29.734067916870117,0.5904139433551199,0.7424657534246575,0.08398950131233596,0.23393529653549194,5.31445820464468,5.801743770686599,pred_area<true_area,False,False,True,-1.1673697233200073,4.701745510101318,-1.3209749460220337,4.525305271148682
101,multi_defect,large,,3.0,3.0,31356.9609375,69.59742736816406,0.4103299856527977,0.5818921668362157,0.08754863813229571,1.1681134700775146,14.283558154603753,15.65404880909665,pred_area<true_area,False,False,True,-0.48038700222969055,4.844823360443115,0.192401722073555,5.799728870391846
102,polygon,medium,,1.0,2.0,17108.0234375,33.78125762939453,0.32858990944372574,0.4946445959104187,0.5370370370370371,1.063307285308838,4.948994030113241,10.6898271050446,pred_area<true_area,False,False,True,0.8189408183097839,4.896348476409912,0.6425288915634155,5.944919586181641
103,multi_defect,large,,3.0,3.0,34712.046875,71.03925323486328,0.2569395017793594,0.4088335220838052,0.4854202401372213,2.4050350189208984,9.136604363285983,17.755467812652427,pred_area<true_area,False,False,True,2.863819122314453,4.846633434295654,0.5333268642425537,5.440771102905273
