sample_id,split,true_shape_type,pred_shape_type,shape_correct,burial_depth_level,size_level,aspect_bin,center_region,true_L_mm,pred_L_mm,true_W_mm,pred_W_mm,true_D_mm,pred_D_mm,true_burial_depth_mm,pred_burial_depth_mm,true_center_x_mm,pred_center_x_mm,true_center_y_mm,pred_center_y_mm,true_center_z_mm,pred_center_z_mm,total_abs_normalized_error,L_error_mm,W_error_mm,D_error_mm,burial_depth_error_mm,center_xyz_error_mm,dimension_relative_max,failure_tags,is_catastrophic_failure,is_geometry_branch_failure
internal_pilot_048,test,internal_ellipsoid,internal_ellipsoid,True,deep,medium,elongated_y,x_pos_y_pos,2.625,3.5876495838165283,5.599999904632568,3.350208282470703,1.2000000476837158,1.1974189281463623,3.1999998092651367,3.6794185638427734,0.0,2.7577877044677734,3.0,-0.3177604079246521,-3.799999952316284,-3.211798667907715,0.4875631332397461,0.9626497030258179,2.2497916221618652,0.0025811605155467987,0.47941854596138,4.354182720184326,0.4017485107992123,center_outlier|dimension_outlier,False,False
internal_pilot_054,test,internal_ellipsoid,internal_ellipsoid,True,deep_plus,small,elongated_y,x_pos_y_pos,1.5,5.436723232269287,3.1999998092651367,3.675412178039551,1.0,1.2858705520629883,4.199999809265137,3.892916679382324,0.0,8.034344673156738,3.0,-0.10182827711105347,-4.699999809265137,-4.2368927001953125,0.8184109330177307,3.936722755432129,0.4754122495651245,0.2858705222606659,0.3070831298828125,8.624761581420898,2.6244818369547525,center_outlier|dimension_outlier,False,False
internal_pilot_057,test,internal_ellipsoid,internal_ellipsoid,True,deep_plus,medium,elongated_y,x_pos_y_pos,2.625,3.742739677429199,5.599999904632568,3.9666574001312256,1.2000000476837158,1.2449674606323242,4.199999809265137,3.4223883152008057,0.0,2.2794113159179688,3.0,-0.1886959969997406,-4.800000190734863,-3.350435495376587,0.6137378811836243,1.1177395582199097,1.6333423852920532,0.044967398047447205,0.777611494064331,4.179083347320557,0.42580554598853704,center_outlier|dimension_outlier,False,False
internal_pilot_065,test,internal_cuboid,internal_cuboid,True,shallow,medium,elongated_x,x_pos_y_pos,5.599999904632568,3.9553120136260986,2.625,4.827572822570801,1.2000000476837158,1.3088421821594238,0.7999999523162842,1.0359610319137573,12.0,7.318459510803223,0.0,1.6121776103973389,-1.399999976158142,-2.5610122680664062,0.609045684337616,1.6446877717971802,2.20257306098938,0.1088421568274498,0.23596110939979553,5.085655689239502,0.839075451805478,center_outlier|dimension_outlier,False,False
internal_pilot_072,test,internal_cuboid,internal_cuboid,True,medium,small,elongated_y,x_pos_y_pos,1.5,3.44003963470459,3.1999998092651367,3.223202705383301,1.0,1.1958595514297485,2.0,2.3891098499298096,12.0,7.2204999923706055,3.0,-0.15128730237483978,-2.5,-3.4299941062927246,0.6131604313850403,1.9400396347045898,0.023202737793326378,0.19585946202278137,0.3891098201274872,5.799923896789551,1.2933597564697266,center_outlier|dimension_outlier,False,False
internal_pilot_076,test,internal_cuboid,internal_cuboid,True,medium,large,compact,x_pos_y_neg,5.0,3.653610944747925,5.0,4.050724029541016,1.399999976158142,1.2422683238983154,2.0,1.8625692129135132,12.0,11.16147518157959,-3.0,-2.0102462768554688,-2.700000047683716,-3.164168119430542,0.4013831913471222,1.346388816833496,0.9492756724357605,0.15773159265518188,0.1374308466911316,1.3777475357055664,0.26927776336669923,none,False,False
internal_pilot_082,test,internal_cuboid,internal_cuboid,True,deep,medium,compact,x_pos_y_neg,3.5,2.9708564281463623,3.5,3.3171496391296387,1.2000000476837158,1.1453397274017334,3.1999998092651367,2.4047389030456543,12.0,9.014307022094727,-3.0,-0.716101348400116,-3.799999952316284,-2.3913161754608154,0.4568333625793457,0.529143750667572,0.18285052478313446,0.0546603687107563,0.795261025428772,4.01434326171875,0.15118392876216344,center_outlier,False,False
internal_pilot_084,test,internal_cuboid,internal_cuboid,True,deep,medium,elongated_y,x_pos_y_pos,2.625,4.524942398071289,5.599999904632568,4.048309326171875,1.2000000476837158,1.2580347061157227,3.1999998092651367,2.5344913005828857,12.0,8.409146308898926,3.0,2.0460078716278076,-3.799999952316284,-3.4586756229400635,0.4594772756099701,1.8999425172805786,1.5516904592514038,0.05803466588258743,0.6655086874961853,3.7310636043548584,0.7237876256306967,center_outlier|dimension_outlier,False,False
internal_pilot_087,test,internal_cuboid,internal_cuboid,True,deep,large,elongated_y,x_pos_y_pos,3.75,3.2154200077056885,8.0,2.590418815612793,1.399999976158142,1.1179120540618896,3.1999998092651367,3.2780964374542236,12.0,8.983612060546875,3.0,-0.8607320189476013,-3.8999998569488525,-3.115318536758423,0.9127556085586548,0.534579873085022,5.409581661224365,0.28208795189857483,0.07809652388095856,4.961811542510986,0.6761977076530457,center_outlier|dimension_outlier,False,False
internal_pilot_091,test,internal_cuboid,internal_ellipsoid,False,deep_plus,medium,compact,x_pos_y_neg,3.5,2.8608696460723877,3.5,2.452511787414551,1.2000000476837158,1.1015374660491943,4.199999809265137,2.5262744426727295,12.0,8.419283866882324,-3.0,-1.098283052444458,-4.800000190734863,-3.3510899543762207,0.6526303887367249,0.6391303539276123,1.0474883317947388,0.09846256673336029,1.6737254858016968,4.305508136749268,0.2992823805127825,center_outlier|burial_outlier|shape_misclassified|full_shift_failure|geometry_branch_failure|visual_suspect,True,True
internal_topup_004,test,internal_sphere,internal_sphere,True,deep_plus,small,compact,x_neg_y_neg,1.0,1.1371681690216064,1.0,1.1595453023910522,1.0,1.0229709148406982,4.199999809265137,4.121827125549316,-26.0,-24.097463607788086,-2.0,-2.026090383529663,-4.699999809265137,-4.587892532348633,0.0792957991361618,0.13716809451580048,0.15954521298408508,0.022970838472247124,0.07817289233207703,1.9060161113739014,0.15954521298408508,none,False,False
internal_topup_022,test,internal_sphere,internal_sphere,True,medium,small,compact,x_neg_y_neg,1.0,1.2625092267990112,1.0,1.2107466459274292,1.0,1.0139187574386597,2.0,1.9861533641815186,-14.0,-12.565576553344727,-2.0,-1.6562824249267578,-2.5,-2.5268759727478027,0.07434546202421188,0.26250922679901123,0.21074654161930084,0.013918732292950153,0.01384667120873928,1.4752750396728516,0.26250922679901123,none,False,False
internal_topup_032,test,internal_ellipsoid,internal_ellipsoid,True,deep_plus,medium,elongated_y,x_neg_y_pos,2.625,2.8417232036590576,5.599999904632568,5.373274803161621,1.2000000476837158,1.210894227027893,4.199999809265137,4.215692043304443,-6.0,-4.882455825805664,5.0,4.787140846252441,-4.800000190734863,-4.7440266609191895,0.0651777982711792,0.21672318875789642,0.22672489285469055,0.01089414581656456,0.015692319720983505,1.1390115022659302,0.08256121476491292,none,False,False
internal_topup_033,test,internal_cuboid,internal_cuboid,True,shallow,large,elongated_y,x_pos_y_pos,3.75,5.992984294891357,8.0,4.556937217712402,1.399999976158142,1.3864282369613647,0.7999999523162842,1.5341118574142456,24.0,22.980039596557617,5.0,-0.11134138703346252,-1.5,-2.618169069290161,0.8007023930549622,2.2429845333099365,3.443063259124756,0.01357169821858406,0.7341119050979614,5.330706596374512,0.5981292088826498,center_outlier|dimension_outlier,False,False
internal_topup_039,test,internal_cuboid,internal_cuboid,True,deep,large,elongated_x,x_pos_y_neg,8.0,8.236337661743164,3.75,3.8383114337921143,1.399999976158142,1.4130510091781616,3.1999998092651367,3.1912200450897217,34.0,34.76268005371094,-4.0,-3.6531219482421875,-3.8999998569488525,-3.8744664192199707,0.05702308565378189,0.2363370656967163,0.08831150084733963,0.013051088899374008,0.00877981074154377,0.8382453322410583,0.02954213321208954,none,False,False
internal_topup_041,test,internal_ellipsoid,internal_ellipsoid,True,shallow,medium,elongated_y,central,2.625,2.641444206237793,5.599999904632568,5.534797191619873,1.2000000476837158,1.1964142322540283,0.7999999523162842,0.9157543778419495,0.0,-0.36525678634643555,0.0,0.11005904525518417,-1.399999976158142,-1.373397946357727,0.0320977047085762,0.01644412986934185,0.06520282477140427,0.003585824742913246,0.1157543733716011,0.38240447640419006,0.01164336176460746,none,False,False
internal_topup_044,test,internal_ellipsoid,internal_ellipsoid,True,deep_plus,medium,compact,x_neg_y_pos,3.5,4.09779167175293,3.5,2.9431958198547363,1.2000000476837158,1.2411282062530518,4.199999809265137,2.9575231075286865,-6.0,-1.7326598167419434,6.0,-0.8734667301177979,-4.800000190734863,-2.9816153049468994,0.7612118721008301,0.5977917313575745,0.5568042397499084,0.04112813621759415,1.2424767017364502,8.292242050170898,0.17079763753073557,center_outlier|burial_outlier|full_shift_failure|visual_suspect,True,False
internal_topup_045,test,internal_cuboid,internal_cuboid,True,shallow,large,compact,x_pos_y_pos,5.0,4.0571770668029785,5.0,6.402916431427002,1.399999976158142,1.3555854558944702,0.7999999523162842,2.332653045654297,24.0,23.408987045288086,6.0,-2.6125059127807617,-1.5,-3.130256175994873,0.8880208134651184,0.9428229928016663,1.402916431427002,0.044414542615413666,1.5326530933380127,8.785345077514648,0.2805832862854004,center_outlier|burial_outlier|full_shift_failure|visual_suspect,True,False
internal_topup_049,test,internal_sphere,internal_sphere,True,shallow,small,compact,x_neg_y_neg,1.0,1.0144282579421997,1.0,1.101900339126587,1.0,1.0082309246063232,0.7999999523162842,0.7878689765930176,-20.0,-19.562244415283203,-6.0,-5.631255626678467,-1.2999999523162842,-1.397143006324768,0.04547682777047157,0.01442816574126482,0.10190030932426453,0.008230912499129772,0.012130999937653542,0.580550491809845,0.10190030932426453,none,False,False
internal_topup_052,test,internal_sphere,internal_sphere,True,deep_plus,small,compact,x_neg_y_neg,1.0,1.1371681690216064,1.0,1.1595453023910522,1.0,1.0229709148406982,4.199999809265137,4.121827125549316,-26.0,-24.097463607788086,-2.0,-2.026090383529663,-4.699999809265137,-4.587892532348633,0.0792957991361618,0.13716809451580048,0.15954521298408508,0.022970838472247124,0.07817289233207703,1.9060161113739014,0.15954521298408508,none,False,False
internal_topup_054,test,internal_cuboid,internal_cuboid,True,medium,large,compact,x_pos_y_neg,5.0,4.547595024108887,5.0,5.785032272338867,1.399999976158142,1.3586461544036865,2.0,2.204901933670044,30.0,27.768936157226562,-2.0,-4.29610013961792,-2.700000047683716,-3.1184051036834717,0.29721179604530334,0.45240485668182373,0.7850322723388672,0.0413537472486496,0.20490190386772156,3.228743076324463,0.15700645446777345,center_outlier,False,False
internal_topup_085,test,internal_sphere,internal_sphere,True,shallow,small,compact,x_neg_y_neg,1.0,0.9416004419326782,1.0,0.853715717792511,1.0,0.9900723695755005,0.7999999523162842,0.8380554914474487,-20.0,-20.864580154418945,-2.0,-2.1126291751861572,-1.2999999523162842,-1.1730858087539673,0.05287235230207443,0.05839962884783745,0.14628435671329498,0.009927665814757347,0.038055527955293655,0.881074070930481,0.14628435671329498,none,False,False
internal_topup_088,test,internal_sphere,internal_sphere,True,deep_plus,small,compact,x_neg_y_pos,1.0,1.2063772678375244,1.0,1.1386957168579102,1.0,1.022465467453003,4.199999809265137,4.167202472686768,-26.0,-23.205476760864258,2.0,1.517349362373352,-4.699999809265137,-4.598374843597412,0.1018296480178833,0.20637723803520203,0.13869570195674896,0.022465478628873825,0.03279745578765869,2.8377187252044678,0.20637723803520203,none,False,False
internal_topup_094,test,internal_sphere,internal_sphere,True,medium,small,compact,x_neg_y_pos,1.0,1.0477492809295654,1.0,1.0345548391342163,1.0,1.01448655128479,2.0,1.9593656063079834,-14.0,-13.228079795837402,6.0,5.650708198547363,-2.5,-2.540306568145752,0.04786018282175064,0.04774925857782364,0.03455474600195885,0.014486489817500114,0.04063453525304794,0.8482277989387512,0.04774925857782364,none,False,False
internal_topup_114,test,internal_cuboid,internal_cuboid,True,medium,large,compact,x_pos_y_neg,5.0,5.1934943199157715,5.0,5.129763126373291,1.399999976158142,1.4120286703109741,2.0,1.8802050352096558,30.0,30.299171447753906,-6.0,-5.9789042472839355,-2.700000047683716,-2.6651227474212646,0.05252230912446976,0.19349437952041626,0.12976303696632385,0.012028729543089867,0.11979509145021439,0.30193647742271423,0.03869887590408325,none,False,False
internal_topup_119,test,internal_ellipsoid,internal_ellipsoid,True,deep,medium,elongated_y,x_pos_y_pos,2.625,2.6590940952301025,5.599999904632568,5.766085147857666,1.2000000476837158,1.211107850074768,3.1999998092651367,3.2179198265075684,12.0,12.203608512878418,5.0,4.96892786026001,-3.799999952316284,-3.7588143348693848,0.03255088999867439,0.03409408777952194,0.16608554124832153,0.011107767932116985,0.017919810488820076,0.210043266415596,0.029658132870846694,none,False,False
internal_topup_122,test,internal_sphere,internal_sphere,True,medium,medium,compact,x_neg_y_pos,1.2000000476837158,0.9237306714057922,1.2000000476837158,1.1143628358840942,1.2000000476837158,0.9997450709342957,2.0,1.716155767440796,-14.0,-13.095175743103027,2.0,1.3195557594299316,-2.5999999046325684,-2.5209245681762695,0.27408337593078613,0.2762693762779236,0.08563720434904099,0.20025496184825897,0.2838442921638489,1.134885311126709,0.23022447108330443,none,False,False
internal_topup_123,test,internal_cuboid,internal_cuboid,True,deep,large,compact,x_pos_y_pos,5.0,5.262872219085693,5.0,5.119534492492676,1.399999976158142,1.4114824533462524,3.1999998092651367,3.196743965148926,34.0,33.634559631347656,2.0,1.859891414642334,-3.8999998569488525,-3.864910840988159,0.04812423139810562,0.2628723084926605,0.11953479051589966,0.011482508853077888,0.003255903720855713,0.39295119047164917,0.0525744616985321,none,False,False
internal_topup_133,test,internal_sphere,internal_sphere,True,shallow,small,compact,x_neg_y_neg,1.0,0.9416004419326782,1.0,0.853715717792511,1.0,0.9900723695755005,0.7999999523162842,0.8380554914474487,-20.0,-20.864582061767578,-2.0,-2.1126294136047363,-1.2999999523162842,-1.1730858087539673,0.05287237837910652,0.05839962884783745,0.14628435671329498,0.009927665814757347,0.038055527955293655,0.8810759782791138,0.14628435671329498,none,False,False
internal_topup_138,test,internal_cuboid,internal_cuboid,True,medium,large,compact,x_pos_y_pos,5.0,5.257088661193848,5.0,4.9580864906311035,1.399999976158142,1.4192672967910767,2.0,1.9476171731948853,30.0,30.19405174255371,2.0,1.730568528175354,-2.700000047683716,-2.705561399459839,0.05512790009379387,0.2570888102054596,0.041913241147994995,0.019267316907644272,0.0523829385638237,0.3320852518081665,0.05141776204109192,none,False,False
