seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,missed_component_rate,merged_component_rate,split_component_rate,component_recall_mean
all,source_pack=pilot_v9_topup_rectangular_notch,val,42,0.6847048944928775,0.81086986309272,0.19240416961973372,2.4857326802486432,324.5,333.85714285714283,0,0.260361556495939,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v9_topup_rotated_rect,val,24,0.639716867932646,0.7783210700166995,0.21912365015017624,2.268828294065535,286.4166666666667,240.125,0,0.29644840210676193,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=multi_defect_pilot_v3,test,120,0.6088015076736539,0.754976445814187,0.15073180925159477,3.9133391504414297,675.5,708.875,0,0.39013058121005695,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v2_rectangular_notch,test,60,0.7032103309763149,0.8241400771072093,0.20752106046242144,1.9838808992704797,373.78333333333336,383.25,0,0.2456940365334352,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v3_rotated_rect,test,27,0.6641631735758006,0.7966673137545699,0.16783352778528812,2.595447040609447,452.1111111111111,484.6666666666667,0,0.2886532456786544,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v5_polygon,test,27,0.7083043630493199,0.8260161647005256,0.12646850700411674,2.341767206485736,416.22222222222223,408.44444444444446,0,0.24637084316324304,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v7_topup_polygon,test,24,0.6647893678167206,0.7952788085808692,0.1584682162612322,2.8547555192562832,363.7083333333333,405.75,0,0.28181862893203896,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v7_topup_rotated_rect,test,24,0.6488608390586617,0.7856666651540944,0.354637402380757,2.692655563320308,324.0,239.125,0,0.2935091933856408,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v8_topup_polygon,test,24,0.6288708350622939,0.7691003654733736,0.24873951715342169,2.7546276942819374,352.0833333333333,425.25,0,0.3135360836361845,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v8_topup_rotated_rect,test,24,0.6084409035135333,0.7552102041151385,0.33662116433044625,3.0552762122955603,313.7083333333333,239.375,0,0.33271255902945995,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v9_topup_polygon,test,24,0.6542011787360246,0.7872973570258299,0.19549807395324761,2.8704999016353945,383.75,409.25,0,0.3002840305368106,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v9_topup_rectangular_notch,test,39,0.6355336126719101,0.7757153655022552,0.2508358108450647,2.423046127072444,322.1025641025641,424.7692307692308,0,0.2927465809461398,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v9_topup_rotated_rect,test,24,0.6292113814287298,0.7699932928152715,0.38497491047731697,1.9689980400349103,331.25,239.125,0,0.3165488870193561,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=multi_defect_pilot_v3,all,720,0.6394683465637446,0.7778922941479701,0.1335160805989205,3.76532758239447,675.9930555555555,714.4708333333333,0,0.3527089097019699,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v2_rectangular_notch,all,360,0.7329795783259366,0.8437659649649571,0.17379763227913364,2.024285536510402,436.96944444444443,466.19166666666666,0,0.2222674585464928,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v3_rotated_rect,all,144,0.6736530142356089,0.8029488075804645,0.1512081329105512,2.4628993432845663,436.9236111111111,475.0416666666667,0,0.27783794131957823,1.0069444444444444,0.9930555555555556,0.9930555555555556,0.006944444444444444,0.0,0.0,0.006944444444444444,1.0
all,source_pack=pilot_v5_polygon,all,180,0.7107746816639197,0.8280843951610675,0.13002021037718126,2.504534717037619,400.0,390.56666666666666,0,0.24154063765373496,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v7_topup_polygon,all,60,0.6714167623343399,0.7997244927485307,0.17116479982021177,2.7065365931476597,348.65,392.9,0,0.2731913651029269,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v7_topup_rotated_rect,all,96,0.6952634583437235,0.8180971999357064,0.1706550574392015,2.3322441649420362,270.1979166666667,239.53125,0,0.24247414176352322,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v8_topup_polygon,all,120,0.6789363505199107,0.8054906743522291,0.1955712846539191,2.56778745609188,359.1166666666667,394.675,0,0.26769685006390015,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v8_topup_rotated_rect,all,120,0.6718421584238382,0.8012937730611424,0.22110671622777195,2.480752541573058,289.9583333333333,239.65,0,0.2698846375569701,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v9_topup_polygon,all,240,0.6945925930673909,0.8171346911009344,0.16096216174682004,2.56771769213581,372.02916666666664,391.875,0,0.2527138656626145,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v9_topup_rectangular_notch,all,240,0.6970217337852116,0.8184914114583031,0.18781343698873934,2.378178091361095,415.09583333333336,488.8125,0,0.2520424484585722,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,source_pack=pilot_v9_topup_rotated_rect,all,240,0.6684253342792291,0.7992696599868331,0.22325362808512594,2.4182932836953936,287.725,239.725,0,0.2685962029111882,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
