normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,projected_mask_area_error,projected_mask_center_error_px,profile_depth_rmse_m,volume_proxy_rel_error,sample_count,er_like_profile_error,max_depth_error_m,strategy,perturbation_name,perturbation_category,severity,affected_axis,split,profile_rmse_degradation_pct_vs_20_85,dice_drop_vs_20_85,clean_performance_drop_vs_20_85_pct
0.7284432038282737,0.5135707918267983,0.9433156271011401,2.077770423812744,2.1984783271566415,1.0924633669738586,0.21826762113815698,0.2039571511439788,0.19790830061985895,0.20671102557426843,0.7519195396947941,0.8516548982497408,0.3255942261706525,0.0,0.0005319866058692777,0.4039132320254892,39,0.3474631775648166,0.001092463364609732,no_calibration,combined_light,combined,noise5_gain10_jitter1,all,test,37.20295093562847,-0.003927898249740824,
0.7558295620076451,0.6272867640342425,0.8843723545655792,2.485580781129775,2.2543179418799686,1.493615520267207,0.198529017560276,0.1952731708685557,0.18720960175549542,0.19367059612255774,0.7440046586246022,0.8450773195532179,0.291802636012015,0.0,0.0006980252569912499,0.4895393228037925,162,0.4397329041435395,0.001493615525872389,no_calibration,combined_hard,combined,noise15_gain20_jitter2_drift2,all,train,80.02544430664341,0.0026496804467821544,
0.7933486738266089,0.6271913238824942,0.9595060107799677,2.4058905121607657,2.0184071765114098,1.592928665666244,0.21847524092747614,0.2109312430406228,0.20125963443364853,0.2102220392284485,0.7420364541122519,0.8438353845543904,0.32908975790651673,0.0,0.0007388023146538613,0.5053599115912321,39,0.43114119137708956,0.0015929286630871969,no_calibration,combined_hard,combined,noise15_gain20_jitter2_drift2,all,val,90.54212382461859,0.003891615445609564,
0.7721321376470419,0.5954532460906566,0.9488110420031425,2.558661324091447,2.3494237753061147,1.297625676752665,0.22030456555195344,0.20502247107334626,0.19850183908755964,0.2079429583480725,0.7380086119979609,0.8419964626359316,0.3210896189797782,0.0,0.0006235474201952083,0.43498828793132516,39,0.3971616600950559,0.001297625683200283,no_calibration,combined_hard,combined,noise15_gain20_jitter2_drift2,all,test,60.81710545942438,0.0057305373640683666,
0.6988590512378716,0.5194932101869288,0.8782249028667991,2.0958887740141816,2.0926129062326604,1.1510750192252022,0.19879276516996783,0.194614236737475,0.18383529487951303,0.19241409921259792,0.7483542106446587,0.8474722189847741,0.35136912266783143,0.0,0.0005481538395497971,0.6603816453357227,162,0.41793824509246114,0.0011510750211280896,per_sample_rms_normalization,clean,additive_noise,0pct,all,train,41.37259006744188,0.00025478101522591334,41.37259006744188
0.7598822422516651,0.5687260893292916,0.9510384026246194,2.3008553779278045,2.184989514736793,1.2945938823887935,0.21320646848434058,0.21300635888026312,0.19884532690048218,0.20835271783364126,0.735277987338166,0.8366141482222972,0.42391047001690507,0.0,0.0006011219334024459,0.8697722283953626,39,0.44955587826478177,0.0012945938789739441,per_sample_rms_normalization,clean,additive_noise,0pct,all,val,55.03342043767964,0.011112851777702826,55.03342043767964
0.715341445345145,0.48536125952616715,0.945321635558055,1.9991405472541466,2.1546531529762807,0.9975863886185181,0.21790998257123506,0.205995839375716,0.1975955749169374,0.20716713168300116,0.7405250227595167,0.8423895105173654,0.39053542385918344,0.0,0.0004912443723580323,0.6926102762201358,39,0.4226585508157045,0.000997586390719964,per_sample_rms_normalization,clean,additive_noise,0pct,all,test,26.695252802294416,0.005337489482634572,26.695252802294416
0.6988590475585725,0.5194932071515072,0.8782249065460982,2.0958887039695258,2.0926128966204915,1.151075025457015,0.19879276480203795,0.19461423563368527,0.18383529598330273,0.19241409877568116,0.7483542106446587,0.8474722189847741,0.35136912266783143,0.0,0.0005481538433674292,0.6603816565100692,162,0.4179382505884141,0.0011510750275956075,per_sample_rms_normalization,gain_scaling_0.8x,gain_scaling,0.8x,all,train,41.37259105203506,0.00025478101522591334,
0.7598822460724757,0.5687260921948996,0.9510384010962951,2.3008555185336332,2.184989456373912,1.2945938892662525,0.2132064700126648,0.21300635735193887,0.1988453284288064,0.2083527187888439,0.735277987338166,0.8366141482222972,0.42391047001690507,0.0,0.0006011219419843445,0.8697722546811573,39,0.44955589985236144,0.0012945938849439605,per_sample_rms_normalization,gain_scaling_0.8x,gain_scaling,0.8x,all,val,55.03342265100946,0.011112851777702826,
0.715341445345145,0.4853612488278976,0.945321635558055,1.9991404020633452,2.1546531514479565,0.997586394349734,0.21790998715620774,0.20599584090404022,0.19759557033196473,0.20716713149196062,0.7405250227595167,0.8423895105173654,0.39053542385918344,0.0,0.0004912443753430404,0.692610279285323,39,0.42265855482755565,0.0009975863966899805,per_sample_rms_normalization,gain_scaling_0.8x,gain_scaling,0.8x,all,test,26.695253572148257,0.005337489482634572,
