group_field,group_value,split,sample_count,refinement_applied_count,baseline_profile_rmse_mean_m,refined_profile_rmse_mean_m,profile_rmse_delta_mean_m,baseline_Er_like_mean,refined_Er_like_mean,Er_like_delta_mean,baseline_IoU_mean,refined_IoU_mean,IoU_delta_mean,baseline_Dice_mean,refined_Dice_mean,Dice_delta_mean,baseline_area_error_mean,refined_area_error_mean,area_error_delta_mean,feature_residual_before_mean,feature_residual_after_mean,feature_residual_delta_mean,profile_rmse_improved_rate,forward_residual_improved_rate
target_role,excluded_negative_control,test,4,0,0.0008452401671976983,0.00083444617751184,-1.0793989685858266e-05,2.1975576377925385,2.176567105581648,-0.020990532210891033,0.1926044661216233,0.1926044661216233,0.0,0.32103693048823967,0.32103693048823967,0.0,3.323058798508335,3.323058798508335,0.0,86.37951243577828,86.37951243577828,0.0,0.25,0.0
target_role,refinement_target,test,15,15,0.0004392242369111867,0.0002684629966484331,-0.00017076124026275347,1.353005489115917,0.7406982479227392,-0.6123072411931777,0.36203308495549186,0.6106368396778639,0.24860375472237187,0.5278311381383355,0.7400878497901217,0.21225671165178628,1.734792203160004,0.4695016678955701,-1.2652905352644341,52.28299546327455,0.7151008146596111,-51.567894648614946,0.9333333333333333,1.0
shape_type,asymmetric_corrosion,all,16,16,0.00047975019436148495,0.0001732450732001103,-0.00030650512116137466,3.086084566252422,0.7457138735937503,-2.340370692658672,0.4210122662136537,0.613500840909377,0.19248857469572325,0.5591292713575559,0.7323359640033564,0.1732066926458006,2.1410791404731793,0.39961141474896167,-1.7414677257242173,94.73450365208919,0.5234545915578523,-94.21104906053134,0.875,1.0
shape_type,elongated_crack_like_surface_defect,all,16,16,0.0004978291595028021,0.0003046729528887464,-0.0001931562066140557,1.9071212558649484,1.0267855339315766,-0.8803357219333717,0.31034970697732434,0.6048385558818912,0.2944888489045668,0.4720649636862832,0.7364219595740735,0.2643569958877904,1.8475272776662632,0.3855139126802902,-1.4620133649859728,16.313212522094496,0.6112314532565972,-15.701981068837897,0.8125,1.0
shape_type,flat_bottom_pit,all,16,16,0.00040448075825141573,0.00029735785960064494,-0.00010712289865077076,1.5523397233284277,0.8048813968300026,-0.7474583264984253,0.4235342179058014,0.51944318839388,0.09590897048807862,0.571939140615269,0.6572312468827648,0.08529210626749593,1.8438166574427548,0.4137963307435131,-1.4300203266992417,47.60105929847262,0.7091149246440237,-46.89194437382859,0.5625,1.0
shape_type,irregular_corrosion_non_rbc,all,16,16,0.0004553191161735761,0.00023503100238965748,-0.00022028811378391866,2.0653463969210524,0.8965541104714101,-1.1687922864496418,0.44488014257034547,0.5863865089522914,0.14150636638194597,0.5978387932465905,0.7166011215026851,0.11876232825609467,1.582393925560754,0.4193304268728083,-1.1630634986879453,59.7891189949745,0.48313813312990445,-59.305980861844596,0.8125,1.0
shape_type,multi_pit_two_component_surface_defect,all,16,0,0.0007183633569005014,0.000707711936309516,-1.0651420590985396e-05,2.7936654989702503,2.7718325828367405,-0.021832916133509392,0.2024194458689453,0.2024194458689453,0.0,0.33422720299978764,0.33422720299978764,0.0,3.173946032875568,3.173946032875568,0.0,82.12331600328562,82.12331600328562,0.0,0.1875,0.0
shape_type,rbc_like_smooth_pit,all,24,24,0.0005011810231545006,0.00016519893431601588,-0.00033598208883848477,3.6380501855799143,0.9170784367088456,-2.7209717488710687,0.3467146514673433,0.5551283321622771,0.20841368069493385,0.49355620883261464,0.6897547432153187,0.19619853438270396,2.591852149512013,0.6398801558634992,-1.9519719936485138,96.96658157833303,0.5604883829954823,-96.40609319533753,0.8333333333333334,1.0
shape_type,sharp_wall_boxy_corrosion,all,16,16,0.000370406391981249,0.0003376412355889493,-3.276515639229969e-05,1.1905161597133722,0.877261689139837,-0.31325447057353506,0.4767242501148736,0.5608130887232949,0.08408883860842123,0.6314647302901455,0.7061002172064509,0.0746354869163054,1.3500198736151274,0.33154606178602475,-1.0184738118291028,49.880862386185136,0.7240672939614875,-49.156795092223646,0.5625,1.0
shape_type,asymmetric_corrosion,train,10,10,0.0005316684107885615,0.00016576520548236177,-0.00036590320530619977,3.982913852971291,0.8015272376423932,-3.1813866153288974,0.39477779532094753,0.5614431083958129,0.16666531307486532,0.5312167786017701,0.6836045112463759,0.15238773264460578,2.4134883028292355,0.43138817481159003,-1.9821001280176453,73.57702213553924,0.41172164556571156,-73.16530048997352,0.8,1.0
shape_type,elongated_crack_like_surface_defect,train,10,10,0.0005328172589645334,0.00027366618430321726,-0.00025915107466131614,2.361644727817873,1.0600979202311298,-1.3015468075867438,0.30148156289791184,0.6314940848349423,0.33001252193703035,0.461317858908716,0.7553297792365161,0.2940119203278001,2.0524222926017117,0.40478887357252225,-1.6476334190291895,18.98200937141881,0.6259618306217074,-18.3560475407971,0.9,1.0
shape_type,flat_bottom_pit,train,10,10,0.00044596462818009673,0.0002695021270857802,-0.00017646250109431657,2.0019048484689557,0.8288603496559945,-1.1730444988129611,0.385446872812576,0.5502663305026808,0.1648194576901048,0.5355985096836273,0.6759199550701268,0.14032144538649952,2.0768490722467927,0.36706267824303646,-1.7097863940037563,39.42255896299505,0.6900373246153442,-38.73252163837971,0.6,1.0
shape_type,irregular_corrosion_non_rbc,train,9,9,0.00044789125625710913,0.00021269070056967676,-0.00023520055568743235,2.1576874491579443,0.8485110717785621,-1.3091763773793823,0.41458193371385565,0.5468652894200338,0.1322833557061782,0.5723696635739375,0.6726793128552363,0.1003096492812988,1.6884923997446788,0.49176222082426235,-1.1967301789204166,75.48066339690057,0.5441810877382476,-74.93648230916232,0.8888888888888888,1.0
shape_type,multi_pit_two_component_surface_defect,train,9,0,0.000727914231883712,0.0007137757018045637,-1.4138530079148142e-05,3.153392045745844,3.123907098046667,-0.02948494769917624,0.2008979210715428,0.2008979210715428,0.0,0.3319858334253243,0.3319858334253243,0.0,3.5483272018546668,3.5483272018546668,0.0,86.10313159212076,86.10313159212076,0.0,0.2222222222222222,0.0
shape_type,rbc_like_smooth_pit,train,14,14,0.0005149289441096854,0.0001342904449193765,-0.00038063849919030886,3.9988039368859303,0.8285004069889071,-3.1703035298970224,0.3395047510317773,0.6086969019443143,0.26919215091253684,0.47745606990230954,0.7441609516051714,0.26670488170286183,2.894114096016801,0.5479319049490359,-2.346182191067765,112.09281812752951,0.5370489216145534,-111.55576920591497,0.7857142857142857,1.0
shape_type,sharp_wall_boxy_corrosion,train,10,10,0.0003749155439019522,0.00028577130035884683,-8.91442435431053e-05,1.4273542889281443,0.8908436752883315,-0.5365106136398127,0.4355380906468581,0.5945914722233114,0.15905338157645338,0.5947786975606808,0.736971239673155,0.14219254211247426,1.5888042608965136,0.31957536936636594,-1.269228891530148,62.67552662812166,0.6390916421466404,-62.036434985975006,0.7,1.0
shape_type,asymmetric_corrosion,val,3,3,0.0004270188289417223,0.00012885545636890508,-0.00029816337257281727,2.095736620387492,0.6324523100566463,-1.463284310330846,0.48812169013337386,0.6846775154983309,0.19655582536495705,0.6015705963485727,0.7944858800280487,0.192915283679476,2.0569863522243654,0.2835784651419124,-1.7734078870824532,197.90469634289346,0.4953602398674983,-197.40933610302594,1.0,1.0
shape_type,elongated_crack_like_surface_defect,val,3,3,0.0004074467510252258,0.0003469717199802442,-6.047503104498151e-05,1.34863818389557,1.1740001903435389,-0.17463799355203113,0.31618740295083997,0.4793638690703121,0.1631764661194721,0.47977820015555867,0.6299797365754812,0.15020153641992262,1.6589683296378375,0.1996832959935685,-1.459285033644269,13.869604410482067,0.5762154715879105,-13.293388938894154,0.6666666666666666,1.0
shape_type,flat_bottom_pit,val,3,3,0.0003019354550033693,0.0002873978109794137,-1.4537644023955606e-05,0.9018209538370057,0.8466007788305748,-0.055220175006430804,0.5190734295838799,0.39334067925148203,-0.12573275033239784,0.6501376547911912,0.5629045745037705,-0.08723308028742066,1.5407869360510162,0.4457227486739377,-1.0950641873770786,37.38691608169068,0.775373091733338,-36.611542989957336,0.3333333333333333,1.0
shape_type,irregular_corrosion_non_rbc,val,4,4,0.0005849781693377999,0.00024165234174024005,-0.00034332582759755983,2.78901207218604,1.1884523862236906,-1.6005596859623488,0.43147895201132314,0.6274621537984706,0.1959832017871474,0.5824731823595125,0.7681295510493055,0.18565636868979296,1.7426498483893726,0.3848363755408568,-1.3578134728485158,38.57739475741167,0.35859899086937747,-38.21879576654229,1.0,1.0
shape_type,multi_pit_two_component_surface_defect,val,3,0,0.0005205416515546075,0.0005205416515546075,0.0,2.50929634021375,2.50929634021375,0.0,0.22007065992424882,0.22007065992424882,0.0,0.35853834173857496,0.35853834173857496,0.0,1.8519855050945828,1.8519855050945828,0.0,64.50894066012332,64.50894066012332,0.0,0.0,0.0
shape_type,rbc_like_smooth_pit,val,5,5,0.0005079583483337734,0.000203606542793261,-0.0003043518055405124,4.329065519920614,1.2424476071336223,-3.086617912786992,0.369010880849497,0.4409779722756964,0.0719670914261994,0.5243832821318408,0.5810238771235978,0.05664059499175698,2.2779055947498414,0.9757057227482298,-1.3021998720016117,105.67374221065488,0.5403955781269398,-105.13334663252795,0.8,1.0
shape_type,sharp_wall_boxy_corrosion,val,3,3,0.0003283793021484366,0.00031930616356882997,-9.07313857960666e-06,0.9033820898103223,0.8695904275283501,-0.03379166228197206,0.5354166250030629,0.6458697907678443,0.11045316576478142,0.6874155565972629,0.7774678240363057,0.09005226743904275,0.975675312521559,0.19196950453334524,-0.7837058079882139,27.781649756018428,0.4188635278967942,-27.362786228121635,0.3333333333333333,1.0
shape_type,asymmetric_corrosion,test,3,3,0.00035942083835765874,0.00024256758242381066,-0.0001168532559338481,1.0870015563877893,0.6729308903020449,-0.41407066608574455,0.44135107860295403,0.7158499413656365,0.27449886276268254,0.6097295888858244,0.8326242238352656,0.22289463494944128,1.3171413875351379,0.40972183081391633,-0.9074195567212215,62.08924934978478,0.9239920965553424,-61.16525725322944,1.0,1.0
shape_type,elongated_crack_like_surface_defect,test,3,3,0.0004715845697746074,0.00036573008108234563,-0.00010585448869226174,0.9505260879912432,0.7685295898544381,-0.18199649813680518,0.3340724912685171,0.641461479516633,0.30738898824811595,0.5001754098088985,0.7798381170311909,0.27966270722229253,1.3531028425765268,0.5070946597262387,-0.8460081828502881,9.86083113595921,0.5971461770415829,-9.263684958917628,0.6666666666666666,1.0
shape_type,flat_bottom_pit,test,3,3,0.00036874649507052546,0.00040017034993809216,3.1423854867566717e-05,0.7043080756847574,0.6832321720761237,-0.021075903608633723,0.454952823205141,0.5428018905069422,0.08784906730180105,0.6148760628781521,0.689262225303886,0.07438616242573397,1.370071662821033,0.5376487544813436,-0.8324229083396893,85.0768703001798,0.7064487576503078,-84.37042154252951,0.6666666666666666,1.0
shape_type,irregular_corrosion_non_rbc,test,3,3,0.000304723958370679,0.0002932234553821563,-1.1500502988522667e-05,0.8234356731903915,0.6514855255469136,-0.17195014764347785,0.5536430232185111,0.6501826410874919,0.09653961786898076,0.6947336634473201,0.7796619747162046,0.08492831126888452,1.0504239392374863,0.24802711346104803,-0.8023968257764382,40.996784772613424,0.46606145898557766,-40.530723313627846,0.3333333333333333,1.0
shape_type,multi_pit_two_component_surface_defect,test,4,0,0.0008452401671976983,0.00083444617751184,-1.0793989685858266e-05,2.1975576377925385,2.176567105581648,-0.020990532210891033,0.1926044661216233,0.1926044661216233,0.0,0.32103693048823967,0.32103693048823967,0.0,3.323058798508335,3.323058798508335,0.0,86.37951243577828,86.37951243577828,0.0,0.25,0.0
shape_type,rbc_like_smooth_pit,test,5,5,0.0004559095193007104,0.000213335096149361,-0.00024257442315134942,1.9369243475823708,0.8397277494998969,-1.0971965980824734,0.3446061433047742,0.5192866966591542,0.17468055335437996,0.507809524538243,0.6461482258154516,0.13833870127720868,2.0594652540607776,0.5615096915392663,-1.4979555625215113,45.90595860826103,0.6462116797306257,-45.259746928530404,1.0,1.0
shape_type,sharp_wall_boxy_corrosion,test,3,3,0.00039740297541171737,0.00052887609170941,0.00013147311629769262,0.688189798900515,0.8396596635896758,0.15146986468916077,0.5553190734534029,0.3631617750120235,-0.19215729844137938,0.6978006797479109,0.5318292021542496,-0.16597147759366151,0.9284164771040753,0.5110249271042336,-0.4173915499998417,29.331194209896797,1.3125232327423377,-28.018670977154468,0.3333333333333333,1.0
representation_target,component_set,all,16,0,0.0007183633569005014,0.000707711936309516,-1.0651420590985396e-05,2.7936654989702503,2.7718325828367405,-0.021832916133509392,0.2024194458689453,0.2024194458689453,0.0,0.33422720299978764,0.33422720299978764,0.0,3.173946032875568,3.173946032875568,0.0,82.12331600328562,82.12331600328562,0.0,0.1875,0.0
representation_target,depth_grid,all,16,16,0.0004553191161735761,0.00023503100238965748,-0.00022028811378391866,2.0653463969210524,0.8965541104714101,-1.1687922864496418,0.44488014257034547,0.5863865089522914,0.14150636638194597,0.5978387932465905,0.7166011215026851,0.11876232825609467,1.582393925560754,0.4193304268728083,-1.1630634986879453,59.7891189949745,0.48313813312990445,-59.305980861844596,0.8125,1.0
representation_target,polygon_or_contour,all,48,48,0.00042423876991182235,0.00031322401602611356,-0.00011101475388570873,1.549992379635583,0.9029762066338054,-0.6470161730017774,0.4035360583326664,0.5616982776663554,0.15816221933368887,0.5584896115305659,0.699917807887763,0.14142819635719725,1.6804546029080487,0.37695210173660937,-1.3035025011714392,37.931711402250755,0.6814712239540363,-37.250240178296714,0.6458333333333334,1.0
representation_target,profile_basis,all,16,16,0.00047975019436148495,0.0001732450732001103,-0.00030650512116137466,3.086084566252422,0.7457138735937503,-2.340370692658672,0.4210122662136537,0.613500840909377,0.19248857469572325,0.5591292713575559,0.7323359640033564,0.1732066926458006,2.1410791404731793,0.39961141474896167,-1.7414677257242173,94.73450365208919,0.5234545915578523,-94.21104906053134,0.875,1.0
representation_target,six_param_rbc,all,24,24,0.0005011810231545006,0.00016519893431601588,-0.00033598208883848477,3.6380501855799143,0.9170784367088456,-2.7209717488710687,0.3467146514673433,0.5551283321622771,0.20841368069493385,0.49355620883261464,0.6897547432153187,0.19619853438270396,2.591852149512013,0.6398801558634992,-1.9519719936485138,96.96658157833303,0.5604883829954823,-96.40609319533753,0.8333333333333334,1.0
representation_target,component_set,train,9,0,0.000727914231883712,0.0007137757018045637,-1.4138530079148142e-05,3.153392045745844,3.123907098046667,-0.02948494769917624,0.2008979210715428,0.2008979210715428,0.0,0.3319858334253243,0.3319858334253243,0.0,3.5483272018546668,3.5483272018546668,0.0,86.10313159212076,86.10313159212076,0.0,0.2222222222222222,0.0
representation_target,depth_grid,train,9,9,0.00044789125625710913,0.00021269070056967676,-0.00023520055568743235,2.1576874491579443,0.8485110717785621,-1.3091763773793823,0.41458193371385565,0.5468652894200338,0.1322833557061782,0.5723696635739375,0.6726793128552363,0.1003096492812988,1.6884923997446788,0.49176222082426235,-1.1967301789204166,75.48066339690057,0.5441810877382476,-74.93648230916232,0.8888888888888888,1.0
representation_target,polygon_or_contour,train,30,30,0.0004512324770155274,0.00027631320391594813,-0.0001749192730995793,1.930301288404991,0.9266006483918185,-1.0037006400131723,0.37415550878578213,0.5921172958536448,0.21796178706786282,0.530565022051008,0.7227403246599328,0.19217530260892465,1.9060252085816722,0.3638089737273082,-1.5422162348543644,40.360031654178506,0.6516969324612308,-39.70833472171727,0.7333333333333333,1.0
representation_target,profile_basis,train,10,10,0.0005316684107885615,0.00016576520548236177,-0.00036590320530619977,3.982913852971291,0.8015272376423932,-3.1813866153288974,0.39477779532094753,0.5614431083958129,0.16666531307486532,0.5312167786017701,0.6836045112463759,0.15238773264460578,2.4134883028292355,0.43138817481159003,-1.9821001280176453,73.57702213553924,0.41172164556571156,-73.16530048997352,0.8,1.0
representation_target,six_param_rbc,train,14,14,0.0005149289441096854,0.0001342904449193765,-0.00038063849919030886,3.9988039368859303,0.8285004069889071,-3.1703035298970224,0.3395047510317773,0.6086969019443143,0.26919215091253684,0.47745606990230954,0.7441609516051714,0.26670488170286183,2.894114096016801,0.5479319049490359,-2.346182191067765,112.09281812752951,0.5370489216145534,-111.55576920591497,0.7857142857142857,1.0
representation_target,component_set,val,3,0,0.0005205416515546075,0.0005205416515546075,0.0,2.50929634021375,2.50929634021375,0.0,0.22007065992424882,0.22007065992424882,0.0,0.35853834173857496,0.35853834173857496,0.0,1.8519855050945828,1.8519855050945828,0.0,64.50894066012332,64.50894066012332,0.0,0.0,0.0
representation_target,depth_grid,val,4,4,0.0005849781693377999,0.00024165234174024005,-0.00034332582759755983,2.78901207218604,1.1884523862236906,-1.6005596859623488,0.43147895201132314,0.6274621537984706,0.1959832017871474,0.5824731823595125,0.7681295510493055,0.18565636868979296,1.7426498483893726,0.3848363755408568,-1.3578134728485158,38.57739475741167,0.35859899086937747,-38.21879576654229,1.0,1.0
representation_target,polygon_or_contour,val,9,9,0.00034592050272567727,0.0003178918981761626,-2.8028604549514592e-05,1.051280409180966,0.9633971322341546,-0.08788327694681133,0.45689248584592757,0.5061914463632128,0.04929896051728523,0.6057771371813375,0.6567840450385192,0.051006907857181566,1.3918101927368043,0.27912518306695044,-1.112685009669854,26.346056749397057,0.5901506970726811,-25.755906052324374,0.4444444444444444,1.0
representation_target,profile_basis,val,3,3,0.0004270188289417223,0.00012885545636890508,-0.00029816337257281727,2.095736620387492,0.6324523100566463,-1.463284310330846,0.48812169013337386,0.6846775154983309,0.19655582536495705,0.6015705963485727,0.7944858800280487,0.192915283679476,2.0569863522243654,0.2835784651419124,-1.7734078870824532,197.90469634289346,0.4953602398674983,-197.40933610302594,1.0,1.0
representation_target,six_param_rbc,val,5,5,0.0005079583483337734,0.000203606542793261,-0.0003043518055405124,4.329065519920614,1.2424476071336223,-3.086617912786992,0.369010880849497,0.4409779722756964,0.0719670914261994,0.5243832821318408,0.5810238771235978,0.05664059499175698,2.2779055947498414,0.9757057227482298,-1.3021998720016117,105.67374221065488,0.5403955781269398,-105.13334663252795,0.8,1.0
representation_target,component_set,test,4,0,0.0008452401671976983,0.00083444617751184,-1.0793989685858266e-05,2.1975576377925385,2.176567105581648,-0.020990532210891033,0.1926044661216233,0.1926044661216233,0.0,0.32103693048823967,0.32103693048823967,0.0,3.323058798508335,3.323058798508335,0.0,86.37951243577828,86.37951243577828,0.0,0.25,0.0
representation_target,depth_grid,test,3,3,0.000304723958370679,0.0002932234553821563,-1.1500502988522667e-05,0.8234356731903915,0.6514855255469136,-0.17195014764347785,0.5536430232185111,0.6501826410874919,0.09653961786898076,0.6947336634473201,0.7796619747162046,0.08492831126888452,1.0504239392374863,0.24802711346104803,-0.8023968257764382,40.996784772613424,0.46606145898557766,-40.530723313627846,0.3333333333333333,1.0
representation_target,polygon_or_contour,test,9,9,0.00041257801341895007,0.0004315921742432825,1.901416082433253e-05,0.7810079875255053,0.7638071418400793,-0.017200845685426052,0.448114795975687,0.5158083816785329,0.06769358570284588,0.6042840508116538,0.6669765148297755,0.06269246401812165,1.2171969941672116,0.5185894471039386,-0.6986075470632732,41.42296521534527,0.8720393891447428,-40.55092582620053,0.5555555555555556,1.0
representation_target,profile_basis,test,3,3,0.00035942083835765874,0.00024256758242381066,-0.0001168532559338481,1.0870015563877893,0.6729308903020449,-0.41407066608574455,0.44135107860295403,0.7158499413656365,0.27449886276268254,0.6097295888858244,0.8326242238352656,0.22289463494944128,1.3171413875351379,0.40972183081391633,-0.9074195567212215,62.08924934978478,0.9239920965553424,-61.16525725322944,1.0,1.0
representation_target,six_param_rbc,test,5,5,0.0004559095193007104,0.000213335096149361,-0.00024257442315134942,1.9369243475823708,0.8397277494998969,-1.0971965980824734,0.3446061433047742,0.5192866966591542,0.17468055335437996,0.507809524538243,0.6461482258154516,0.13833870127720868,2.0594652540607776,0.5615096915392663,-1.4979555625215113,45.90595860826103,0.6462116797306257,-45.259746928530404,1.0,1.0
topology_type,elongated,all,16,16,0.0004978291595028021,0.0003046729528887464,-0.0001931562066140557,1.9071212558649484,1.0267855339315766,-0.8803357219333717,0.31034970697732434,0.6048385558818912,0.2944888489045668,0.4720649636862832,0.7364219595740735,0.2643569958877904,1.8475272776662632,0.3855139126802902,-1.4620133649859728,16.313212522094496,0.6112314532565972,-15.701981068837897,0.8125,1.0
topology_type,irregular,all,16,16,0.0004553191161735761,0.00023503100238965748,-0.00022028811378391866,2.0653463969210524,0.8965541104714101,-1.1687922864496418,0.44488014257034547,0.5863865089522914,0.14150636638194597,0.5978387932465905,0.7166011215026851,0.11876232825609467,1.582393925560754,0.4193304268728083,-1.1630634986879453,59.7891189949745,0.48313813312990445,-59.305980861844596,0.8125,1.0
topology_type,multi_component,all,16,0,0.0007183633569005014,0.000707711936309516,-1.0651420590985396e-05,2.7936654989702503,2.7718325828367405,-0.021832916133509392,0.2024194458689453,0.2024194458689453,0.0,0.33422720299978764,0.33422720299978764,0.0,3.173946032875568,3.173946032875568,0.0,82.12331600328562,82.12331600328562,0.0,0.1875,0.0
topology_type,single_component,all,72,72,0.00044586863985020015,0.00023467612663638406,-0.00021119251321381606,2.508003495036465,0.8452165810281909,-1.6627869140082745,0.40918726920785414,0.5614332480599927,0.15224597885213864,0.5561927678915316,0.6956221206479,0.13942935275636842,2.049487532399796,0.4677275646830552,-1.5817599677167407,75.03695504538811,0.6216376410347971,-74.4153174043533,0.7222222222222222,1.0
topology_type,elongated,train,10,10,0.0005328172589645334,0.00027366618430321726,-0.00025915107466131614,2.361644727817873,1.0600979202311298,-1.3015468075867438,0.30148156289791184,0.6314940848349423,0.33001252193703035,0.461317858908716,0.7553297792365161,0.2940119203278001,2.0524222926017117,0.40478887357252225,-1.6476334190291895,18.98200937141881,0.6259618306217074,-18.3560475407971,0.9,1.0
topology_type,irregular,train,9,9,0.00044789125625710913,0.00021269070056967676,-0.00023520055568743235,2.1576874491579443,0.8485110717785621,-1.3091763773793823,0.41458193371385565,0.5468652894200338,0.1322833557061782,0.5723696635739375,0.6726793128552363,0.1003096492812988,1.6884923997446788,0.49176222082426235,-1.1967301789204166,75.48066339690057,0.5441810877382476,-74.93648230916232,0.8888888888888888,1.0
topology_type,multi_component,train,9,0,0.000727914231883712,0.0007137757018045637,-1.4138530079148142e-05,3.153392045745844,3.123907098046667,-0.02948494769917624,0.2008979210715428,0.2008979210715428,0.0,0.3319858334253243,0.3319858334253243,0.0,3.5483272018546668,3.5483272018546668,0.0,86.10313159212076,86.10313159212076,0.0,0.2222222222222222,0.0
topology_type,single_component,train,44,44,0.0004712384328691295,0.00020660119450320816,-0.0002646372383659214,2.9569314777292486,0.8366208709934523,-2.120310606735796,0.3843339568692887,0.5814719486008738,0.19713799173158525,0.5295528372066617,0.7132547814174767,0.183701944210815,2.3024775841809237,0.42843883848855513,-1.8740387456923684,75.59205752390847,0.5665270687700161,-75.02553045513845,0.7272727272727273,1.0
topology_type,elongated,val,3,3,0.0004074467510252258,0.0003469717199802442,-6.047503104498151e-05,1.34863818389557,1.1740001903435389,-0.17463799355203113,0.31618740295083997,0.4793638690703121,0.1631764661194721,0.47977820015555867,0.6299797365754812,0.15020153641992262,1.6589683296378375,0.1996832959935685,-1.459285033644269,13.869604410482067,0.5762154715879105,-13.293388938894154,0.6666666666666666,1.0
topology_type,irregular,val,4,4,0.0005849781693377999,0.00024165234174024005,-0.00034332582759755983,2.78901207218604,1.1884523862236906,-1.6005596859623488,0.43147895201132314,0.6274621537984706,0.1959832017871474,0.5824731823595125,0.7681295510493055,0.18565636868979296,1.7426498483893726,0.3848363755408568,-1.3578134728485158,38.57739475741167,0.35859899086937747,-38.21879576654229,1.0,1.0
