seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,missed_component_rate,merged_component_rate,split_component_rate,component_recall_mean
all,component_type_combination=rotated_rect,val,99,0.6665110557575339,0.797153494457372,0.19223044736011421,2.5180781647383106,319.64646464646466,297.030303030303,0,0.27367924341950756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,component_type_combination=rotated_rect+polygon,val,24,0.5965827832018628,0.7454050426456306,0.1371663908156369,4.60496400877508,673.6666666666666,669.625,0,0.40794963762164116,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=rotated_rect+rotated_rect,val,24,0.6200687374643065,0.7642205474042444,0.13648897836060378,4.608051575548386,670.7083333333334,747.375,0,0.3727509342133999,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=polygon,test,99,0.6653827369807331,0.7953805373013733,0.18060190975697765,2.6943930236291083,380.07070707070704,412.06060606060606,0,0.2843165919184685,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,component_type_combination=rectangular_notch,test,99,0.6765498055836706,0.8050636755658639,0.224584446976796,2.1568853829500414,353.42424242424244,399.6060606060606,0,0.26422988736268244,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,component_type_combination=rectangular_notch+polygon,test,24,0.6028246180524219,0.7512216114357194,0.14075285666482953,2.929680844023544,670.9583333333334,674.0,0,0.39397381742795307,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=rectangular_notch+rectangular_notch,test,24,0.6008163637507188,0.748430652482619,0.15760370759422695,4.663178238752295,695.0,735.625,0,0.401978259285291,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=rectangular_notch+rotated_rect,test,24,0.6070665137594651,0.7540143899577361,0.14061027792658298,3.289911526438393,690.6666666666666,723.375,0,0.391865794857343,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=rotated_rect,test,99,0.6384719258845335,0.7774838521353687,0.3066778656841138,2.5786200572936746,358.2020202020202,306.1515151515151,0,0.30727407050253164,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,component_type_combination=rotated_rect+polygon,test,24,0.6223224335540807,0.7653996049082604,0.1419871459393005,4.460553103355483,656.9166666666666,669.875,0,0.37369884674747783,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=rotated_rect+rotated_rect,test,24,0.6109776092515834,0.7558159702866001,0.17270505813303386,4.223372039637435,663.9583333333334,741.5,0,0.3891361877322197,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=polygon,all,600,0.6939983880635484,0.816349779133993,0.1596216647246874,2.562658642498752,375.5,392.145,0,0.254406244084239,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,component_type_combination=rectangular_notch,all,600,0.7185964405096466,0.8336561435622957,0.17940395416297594,2.1658425584506795,428.22,475.24,0,0.23417745451132457,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,component_type_combination=rectangular_notch+polygon,all,144,0.639901047398896,0.7777727302877762,0.12825579981082613,3.65250598023547,674.8888888888889,675.2083333333334,0,0.35339951732506353,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=rectangular_notch+rectangular_notch,all,144,0.6350256302615386,0.7747318793366004,0.13968369720348742,4.216819113202125,680.2013888888889,737.25,0,0.3574451105669141,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=rectangular_notch+rotated_rect,all,144,0.6509983794011301,0.7866401395292777,0.128886724650756,3.3692080406651814,680.5763888888889,745.6041666666666,0,0.34089749585837126,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=rotated_rect,all,600,0.6746574421480012,0.8035698844159862,0.19711755556840932,2.4277227305717908,321.175,296.155,0,0.2668923772747318,1.0016666666666667,0.9983333333333333,0.9983333333333333,0.0016666666666666668,0.0,0.0,0.0016666666666666668,1.0
all,component_type_combination=rotated_rect+polygon,all,144,0.6347936718675976,0.774356227547099,0.13211670103966885,3.9695697681285447,665.125,665.8958333333334,0,0.35770694652779234,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,component_type_combination=rotated_rect+rotated_rect,all,144,0.6366230038895608,0.7759604940390982,0.13863748028986422,3.6185350097410285,679.1736111111111,748.3958333333334,0,0.3540954782317082,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,polygon_component_present=no,train,1092,0.6968740284527669,0.81890832890191,0.15563096354666783,2.5704338434486176,466.1291208791209,498.63186813186815,0,0.26206815529328126,1.2646520146520146,0.9990842490842491,0.7353479853479854,0.26465201465201466,0.0,0.0,0.0009157509157509158,1.0
all,polygon_component_present=yes,train,594,0.6910385104251513,0.8145675535348142,0.1372103364849577,2.8118556212452677,471.36026936026934,477.72222222222223,0,0.2708143942710326,1.3232323232323233,1.0,0.6767676767676768,0.32323232323232326,0.0,0.0,0.0,1.0
all,polygon_component_present=no,val,270,0.6592120643631619,0.791826421987152,0.18779557612407044,2.9690083186192195,424.94444444444446,433.14444444444445,0,0.3001634816604632,1.2666666666666666,1.0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.0,1.0
all,polygon_component_present=yes,val,147,0.640828415104188,0.7776988314547388,0.1843425167127819,3.543002246038107,467.8775510204082,487.0204081632653,0,0.3238628606001536,1.3265306122448979,1.0,0.673469387755102,0.32653061224489793,0.0,0.0,0.0,1.0
all,polygon_component_present=no,test,270,0.6438511225838319,0.7810017390661812,0.23665565185600868,2.8187041551851957,443.1185185185185,454.3777777777778,0,0.31470525049500997,1.2666666666666666,1.0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.0,1.0
all,polygon_component_present=yes,test,147,0.6481389129227799,0.7832760706468807,0.16779149066965926,3.0211600277304647,472.76190476190476,496.9183673469388,0,0.31681283360638585,1.3265306122448979,1.0,0.673469387755102,0.32653061224489793,0.0,0.0,0.0,1.0
all,polygon_component_present=no,all,1632,0.6818710168787437,0.8081565555424544,0.17435713464925406,2.6774486059884084,455.50857843137254,480.47610294117646,0,0.2770790338616672,1.2653186274509804,0.9993872549019608,0.7346813725490197,0.2653186274509804,0.0,0.0,0.0006127450980392157,1.0
all,polygon_component_present=yes,all,888,0.6756250815456126,0.803284276361056,0.150075043870815,2.9675383933149426,471.01576576576576,482.43918918918916,0,0.28721067257359756,1.3243243243243243,1.0,0.6756756756756757,0.32432432432432434,0.0,0.0,0.0,1.0
