sample_id,source_index,split,defect_type,source_pack,threshold,dense_threshold,geometry_threshold,dense_iou,dense_dice,dense_area_error,dense_center_error_px,dense_pred_area,true_area,geometry_iou,geometry_dice,geometry_area_error,geometry_center_error_px,geometry_pred_area,empty_prediction,fallback_used,component_area_px,notes
rect_p2_0021,20,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.7794392523364486,0.8760504201680672,0.016666666666666666,2.2258390282068135,472.0,480.0,0.7959927140255009,0.8864097363083164,0.05416666666666667,2.0615528128088303,506.0,0.0,0.0,472.0,
rect_p2_0022,21,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9930313588850174,0.9965034965034965,0.007017543859649123,0.10970077694377155,574.0,570.0,1.0,1.0,0.0,0.0,570.0,0.0,0.0,574.0,
rect_p2_0023,22,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9984615384615385,0.9992301770592764,0.0015384615384615385,0.026699111635075722,649.0,650.0,0.9615384615384616,0.9803921568627451,0.038461538461538464,0.5,625.0,0.0,0.0,649.0,
rect_p2_0024,23,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9223484848484849,0.9596059113300492,0.021442495126705652,0.4830584876102927,502.0,513.0,0.9318181818181818,0.9647058823529412,0.011695906432748537,0.43751873907748084,507.0,0.0,0.0,502.0,
rect_p2_0027,26,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8468085106382979,0.9170506912442397,0.02727272727272727,1.3723249731570115,428.0,440.0,0.8066528066528067,0.8929804372842347,0.025,1.6012450600415389,429.0,0.0,0.0,428.0,
rect_p2_0028,27,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.910411622276029,0.9531051964512041,0.0873015873015873,0.8916577846570882,411.0,378.0,0.8591885441527446,0.9242618741976893,0.06084656084656084,1.0840604376228071,401.0,0.0,0.0,411.0,
rect_p2_0029,28,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8931860036832413,0.943579766536965,0.05303030303030303,0.8197877774155897,500.0,528.0,0.9290909090909091,0.9632422243166824,0.00946969696969697,0.8437615683317651,533.0,0.0,0.0,500.0,
rect_p2_0031,30,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8929219600725953,0.9434324065196549,0.013333333333333334,1.3667967301435064,518.0,525.0,0.8807339449541285,0.9365853658536586,0.047619047619047616,1.118033988749895,500.0,0.0,0.0,518.0,
rect_p2_0032,31,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8731060606060606,0.9322548028311426,0.1268939393939394,0.5431685008954867,461.0,528.0,0.9128787878787878,0.9544554455445544,0.08712121212121213,0.6763008154630478,482.0,0.0,0.0,461.0,
rect_p2_0033,32,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8178861788617886,0.8998211091234347,0.025362318840579712,2.4209731027573893,566.0,552.0,0.8251192368839427,0.9041811846689896,0.07971014492753623,2.3910390889461124,596.0,0.0,0.0,566.0,
rect_p2_0034,33,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8384615384615385,0.9121338912133892,0.16153846153846155,1.406423647474609,654.0,780.0,0.8628428927680798,0.9263721552878179,0.08461538461538462,1.4710930172745778,714.0,0.0,0.0,654.0,
rect_p2_0036,35,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9382422802850356,0.9681372549019608,0.045112781954887216,0.08393285371702319,417.0,399.0,0.9047619047619048,0.95,0.10526315789473684,0.0,441.0,0.0,0.0,417.0,
rect_p2_0037,36,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9597122302158273,0.9794419970631424,0.017777777777777778,0.3197362829183229,687.0,675.0,0.9642857142857143,0.9818181818181818,0.037037037037037035,0.5,700.0,0.0,0.0,687.0,
rect_p2_0038,37,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9106881405563689,0.9532567049808429,0.05803571428571429,0.5500631319438534,633.0,672.0,0.8959459459459459,0.9451176051318603,0.08779761904761904,0.5444892890072853,731.0,0.0,0.0,633.0,
rect_p2_0039,38,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9770114942528736,0.9883720930232558,0.018433179723502304,0.10395112594124228,426.0,434.0,0.7745901639344263,0.8729792147806005,0.004608294930875576,0.0,432.0,0.0,0.0,426.0,
rect_p2_0042,41,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9832214765100671,0.9915397631133672,0.010101010101010102,0.14301902069135053,588.0,594.0,1.0,1.0,0.0,0.0,594.0,0.0,0.0,588.0,
rect_p2_0044,43,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9181184668989547,0.9573115349682108,0.06842105263157895,0.4834288158317874,531.0,570.0,0.8890649762282092,0.9412751677852349,0.0912280701754386,0.45468841596020715,622.0,0.0,0.0,531.0,
rect_p2_0046,45,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9034090909090909,0.9492537313432836,0.09659090909090909,0.5813975577259863,636.0,704.0,0.9529737206085753,0.9759206798866855,0.005681818181818182,0.6920168875986767,708.0,0.0,0.0,636.0,
rect_p2_0048,47,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9014084507042254,0.9481481481481482,0.03007518796992481,0.6698348096947145,274.0,266.0,0.8866666666666667,0.9399293286219081,0.12781954887218044,0.7071067811865476,300.0,0.0,0.0,274.0,
rect_p2_0051,50,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9734848484848485,0.9865642994241842,0.026515151515151516,0.2772493000361669,514.0,528.0,0.9223484848484849,0.9596059113300492,0.07765151515151515,0.5881102086743434,487.0,0.0,0.0,514.0,
rect_p2_0052,51,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9878706199460916,0.9938983050847457,0.004076086956521739,0.18976992273828158,739.0,736.0,1.0,1.0,0.0,0.0,736.0,0.0,0.0,739.0,
rect_p2_0053,52,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.6592082616179001,0.7946058091286307,0.10980392156862745,3.8726382154862824,454.0,510.0,0.6368078175895765,0.7781094527363184,0.029411764705882353,3.898181865294735,495.0,0.0,0.0,448.0,
rect_p2_0054,53,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9536741214057508,0.9762878168438267,0.008210180623973728,0.6910452433186235,614.0,609.0,0.9560439560439561,0.9775280898876404,0.04597701149425287,0.6735645239877793,637.0,0.0,0.0,614.0,
rect_p2_0055,54,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.7848970251716247,0.8794871794871795,0.16470588235294117,0.4864194161860409,355.0,425.0,0.7905544147843943,0.8830275229357798,0.05176470588235294,0.5376672550971763,447.0,0.0,0.0,355.0,
rect_p2_0056,55,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9379014989293362,0.9679558011049724,0.05215419501133787,0.44571966816840597,464.0,441.0,0.8509803921568627,0.9194915254237288,0.14058956916099774,0.48034047319253587,503.0,0.0,0.0,464.0,
rect_p2_0057,56,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9331103678929766,0.9653979238754326,0.06688963210702341,0.8039107723502008,558.0,598.0,0.9203821656050956,0.9585406301824212,0.016722408026755852,0.8116022234741583,608.0,0.0,0.0,555.0,
rect_p2_0058,57,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.96875,0.9841269841269841,0.03125,0.3597234288379991,651.0,672.0,0.9226190476190477,0.9597523219814241,0.07738095238095238,0.7071067811865476,620.0,0.0,0.0,651.0,
rect_p2_0060,59,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9002493765586035,0.94750656167979,0.11080332409972299,0.46185858229695426,401.0,361.0,0.95,0.9743589743589743,0.05263157894736842,0.5,380.0,0.0,0.0,401.0,
rect_p2_0061,60,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9224137931034483,0.9596412556053812,0.041189931350114416,0.6079694537226508,455.0,437.0,0.8818565400843882,0.9372197309417041,0.041189931350114416,0.414243446702656,455.0,0.0,0.0,446.0,
rect_p2_0062,61,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8256,0.9044697633654689,0.14772727272727273,0.7389261068491363,525.0,616.0,0.8377952755905512,0.9117395029991431,0.10551948051948051,0.7071067811865476,551.0,0.0,0.0,525.0,
rect_p2_0064,63,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9297597042513863,0.9636015325670498,0.07142857142857142,0.37760526198933225,540.0,504.0,0.9545454545454546,0.9767441860465116,0.047619047619047616,0.5,528.0,0.0,0.0,540.0,
rect_p2_0065,64,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8704819277108434,0.9307568438003221,0.08923076923076922,1.4826001100075163,296.0,325.0,0.8542274052478134,0.9213836477987422,0.043076923076923075,1.6778312518549372,311.0,0.0,0.0,296.0,
rect_p2_0066,65,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8809980806142035,0.936734693877551,0.024793388429752067,0.4598586583853627,496.0,484.0,0.8306878306878307,0.9075144508670521,0.1446280991735537,0.339853877660006,554.0,0.0,0.0,496.0,
rect_p2_0067,66,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8985507246376812,0.9465648854961832,0.10144927536231885,0.448883173135141,434.0,483.0,0.9422680412371134,0.970276008492569,0.049689440993788817,0.32255783047184,459.0,0.0,0.0,434.0,
rect_p2_0069,68,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.6829896907216495,0.8116385911179173,0.20604395604395603,1.444056407091406,289.0,364.0,0.7111111111111111,0.8311688311688312,0.09615384615384616,1.4351212779025322,329.0,0.0,0.0,289.0,
rect_p2_0070,69,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8776041666666666,0.9348127600554785,0.05413105413105413,0.9784007762107013,370.0,351.0,0.5773710482529119,0.7320675105485233,0.7008547008547008,1.0072072903912332,597.0,0.0,0.0,370.0,
rect_p2_0072,71,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9314814814814815,0.9645254074784276,0.039473684210526314,0.7799048266030613,511.0,532.0,0.9454545454545454,0.9719626168224299,0.011278195488721804,0.7886343520168425,538.0,0.0,0.0,511.0,
rect_p2_0074,73,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9375,0.967741935483871,0.0625,0.5596601219839813,285.0,304.0,0.9071207430340558,0.9512987012987013,0.02631578947368421,0.38984162903222586,312.0,0.0,0.0,285.0,
rect_p2_0075,74,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9791666666666666,0.9894736842105263,0.020833333333333332,0.1896168626464135,564.0,576.0,0.9791666666666666,0.9894736842105263,0.020833333333333332,0.26680715327626114,564.0,0.0,0.0,564.0,
rect_p2_0077,76,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8996655518394648,0.9471830985915493,0.10033444816053512,1.2659207099367726,538.0,598.0,0.882258064516129,0.9374464438731791,0.048494983277591976,1.4046217671019274,569.0,0.0,0.0,538.0,
rect_p2_0078,77,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9541864139020537,0.9765561843168957,0.03453947368421053,0.3114809863570877,629.0,608.0,0.8941176470588236,0.9440993788819876,0.11842105263157894,0.5,680.0,0.0,0.0,629.0,
rect_p2_0079,78,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8502581755593803,0.9190697674418604,0.13293650793650794,1.7471555282011475,571.0,504.0,0.8542372881355932,0.9213893967093236,0.17063492063492064,1.9511132363978192,590.0,0.0,0.0,571.0,
rect_p2_0080,79,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.912472647702407,0.954233409610984,0.013636363636363636,0.688874586531779,434.0,440.0,0.8326693227091634,0.908695652173913,0.09090909090909091,1.0,480.0,0.0,0.0,434.0,
rect_p2_0082,81,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9855072463768116,0.9927007299270073,0.014492753623188406,0.13161726981241365,476.0,483.0,1.0,1.0,0.0,0.0,483.0,0.0,0.0,476.0,
rect_p2_0083,82,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.6650717703349283,0.7988505747126436,0.05042016806722689,2.548471121723259,339.0,357.0,0.7268722466960352,0.8418367346938775,0.19607843137254902,2.519593975226743,427.0,0.0,0.0,339.0,
rect_p2_0084,83,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8606060606060606,0.9250814332247557,0.1393939393939394,1.2328671125465913,284.0,330.0,0.8771929824561403,0.9345794392523364,0.05454545454545454,1.0742918481569304,312.0,0.0,0.0,284.0,
rect_p2_0085,84,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9809358752166378,0.9903762029746281,0.0017482517482517483,0.17476757315390204,571.0,572.0,0.9212730318257957,0.9590235396687009,0.005244755244755245,0.7071067811865476,575.0,0.0,0.0,571.0,
rect_p2_0086,85,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.6724137931034483,0.8041237113402062,0.2633333333333333,0.5310923570938416,379.0,300.0,0.6618004866180048,0.7964860907759883,0.27666666666666667,0.48709914336733323,383.0,0.0,0.0,379.0,
rect_p2_0087,86,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9676025917926566,0.9835345773874863,0.0021929824561403508,0.26431484155591756,455.0,456.0,0.9583333333333334,0.9787234042553191,0.041666666666666664,0.5,437.0,0.0,0.0,455.0,
rect_p2_0088,87,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8057921635434412,0.8924528301886793,0.10714285714285714,1.3200621197504327,500.0,560.0,0.8304,0.9073426573426573,0.04285714285714286,1.2407626881183538,584.0,0.0,0.0,500.0,
rect_p2_0090,89,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.867579908675799,0.9290953545232273,0.05012531328320802,1.2171931301994032,419.0,399.0,0.8571428571428571,0.9230769230769231,0.05263157894736842,1.5,420.0,0.0,0.0,419.0,
rect_p2_0093,92,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9538461538461539,0.9763779527559056,0.0017482517482517483,0.3619270566826853,571.0,572.0,0.934640522875817,0.9662162162162162,0.06993006993006994,0.2717335490978755,612.0,0.0,0.0,571.0,
rect_p2_0096,95,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9205607476635514,0.9586374695863747,0.014492753623188406,0.6340653588370823,408.0,414.0,0.9345372460496614,0.9661610268378062,0.07004830917874397,0.5970398591462632,443.0,0.0,0.0,408.0,
rect_p2_0097,96,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8922872340425532,0.9430780042164442,0.04532967032967033,0.9181056956706891,695.0,728.0,0.9271978021978022,0.962223806129722,0.07280219780219781,0.7071067811865476,675.0,0.0,0.0,693.0,
rect_p2_0098,97,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.7965367965367965,0.8867469879518072,0.16145833333333334,1.5526529434818823,446.0,384.0,0.7359223300970874,0.8478747203579419,0.328125,1.5106605667531983,510.0,0.0,0.0,446.0,
rect_p2_0099,98,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9228346456692913,0.9598689598689598,0.06190476190476191,1.1685743352325142,591.0,630.0,0.9170506912442397,0.9567307692307693,0.01904761904761905,1.2845287614291208,618.0,0.0,0.0,591.0,
rect_p2_0101,100,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9335664335664335,0.9656419529837251,0.06643356643356643,0.21970849583577481,267.0,286.0,0.965034965034965,0.9822064056939501,0.03496503496503497,0.15217391304347672,276.0,0.0,0.0,267.0,
rect_p2_0103,102,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9431818181818182,0.9707602339181286,0.02766798418972332,0.356288602185558,520.0,506.0,0.9844357976653697,0.9921568627450981,0.015810276679841896,0.21368918626841918,514.0,0.0,0.0,520.0,
rect_p2_0105,104,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9537166900420757,0.9763101220387652,0.04628330995792426,0.42659480949478207,680.0,713.0,0.9565217391304348,0.9777777777777777,0.043478260869565216,0.5,682.0,0.0,0.0,680.0,
rect_p2_0106,105,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8464912280701754,0.9168646080760094,0.1288888888888889,1.510882860572575,588.0,675.0,0.8888888888888888,0.9411764705882353,0.1111111111111111,1.118033988749895,600.0,0.0,0.0,588.0,
rect_p2_0107,106,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9654255319148937,0.9824086603518268,0.029333333333333333,0.3382859987918869,728.0,750.0,0.967741935483871,0.9836065573770492,0.03333333333333333,0.5,775.0,0.0,0.0,728.0,
rect_p2_0108,107,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9826989619377162,0.9912739965095986,0.0034965034965034965,0.1446097976964929,574.0,572.0,0.949748743718593,0.9742268041237113,0.03496503496503497,0.5716476776695159,592.0,0.0,0.0,574.0,
rect_p2_0109,108,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.9630177514792899,0.9811605124340618,0.03840245775729647,0.4078791620994741,676.0,651.0,1.0,1.0,0.0,0.0,651.0,0.0,0.0,676.0,
rect_p2_0110,109,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.7817460317460317,0.8775055679287305,0.21825396825396826,1.5101864092036557,394.0,504.0,0.8354430379746836,0.9103448275862069,0.013888888888888888,1.5031344785211567,511.0,0.0,0.0,394.0,
rect_p2_0111,110,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8908296943231441,0.9422632794457275,0.06190476190476191,1.04404885230169,446.0,420.0,0.8624229979466119,0.9261300992282249,0.1595238095238095,0.9807529461302131,487.0,0.0,0.0,446.0,
rect_p2_0113,112,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.948051948051948,0.9733333333333334,0.011363636363636364,0.3164690656518287,522.0,528.0,0.96,0.9795918367346939,0.041666666666666664,0.5,550.0,0.0,0.0,522.0,
rect_p2_0119,118,train,rectangular_notch,pilot_v2_rectangular_notch,0.5,0.6,0.5,0.8536184210526315,0.9210292812777284,0.14638157894736842,0.07420613646108493,519.0,608.0,1.0,1.0,0.0,0.0,608.0,0.0,0.0,519.0,
rect_v9_0002,121,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.7865546218487395,0.8805268109125117,0.06727272727272728,2.275960358659095,513.0,550.0,0.7625418060200669,0.8652751423149905,0.08363636363636363,2.5495097567963922,504.0,0.0,0.0,513.0,
rect_v9_0003,122,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.9073033707865169,0.9513991163475699,0.014619883040935672,0.8375170509044565,337.0,342.0,0.9,0.9473684210526315,0.0,0.7071067811865476,342.0,0.0,0.0,337.0,
rect_v9_0004,123,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.9862068965517241,0.9930555555555556,0.013793103448275862,0.1500419684714981,715.0,725.0,0.96,0.9795918367346939,0.04,0.5,696.0,0.0,0.0,715.0,
rect_v9_0005,124,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.8461538461538461,0.9166666666666666,0.15384615384615385,1.3812863461151172,418.0,494.0,0.859344894026975,0.9243523316062177,0.0465587044534413,1.391371512804881,471.0,0.0,0.0,418.0,
rect_v9_0006,125,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.9254658385093167,0.9612903225806452,0.07453416149068323,0.47096903326857786,447.0,483.0,0.94824016563147,0.973432518597237,0.051759834368530024,0.43035261287445126,458.0,0.0,0.0,447.0,
rect_v9_0007,126,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.9181818181818182,0.957345971563981,0.08181818181818182,0.45570053129024657,505.0,550.0,0.9325044404973357,0.9650735294117647,0.02181818181818182,0.49501390280987934,538.0,0.0,0.0,505.0,
rect_v9_0008,127,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.9694323144104804,0.9844789356984479,0.013392857142857142,0.3121248915787009,681.0,672.0,0.9642857142857143,0.9818181818181818,0.03571428571428571,0.5,648.0,0.0,0.0,681.0,
rect_v9_0011,130,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,1.0,1.0,0.0,0.0,720.0,720.0,0.8944444444444445,0.9442815249266863,0.10555555555555556,0.5,644.0,0.0,0.0,720.0,
rect_v9_0013,132,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.5930735930735931,0.7445652173913043,0.4069264069264069,1.0314013254418966,274.0,462.0,0.7194860813704497,0.8368617683686177,0.2619047619047619,0.7830474899315102,341.0,0.0,0.0,274.0,
rect_v9_0015,134,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.9473684210526315,0.972972972972973,0.006734006734006734,0.445095201705061,590.0,594.0,0.9369085173501577,0.9674267100977199,0.06734006734006734,0.10500515442961171,634.0,0.0,0.0,590.0,
rect_v9_0018,137,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.9798534798534798,0.9898242368177613,0.020146520146520148,0.2489369485075623,535.0,546.0,1.0,1.0,0.0,0.0,546.0,0.0,0.0,535.0,
rect_v9_0019,138,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.6432291666666666,0.7828843106180665,0.3567708333333333,0.18643274115713787,247.0,384.0,0.6829896907216495,0.8116385911179173,0.2994791666666667,0.17705863500535057,269.0,0.0,0.0,247.0,
rect_v9_0020,139,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.7485493230174082,0.8561946902654868,0.2378167641325536,0.7860696086946135,391.0,513.0,0.8808193668528864,0.9366336633663367,0.031189083820662766,0.8014642947559514,497.0,0.0,0.0,391.0,
rect_v9_0022,141,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.8376777251184834,0.9116698903932946,0.13581730769230768,1.0235178045573754,719.0,832.0,0.7351885098743267,0.8473874806001035,0.3233173076923077,0.9946862244948919,1101.0,0.0,0.0,718.0,
rect_v9_0023,142,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.6422487223168655,0.7821576763485477,0.3263888888888889,2.661481523211303,388.0,576.0,0.6672158154859967,0.8003952569169961,0.24305555555555555,2.7274924240016305,436.0,0.0,0.0,388.0,
rect_v9_0024,143,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.9545454545454546,0.9767441860465116,0.045454545454545456,0.168108119817727,462.0,484.0,0.9772727272727273,0.9885057471264368,0.022727272727272728,0.2492608492151587,473.0,0.0,0.0,462.0,
