source_index,sample_id,split,defect_type,angle_deg,vertex_count,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,notes
119,rect_0120,test,rectangular_notch,0.0,0,0.5,0.7515060240963856,0.8581255374032674,0.05114638447971781,2.637371484180798,596,567,0,0.0717887431383133,0.14043617248535156,0.21222491562366486,0.0,1.0,0.0729123055934906,mixed_pilot_v6_training_gate_only
160,rot_0041,test,rotated_rect,-20.0,0,0.5,0.709375,0.829981718464351,0.2697095435684647,1.8036768596647406,306,241,0,0.05204523354768753,0.17902129888534546,0.2310665249824524,0.0,0.9999998807907104,0.03752254694700241,mixed_pilot_v6_training_gate_only
161,rot_0042,test,rotated_rect,-10.0,0,0.5,0.6305343511450382,0.7734082397003745,0.01855287569573284,5.93548292946947,529,539,0,0.11480783671140671,0.2263500690460205,0.3411579132080078,0.0,0.9999997615814209,0.06450189650058746,mixed_pilot_v6_training_gate_only
162,rot_0043,test,rotated_rect,10.0,0,0.5,0.7262996941896025,0.8414526129317981,0.012477718360071301,2.2145592289701352,568,561,0,0.07789567112922668,0.15874797105789185,0.23664364218711853,0.0,1.0,0.06970268487930298,mixed_pilot_v6_training_gate_only
163,rot_0044,test,rotated_rect,20.0,0,0.5,0.7085427135678392,0.8294117647058824,0.18181818181818182,0.7153063275849564,459,561,0,0.11706364154815674,0.17380714416503906,0.2908707857131958,0.0,1.0,0.056159693747758865,mixed_pilot_v6_training_gate_only
164,rot_0045,test,rotated_rect,-30.0,0,0.5,0.5589041095890411,0.7170474516695958,0.37083333333333335,4.744297103197215,329,240,0,0.11936912685632706,0.2871246933937073,0.40649381279945374,0.0,1.0,0.04035216197371483,mixed_pilot_v6_training_gate_only
165,rot_0046,test,rotated_rect,-20.0,0,0.5,0.7177541729893778,0.8356890459363958,0.0962962962962963,0.6642294844943153,592,540,0,0.10275495052337646,0.16989094018936157,0.27264589071273804,0.0,1.0,0.07243701815605164,mixed_pilot_v6_training_gate_only
166,rot_0047,test,rotated_rect,-10.0,0,0.5,0.785234899328859,0.8796992481203008,0.10338680926916222,1.6027477402092583,503,561,0,0.06801120191812515,0.12145209312438965,0.1894632875919342,0.0,1.0,0.06098545715212822,mixed_pilot_v6_training_gate_only
167,rot_0048,test,rotated_rect,30.0,0,0.5,0.6726726726726727,0.8043087971274686,0.010714285714285714,1.5273913332374467,554,560,0,0.07996126264333725,0.20426404476165771,0.28422531485557556,0.0,0.9999597072601318,0.06806005537509918,mixed_pilot_v6_training_gate_only
218,poly_0051,test,polygon,0.0,6,0.5,0.7975206611570248,0.8873563218390804,0.19696969696969696,0.3198691247191948,237,198,0,0.015182014554738998,0.11066806316375732,0.12585008144378662,0.0,0.9999997615814209,0.028600502759218216,mixed_pilot_v6_training_gate_only
219,poly_0052,test,polygon,0.0,4,0.5,0.8052434456928839,0.8921161825726142,0.04462474645030426,2.3426156758750833,471,493,0,0.04627764970064163,0.11094099283218384,0.15721863508224487,0.0,1.0,0.05782325565814972,mixed_pilot_v6_training_gate_only
220,poly_0053,test,polygon,0.0,5,0.5,0.6464088397790055,0.785234899328859,0.18048780487804877,2.522252999065357,484,410,0,0.1117689460515976,0.215334951877594,0.3271039128303528,0.0,1.0,0.05930258333683014,mixed_pilot_v6_training_gate_only
221,poly_0054,test,polygon,0.0,6,0.5,0.8056872037914692,0.8923884514435696,0.12849162011173185,1.0909040007939816,404,358,0,0.05017905682325363,0.11316150426864624,0.16334056854248047,0.0,1.0,0.04957754164934158,mixed_pilot_v6_training_gate_only
222,poly_0055,test,polygon,0.0,4,0.5,0.7402826855123675,0.8507614213197969,0.10021321961620469,0.518192851889414,516,469,0,0.07409964501857758,0.1646750569343567,0.23877470195293427,0.0,1.0,0.06375481933355331,mixed_pilot_v6_training_gate_only
223,poly_0056,test,polygon,0.0,5,0.5,0.7309417040358744,0.844559585492228,0.11707317073170732,1.7824354910614506,181,205,0,0.03471729904413223,0.1512717604637146,0.18598905205726624,0.0,1.0,0.02237497642636299,mixed_pilot_v6_training_gate_only
224,poly_0057,test,polygon,0.0,6,0.5,0.816247582205029,0.898828541001065,0.023706896551724137,2.0901402917733796,475,464,0,0.04020944610238075,0.11145955324172974,0.1516689956188202,0.0,1.0,0.057590384036302567,mixed_pilot_v6_training_gate_only
225,poly_0058,test,polygon,0.0,4,0.5,0.7258320126782885,0.8411386593204775,0.1145631067961165,1.33671205312974,574,515,0,0.0872131809592247,0.16166621446609497,0.24887940287590027,0.0,1.0,0.07060901820659637,mixed_pilot_v6_training_gate_only
226,poly_0059,test,polygon,0.0,5,0.5,0.5798969072164949,0.734094616639478,0.34324324324324323,3.148138844929453,243,370,0,0.20184990763664246,0.2681729197502136,0.4700228273868561,0.0,1.0,0.029769062995910645,mixed_pilot_v6_training_gate_only
227,poly_0060,test,polygon,0.0,6,0.5,0.6584905660377358,0.7940841865756542,0.2423469387755102,0.9051115258087596,487,392,0,0.09097377955913544,0.211259663105011,0.3022334575653076,0.0,1.0,0.06101749837398529,mixed_pilot_v6_training_gate_only
