sample_index,defect_type,true_area,pred_area,area_ratio,area_error,iou,dice,center_error,complexity_level,area_bin,num_vertices,num_defects
187,polygon,14.755616046706862,23.283113452440446,1.5779153766769867,0.5779153766769866,0.3986562150055991,0.5700560448358687,1.646364688873291,2,large,5,1
188,multi_defect,27.485951459552,36.51596210526631,1.3285318559556787,0.3285318559556787,0.4649703729522482,0.63478467761123,0.32313570380210876,3,large,,3
189,polygon,3.091217809578424,11.222795692902949,3.6305418719211824,2.6305418719211824,0.25,0.4,0.4096270501613617,2,medium,5,1
190,rotated_rect,13.171937957070625,24.151090866952615,1.8335260115606937,0.8335260115606936,0.5453972257250945,0.7058343533251734,0.2569601833820343,2,large,,1
191,triangle,12.136456129231547,15.79109787454594,1.301129234629862,0.30112923462986196,0.5756013745704467,0.7306434023991276,0.5279596447944641,1,large,,1
192,polygon,3.669869419253203,11.664398237128438,3.1784232365145226,2.1784232365145226,0.0,0.0,3.4772000312805176,2,medium,5,1
193,circle,23.511528561522596,17.024539463589548,0.7240932642487047,0.2759067357512953,0.3922594142259414,0.5634861006761833,1.6790672540664673,1,large,,1
194,multi_defect,15.456089047892121,22.247631624601368,1.439408866995074,0.43940886699507387,0.41243582430119796,0.5840064620355412,0.6474789977073669,3,large,,2
195,polygon,8.283854622712624,16.4915708757312,1.9908088235294117,0.9908088235294118,0.4912923923006416,0.6588813767670559,0.528555691242218,2,large,7,1
196,ellipse,9.425930168123372,15.8824639181788,1.6849757673667205,0.6849757673667205,0.15017301038062283,0.2611311672683514,2.0683746337890625,1,large,,1
197,ellipse,4.629212877398231,13.522174457663255,2.9210526315789473,1.9210526315789473,0.25078698845750264,0.401006711409396,0.4840927720069885,1,medium,,1
198,multi_defect,18.669128248981025,35.023650059262934,1.8760195758564437,0.8760195758564437,0.4087095485417499,0.5802609188882587,1.1570863723754883,3,large,,3
199,polygon,1.7511825029631467,3.639414071375583,2.0782608695652174,1.0782608695652174,0.24210526315789474,0.3898305084745763,0.8081703186035156,2,small,5,1
