sample_id,split,defect_type,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,notes
sample_102,test,rectangular_notch,0.6,0.7123809523809523,0.8320355951056729,0.4037433155080214,0.05511480493802161,525,374,0,0.04591093212366104,0.1717132329940796,0.21762415766716003,0.0,0.9999983310699463,0.06357095390558243,pilot_v2_training_gate_only
sample_103,test,rectangular_notch,0.6,0.7465753424657534,0.8549019607843137,0.015810276679841896,2.5958075971184518,514,506,0,0.04848238825798035,0.14246606826782227,0.1909484565258026,0.0,1.0,0.06497189402580261,pilot_v2_training_gate_only
sample_104,test,rectangular_notch,0.6,0.762684124386252,0.8653667595171773,0.11052631578947368,0.8448753116387463,507,570,0,0.06068221107125282,0.13013839721679688,0.1908206045627594,0.0,1.0,0.06306677311658859,pilot_v2_training_gate_only
sample_105,test,rectangular_notch,0.6,0.6733870967741935,0.8048192771084337,0.2538569424964937,2.3728870949212792,532,713,0,0.09945278614759445,0.19966071844100952,0.29911351203918457,0.0,0.9999998807907104,0.06570744514465332,pilot_v2_training_gate_only
sample_106,test,rectangular_notch,0.6,0.8074074074074075,0.8934426229508197,0.1925925925925926,1.3430014486852848,545,675,0,0.058713849633932114,0.11795026063919067,0.17666411399841309,0.0,1.0,0.06778199225664139,pilot_v2_training_gate_only
sample_107,test,rectangular_notch,0.6,0.7026666666666667,0.8253719655442443,0.29733333333333334,1.5574416328233938,527,750,0,0.06282326579093933,0.1645687222480774,0.22739198803901672,0.0,0.9999994039535522,0.06712518632411957,pilot_v2_training_gate_only
sample_108,test,rectangular_notch,0.6,0.7503949447077409,0.8574007220216606,0.06293706293706294,0.7223619436811268,536,572,0,0.05535780265927315,0.15837430953979492,0.21373210847377777,0.0,0.9999997615814209,0.0679457038640976,pilot_v2_training_gate_only
sample_109,test,rectangular_notch,0.6,0.7283406754772394,0.842820730671198,0.19201228878648233,1.8317132855362512,526,651,0,0.09311811625957489,0.16112565994262695,0.25424379110336304,0.0,1.0,0.06446672230958939,pilot_v2_training_gate_only
sample_110,test,rectangular_notch,0.6,0.5927152317880795,0.7442827442827443,0.09126984126984126,4.439020890502153,458,504,0,0.10614979267120361,0.24980056285858154,0.35595035552978516,0.0,0.9999986886978149,0.05809331312775612,pilot_v2_training_gate_only
sample_111,test,rectangular_notch,0.6,0.6923076923076923,0.8181818181818182,0.2,1.4405103520370912,504,420,0,0.0830347090959549,0.20053762197494507,0.28357231616973877,0.0,1.0,0.06242126598954201,pilot_v2_training_gate_only
