epoch,train_loss,train_bce_loss,train_dice_loss,train_type_loss,train_center_loss,train_size_loss,train_depth_loss,train_angle_loss,best_val_threshold,val_iou,val_dice,val_area_error,val_score
88,0.3563273654264562,0.0402373678105719,0.2406611302319695,0.2227199080893222,0.25282390371841545,0.17133547760107937,0.19110481035621726,0.02371392707230852,0.6,0.5827337554418385,0.7305988935146233,0.3474695237951493,0.9658631251613126
89,0.3549545933218563,0.04017205382971203,0.2408838499994839,0.2171305773560615,0.24757663511178074,0.16511057120035677,0.19565035095986197,0.02268784216550343,0.6,0.5887624280735082,0.7358107681692269,0.3122821129153134,1.0122910833274217
90,0.3527755404219908,0.039329624899169975,0.23841098827474258,0.2170790717663134,0.24640547922428915,0.15682502967469833,0.23929462505175786,0.020784798968473777,0.6,0.5706666174537806,0.7183920399675495,0.2870088090157544,1.0020498484055758
91,0.34759005816543803,0.038872796329943574,0.23636101975160487,0.22168335307608633,0.24005272305187056,0.1499519872972194,0.19725771248340607,0.02649096933686558,0.6,0.5790488896932181,0.7272373389788223,0.32206063276933844,0.984225595902702
92,0.35485389741028056,0.04025659929303562,0.24043014470268698,0.225777522469049,0.24286282303578713,0.16095151785103715,0.20129031698931665,0.022869006963446736,0.6,0.5776393130874787,0.7252282485063609,0.2991683537785269,1.0036992078153126
93,0.3478798270225525,0.03910784374045975,0.23824663197293,0.2046489773372955,0.24421146621598916,0.14660743788322983,0.19717014076955178,0.02240105514305041,0.5,0.5863159756675826,0.7323458051502527,0.2763597722109874,1.042302008606848
94,0.3492322958567563,0.039512712946709466,0.237573760397294,0.22707084347220027,0.2382256493848913,0.1510637880248182,0.19023210073218627,0.019963684053543734,0.6,0.5785433308625701,0.7273577843556375,0.29185285546477324,1.0140482597534344
95,0.3519389147267622,0.03961020171204034,0.2401394370724173,0.20815508431919358,0.2543235712629907,0.15249156568418532,0.19267843860913725,0.02116660338223857,0.6,0.5820141194842673,0.7299391261046835,0.30901379952448244,1.0029394460644685
96,0.3392238389043247,0.037796886309104806,0.232075316064498,0.2038876346915084,0.21542410815463348,0.14695201779934852,0.23013824312125936,0.024366865496096367,0.6,0.5687855949434246,0.7194172338023177,0.33339518029483556,0.9548076484509067
97,0.3538631691652186,0.04092799987205688,0.24284636097795823,0.19372304386514075,0.23799168406163945,0.16495044255519614,0.18527520228834712,0.02317064512959298,0.6,0.5718808924559553,0.7218376052317631,0.3415054861266658,0.9522130115610525
98,0.34095238762743335,0.03840929006828981,0.23497767658794627,0.19536187514827094,0.23248987644910812,0.14342768871061065,0.1861291730995564,0.02262035943567753,0.5,0.5947188292784886,0.7392997976603106,0.2783972539529967,1.0556213729858026
99,0.3278668400119333,0.03675398657865384,0.22942092313485987,0.17821539363221212,0.20423698666341164,0.13257141427739577,0.1789797542288023,0.024811309241854092,0.7,0.5597832750053254,0.710587812713598,0.33428159350517617,0.9360894942137474
100,0.3372689590734594,0.03824736413491123,0.2353061788222369,0.16392598742180886,0.22178922330631928,0.1483492977807627,0.18480431595269373,0.021374965059187484,0.6,0.5636660278582112,0.714095776306656,0.35417175345591306,0.9235900507089541
101,0.3363385936793159,0.03790036046548801,0.23308244347572327,0.1764169616405578,0.21320578751756863,0.14933218270101967,0.2069460657041739,0.022259870297549403,0.5,0.5788563741090605,0.7269506850144499,0.24458246555458985,1.0612245935689206
102,0.33312516265055714,0.038028243436094594,0.23389319987858043,0.15825011068955064,0.21700986759627566,0.13926664958981907,0.17223231538253672,0.02278871224809657,0.6,0.5868003070135478,0.7328841178282521,0.2987401507275267,1.0209442741142734
103,0.3300226243103252,0.037192744202911854,0.23148476551560795,0.16919891269165366,0.21139191047233694,0.13940066348432617,0.16319571873720953,0.023723585517419613,0.6,0.5670256911723156,0.7167186886584148,0.3133921257220253,0.9703522541087051
104,0.32152411604628844,0.037022727925111264,0.2280783565605388,0.1365857189247275,0.18989729475887382,0.14949561326819308,0.15424544013598385,0.02225791707443183,0.5,0.577476521894062,0.7253742652600833,0.3224317571297385,0.9804190300244068
105,0.3183493938516168,0.03645796904011684,0.2290655725142535,0.10912592796718373,0.18944803208989255,0.13049457353704116,0.1734290222692139,0.024950896143255866,0.6,0.5557454642935326,0.7079013049097597,0.31916279344609483,0.9444839757571974
106,0.311462501392645,0.035537132664638406,0.22577919504221747,0.11328892612501103,0.1782507374882698,0.13072162973420584,0.1347727636423181,0.023628064951695064,0.6,0.554886624942678,0.7065791755768218,0.3155425818686735,0.9459232186508264
107,0.30541466351817637,0.0346229185405023,0.22118779490975773,0.10962355135159348,0.16743506863713264,0.1283858496668365,0.15796207658508243,0.02322802153032492,0.6,0.5580177905416837,0.7094109571245847,0.3158279668124794,0.9516007808537889
108,0.3132823083330603,0.03519877134000554,0.22449449055335102,0.13194050324861617,0.16861403317135923,0.14158647244467454,0.1629218749482842,0.024577030446380377,0.5,0.5524768985771266,0.7040134576129132,0.2936174546462014,0.9628729015438384
109,0.31837303848827586,0.0359909553628634,0.22509338399943182,0.16478243049384808,0.17290548684404178,0.13926930742009597,0.16375002566286745,0.028109401943819487,0.6,0.5616464001928273,0.7125087263252317,0.3113443472601748,0.9628107792578843
110,0.33992346244699817,0.0384171832462444,0.23481155668987946,0.22106903824982616,0.20821692487772772,0.14716174617847977,0.15768229062942898,0.02331663355888689,0.6,0.5732288039313118,0.7229189074844364,0.313103023550375,0.9830446878653732
111,0.341435499051038,0.03868628227535416,0.23613415921435638,0.1831511871971409,0.21384023831171148,0.16040214753764517,0.19349632094449856,0.024017612874398336,0.6,0.5724882026744812,0.7221179913978788,0.32207846579432814,0.9725277282780318
112,0.319654965225388,0.03621517538147814,0.22894455930765936,0.13682860400876962,0.1956448199994424,0.12851832839934266,0.14603532716522322,0.02188574755564332,0.6,0.5711507750152663,0.7212343718494635,0.2946669757014551,0.9977181711632748
113,0.29762006989296746,0.03384127884226687,0.21857499725678387,0.0912443189196946,0.15581044499926708,0.12068147228702027,0.1456825585268876,0.022920807220918292,0.5,0.575035362701534,0.7236529913698869,0.2823873713072972,1.0163009827641236
114,0.2993595310870339,0.03325545733027598,0.21836794649853425,0.11949802820077714,0.15087293986888492,0.11611218980568297,0.15715787709033227,0.024598451605176225,0.6,0.5687579649302742,0.7179363719217152,0.27699488270348077,1.0096994541485087
115,0.29343846396488305,0.0331672545084182,0.21641122944214763,0.09411116623703171,0.14359695606810205,0.1218408711035462,0.13180483817396796,0.026296879233354154,0.5,0.5746204683574588,0.7214338446109675,0.30512206680761084,0.9909322461608154
116,0.2976868853849523,0.03412738814949989,0.21993127991171443,0.08349441512323477,0.15177706344162717,0.12104972539579167,0.13374293318894856,0.02617905820336412,0.6,0.5550295260622335,0.7057784509495361,0.2867053145176121,0.9741026624941573
117,0.2977192919043934,0.033528220401529,0.21896770421196432,0.08641016466529383,0.15927375831148205,0.11441587706041687,0.1580008580623304,0.026266858995179918,0.6,0.5704492536413746,0.7187973692454205,0.29832470643478887,0.990921916452006
118,0.2916063749614884,0.032622785143115944,0.21581477452726924,0.08712090929860578,0.13252685416270704,0.11071855821372832,0.17640652310322313,0.026237132685149416,0.5,0.5587979390879286,0.7090795375767553,0.3215194984663782,0.9463579781983059
119,0.2861814669826451,0.03255652674638173,0.21428729681407704,0.06402570054770503,0.12791642152211247,0.11429577172898195,0.14973884371711926,0.024538235437563238,0.6,0.5590075983935605,0.7100977599399704,0.298878404096655,0.970226954236876
120,0.2884150699657552,0.03242196301546167,0.21497213139253504,0.07201613358441084,0.14251372382483063,0.11465604071888853,0.13730146724949865,0.024746309061918187,0.5,0.5695860637118861,0.7189186481475269,0.3201937738386243,0.9683109380207888
121,0.3041937653632725,0.03464776819900555,0.22065808492548325,0.11419854113945108,0.14632442582617788,0.1285577948369524,0.17382732055643024,0.025769403382368824,0.6,0.5611081966209484,0.7110224614460302,0.3121211549933029,0.9600095030736755
122,0.3045745255316005,0.03420509841731366,0.21964398552389705,0.145292471474557,0.14327432675396695,0.12617803490994609,0.16219414496684775,0.022824980975950464,0.6,0.5582837783520089,0.7096209301119434,0.3222491053120815,0.9456556031518708
