variant,seed,selected_by_validation,split,group_field,group_value,sample_count,normalized_param_mae,dimension_mae_norm,curvature_mae,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m,er_like_profile_error
P2_profile_primary_dim_guard_w1p0,42,False,train,curvature_template,round,33,0.4534785368225791,0.4352471116704471,0.10278951929825725,1.2437518128391467,2.135057192408677,0.9607475423677401,0.09184980753696326,0.10631856593218716,0.11020018295808272,0.7872861099696261,0.8753300717462685,0.000395812976972648,0.2596410572523254
P2_profile_primary_dim_guard_w1p0,42,False,train,curvature_template,sharp,32,0.7349746711552143,0.4281355284911115,0.2266794564202428,2.032732982188463,1.6189382092561573,0.9093913042452186,0.2148952092975378,0.2081764806061983,0.2569666802883148,0.8139495194475987,0.895476453703739,0.0003364357719419786,0.28001808938771566
P2_profile_primary_dim_guard_w1p0,42,False,train,depth_bin,deep,49,0.736765273979732,0.774418302640623,0.15414487099160953,3.327266550033676,2.455673424565062,1.8915144849796683,0.17523667398764162,0.1636009897504534,0.12359694680389093,0.7381630792246611,0.8421165753139098,0.0008599400331446787,0.3814830660845863
P2_profile_primary_dim_guard_w1p0,42,False,train,depth_bin,medium,57,0.6348013344563936,0.3972517853243309,0.19110524379893354,1.8237718614308458,1.6908601710670872,0.7950238639064002,0.2017950917545118,0.18692860582418608,0.18459203577878183,0.7909397643546348,0.8770221071563076,0.00037805596736704993,0.3233826577127708
P2_profile_primary_dim_guard_w1p0,42,False,train,depth_bin,shallow,56,0.5351692294435841,0.21261102052605046,0.1876485171461744,1.2846734156566006,1.4195907121258122,0.1747438072759126,0.19074006804398128,0.18580930147852218,0.18639618158340454,0.8007193922121872,0.8852240542644181,9.818315087224099e-05,0.15970428694541292
P2_profile_primary_dim_guard_w1p0,42,False,train,aspect_bin,balanced,44,0.6744139600883831,0.482935699888251,0.18977647477930243,2.444235041060231,1.9928962276740507,0.9319146983325481,0.19902081923051315,0.18996664610776035,0.18034195493568073,0.7205481302120218,0.8311891781090551,0.00044813148551012006,0.27742973684482397
P2_profile_primary_dim_guard_w1p0,42,False,train,aspect_bin,compact,43,0.5575488473093787,0.31037976841853804,0.17692923892376033,1.0355662422817806,0.4579436981747317,1.0101995263681856,0.1917148190875386,0.18551006150800128,0.1535628354826639,0.8692751589060411,0.9282250091725034,0.000469141396447518,0.36094723790877775
P2_profile_primary_dim_guard_w1p0,42,False,train,aspect_bin,narrow,33,0.6134897416288202,0.4750469295364438,0.16448132245039399,2.6709043257164233,2.6643431958827106,0.6119366447356615,0.1710008057680997,0.15721809683424054,0.16522506872812906,0.7201489173186939,0.8340530186388069,0.0002783755415734821,0.19253018091609364
P2_profile_primary_dim_guard_w1p0,42,False,train,aspect_bin,wide,42,0.675254171093305,0.5291432435846045,0.1802002078676153,2.350410365632602,2.402423069768009,1.027368751842351,0.19349240972882226,0.1798342296055385,0.16727398548807418,0.7915709423880815,0.8765897735905196,0.0004787440459819793,0.2854234803627382
P2_profile_primary_dim_guard_w1p0,42,False,train,size_bin,elongated,33,0.6134897416288202,0.4750469295364438,0.16448132245039399,2.6709043257164233,2.6643431958827106,0.6119366447356615,0.1710008057680997,0.15721809683424054,0.16522506872812906,0.7201489173186939,0.8340530186388069,0.0002783755415734821,0.19253018091609364
P2_profile_primary_dim_guard_w1p0,42,False,train,size_bin,large_wide,42,0.675254171093305,0.5291432435846045,0.1802002078676153,2.350410365632602,2.402423069768009,1.027368751842351,0.19349240972882226,0.1798342296055385,0.16727398548807418,0.7915709423880815,0.8765897735905196,0.0004787440459819793,0.2854234803627382
P2_profile_primary_dim_guard_w1p0,42,False,train,size_bin,medium_balanced,44,0.6744139600883831,0.482935699888251,0.18977647477930243,2.444235041060231,1.9928962276740507,0.9319146983325481,0.19902081923051315,0.18996664610776035,0.18034195493568073,0.7205481302120218,0.8311891781090551,0.00044813148551012006,0.27742973684482397
P2_profile_primary_dim_guard_w1p0,42,False,train,size_bin,small_compact,43,0.5575488473093787,0.31037976841853804,0.17692923892376033,1.0355662422817806,0.4579436981747317,1.0101995263681856,0.1917148190875386,0.18551006150800128,0.1535628354826639,0.8692751589060411,0.9282250091725034,0.000469141396447518,0.36094723790877775
P2_profile_primary_dim_guard_w1p0,42,False,val,curvature_template,LD_dominant,7,0.7126147959913526,0.5484942027500698,0.1959149773631777,2.7461536952427457,2.095381179026195,1.1228643889938081,0.3627075127192906,0.10046115943363734,0.12457625355039324,0.747502491364479,0.8353022849054562,0.0005445375388392547,0.3431438659965115
P2_profile_primary_dim_guard_w1p0,42,False,val,curvature_template,WD_dominant,8,0.5702753253281116,0.42349740862846375,0.15693185105919838,2.3374950755387545,1.696947492659092,0.7866723127663136,0.05949466675519943,0.28845494985580444,0.12284593284130096,0.7552398528329967,0.8537502459051612,0.00039142190507845953,0.28484270634468445
P2_profile_primary_dim_guard_w1p0,42,False,val,curvature_template,boxy,8,1.071213036775589,0.6823056489229202,0.3197502065449953,3.7191762179136276,2.177374839782715,1.4680298306047916,0.3203151896595955,0.33204637467861176,0.30688902735710144,0.6908176929081805,0.8113796267960403,0.0007811542618583189,0.38891445086214294
P2_profile_primary_dim_guard_w1p0,42,False,val,curvature_template,round,8,0.5312269739806652,0.5154060367494822,0.11913945688866079,1.6691334210336208,2.6644915267825127,1.0431035752408206,0.10854875296354294,0.11850780248641968,0.13036181777715683,0.7183973916787476,0.8337865122462047,0.00042057882910739863,0.2705411799867732
P2_profile_primary_dim_guard_w1p0,42,False,val,curvature_template,sharp,8,0.8630834072828293,0.48336209263652563,0.2710978351533413,2.101027552038431,1.2127615809440613,1.2833358757197857,0.2581530585885048,0.26782581210136414,0.28731463104486465,0.823396500644267,0.9011467519281573,0.0004938401616527699,0.3333380648317378
P2_profile_primary_dim_guard_w1p0,42,False,val,depth_bin,deep,15,0.897694871822993,0.8815020640691121,0.2002803483357032,4.038203390439351,2.508116871615251,2.1888774633407593,0.20364388227462768,0.20842492977778118,0.18877222537994384,0.6885386566368034,0.8078084830336576,0.0010150111969172333,0.4474299157806468
P2_profile_primary_dim_guard_w1p0,42,False,val,depth_bin,medium,11,0.6620456007393923,0.4049372828819535,0.2014083130793138,2.293365654620257,1.912834571166472,0.6392437788573179,0.2092997052452781,0.2029094479300759,0.19201578335328537,0.7492760040335539,0.852797270404627,0.0002948805201661096,0.2535790258147307
P2_profile_primary_dim_guard_w1p0,42,False,val,depth_bin,shallow,13,0.6559052948768322,0.23070675707780397,0.23746638229260078,0.9259739185755069,1.3859491090361888,0.3572569200052665,0.24262238007325393,0.2615022888550392,0.2082744653408344,0.8127086961649036,0.8884402976451492,0.00015683618137420405,0.2401754044235806
P2_profile_primary_dim_guard_w1p0,42,False,val,aspect_bin,balanced,11,0.6853273212909698,0.5907758718187158,0.1707291088320992,2.7662369988181372,2.447924429720098,1.1916796456683765,0.162566829811443,0.18676485256715256,0.16285564682700418,0.6997117816899604,0.821075070497486,0.0005160871045187708,0.3063798645439628
P2_profile_primary_dim_guard_w1p0,42,False,val,aspect_bin,compact,12,0.6484785974025726,0.29787090606987476,0.21994896605610847,1.5843261405825615,0.6076767668128014,0.7670529667908946,0.2455835541089376,0.2294581284125646,0.18480520943800607,0.8135602934259046,0.8935034341603899,0.0003780889996960468,0.2841315967927585
P2_profile_primary_dim_guard_w1p0,42,False,val,aspect_bin,narrow,6,0.7914457420508066,0.5744489381710688,0.22058588390549025,3.0601341674725213,3.0221905211607614,0.8495518813530604,0.22453253467877707,0.21697527170181274,0.22024983167648315,0.6388358458751834,0.7737318431922455,0.0003723927608613546,0.24461261813572088
P2_profile_primary_dim_guard_w1p0,42,False,val,aspect_bin,wide,10,0.920567536354065,0.7156349822878838,0.24658365454524755,3.003640832006931,2.4327838718891144,1.709876048564911,0.24286129474639892,0.2648145079612732,0.2320751428604126,0.7842760749113367,0.8651363044792202,0.000805934132222319,0.4375664897867269
P2_profile_primary_dim_guard_w1p0,42,False,val,size_bin,elongated,6,0.7914457420508066,0.5744489381710688,0.22058588390549025,3.0601341674725213,3.0221905211607614,0.8495518813530604,0.22453253467877707,0.21697527170181274,0.22024983167648315,0.6388358458751834,0.7737318431922455,0.0003723927608613546,0.24461261813572088
P2_profile_primary_dim_guard_w1p0,42,False,val,size_bin,large_wide,10,0.920567536354065,0.7156349822878838,0.24658365454524755,3.003640832006931,2.4327838718891144,1.709876048564911,0.24286129474639892,0.2648145079612732,0.2320751428604126,0.7842760749113367,0.8651363044792202,0.000805934132222319,0.4375664897867269
P2_profile_primary_dim_guard_w1p0,42,False,val,size_bin,medium_balanced,11,0.6853273212909698,0.5907758718187158,0.1707291088320992,2.7662369988181372,2.447924429720098,1.1916796456683765,0.162566829811443,0.18676485256715256,0.16285564682700418,0.6997117816899604,0.821075070497486,0.0005160871045187708,0.3063798645439628
P2_profile_primary_dim_guard_w1p0,42,False,val,size_bin,small_compact,12,0.6484785974025726,0.29787090606987476,0.21994896605610847,1.5843261405825615,0.6076767668128014,0.7670529667908946,0.2455835541089376,0.2294581284125646,0.18480520943800607,0.8135602934259046,0.8935034341603899,0.0003780889996960468,0.2841315967927585
P3_profile_primary_w2p0,42,False,train,curvature_template,LD_dominant,31,0.6310754370304846,0.5413952734201185,0.16100451061802526,2.3186380680530303,2.0603837106497056,1.2074573060437557,0.3092007194795916,0.0663576203007852,0.10745519207369897,0.7552009404334129,0.8535587512501343,0.0006000169767268685,0.34535572169778994
P3_profile_primary_w2p0,42,False,train,curvature_template,WD_dominant,34,0.6151274179711061,0.4872391096809331,0.16332272462108555,1.889553459251628,1.9382741472081226,1.1066524807144613,0.074610676835565,0.3044425722430734,0.11091492456548355,0.7780893136366073,0.8704272671997708,0.0005571119404789095,0.3293284384188514
P3_profile_primary_w2p0,42,False,train,curvature_template,boxy,32,0.7788722980767488,0.52355204851483,0.2265235255472362,2.7301745526492596,1.972513414453715,1.0543776761041954,0.22634379379451275,0.23737606406211853,0.21585072204470634,0.7430270803704795,0.841228426339113,0.000562369093529469,0.3771433768585657
P3_profile_primary_w2p0,42,False,train,curvature_template,round,33,0.5734480213035237,0.5104912232720491,0.1388547679014278,1.6847802251577377,2.332205947375659,1.1296395706859501,0.14174690932938547,0.12566279100649286,0.14915460528749408,0.7634259729443863,0.8575647173831161,0.00047128619773888425,0.34467808164828373
P3_profile_primary_w2p0,42,False,train,curvature_template,sharp,32,0.8221472222357988,0.44983758870512247,0.2600518267136067,1.4032766863238066,1.9789721050765365,1.0412975777871907,0.2645843159407377,0.21987390518188477,0.29569725692272186,0.802674463346605,0.887720647289415,0.0003964338686728297,0.344465417567851
P3_profile_primary_w2p0,42,False,train,depth_bin,deep,49,0.8232106834041829,0.8816692695325735,0.16786430738106065,2.750846231774408,2.836153752645668,2.394974462840022,0.17672400936788443,0.1746337803042665,0.15223513452374204,0.7367989548734742,0.8427088930046271,0.0011035533121796514,0.48774047038462526
P3_profile_primary_w2p0,42,False,train,depth_bin,medium,57,0.6523020115860722,0.40886658848377694,0.19655958419306235,1.788265546816483,1.8981351398193,0.7865071432632312,0.21148573724847092,0.1968571470494856,0.18133586645126343,0.7890801706637135,0.8732730915048535,0.00037022530401979264,0.31605704038561344
P3_profile_primary_w2p0,42,False,train,depth_bin,shallow,56,0.5913489636565957,0.26494414667000193,0.20120506640523672,1.5583604156438793,1.536041287040072,0.3073646239936352,0.21062802416937693,0.20373378906931197,0.18925338770662034,0.7757331036885711,0.8680634362553343,0.00015356280258466931,0.2581163936443666
P3_profile_primary_w2p0,42,False,train,aspect_bin,balanced,44,0.7227609320120378,0.5423672446473078,0.19824142804877323,2.503233752806078,2.106371480632912,1.1508615589277311,0.21182761138135736,0.20206349004398694,0.18083318390629508,0.7196997900147798,0.8288032784854028,0.000544971489696102,0.33746608929863364
P3_profile_primary_w2p0,42,False,train,aspect_bin,compact,43,0.6032821099425472,0.36414052738786434,0.18533681783565256,1.1919516784160635,0.41304960439718047,1.2330282087935958,0.2005380724751672,0.1981487274169922,0.1573236570801846,0.8600579177270621,0.922608741210747,0.0005695488003808816,0.44558775454983507
P3_profile_primary_w2p0,42,False,train,aspect_bin,narrow,33,0.6817004789005626,0.536340899088166,0.18104423492243796,2.27696671675552,3.359116034074263,0.7533852896004012,0.19067106102452133,0.17364321874849725,0.1788184227365436,0.6844245980364378,0.8069529598175521,0.0003443388787590348,0.22479473882944015
P3_profile_primary_w2p0,42,False,train,aspect_bin,wide,42,0.7236988707667306,0.5743478774314835,0.191194412520244,2.0822541869822,2.664077182433435,1.2113628252631141,0.19699132868221828,0.19156166059630259,0.18503024748393468,0.792535222977987,0.8788544429500726,0.0005700939192528105,0.3557629675894481
P3_profile_primary_w2p0,42,False,train,size_bin,elongated,33,0.6817004789005626,0.536340899088166,0.18104423492243796,2.27696671675552,3.359116034074263,0.7533852896004012,0.19067106102452133,0.17364321874849725,0.1788184227365436,0.6844245980364378,0.8069529598175521,0.0003443388787590348,0.22479473882944015
P3_profile_primary_w2p0,42,False,train,size_bin,large_wide,42,0.7236988707667306,0.5743478774314835,0.191194412520244,2.0822541869822,2.664077182433435,1.2113628252631141,0.19699132868221828,0.19156166059630259,0.18503024748393468,0.792535222977987,0.8788544429500726,0.0005700939192528105,0.3557629675894481
P3_profile_primary_w2p0,42,False,train,size_bin,medium_balanced,44,0.7227609320120378,0.5423672446473078,0.19824142804877323,2.503233752806078,2.106371480632912,1.1508615589277311,0.21182761138135736,0.20206349004398694,0.18083318390629508,0.7196997900147798,0.8288032784854028,0.000544971489696102,0.33746608929863364
P3_profile_primary_w2p0,42,False,train,size_bin,small_compact,43,0.6032821099425472,0.36414052738786434,0.18533681783565256,1.1919516784160635,0.41304960439718047,1.2330282087935958,0.2005380724751672,0.1981487274169922,0.1573236570801846,0.8600579177270621,0.922608741210747,0.0005695488003808816,0.44558775454983507
P3_profile_primary_w2p0,42,False,val,curvature_template,LD_dominant,7,0.6338058156626565,0.5223429415907178,0.16678842902183533,2.4142898491450717,1.9664362285818373,1.128635219165257,0.30677610635757446,0.09541052579879761,0.09817865916660853,0.7610699355301945,0.8515808704214763,0.000542188808010126,0.37132433536670584
P3_profile_primary_w2p0,42,False,val,curvature_template,WD_dominant,8,0.6269460804760456,0.4407241577282548,0.178316630423069,1.7364654000848532,1.3189747333526611,1.1418090723454952,0.08060774207115173,0.3209930583834648,0.13334909081459045,0.817001722733449,0.8939110377581174,0.0005559645028370142,0.3828033729944678
P3_profile_primary_w2p0,42,False,val,curvature_template,boxy,8,1.1684086695313454,0.8314339593052864,0.3306661769747734,4.248611599206924,3.174062989652157,1.6817183829843998,0.348795548081398,0.34993764013051987,0.29326534271240234,0.6583516829765721,0.7780676644238347,0.0008729623623366933,0.44912626670274597
P3_profile_primary_w2p0,42,False,val,curvature_template,round,8,0.5662571713328362,0.5546200145035982,0.12586085544899106,1.709896208718419,2.9581293761730194,1.1128004901111126,0.12804145365953445,0.10774512588977814,0.14179598540067673,0.7162133688445367,0.827023842313463,0.0004660727299778955,0.2898414929117441
P3_profile_primary_w2p0,42,False,val,curvature_template,sharp,8,0.944617971777916,0.4857673295773566,0.3062262050807476,1.244501443579793,1.8106961706653237,1.3019782649353147,0.3118381202220917,0.27839619666337967,0.32844431698322296,0.7919183573655125,0.881520488000818,0.0005025829159421846,0.36990968964293
P3_profile_primary_w2p0,42,False,val,depth_bin,deep,15,0.8869475523630778,0.8516713420550028,0.20216512406865755,2.7610261837641397,2.294529796640078,2.4391668796539308,0.2062670906384786,0.211164124806722,0.18906415700912477,0.7498673755704005,0.8512768794113855,0.0011337990523315965,0.49934080030152267
P3_profile_primary_w2p0,42,False,val,depth_bin,medium,11,0.7046117349104448,0.455872504548593,0.20899806781248612,2.026625482873483,2.7010559900240465,0.6702375276522203,0.21748902580954813,0.21299770745364102,0.19650747559287332,0.713361814023812,0.823491793596904,0.00031211128490130335,0.2690141106576892
P3_profile_primary_w2p0,42,False,val,depth_bin,shallow,13,0.7562721142402062,0.3359305076301098,0.2588171030466373,1.9005810068203852,1.8254151476117282,0.44975232447569186,0.2781007702534015,0.2780010150029109,0.2203495319073017,0.7769523089426136,0.8598221101679593,0.00019505937122560752,0.31411151567881707
P3_profile_primary_w2p0,42,False,val,aspect_bin,balanced,11,0.735750751061873,0.644224925474687,0.18103707784956152,2.5909932905977424,2.526565210385756,1.4527169167995453,0.16980741240761496,0.199408850886605,0.17389497431841763,0.7139984126068936,0.8276022085635034,0.000633318053918298,0.3666027303012275
P3_profile_primary_w2p0,42,False,val,aspect_bin,compact,12,0.6391914089520773,0.25298737827688456,0.22575312480330467,0.7935383580625057,0.3493209357062976,0.8439735788851976,0.25856415927410126,0.22733729581038156,0.1913579305013021,0.8594765725426047,0.9226581265591016,0.00041922824311768636,0.32638950250560744
