sample_id,source_index,split,defect_type,source_pack,method,threshold,dense_threshold,geometry_threshold,extraction_threshold,pred_center_x,pred_center_y,pred_width,pred_length,pred_depth,pred_angle_deg,pred_angle_rad,type_prob_rectangular_notch,type_prob_rotated_rect,pred_defect_type,dense_iou,dense_dice,dense_area_error,dense_center_error_px,dense_pred_area,true_area,geometry_iou,geometry_dice,geometry_area_error,center_abs_error_m,width_abs_error_m,length_abs_error_m,depth_abs_error_m,angle_abs_error_deg,empty_prediction,fallback_used,component_area_px,depth_source,type_probability_source,notes
rect_p2_0051,50,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0003451871709815886,3.9301711651219516e-05,0.013897430945677098,0.007676469896332386,0.001500000013038516,-0.47700216529460704,-0.00832525832353312,0.8630668474408129,0.13693315255918712,rectangular_notch,0.8092868988391376,0.8945921173235564,0.06628787878787878,2.053573658298231,563.0,528.0,0.7777777777777778,0.875,0.0,0.0006403128380241117,0.0011025686,0.0006764699,0.00049999997,nan,0.0,0.0,521.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_p2_0052,51,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0018496284002114337,0.00013061812284279848,0.012022505676757557,0.007635808853676977,0.001500000013038516,0.5176130550426876,0.009034052061801537,0.8614591387127577,0.13854086128724225,rectangular_notch,0.6739130434782609,0.8051948051948052,0.32608695652173914,2.461198960909522,496.0,736.0,0.6195652173913043,0.7651006711409396,0.3804347826086957,0.000957142777139336,0.0029774942,0.0023641908,0.0009999999,nan,0.0,0.0,463.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_p2_0053,52,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0029095313903571176,0.00012765013021775163,0.009518271903153625,0.006754909941590059,0.001500000013038516,-1.6561581732241848,-0.028905413056576616,0.809682316657715,0.1903176833422851,rectangular_notch,0.6176470588235294,0.7636363636363637,0.38235294117647056,2.5834312272676567,315.0,510.0,0.6176470588235294,0.7636363636363637,0.38235294117647056,0.00091045399688667,0.0014817277,0.0027450896,9.999995e-05,nan,0.0,0.0,286.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_p2_0054,53,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0018838211177483169,0.00021663173204346462,0.012119846544280428,0.007792248777912618,0.001500000013038516,1.3284625361730775,0.023186045245614472,0.8259482073285747,0.17405179267142534,rectangular_notch,0.823240589198036,0.9030520646319569,0.17077175697865354,1.9592565945515668,505.0,609.0,0.8210180623973727,0.9017132551848512,0.17898193760262726,0.0008129450858206827,0.00088015385,0.0012077508,0.00049999997,nan,0.0,0.0,477.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_p2_0055,54,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.002896545422223068,0.0005101385501797467,0.009817302226418837,0.00791108588734396,0.001500000013038516,4.845767937289054,0.0845746052932681,0.6557642728776225,0.34423572712237754,rectangular_notch,0.8718535469107551,0.9315403422982885,0.07529411764705882,0.6469762753979527,393.0,425.0,0.8894117647058823,0.9414694894146949,0.11058823529411765,0.00010395017338063417,0.0011826977,8.89143e-05,9.999995e-05,nan,0.0,0.0,346.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_p2_0056,55,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0007322502334406678,-9.242515534040702e-05,0.013254654883745946,0.007342841556198021,0.001500000013038516,-0.34220430632029775,-0.005972591859792437,0.8682909919381543,0.13170900806184568,rectangular_notch,0.8320610687022901,0.9083333333333333,0.17687074829931973,1.5770168528144877,519.0,441.0,0.9130434782608695,0.9545454545454546,0.09523809523809523,0.00040796118928361144,0.00025465433,0.00084284134,0.0007,nan,0.0,0.0,474.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_p2_0057,56,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0025418307151312547,5.8283729487129676e-05,0.014653174510738522,0.007576940823145855,0.001500000013038516,1.9567354177833352,0.034151475630706,0.7937623330127983,0.2062376669872017,rectangular_notch,0.8896103896103896,0.9415807560137457,0.05351170568561873,0.7487685870703717,566.0,598.0,0.887459807073955,0.9403747870528109,0.03678929765886288,0.00029759409301800176,0.00034682546,0.00042305933,0.00049999997,nan,0.0,0.0,512.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_p2_0058,57,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0014165620577402396,0.00024537995654064936,0.011523064936461384,0.007415786582691703,0.001500000013038516,2.1735236073116937,0.03793514331741335,0.7816814604157526,0.21831853958424743,rectangular_notch,0.6815476190476191,0.8106194690265487,0.31845238095238093,0.7315681307837643,458.0,672.0,0.625,0.7692307692307693,0.375,0.00025917797381220137,0.0014769351,0.0025842134,9.999995e-05,nan,0.0,0.0,414.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_p2_0060,59,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0015626307515031546,7.668122028311094e-06,0.011480724276492424,0.007363514172043069,0.001500000013038516,-1.4624134774981599,-0.025523930207882895,0.819435678579656,0.18056432142034395,rectangular_notch,0.7977777777777778,0.8875154511742892,0.2409972299168975,1.837189176560744,448.0,361.0,0.7934065934065934,0.8848039215686274,0.26038781163434904,0.0005115168977776901,0.00051927567,0.001363514,0.0009999999,nan,0.0,0.0,414.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_p2_0061,60,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0025797411020040133,1.2106536414032265e-05,0.013986595431813917,0.007070423939205874,0.001500000013038516,2.066013180687378,0.036058732392595265,0.7877354506202803,0.2122645493797197,rectangular_notch,0.7397504456327986,0.8504098360655737,0.2334096109839817,2.011772587511554,539.0,437.0,0.831013916500994,0.9077090119435396,0.10755148741418764,0.0006090832913203564,1.3405457e-05,0.001070424,9.999995e-05,nan,0.0,0.0,472.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_p2_0062,61,train,rectangular_notch,pilot_v2_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0036112397692169692,0.00025365702059192987,0.011557144211642587,0.007507770282917487,0.001500000013038516,2.792911552388631,0.04874550230616771,0.7444123064329231,0.25558769356707695,rectangular_notch,0.7427652733118971,0.8523985239852399,0.24025974025974026,2.059024295747499,468.0,616.0,0.6964285714285714,0.8210526315789474,0.30357142857142855,0.0009646979104039302,0.0024428563,0.0014922293,0.0007,nan,0.0,0.0,408.0,train_median_depth,angle_aspect_heuristic_no_true_type,
