sample_id,source_index,split,defect_type,stage,iou,dice,area_error,center_error_px,pred_area,true_area,forward_mse,forward_nrmse,forward_correlation,true_center_x,true_center_y,center_x,center_y,center_abs_error_m,true_width,width,width_abs_error_m,true_length,length,length_abs_error_m,true_depth,depth,depth_abs_error_m,true_angle_deg,angle_deg,angle_abs_error_deg,type_prob_rectangular_notch,type_prob_rotated_rect,parameter_drift_norm,selected_steps,selected_lr,selected_lambda_prior
rect_p2_0022,21,train,rectangular_notch,pre_refine,0.6052631578947368,0.7540983606557377,0.39473684210526316,0.7421775779662685,345.0,570.0,1.7052935361862183,0.6226975321769714,0.8639852656060634,-0.0022499999031424522,0.0,-0.0026213808450847864,0.0001298701245104894,0.00039343367074812674,0.012000000104308128,0.009707041084766388,0.0022929590195417404,0.009499999694526196,0.006972567178308964,0.0025274325162172318,0.0019000000320374966,0.001500000013038516,0.0004000000189989805,0.0,-3.2969560045838384,nan,0.7111579775810242,0.28884202241897583,0.0,50,0.003,0.1
rect_p2_0023,22,train,rectangular_notch,pre_refine,0.6185133239831697,0.7642980935875217,0.2246153846153846,3.8078865529319543,504.0,650.0,1.3223581314086914,0.6274712085723877,0.8170274704787327,0.000750000006519258,0.0010000000474974513,0.0016872406704351306,-7.851169357309118e-06,0.0013762936205911891,0.01600000075995922,0.013318251818418503,0.002681748941540718,0.00800000037997961,0.007380322087556124,0.0006196782924234867,0.0024999999441206455,0.001500000013038516,0.0009999999310821295,0.0,1.0387162792336158,nan,0.8393987417221069,0.16060125827789307,0.0,50,0.003,0.1
rect_p2_0024,23,train,rectangular_notch,pre_refine,0.7796610169491526,0.8761904761904762,0.15789473684210525,2.5495097567963922,432.0,513.0,2.3200058937072754,0.6195039749145508,0.9055312091534448,-0.001500000013038516,0.0010000000474974513,-0.0020381934009492397,0.00021127531363163143,0.000954850172308432,0.012000000104308128,0.011368649080395699,0.0006313510239124298,0.008500000461935997,0.007652695290744305,0.0008473051711916924,0.0010000000474974513,0.001500000013038516,0.0004999999655410647,0.0,0.34142175993891166,nan,0.8683208227157593,0.13167917728424072,0.0,50,0.003,0.1
rect_p2_0027,26,train,rectangular_notch,pre_refine,0.7236363636363636,0.8396624472573839,0.15454545454545454,2.036498906126787,508.0,440.0,1.5477750301361084,0.6201051473617554,0.8512105062917262,0.000750000006519258,0.0,0.0019413281697779894,0.00010394718265160918,0.0011958544264895413,0.014000000432133675,0.01336926780641079,0.0006307326257228851,0.006500000134110451,0.0074566444382071495,0.0009566443040966988,0.0019000000320374966,0.001500000013038516,0.0004000000189989805,0.0,2.07761804079188,nan,0.7870879173278809,0.21291208267211914,0.0,50,0.003,0.1
rect_p2_0028,27,train,rectangular_notch,pre_refine,0.75,0.8571428571428571,0.3333333333333333,0.0,504.0,378.0,1.9344050884246826,0.6115410923957825,0.8922297746581431,0.000750000006519258,0.0,0.0009252785239368677,-6.58631097394391e-06,0.00017540221823101555,0.013000000268220901,0.013246591202914715,0.0002465909346938133,0.006000000052154064,0.007661216892302036,0.001661216840147972,0.0010000000474974513,0.001500000013038516,0.0004999999655410647,0.0,0.48252570418727947,nan,0.8628491163253784,0.13715089857578278,0.0,50,0.003,0.1
rect_p2_0029,28,train,rectangular_notch,pre_refine,0.7692307692307693,0.8695652173913043,0.08333333333333333,2.0,484.0,528.0,0.9921889305114746,0.5989521145820618,0.86221192481258,0.001500000013038516,0.0,0.0025633363984525204,2.199884875153657e-05,0.0010635639228046957,0.014000000432133675,0.013406600803136826,0.0005933996289968491,0.007499999832361937,0.007066870108246803,0.0004331297241151333,0.002199999988079071,0.001500000013038516,0.000699999975040555,0.0,1.9763803365837163,nan,0.7926883101463318,0.2073117047548294,0.0,50,0.003,0.1
rect_p2_0031,30,train,rectangular_notch,pre_refine,0.8033088235294118,0.890927624872579,0.13142857142857142,1.8027756377319946,456.0,525.0,2.3296754360198975,0.6215748190879822,0.896076830153017,-0.003000000026077032,-0.0005000000237487257,-0.0024176978040486574,0.0001171579715446569,0.0008485045055132131,0.013000000268220901,0.011984097771346569,0.0010159024968743324,0.00800000037997961,0.0075689335353672504,0.00043106684461236,0.0010000000474974513,0.001500000013038516,0.0004999999655410647,0.0,-0.7498376437953049,nan,0.8519596457481384,0.14804036915302277,0.0,50,0.003,0.1
rect_p2_0032,31,train,rectangular_notch,pre_refine,0.7777777777777778,0.875,0.09090909090909091,2.23606797749979,576.0,528.0,1.983044147491455,0.6287829875946045,0.888094783330374,0.001500000013038516,-0.0005000000237487257,0.0019932009745389223,9.957241672964301e-06,0.0007094389293575912,0.014999999664723873,0.015172619372606277,0.00017261970788240433,0.007000000216066837,0.007469893433153629,0.000469893217086792,0.0010000000474974513,0.001500000013038516,0.0004999999655410647,0.0,1.0277536121723339,nan,0.8398907780647278,0.1601092517375946,0.0,50,0.003,0.1
rect_p2_0033,32,train,rectangular_notch,pre_refine,0.7412698412698413,0.8514129443938013,0.012681159420289856,2.7773363750707634,545.0,552.0,1.8012402057647705,0.6123469471931458,0.9093097619515509,0.0022499999031424522,0.0010000000474974513,0.0025905196089297533,6.757187657058239e-05,0.0009926610519041716,0.014000000432133675,0.01460691262036562,0.000606912188231945,0.007499999832361937,0.007432214450091124,6.778538227081299e-05,0.0010000000474974513,0.001500000013038516,0.0004999999655410647,0.0,1.7414408255989067,nan,0.805263102054596,0.19473688304424286,0.0,50,0.003,0.1
rect_p2_0034,33,train,rectangular_notch,pre_refine,0.6865671641791045,0.8141592920353983,0.26153846153846155,2.8284271247461903,576.0,780.0,2.783088207244873,0.6562016606330872,0.8966258907632865,0.000750000006519258,-0.0005000000237487257,0.0018550255335867405,-1.7507002212369116e-06,0.001212160794742559,0.01600000075995922,0.014647528529167175,0.0013524722307920456,0.009499999694526196,0.007589129265397787,0.0019108704291284084,0.0013000000035390258,0.001500000013038516,0.00020000000949949026,0.0,1.764881714665273,nan,0.8040348887443542,0.19596509635448456,0.0,50,0.003,0.1
rect_p2_0036,35,train,rectangular_notch,pre_refine,0.5553097345132744,0.7140825035561877,0.23809523809523808,2.851140760421006,304.0,399.0,0.6625394225120544,0.5006362199783325,0.8977896233900361,-0.003000000026077032,0.0010000000474974513,-0.0023334180004894733,0.00022244980209507048,0.001024166014970765,0.013000000268220901,0.009123102761805058,0.003876897506415844,0.006000000052154064,0.006633429788053036,0.0006334297358989716,0.002199999988079071,0.001500000013038516,0.000699999975040555,0.0,-4.627465969288332,nan,0.6124236583709717,0.3875763714313507,0.0,50,0.003,0.1
