model,selected_model,seed,split,subset,sample_count,total_error_mean,total_error_median,total_error_p90,total_error_p95,total_error_max,burial_depth_error_mean_mm,burial_depth_error_median_mm,burial_depth_error_p90_mm,burial_depth_error_p95_mm,burial_depth_error_max_mm,center_xyz_error_mean_mm,center_xyz_error_median_mm,center_xyz_error_p90_mm,center_xyz_error_p95_mm,center_xyz_error_max_mm,dimension_outlier_count,catastrophic_failure_count,catastrophic_failure_rate,geometry_branch_failure_count,geometry_branch_failure_rate,shape_error_count,shape_error_rate
H1_B2_feature_fusion_burial_head_hardcase_aug,False,123,val,all,60,0.31927284598350525,0.23371872305870056,0.7075621485710144,0.9582409858703613,1.214741587638855,0.4459306597709656,0.13253465294837952,1.4338197708129883,1.7786672115325928,3.0976006984710693,2.5552713871002197,1.8019282817840576,5.653740406036377,6.029138088226318,9.945569038391113,17,6,0.1,3,0.05,13,0.21666666666666667
H1_B2_feature_fusion_burial_head_hardcase_aug,False,123,val,source_v2,40,0.24700172245502472,0.08904261887073517,0.6178104877471924,0.8223230838775635,1.214741587638855,0.26784300804138184,0.046322502195835114,0.7139206528663635,1.2624218463897705,1.7620729207992554,2.2037932872772217,1.399091362953186,5.21107816696167,6.029138088226318,9.945569038391113,11,2,0.05,1,0.025,4,0.1
H1_B2_feature_fusion_burial_head_hardcase_aug,False,123,val,hardcase_topup,20,0.4638150632381439,0.44186723232269287,0.75895094871521,1.019842267036438,1.0255733728408813,0.8021059036254883,0.4291815161705017,2.1558306217193604,2.731879472732544,3.0976006984710693,3.258227825164795,3.149384021759033,5.922264099121094,5.966868877410889,6.310920715332031,6,4,0.2,2,0.1,9,0.45
H1_B2_feature_fusion_burial_head_hardcase_aug,False,123,test,all,60,0.43697500228881836,0.4518672227859497,0.8678990006446838,0.9271879196166992,0.9550147652626038,0.5245036482810974,0.2745068371295929,1.595731258392334,1.8631027936935425,2.5121443271636963,3.601459503173828,2.83477520942688,7.5675482749938965,9.899396896362305,15.461932182312012,28,10,0.16666666666666666,2,0.03333333333333333,12,0.2
H1_B2_feature_fusion_burial_head_hardcase_aug,False,123,test,source_v2,40,0.3749120831489563,0.3540576696395874,0.7848756909370422,0.8899399638175964,0.9550147652626038,0.45651012659072876,0.19465669989585876,1.310625672340393,1.5922796726226807,1.7411941289901733,2.9169740676879883,2.342745304107666,5.306085109710693,9.483979225158691,9.945569038391113,19,6,0.15,0,0.0,2,0.05
H1_B2_feature_fusion_burial_head_hardcase_aug,False,123,test,hardcase_topup,20,0.5611007809638977,0.5995144844055176,0.8961950540542603,0.9271879196166992,0.940726101398468,0.6604906320571899,0.3077649772167206,1.9086780548095703,2.1461570262908936,2.5121443271636963,4.970431327819824,4.715313911437988,9.493229866027832,12.465024948120117,15.461932182312012,9,4,0.2,2,0.1,10,0.5
H1_B2_feature_fusion_burial_head_hardcase_aug,False,2026,train,all,240,0.06600594520568848,0.059845566749572754,0.10911370813846588,0.12100492417812347,0.21441371738910675,0.06440212577581406,0.053534284234046936,0.13425754010677338,0.17470136284828186,0.23150233924388885,0.9066354036331177,0.7641603946685791,1.6745679378509521,2.0115559101104736,3.9396471977233887,6,0,0.0,0,0.0,0,0.0
H1_B2_feature_fusion_burial_head_hardcase_aug,False,2026,train,source_v2,160,0.06681157648563385,0.06223168224096298,0.10735685378313065,0.12415698170661926,0.21441371738910675,0.0655093565583229,0.055114272981882095,0.14332552254199982,0.18910270929336548,0.23150233924388885,0.9294735193252563,0.7887613773345947,1.8500301837921143,2.252737045288086,3.9396471977233887,6,0,0.0,0,0.0,0,0.0
H1_B2_feature_fusion_burial_head_hardcase_aug,False,2026,train,hardcase_topup,80,0.06439469009637833,0.056998200714588165,0.10911370813846588,0.11903418600559235,0.14618751406669617,0.06218766048550606,0.05107908695936203,0.11897400766611099,0.15509143471717834,0.22322452068328857,0.8609592318534851,0.738990843296051,1.5066065788269043,1.5628902912139893,3.245330333709717,0,0,0.0,0,0.0,0,0.0
H1_B2_feature_fusion_burial_head_hardcase_aug,False,2026,val,all,60,0.3377630114555359,0.2967992424964905,0.7219736576080322,0.8629540801048279,1.2848742008209229,0.4347626566886902,0.08133821934461594,1.1007168292999268,1.692145586013794,3.6302316188812256,2.83042573928833,2.140294075012207,5.717520236968994,7.7638678550720215,12.371992111206055,19,6,0.1,3,0.05,11,0.18333333333333332
H1_B2_feature_fusion_burial_head_hardcase_aug,False,2026,val,source_v2,40,0.24631938338279724,0.07320128381252289,0.6263182759284973,0.856797993183136,1.0832656621932983,0.2322336733341217,0.06424612551927567,0.7146053314208984,1.0465917587280273,1.680843710899353,2.0610599517822266,1.4417825937271118,5.226553916931152,5.564156532287598,7.6826372146606445,11,3,0.075,1,0.025,3,0.075
H1_B2_feature_fusion_burial_head_hardcase_aug,False,2026,val,hardcase_topup,20,0.5206502079963684,0.49720144271850586,0.7543405294418335,0.9855209589004517,1.2848742008209229,0.8398205041885376,0.6337859630584717,1.9651949405670166,2.5469958782196045,3.6302316188812256,4.369156837463379,3.6563212871551514,9.383230209350586,10.182095527648926,12.371992111206055,8,3,0.15,2,0.1,8,0.4
H1_B2_feature_fusion_burial_head_hardcase_aug,False,2026,test,all,60,0.43646085262298584,0.4468609094619751,0.8115260601043701,0.8779438734054565,1.1139153242111206,0.5290310978889465,0.2151549756526947,1.4535655975341797,1.9709967374801636,2.4626991748809814,4.025537967681885,2.873328685760498,8.141952514648438,9.175617218017578,19.619077682495117,27,10,0.16666666666666666,6,0.1,14,0.23333333333333334
H1_B2_feature_fusion_burial_head_hardcase_aug,False,2026,test,source_v2,40,0.3550824522972107,0.3376545310020447,0.7600756287574768,0.8577591180801392,0.9749631285667419,0.4539446234703064,0.1410289853811264,1.0885930061340332,1.4707740545272827,2.139782667160034,2.6340131759643555,2.030466318130493,4.773702621459961,6.726541042327881,8.871789932250977,14,5,0.125,2,0.05,4,0.1
H1_B2_feature_fusion_burial_head_hardcase_aug,False,2026,test,hardcase_topup,20,0.5992175340652466,0.619499683380127,0.8548985719680786,0.9148090481758118,1.1139153242111206,0.6792041063308716,0.33834540843963623,1.7695472240447998,2.0313737392425537,2.4626991748809814,6.808587551116943,5.811611175537109,15.17781925201416,17.361083984375,19.619077682495117,13,5,0.25,4,0.2,10,0.5
H2_B2_hardcase_tail_weighted,True,42,train,all,240,0.05670883506536484,0.049785126000642776,0.10786490887403488,0.12110228836536407,0.13638660311698914,0.051159366965293884,0.043355394154787064,0.10738585889339447,0.12092968076467514,0.3133097290992737,0.7710980772972107,0.5987836122512817,1.5879096984863281,2.1557254791259766,2.8839664459228516,4,0,0.0,0,0.0,0,0.0
H2_B2_hardcase_tail_weighted,True,42,train,source_v2,160,0.05739206075668335,0.05108429118990898,0.10740657895803452,0.12110228836536407,0.13638660311698914,0.05105719715356827,0.04323606938123703,0.10738585889339447,0.11798989772796631,0.3133097290992737,0.7316145896911621,0.5158379077911377,1.588616967201233,1.995961308479309,2.8839664459228516,4,0,0.0,0,0.0,0,0.0
H2_B2_hardcase_tail_weighted,True,42,train,hardcase_topup,80,0.05534237623214722,0.04742332175374031,0.10809840261936188,0.11855185776948929,0.13638660311698914,0.05136370658874512,0.04387900233268738,0.10699260979890823,0.14457711577415466,0.21420559287071228,0.8500649333000183,0.6470986604690552,1.4626258611679077,2.3849308490753174,2.7627527713775635,0,0,0.0,0,0.0,0,0.0
H2_B2_hardcase_tail_weighted,True,42,val,all,60,0.32293203473091125,0.2787098288536072,0.6614649891853333,0.8993039131164551,1.2096058130264282,0.42715156078338623,0.0849883109331131,1.007791519165039,1.5441051721572876,3.7809362411499023,2.3992362022399902,1.6553900241851807,5.00202751159668,6.350343704223633,11.663759231567383,22,4,0.06666666666666667,3,0.05,14,0.23333333333333334
H2_B2_hardcase_tail_weighted,True,42,val,source_v2,40,0.2365165501832962,0.08699750900268555,0.6290419101715088,0.7021781802177429,0.9687408804893494,0.23287156224250793,0.06744474917650223,0.8316293358802795,0.9204685091972351,1.524403691291809,1.8337066173553467,1.467694640159607,4.280544757843018,5.282655239105225,6.348006248474121,13,1,0.025,1,0.025,5,0.125
H2_B2_hardcase_tail_weighted,True,42,val,hardcase_topup,20,0.4957631528377533,0.4918832778930664,0.7508085370063782,1.140479326248169,1.2096058130264282,0.8157116174697876,0.579953670501709,1.9714090824127197,2.5147783756256104,3.7809362411499023,3.5302958488464355,3.028303861618042,6.633311748504639,8.924440383911133,11.663759231567383,9,3,0.15,2,0.1,9,0.45
H2_B2_hardcase_tail_weighted,True,42,test,all,60,0.4217821955680847,0.43516695499420166,0.8126946091651917,0.8955230116844177,0.999055802822113,0.5313617587089539,0.3069380223751068,1.3214479684829712,1.5986099243164062,2.8612265586853027,3.593374013900757,2.6650609970092773,7.761916160583496,8.886297225952148,14.608484268188477,24,9,0.15,2,0.03333333333333333,14,0.23333333333333334
H2_B2_hardcase_tail_weighted,True,42,test,source_v2,40,0.3573293089866638,0.3632394075393677,0.7208138108253479,0.8858603835105896,0.9862023591995239,0.4306548237800598,0.22391927242279053,1.189588189125061,1.5494619607925415,1.9017924070358276,2.6352150440216064,1.9686576128005981,5.416327476501465,6.220639705657959,10.002486228942871,14,5,0.125,0,0.0,4,0.1
H2_B2_hardcase_tail_weighted,True,42,test,hardcase_topup,20,0.5506881475448608,0.5412790775299072,0.8245317339897156,0.9321324825286865,0.999055802822113,0.7327753901481628,0.44352445006370544,1.5295575857162476,1.9373446702957153,2.8612265586853027,5.509692192077637,4.82795524597168,8.958142280578613,10.35720443725586,14.608484268188477,10,4,0.2,2,0.1,10,0.5
H2_B2_hardcase_tail_weighted,False,123,train,all,240,0.06641937047243118,0.05879988148808479,0.11288030445575714,0.13031305372714996,0.1875525414943695,0.05716802924871445,0.04281057044863701,0.12239114940166473,0.14356179535388947,0.30469614267349243,0.8035179376602173,0.7610898017883301,1.4465018510818481,1.6790356636047363,2.608290672302246,13,0,0.0,0,0.0,0,0.0
H2_B2_hardcase_tail_weighted,False,123,train,source_v2,160,0.07013289630413055,0.05956513434648514,0.11755335330963135,0.13984420895576477,0.1875525414943695,0.0560532808303833,0.04274607449769974,0.1309722661972046,0.143579363822937,0.30469614267349243,0.8554455041885376,0.7858638763427734,1.466200828552246,2.0899882316589355,2.608290672302246,13,0,0.0,0,0.0,0,0.0
H2_B2_hardcase_tail_weighted,False,123,train,hardcase_topup,80,0.05899231880903244,0.05602243170142174,0.09230421483516693,0.09818807989358902,0.11593855917453766,0.05939752608537674,0.04561486840248108,0.11614707112312317,0.14352700114250183,0.23408187925815582,0.699662446975708,0.6212128400802612,1.2989052534103394,1.4835437536239624,1.7677137851715088,0,0,0.0,0,0.0,0,0.0
H2_B2_hardcase_tail_weighted,False,123,val,all,60,0.3227458894252777,0.2433759868144989,0.6304327249526978,0.8433908224105835,1.2432568073272705,0.4540249705314636,0.12135514616966248,1.2540034055709839,1.850064754486084,3.483283281326294,2.34605073928833,1.7463878393173218,4.8982415199279785,5.8469648361206055,10.89951229095459,24,5,0.08333333333333333,2,0.03333333333333333,10,0.16666666666666666
H2_B2_hardcase_tail_weighted,False,123,val,source_v2,40,0.2390439212322235,0.09046819061040878,0.5429233908653259,0.7395719885826111,1.177674412727356,0.25746244192123413,0.08976227045059204,0.7172437310218811,1.131752610206604,1.839242935180664,1.9024499654769897,1.218958854675293,4.215452194213867,5.8469648361206055,7.407631874084473,15,2,0.05,0,0.0,3,0.075
H2_B2_hardcase_tail_weighted,False,123,val,hardcase_topup,20,0.4901498258113861,0.5082629919052124,0.7799956798553467,1.067851185798645,1.2432568073272705,0.8471499681472778,0.5798466205596924,2.0909934043884277,2.462507486343384,3.483283281326294,3.2332522869110107,2.867694854736328,5.168283939361572,5.824470043182373,10.89951229095459,9,3,0.15,2,0.1,7,0.35
H2_B2_hardcase_tail_weighted,False,123,test,all,60,0.4452356696128845,0.4552358090877533,0.8589159846305847,0.8871948719024658,0.97172611951828,0.5750623941421509,0.3383598327636719,1.6710714101791382,1.8145747184753418,2.789435386657715,3.802976369857788,2.7508134841918945,7.638583183288574,8.771566390991211,17.763362884521484,28,10,0.16666666666666666,3,0.05,12,0.2
H2_B2_hardcase_tail_weighted,False,123,test,source_v2,40,0.38969653844833374,0.33940285444259644,0.8018959760665894,0.8596351742744446,0.912249743938446,0.5066794157028198,0.19372440874576569,1.245859980583191,1.7420530319213867,2.0012214183807373,2.825056791305542,2.4608964920043945,6.216505527496338,6.872191905975342,11.083894729614258,18,6,0.15,0,0.0,3,0.075
H2_B2_hardcase_tail_weighted,False,123,test,hardcase_topup,20,0.5563138723373413,0.588997483253479,0.8893975615501404,0.9670286774635315,0.97172611951828,0.711828351020813,0.42265650629997253,1.8038526773452759,2.2461562156677246,2.789435386657715,5.758817195892334,5.107595443725586,9.421789169311523,16.43877410888672,17.763362884521484,10,4,0.2,3,0.15,9,0.45
H2_B2_hardcase_tail_weighted,False,2026,train,all,240,0.0647520199418068,0.061248309910297394,0.09997780621051788,0.11724496632814407,0.20158514380455017,0.076523557305336,0.06030057370662689,0.1646515280008316,0.19363436102867126,0.3600679337978363,0.7317253947257996,0.6150937080383301,1.3478760719299316,1.7611641883850098,2.952150344848633,4,0,0.0,0,0.0,0,0.0
H2_B2_hardcase_tail_weighted,False,2026,train,source_v2,160,0.06685291230678558,0.06417898088693619,0.1031724214553833,0.1200324296951294,0.20158514380455017,0.07557708770036697,0.060117337852716446,0.16476714611053467,0.19363436102867126,0.2867048680782318,0.7756434679031372,0.641711413860321,1.3108510971069336,1.533781886100769,2.952150344848633,4,0,0.0,0,0.0,0,0.0
H2_B2_hardcase_tail_weighted,False,2026,train,hardcase_topup,80,0.06055023521184921,0.057389259338378906,0.09418409317731857,0.1001008078455925,0.1435769945383072,0.07841648906469345,0.06913766264915466,0.149545356631279,0.1853613406419754,0.3600679337978363,0.643889307975769,0.5064986348152161,1.3478760719299316,1.912787914276123,2.1958141326904297,0,0,0.0,0,0.0,0,0.0
H2_B2_hardcase_tail_weighted,False,2026,val,all,60,0.33512699604034424,0.28389275074005127,0.7089259624481201,1.018595814704895,1.212437391281128,0.4538521468639374,0.17797166109085083,1.2071202993392944,1.7257286310195923,3.4817936420440674,2.4476840496063232,1.5053714513778687,6.267673492431641,7.162807941436768,9.36111831665039,18,4,0.06666666666666667,2,0.03333333333333333,15,0.25
H2_B2_hardcase_tail_weighted,False,2026,val,source_v2,40,0.24352402985095978,0.07164722681045532,0.657789409160614,0.7403233051300049,1.0976821184158325,0.26388996839523315,0.09879810363054276,0.7569486498832703,0.8180757761001587,1.6965364217758179,1.7863337993621826,0.9317110180854797,4.0507612228393555,5.946497440338135,8.269059181213379,9,1,0.025,1,0.025,4,0.1
H2_B2_hardcase_tail_weighted,False,2026,val,hardcase_topup,20,0.5183330178260803,0.5187934637069702,0.8187805414199829,1.0276410579681396,1.212437391281128,0.833776593208313,0.533133864402771,2.3031108379364014,2.5563087463378906,3.4817936420440674,3.770385265350342,3.2310497760772705,7.194399833679199,7.84294319152832,9.36111831665039,9,3,0.15,1,0.05,11,0.55
H2_B2_hardcase_tail_weighted,False,2026,test,all,60,0.4171725809574127,0.41475021839141846,0.8269144892692566,0.863627016544342,1.022603988647461,0.5035814642906189,0.26787781715393066,1.2896690368652344,1.6454105377197266,2.6830055713653564,3.574603796005249,2.7228503227233887,7.015237331390381,9.106953620910645,17.34344482421875,25,9,0.15,5,0.08333333333333333,15,0.25
H2_B2_hardcase_tail_weighted,False,2026,test,source_v2,40,0.3396320044994354,0.35370081663131714,0.7362339496612549,0.8384621739387512,0.8779427409172058,0.3835347890853882,0.12671583890914917,1.0595719814300537,1.1178334951400757,1.98263418674469,2.2718634605407715,2.150428533554077,4.577949047088623,6.508353233337402,7.163693904876709,16,4,0.1,1,0.025,3,0.075
H2_B2_hardcase_tail_weighted,False,2026,test,hardcase_topup,20,0.5722538828849792,0.5530039668083191,0.851726233959198,0.8712395429611206,1.022603988647461,0.7436748743057251,0.48651522397994995,1.685880422592163,2.2335004806518555,2.6830055713653564,6.180083751678467,5.623239517211914,13.493773460388184,14.146956443786621,17.34344482421875,9,5,0.25,4,0.2,12,0.6
