perturbation_name,perturbation_group,severity,affected_axis,failure_type,sample_id,split,curvature_template,depth_bin,aspect_bin,profile_depth_rmse_m,er_like_profile_error,projected_mask_dice,L_mae_mm,W_mae_mm,D_mae_mm,wMAE_auxiliary,notes
additive_noise_15pct,additive_noise,15pct,all,worst_lwd_error,rbc_v3topup_120_test_round_deep_narrow,test,round,deep,narrow,0.0007669753977097571,0.3221425712108612,0.7266881028938906,1.824187159538269,8.006529808044434,1.9173941612243652,0.06120043992996216,
additive_noise_15pct,additive_noise,15pct,all,worst_w_auxiliary,rbc_v3topup_123_test_boxy_medium_wide,test,boxy,medium,wide,0.00034751411294564605,0.23337087035179138,0.9482071713147411,0.6638858318328857,0.04994310438632965,0.24873577058315277,0.3647341728210449,
additive_noise_15pct,additive_noise,15pct,all,worst_w_auxiliary,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,0.0014651613309979439,0.5028015375137329,0.7758346581875993,2.5966968536376953,7.717933654785156,2.5660934448242188,0.35317301750183105,
additive_noise_15pct,additive_noise,15pct,all,worst_w_auxiliary,rbc_v3topup_126_test_boxy_deep_wide,test,boxy,deep,wide,0.0015528234653174877,0.5815809965133667,0.778998778998779,4.742834568023682,3.6261956691741943,2.8515186309814453,0.35221919417381287,
additive_noise_20pct,additive_noise,20pct,all,worst_profile_rmse,rbc_v3topup_126_test_boxy_deep_wide,test,boxy,deep,wide,0.001558985561132431,0.5838888883590698,0.8081048867699643,4.299130439758301,2.7843453884124756,2.8355772495269775,0.37184396386146545,
additive_noise_20pct,additive_noise,20pct,all,worst_profile_rmse,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,0.0014895645435899496,0.5111759901046753,0.782051282051282,2.762624979019165,7.646575450897217,2.6235480308532715,0.3540070056915283,
additive_noise_20pct,additive_noise,20pct,all,worst_profile_rmse,rbc_v2topup_043_deep_medium_balanced_LD_dominant,test,LD_dominant,deep,balanced,0.0011082157725468278,0.48165974020957947,0.9168765743073047,0.6328281164169312,1.4867289066314697,2.23569917678833,0.15530972182750702,
additive_noise_20pct,additive_noise,20pct,all,worst_projected_dice,rbc_v2topup_049_shallow_elongated_WD_dominant,test,WD_dominant,shallow,narrow,0.00015118508599698544,0.18140006065368652,0.5836065573770491,4.512665748596191,6.1347880363464355,0.42973795533180237,0.1974041908979416,
additive_noise_20pct,additive_noise,20pct,all,worst_projected_dice,rbc_v3topup_113_test_sharp_shallow_compact,test,sharp,shallow,compact,0.00034804255119524896,0.8808112740516663,0.6417910447761194,4.439849376678467,1.7959363460540771,0.6206311583518982,0.2966501712799072,
additive_noise_20pct,additive_noise,20pct,all,worst_projected_dice,rbc_v3topup_117_test_round_medium_narrow,test,round,medium,narrow,0.00041555793723091483,0.2817595899105072,0.6473214285714286,0.6601791977882385,7.642703056335449,1.0388591289520264,0.054569561034440994,
additive_noise_20pct,additive_noise,20pct,all,worst_lwd_error,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,0.0014895645435899496,0.5111759901046753,0.782051282051282,2.762624979019165,7.646575450897217,2.6235480308532715,0.3540070056915283,
additive_noise_20pct,additive_noise,20pct,all,worst_lwd_error,rbc_v3topup_120_test_round_deep_narrow,test,round,deep,narrow,0.0008787068072706461,0.3690716326236725,0.7491638795986622,2.62477445602417,7.404018402099609,2.182798147201538,0.0655512809753418,
additive_noise_20pct,additive_noise,20pct,all,worst_lwd_error,rbc_v2topup_049_shallow_elongated_WD_dominant,test,WD_dominant,shallow,narrow,0.00015118508599698544,0.18140006065368652,0.5836065573770491,4.512665748596191,6.1347880363464355,0.42973795533180237,0.1974041908979416,
additive_noise_20pct,additive_noise,20pct,all,worst_w_auxiliary,rbc_v3topup_126_test_boxy_deep_wide,test,boxy,deep,wide,0.001558985561132431,0.5838888883590698,0.8081048867699643,4.299130439758301,2.7843453884124756,2.8355772495269775,0.37184396386146545,
additive_noise_20pct,additive_noise,20pct,all,worst_w_auxiliary,rbc_v3topup_123_test_boxy_medium_wide,test,boxy,medium,wide,0.00038415048038586974,0.2579737901687622,0.9369127516778524,1.0220352411270142,0.15406496822834015,0.35445135831832886,0.3648280203342438,
additive_noise_20pct,additive_noise,20pct,all,worst_w_auxiliary,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,0.0014895645435899496,0.5111759901046753,0.782051282051282,2.762624979019165,7.646575450897217,2.6235480308532715,0.3540070056915283,
gain_scaling_0.8x,gain_scaling,0.8x,all,worst_profile_rmse,rbc_v3topup_125_test_boxy_shallow_balanced,test,boxy,shallow,balanced,0.0015013905940577388,2.4042861461639404,0.663013698630137,8.897889137268066,3.051339626312256,3.3219244480133057,0.159235879778862,
gain_scaling_0.8x,gain_scaling,0.8x,all,worst_profile_rmse,rbc_v3topup_112_test_sharp_shallow_balanced,test,sharp,shallow,balanced,0.0014859853545203805,2.9220423698425293,0.6819672131147541,6.48632287979126,1.8160110712051392,2.999924421310425,0.3654686510562897,
gain_scaling_0.8x,gain_scaling,0.8x,all,worst_profile_rmse,rbc_pilot_051_shallow_large_wide_WD_dominant,test,WD_dominant,shallow,wide,0.0014828650746494532,1.9514840841293335,0.934375,4.235599040985107,0.15653762221336365,3.328895092010498,0.13250364363193512,
gain_scaling_0.8x,gain_scaling,0.8x,all,worst_projected_dice,rbc_v3topup_113_test_sharp_shallow_compact,test,sharp,shallow,compact,0.0013002767227590084,3.2906854152679443,0.5,7.231889247894287,3.0066826343536377,2.615922689437866,0.3898465633392334,
gain_scaling_0.8x,gain_scaling,0.8x,all,worst_projected_dice,rbc_v2topup_049_shallow_elongated_WD_dominant,test,WD_dominant,shallow,narrow,0.0012639168417081237,1.516516089439392,0.5114942528735632,7.563268661499023,6.393759250640869,2.797659397125244,0.12954328954219818,
