candidate,seed,selected_seed,split,group_field,group_value,sample_count,normalized_param_mae,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,wMAE,profile_depth_rmse_m,er_like_profile_error,projected_mask_iou,projected_mask_dice
F1_late_fusion,123,True,test,depth_bin,deep,11,0.7519084716385062,2.041926929896528,1.9778039462187074,1.0287758884104816,0.23295742273330688,0.24845155260779642,0.1928903189572421,0.22476643340831454,0.0005258721013722771,0.232035822997039,0.7816397023028343,0.8716964090580972
F1_late_fusion,123,True,test,depth_bin,medium,11,0.4778031838888472,1.215555184266784,1.453583535822955,0.7463736110790209,0.1412635174664584,0.1500059203668074,0.11711950193751942,0.13612964905967767,0.00031831625264286146,0.23033519292419607,0.8743688519879378,0.9279095229948048
F1_late_fusion,123,True,test,depth_bin,shallow,17,0.5768947338356691,2.0598643860396217,1.5817202189389397,0.3539298148277928,0.22443057509029612,0.17765175244387457,0.1585395651705125,0.18687396321226568,0.00018154246765120393,0.3139171823859215,0.7489947686286021,0.8496509641949768
F1_late_fusion,123,True,test,aspect_bin,balanced,9,0.8165955493847529,2.5438020593590207,1.875245021449195,0.5354495712866386,0.28731875949435765,0.27110223637686837,0.25724085834291244,0.27188728335830903,0.0002851709367759112,0.2326812876595391,0.7529749773590584,0.84953636875071
F1_late_fusion,123,True,test,aspect_bin,compact,9,0.6096627178291479,2.1883959107928805,0.8081436198618677,0.8668948080804613,0.17652432123819986,0.21084905995262992,0.17286239729987252,0.18674526141128606,0.00034801704007097415,0.4016762028137843,0.7471313405882383,0.8493063826488085
F1_late_fusion,123,True,test,aspect_bin,narrow,9,0.6312022606531779,1.846233391099506,3.0943118863635592,0.5676616722097,0.22388608588112724,0.15934811698065865,0.15194949176576403,0.17839456618660027,0.00027966577181359753,0.15975434477958414,0.7354061398781355,0.8417698699511801
F1_late_fusion,123,True,test,aspect_bin,wide,12,0.40140782793362934,0.9703429639339447,1.0529334396123886,0.6511164068554839,0.14518230160077414,0.13595143953959146,0.07223382592201233,0.11778919026255608,0.0003463841755243872,0.2729722298681736,0.9024494202879868,0.9478515043116866
F1_late_fusion,123,True,test,size_bin,elongated,9,0.6312022606531779,1.846233391099506,3.0943118863635592,0.5676616722097,0.22388608588112724,0.15934811698065865,0.15194949176576403,0.17839456618660027,0.00027966577181359753,0.15975434477958414,0.7354061398781355,0.8417698699511801
F1_late_fusion,123,True,test,size_bin,large_wide,12,0.40140782793362934,0.9703429639339447,1.0529334396123886,0.6511164068554839,0.14518230160077414,0.13595143953959146,0.07223382592201233,0.11778919026255608,0.0003463841755243872,0.2729722298681736,0.9024494202879868,0.9478515043116866
F1_late_fusion,123,True,test,size_bin,medium_balanced,9,0.8165955493847529,2.5438020593590207,1.875245021449195,0.5354495712866386,0.28731875949435765,0.27110223637686837,0.25724085834291244,0.27188728335830903,0.0002851709367759112,0.2326812876595391,0.7529749773590584,0.84953636875071
F1_late_fusion,123,True,test,size_bin,small_compact,9,0.6096627178291479,2.1883959107928805,0.8081436198618677,0.8668948080804613,0.17652432123819986,0.21084905995262992,0.17286239729987252,0.18674526141128606,0.00034801704007097415,0.4016762028137843,0.7471313405882383,0.8493063826488085
