seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_is_2_rate,missed_component_rate,merged_component_rate,split_component_rate,component_recall_mean
all,component_types=rectangular_notch+rotated_rect,all,120,0.5904532712042995,0.7408834989831212,0.13004327250853395,3.920203167053299,728.4,821.375,0,0.4238439054538806,2.033333333333333,0.9666666666666667,0.0,0.0,0.03333333333333333,1.0
all,component_types=rotated_rect+rotated_rect,all,120,0.6005557985511334,0.749364513957175,0.13074710562316325,3.815126821199953,714.8666666666667,653.625,0,0.38895817920565606,2.066666666666667,0.9333333333333333,0.0,0.0,0.06666666666666667,1.0
all,min_component_distance_bin=near,train,105,0.6306371802796603,0.7710206650098896,0.1329102601717895,3.0676152399551726,747.3619047619047,742.8,0,0.3635341535011927,2.0476190476190474,0.9523809523809523,0.0,0.0,0.047619047619047616,1.0
all,min_component_distance_bin=medium,train,90,0.6275687987253525,0.7699174092334288,0.103608570754136,3.280624530891473,733.8555555555556,751.7666666666667,0,0.3663644540641043,2.0555555555555554,0.9444444444444444,0.0,0.0,0.05555555555555555,1.0
all,min_component_distance_bin=far,train,45,0.617525573324893,0.7623387074026658,0.12291354695891173,3.7675347929251664,663.5333333333333,724.4666666666667,0,0.37172146572007075,2.0444444444444443,0.9555555555555556,0.0,0.0,0.044444444444444446,1.0
all,min_component_distance_bin=near,val,21,0.5754314208082556,0.73003424804627,0.11523206834054515,2.948574296320197,719.5238095238095,710.7142857142857,0,0.43251608099256245,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=medium,val,30,0.5881012849614219,0.739458561708739,0.10720151905008746,3.506078873913651,738.9333333333333,724.3,0,0.4226150423288345,2.066666666666667,0.9333333333333333,0.0,0.0,0.06666666666666667,1.0
all,min_component_distance_bin=far,val,9,0.5599214086880367,0.7176319096714638,0.07916960639977168,6.011342162795709,764.7777777777778,832.3333333333334,0,0.477639118830363,2.111111111111111,0.8888888888888888,0.0,0.0,0.1111111111111111,1.0
all,min_component_distance_bin=near,test,18,0.5501889502460061,0.7082102846501142,0.13512249207701435,4.555775695798654,738.1666666666666,771.3333333333334,0,0.4866999006933636,2.111111111111111,0.8888888888888888,0.0,0.0,0.1111111111111111,1.0
all,min_component_distance_bin=medium,test,24,0.5610688531187572,0.7175899622971015,0.15329820291054586,4.872653275920076,720.7916666666666,753.75,0,0.4426491806904475,2.125,0.875,0.0,0.0,0.125,1.0
all,min_component_distance_bin=far,test,18,0.5735179787093593,0.728221309747598,0.13599141583329952,6.190755325106455,705.7777777777778,707.3333333333334,0,0.43956003255314297,2.0,1.0,0.0,0.0,0.0,1.0
all,min_component_distance_bin=near,all,144,0.6125303116025403,0.7571921816577232,0.13060871951788616,3.2362751593221737,742.1527777777778,741.6875,0,0.38898973632603884,2.048611111111111,0.9513888888888888,0.0,0.0,0.04861111111111111,1.0
all,min_component_distance_bin=medium,all,144,0.6082630757567677,0.7548505748430637,0.11263870700852754,3.5929323098591937,732.7361111111111,746.375,0,0.39079744772364694,2.0694444444444446,0.9305555555555556,0.0,0.0,0.06944444444444445,1.0
all,min_component_distance_bin=far,all,72,0.5993231540914025,0.7482210082724986,0.12071502160761617,4.653815847204306,686.75,733.6666666666666,0,0.4019208140671253,2.0416666666666665,0.9583333333333334,0.0,0.0,0.041666666666666664,1.0
all,union_mask_area_bin=small,train,84,0.6134583820238213,0.7591886108933158,0.1531950845423017,3.0990128308635834,692.0238095238095,608.9642857142857,0,0.36718405321950004,2.0595238095238093,0.9404761904761905,0.0,0.0,0.05952380952380952,1.0
all,union_mask_area_bin=medium,train,72,0.6302286590322306,0.771817729695446,0.07409617989736808,3.369790025523543,714.8055555555555,737.125,0,0.36109401575393146,2.0416666666666665,0.9583333333333334,0.0,0.0,0.041666666666666664,1.0
all,union_mask_area_bin=large,train,84,0.6378545127850554,0.7763364123459082,0.12628745529639668,3.380391833653834,771.2261904761905,881.2857142857143,0,0.36939432542948497,2.0476190476190474,0.9523809523809523,0.0,0.0,0.047619047619047616,1.0
all,union_mask_area_bin=small,val,21,0.578282747253465,0.7322215352238023,0.14886027464148932,2.072041067053936,693.7619047619048,606.1428571428571,0,0.4139711076305026,2.0,1.0,0.0,0.0,0.0,1.0
all,union_mask_area_bin=medium,val,21,0.5988000912426159,0.7478986474885282,0.05252857980884589,4.674644466566259,738.7619047619048,734.1428571428571,0,0.4032034959111895,2.0952380952380953,0.9047619047619048,0.0,0.0,0.09523809523809523,1.0
all,union_mask_area_bin=large,val,18,0.5582028586439252,0.7161466339065602,0.11773775115527657,4.418006094403941,782.1111111111111,888.8333333333334,0,0.4944096869892544,2.0555555555555554,0.9444444444444444,0.0,0.0,0.05555555555555555,1.0
all,union_mask_area_bin=small,test,18,0.5543280081558538,0.7127533464290169,0.19449766782102917,4.365864720739419,729.2777777777778,612.5,0,0.44220004479090375,2.0555555555555554,0.9444444444444444,0.0,0.0,0.05555555555555555,1.0
all,union_mask_area_bin=medium,test,24,0.5619738314657495,0.7179897953706588,0.08412236721750037,5.645538900982998,708.0833333333334,741.5,0,0.45738482971986133,2.0833333333333335,0.9166666666666666,0.0,0.0,0.08333333333333333,1.0
all,union_mask_area_bin=large,test,18,0.568172283003522,0.7231451372039521,0.16885068768001205,5.350152133415129,731.6111111111111,882.5,0,0.4644123564163844,2.111111111111111,0.8888888888888888,0.0,0.0,0.1111111111111111,1.0
all,union_mask_area_bin=small,all,123,0.5987995603994238,0.74778907146716,0.15849927552685483,3.1090691477559607,697.7723577235772,609.0,0,0.3861500368854864,2.048780487804878,0.9512195121951219,0.0,0.0,0.04878048780487805,1.0
all,union_mask_area_bin=medium,all,117,0.6105866437743037,0.7564829335404017,0.07228172599842969,4.0708149509331495,717.7264957264957,737.4871794871794,0,0.38840408941619414,2.0598290598290596,0.9401709401709402,0.0,0.0,0.05982905982905983,1.0
all,union_mask_area_bin=large,all,120,0.615454430196656,0.7593292543087126,0.13138948453277097,3.8314980177305444,766.9166666666666,882.6,0,0.4023993343114853,2.058333333333333,0.9416666666666667,0.0,0.0,0.058333333333333334,1.0
