diagnostic_row_id,base_sample_id,variant_name,factor_group,input_mode,split,curvature_template,depth_bin,aspect_bin,sensor_z_m,scan_bundle_y_offset_m,jscale,misalignment_shifts_json,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wMAE_auxiliary,wLD_abs_error,wWD_abs_error,wLW_abs_error,profile_depth_rmse_m,profile_depth_rmse_degradation_pct_vs_nominal,profile_depth_rmse_degradation_pct_vs_20_85,er_like_profile_error,er_like_degradation_pct_vs_nominal,max_depth_error_m,volume_proxy_rel_error,projected_mask_iou,projected_mask_dice,projected_mask_dice_drop_vs_nominal,projected_mask_dice_drop_vs_20_85,raw_vs_calibrated_profile_rmse_improvement_pct,status_band
diag20_90_b02_rbc_pilot_009_deep_small_compact_sharp__liftoff_z_0p012,rbc_pilot_009_deep_small_compact_sharp,liftoff_z_0p012,liftoff,raw,test,sharp,deep,compact,0.012000000104308128,0.0,1.0,{},1.314875841140747,0.9758710265159607,1.6538807153701782,11.217886924743652,4.362470626831055,0.22420939803123474,0.36069145798683167,0.35591280460357666,0.33775216341018677,0.38840943574905396,0.000546181749086827,1.3547989528948503,40.863974572152536,0.3095127046108246,1.3547970219878573,0.00022420939058065414,2.7912060185692784,0.3110236220472441,0.4744744744744745,0.34417837526645817,0.3732525255255255,,fail
diag20_90_b02_rbc_pilot_009_deep_small_compact_sharp__scan_offset_m0p0005,rbc_pilot_009_deep_small_compact_sharp,scan_offset_m0p0005,scan_line_offset,raw,test,sharp,deep,compact,0.00800000037997961,-0.0005000000237487257,1.0,{},1.0746065378189087,0.5383585095405579,1.6108545064926147,2.4707727432250977,0.6143180727958679,1.6473668813705444,0.35166671872138977,0.3524583578109741,0.3327638506889343,0.36977797746658325,0.0005298064206726849,-1.6839662969105862,36.640666398276394,0.30023306608200073,-1.683966380984475,0.0016473669093102217,0.03719745040502544,0.6929824561403509,0.8186528497409327,0.0,0.029074150259067344,,green
diag20_90_b02_rbc_pilot_009_deep_small_compact_sharp__scan_offset_p0p0005,rbc_pilot_009_deep_small_compact_sharp,scan_offset_p0p0005,scan_line_offset,raw,test,sharp,deep,compact,0.00800000037997961,0.0005000000237487257,1.0,{},1.0591374635696411,0.542584240436554,1.575690746307373,1.9428246021270752,0.4678703844547272,1.846365213394165,0.34395718574523926,0.34098052978515625,0.32942014932632446,0.36147093772888184,0.0006065035122446716,12.548692171717036,56.42136609213761,0.34369611740112305,12.548692501127924,0.0018463651649653912,0.08594406661561987,0.7247706422018348,0.8404255319148937,-0.021772682173961,0.007301468085106344,,warning
diag20_90_b02_rbc_pilot_009_deep_small_compact_sharp__source_jscale_0p8,rbc_pilot_009_deep_small_compact_sharp,source_jscale_0p8,source_amplitude,raw,test,sharp,deep,compact,0.00800000037997961,0.0,0.800000011920929,{},1.2090463638305664,0.5717846751213074,1.8463081121444702,7.396396160125732,2.282083034515381,0.02179248258471489,0.4026297628879547,0.4053439497947693,0.36563533544540405,0.4369100332260132,0.0005008892621845007,-7.050115549900329,29.182735252116956,0.2838461697101593,-7.050113007103457,2.179248258471489e-05,1.5904835468064948,0.4340659340659341,0.6053639846743295,0.21328886506660316,0.2423630153256705,,fail
diag20_90_b02_rbc_pilot_009_deep_small_compact_sharp__source_jscale_1p2,rbc_pilot_009_deep_small_compact_sharp,source_jscale_1p2,source_amplitude,raw,test,sharp,deep,compact,0.00800000037997961,0.0,1.2000000476837158,{},1.0106266736984253,0.7311329245567322,1.290120244026184,0.165452241897583,0.45951688289642334,3.1495158672332764,0.28135597705841064,0.2801632881164551,0.26002395153045654,0.3038806915283203,0.0011705004144459963,117.20944425331649,201.87998938610357,0.6633043885231018,117.2094413606877,0.003149515949189663,0.6533703415137985,0.9404761904761905,0.9693251533742331,-0.15067230363330042,-0.12159815337423308,,fail
diag20_90_b03_rbc_v3topup_118_test_round_shallow_balanced__nominal,rbc_v3topup_118_test_round_shallow_balanced,nominal,nominal,raw,test,round,shallow,balanced,0.00800000037997961,0.0,1.0,{},0.38639044761657715,0.1758730560541153,0.5969078540802002,1.4153960943222046,0.31197255849838257,0.3507004678249359,0.12948833405971527,0.13082432746887207,0.09682291746139526,0.16081774234771729,0.0001893236330943182,0.0,-51.17215197561279,0.34941408038139343,0.0,0.00035070045851171017,0.4584012820700423,0.8934426229508197,0.9437229437229437,0.0,-0.09599594372294373,,green
diag20_90_b03_rbc_v3topup_118_test_round_shallow_balanced__liftoff_z_0p006,rbc_v3topup_118_test_round_shallow_balanced,liftoff_z_0p006,liftoff,raw,test,round,shallow,balanced,0.006000000052154064,0.0,1.0,{},0.5826823115348816,0.40236175060272217,0.7630029320716858,3.817221164703369,1.9893795251846313,0.2264905422925949,0.16660989820957184,0.17990612983703613,0.14182066917419434,0.17810291051864624,7.566565182060003e-05,-60.03369965813801,-80.48531560810548,0.13964787125587463,-60.03370239017106,0.00022649054881185293,0.4544360024518451,0.6181818181818182,0.7640449438202247,0.17967799990271904,0.08368205617977531,,fail
diag20_90_b03_rbc_v3topup_118_test_round_shallow_balanced__liftoff_z_0p010,rbc_v3topup_118_test_round_shallow_balanced,liftoff_z_0p010,liftoff,raw,test,round,shallow,balanced,0.009999999776482582,0.0,1.0,{},0.9684389233589172,1.2310086488723755,0.7058692574501038,8.834135055541992,4.16392183303833,2.045950174331665,0.15321068465709686,0.1342654824256897,0.14404171705245972,0.18132483959197998,0.0009544059867039323,404.1134966116256,146.1477719959489,1.7614433765411377,404.1134503276119,0.0020459501538425684,5.5144476221600405,0.421455938697318,0.5929919137466307,0.350731029976313,0.25473508625336927,,fail
diag20_90_b03_rbc_v3topup_118_test_round_shallow_balanced__liftoff_z_0p012,rbc_v3topup_118_test_round_shallow_balanced,liftoff_z_0p012,liftoff,raw,test,round,shallow,balanced,0.012000000104308128,0.0,1.0,{},1.3166813850402832,1.6147675514221191,1.0185950994491577,10.253108978271484,3.986375331878662,3.5135395526885986,0.22185146808624268,0.22475558519363403,0.19143253564834595,0.24936628341674805,0.0016665204893797636,780.249582232308,329.80692824769466,3.075716018676758,780.2495924948255,0.003513539442792535,9.164212274292318,0.39568345323741005,0.5670103092783505,0.37671263444459324,0.2807166907216495,,fail
diag20_90_b03_rbc_v3topup_118_test_round_shallow_balanced__scan_offset_m0p0005,rbc_v3topup_118_test_round_shallow_balanced,scan_offset_m0p0005,scan_line_offset,raw,test,round,shallow,balanced,0.00800000037997961,-0.0005000000237487257,1.0,{},0.40377572178840637,0.19364027678966522,0.6139112114906311,1.6530994176864624,0.1429663896560669,0.43094298243522644,0.13329638540744781,0.13443982601165771,0.1035299301147461,0.16191941499710083,0.0002259388566017151,19.340017360197034,-41.72883769108569,0.4169907867908478,19.34000665791511,0.00043094297870993614,0.5844425981537454,0.8943089430894309,0.944206008583691,-0.00048306486074722876,-0.09647900858369096,,warning
diag20_90_b03_rbc_v3topup_118_test_round_shallow_balanced__scan_offset_p0p0005,rbc_v3topup_118_test_round_shallow_balanced,scan_offset_p0p0005,scan_line_offset,raw,test,round,shallow,balanced,0.00800000037997961,0.0005000000237487257,1.0,{},0.3847503662109375,0.1637459695339203,0.6057547926902771,1.0117720365524292,0.533951461315155,0.31910383701324463,0.1314454823732376,0.1335587501525879,0.09842205047607422,0.16235566139221191,0.0001762451429385692,-6.908007173744397,-54.54518321992247,0.32527652382850647,-6.908009123885411,0.0003191038267686963,0.36316780126830417,0.8991596638655462,0.9469026548672567,-0.0031797111443129245,-0.09917565486725666,,green
diag20_90_b03_rbc_v3topup_118_test_round_shallow_balanced__source_jscale_0p8,rbc_v3topup_118_test_round_shallow_balanced,source_jscale_0p8,source_amplitude,raw,test,round,shallow,balanced,0.00800000037997961,0.0,0.800000011920929,{},1.0808895826339722,1.0880192518234253,1.0737600326538086,6.455684185028076,1.8312139511108398,2.7691895961761475,0.23401325941085815,0.24142885208129883,0.20056331157684326,0.2600476145744324,0.001333083026111126,604.1292227088226,243.8111467595628,2.460326671600342,604.1292293987807,0.002769189653918147,5.166671923717483,0.5527638190954773,0.7119741100323624,0.2317488336905813,0.13575288996763757,,fail
diag20_90_b03_rbc_v3topup_118_test_round_shallow_balanced__source_jscale_1p2,rbc_v3topup_118_test_round_shallow_balanced,source_jscale_1p2,source_amplitude,raw,test,round,shallow,balanced,0.00800000037997961,0.0,1.2000000476837158,{},0.2964080274105072,0.16164499521255493,0.4311710298061371,0.5555245876312256,0.9306222200393677,0.28699997067451477,0.0920952782034874,0.09827041625976562,0.019172966480255127,0.15884244441986084,0.00010982513049384579,-41.990797081771326,-71.67535455892892,0.20269231498241425,-41.99079935153988,0.0002869999734684825,0.23523833679919312,0.9035087719298246,0.9493087557603687,-0.00558581203742492,-0.10158175576036865,,green
diag20_90_b04_rbc_v3topup_115_test_round_deep_compact__nominal,rbc_v3topup_115_test_round_deep_compact,nominal,nominal,raw,test,round,deep,compact,0.00800000037997961,0.0,1.0,{},0.8347229361534119,0.9282703399658203,0.7411755919456482,7.014718055725098,2.6673526763916016,1.6164323091506958,0.16111691296100616,0.14630740880966187,0.15198564529418945,0.18505769968032837,0.0006115867872722447,0.0,57.73237717118684,0.32608023285865784,0.0,0.0016164323315024376,0.4198748296173938,0.4696132596685083,0.6390977443609023,0.0,0.20862925563909773,,green
diag20_90_b04_rbc_v3topup_115_test_round_deep_compact__liftoff_z_0p006,rbc_v3topup_115_test_round_deep_compact,liftoff_z_0p006,liftoff,raw,test,round,deep,compact,0.006000000052154064,0.0,1.0,{},0.9088423848152161,0.8852441906929016,0.9324405789375305,2.9348554611206055,0.6837118268013,3.0972650051116943,0.20369313657283783,0.19748413562774658,0.20538228750228882,0.2082129716873169,0.001258732401765883,105.81419153608444,224.63561686552563,0.6711193919181824,105.81419058575213,0.003097265027463436,0.7487250739837484,0.7647058823529411,0.8666666666666667,-0.22756892230576442,-0.018939666666666688,,fail
diag20_90_b04_rbc_v3topup_115_test_round_deep_compact__liftoff_z_0p010,rbc_v3topup_115_test_round_deep_compact,liftoff_z_0p010,liftoff,raw,test,round,deep,compact,0.009999999776482582,0.0,1.0,{},1.1307337284088135,1.4474515914916992,0.8140159249305725,14.886716842651367,7.544556617736816,0.3988472819328308,0.17681904137134552,0.16426289081573486,0.1580272912979126,0.2081669569015503,0.0003628791600931436,-40.6659581853246,-6.411005373966477,0.1934765875339508,-40.66595640042528,0.0003988472744822502,3.904317572326717,0.23480662983425415,0.38031319910514544,0.25878454525575684,0.46741380089485457,,fail
diag20_90_b04_rbc_v3topup_115_test_round_deep_compact__liftoff_z_0p012,rbc_v3topup_115_test_round_deep_compact,liftoff_z_0p012,liftoff,raw,test,round,deep,compact,0.012000000104308128,0.0,1.0,{},1.1290137767791748,1.2941957712173462,0.963831901550293,13.56884479522705,5.901829242706299,0.5797380805015564,0.2098643034696579,0.20908606052398682,0.18394964933395386,0.23655718564987183,0.000474151864182204,-22.47185942374884,22.28697910754043,0.2528039515018463,-22.471856301873327,0.0005797380581498146,3.421565553195722,0.27419354838709675,0.43037974683544306,0.20871799752545922,0.41734725316455695,,fail
diag20_90_b04_rbc_v3topup_115_test_round_deep_compact__scan_offset_m0p0005,rbc_v3topup_115_test_round_deep_compact,scan_offset_m0p0005,scan_line_offset,raw,test,round,deep,compact,0.00800000037997961,-0.0005000000237487257,1.0,{},0.8355818390846252,0.906280517578125,0.7648832201957703,6.894012928009033,2.587679862976074,1.572553277015686,0.16639496386051178,0.15492618083953857,0.15563833713531494,0.18862038850784302,0.0005905404686927795,-3.441264431714495,52.304388978297034,0.31485894322395325,-3.4412664442522494,0.001572553301230073,0.42694590401059984,0.4748603351955307,0.6439393939393939,-0.004841649578491647,0.20378760606060609,,green
diag20_90_b04_rbc_v3topup_115_test_round_deep_compact__scan_offset_p0p0005,rbc_v3topup_115_test_round_deep_compact,scan_offset_p0p0005,scan_line_offset,raw,test,round,deep,compact,0.00800000037997961,0.0005000000237487257,1.0,{},0.8293498158454895,0.9542937278747559,0.7044060230255127,6.9531145095825195,2.682704448699951,1.7454819679260254,0.15299367904663086,0.13533419370651245,0.14517682790756226,0.17847001552581787,0.0006709090084768832,9.69972249878438,73.0319800475279,0.357709139585495,9.699731397256137,0.001745481975376606,0.3467991175487221,0.4696132596685083,0.6390977443609023,0.0,0.20862925563909773,,green
diag20_90_b04_rbc_v3topup_115_test_round_deep_compact__source_jscale_0p8,rbc_v3topup_115_test_round_deep_compact,source_jscale_0p8,source_amplitude,raw,test,round,deep,compact,0.00800000037997961,0.0,0.800000011920929,{},1.0444235801696777,0.9714873433113098,1.11735999584198,11.034004211425781,4.014498710632324,0.3676013946533203,0.24335245788097382,0.24787819385528564,0.20792579650878906,0.27425336837768555,0.00042182792094536126,-31.02729984950006,8.79227954653832,0.22490635514259338,-31.027295591977545,0.0003676014021039009,2.382327257135299,0.3441295546558704,0.5120481927710844,0.1270495515898179,0.33567880722891563,,fail
diag20_90_b04_rbc_v3topup_115_test_round_deep_compact__source_jscale_1p2,rbc_v3topup_115_test_round_deep_compact,source_jscale_1p2,source_amplitude,raw,test,round,deep,compact,0.00800000037997961,0.0,1.2000000476837158,{},0.709261953830719,0.9409405589103699,0.4775833189487457,3.5774242877960205,1.0394984483718872,3.0732064247131348,0.10280003398656845,0.09839457273483276,0.060150086879730225,0.14985543489456177,0.0012714224867522717,107.88913580409063,227.90847578442907,0.6778854131698608,107.88914655360169,0.003073206404224038,0.5287319557061176,0.6746031746031746,0.8056872037914692,-0.1665894594305669,0.04203979620853082,,fail
diag20_90_b05_rbc_v3topup_125_test_boxy_shallow_balanced__nominal,rbc_v3topup_125_test_boxy_shallow_balanced,nominal,nominal,raw,test,boxy,shallow,balanced,0.00800000037997961,0.0,1.0,{},0.791968047618866,0.3938349187374115,1.190101146697998,3.2417197227478027,0.7514674067497253,0.7496036291122437,0.26134416460990906,0.27132701873779297,0.28026914596557617,0.23243629932403564,0.00028978718910366297,0.0,-25.261920037638145,0.46405738592147827,0.0,0.0007496036123484373,0.801672088560144,0.8120805369127517,0.8962962962962963,0.0,-0.04856929629629625,,green
diag20_90_b05_rbc_v3topup_125_test_boxy_shallow_balanced__liftoff_z_0p006,rbc_v3topup_125_test_boxy_shallow_balanced,liftoff_z_0p006,liftoff,raw,test,boxy,shallow,balanced,0.006000000052154064,0.0,1.0,{},0.6972026824951172,0.264053612947464,1.1303519010543823,2.101834774017334,1.7256057262420654,0.10516378283500671,0.24779264628887177,0.23182427883148193,0.28646838665008545,0.22508525848388672,0.00011036966316169128,-61.913546453494284,-71.53491589358475,0.17674298584461212,-61.91354965859367,0.00010516378097236156,0.43252932521788995,0.6694214876033058,0.801980198019802,0.09431609827649423,0.04574680198019798,,fail
diag20_90_b05_rbc_v3topup_125_test_boxy_shallow_balanced__liftoff_z_0p010,rbc_v3topup_125_test_boxy_shallow_balanced,liftoff_z_0p010,liftoff,raw,test,boxy,shallow,balanced,0.009999999776482582,0.0,1.0,{},1.302986741065979,1.5277676582336426,1.0782057046890259,10.532842636108398,5.384908199310303,2.5714221000671387,0.23692859709262848,0.2574319839477539,0.2436489462852478,0.20970487594604492,0.0011105238227173686,283.2204681484767,186.41161991694594,1.7783628702163696,283.220464573595,0.002571422141045332,6.048961971960921,0.39672131147540984,0.568075117370892,0.32822117892540426,0.279651882629108,,fail
diag20_90_b05_rbc_v3topup_125_test_boxy_shallow_balanced__liftoff_z_0p012,rbc_v3topup_125_test_boxy_shallow_balanced,liftoff_z_0p012,liftoff,raw,test,boxy,shallow,balanced,0.012000000104308128,0.0,1.0,{},1.25438392162323,1.701559066772461,0.807208776473999,10.876749038696289,4.423675060272217,3.6087677478790283,0.1774381399154663,0.1774359941482544,0.20437580347061157,0.15050262212753296,0.0016208920860663056,459.3387654850672,318.0390538087172,2.5956528186798096,459.3387579696904,0.003608767641708255,7.73754567752157,0.4129692832764505,0.5845410628019324,0.31175523349436385,0.2631859371980676,,fail
diag20_90_b05_rbc_v3topup_125_test_boxy_shallow_balanced__scan_offset_m0p0005,rbc_v3topup_125_test_boxy_shallow_balanced,scan_offset_m0p0005,scan_line_offset,raw,test,boxy,shallow,balanced,0.00800000037997961,-0.0005000000237487257,1.0,{},0.7904629707336426,0.39650359749794006,1.184422492980957,3.2718889713287354,0.7725329995155334,0.7472385168075562,0.26005250215530396,0.2682188153266907,0.27989286184310913,0.23204582929611206,0.00028917004237882793,-0.21296549607452517,-25.421086360386564,0.46306905150413513,-0.21297676695320883,0.0007472385186702013,0.8075713050095524,0.8120805369127517,0.8962962962962963,0.0,-0.04856929629629625,,green
diag20_90_b05_rbc_v3topup_125_test_boxy_shallow_balanced__scan_offset_p0p0005,rbc_v3topup_125_test_boxy_shallow_balanced,scan_offset_p0p0005,scan_line_offset,raw,test,boxy,shallow,balanced,0.00800000037997961,0.0005000000237487257,1.0,{},0.780613362789154,0.3626538813114166,1.1985729932785034,3.004891872406006,0.6348006725311279,0.70479816198349,0.2632376551628113,0.2740955948829651,0.28221964836120605,0.2333977222442627,0.0002697850577533245,-6.902351830047006,-30.420605267662225,0.4320265054702759,-6.902353334512434,0.0007047981489449739,0.7176626102443252,0.8175675675675675,0.8996282527881041,-0.0033319564918078415,-0.05190125278810409,,green
diag20_90_b05_rbc_v3topup_125_test_boxy_shallow_balanced__source_jscale_0p8,rbc_v3topup_125_test_boxy_shallow_balanced,source_jscale_0p8,source_amplitude,raw,test,boxy,shallow,balanced,0.00800000037997961,0.0,0.800000011920929,{},1.0771241188049316,1.4306426048278809,0.7236058115959167,8.8978910446167,3.0513405799865723,3.3219244480133057,0.159235879778862,0.15547382831573486,0.19348818063735962,0.12874561548233032,0.0015013905940577388,418.10109297849596,287.21880915613906,2.4042861461639404,418.1010407559298,0.003321924479678273,5.904948396365461,0.4959016393442623,0.663013698630137,0.23328259766615922,0.18471330136986297,,fail
diag20_90_b05_rbc_v3topup_125_test_boxy_shallow_balanced__source_jscale_1p2,rbc_v3topup_125_test_boxy_shallow_balanced,source_jscale_1p2,source_amplitude,raw,test,boxy,shallow,balanced,0.00800000037997961,0.0,1.2000000476837158,{},0.7552424073219299,0.138981893658638,1.3715028762817383,1.478835940361023,0.23685115575790405,0.19176246225833893,0.30203092098236084,0.3021443486213684,0.36392074823379517,0.24002766609191895,0.00016049899568315595,-44.614875426483366,-58.606221308991415,0.2570187449455261,-44.614878947532695,0.00019176246132701635,0.23236469773467214,0.9365079365079365,0.9672131147540983,-0.07091681845780207,-0.11948611475409832,,green
diag20_90_b06_rbc_pilot_036_deep_elongated_boxy__nominal,rbc_pilot_036_deep_elongated_boxy,nominal,nominal,raw,test,boxy,deep,narrow,0.00800000037997961,0.0,1.0,{},1.3689192533493042,1.168876051902771,1.5689622163772583,1.5844646692276,8.182263374328613,2.1803689002990723,0.3438050448894501,0.39971327781677246,0.29089999198913574,0.34080183506011963,0.0012984289787709713,0.0,234.8736330994905,0.4455837607383728,0.0,0.002180368872359395,0.08767285632807605,0.6188118811881188,0.764525993883792,0.0,0.08320100611620795,,green
diag20_90_b06_rbc_pilot_036_deep_elongated_boxy__liftoff_z_0p006,rbc_pilot_036_deep_elongated_boxy,liftoff_z_0p006,liftoff,raw,test,boxy,deep,narrow,0.006000000052154064,0.0,1.0,{},1.3986037969589233,1.2598713636398315,1.5373363494873047,2.8303098678588867,7.410656452178955,2.5524141788482666,0.33683785796165466,0.3920208215713501,0.2833787202835083,0.3351139426231384,0.0014466742286458611,11.417278287735959,273.10708770271117,0.4964573085308075,11.417280492478586,0.0025524140801280737,0.24232262062485257,0.6455026455026455,0.7845659163987139,-0.020039922514921815,0.06316108360128614,,warning
diag20_90_b06_rbc_pilot_036_deep_elongated_boxy__liftoff_z_0p010,rbc_pilot_036_deep_elongated_boxy,liftoff_z_0p010,liftoff,raw,test,boxy,deep,narrow,0.009999999776482582,0.0,1.0,{},1.1915465593338013,0.9729670882225037,1.4101263284683228,0.49328988790512085,8.15063190460205,1.5629525184631348,0.30911487340927124,0.35693925619125366,0.26815348863601685,0.3022518754005432,0.0010101654333993793,-22.200948229332347,160.52851118138824,0.34665992856025696,-22.200950953461604,0.0015629525296390057,0.12395647935926371,0.5995260663507109,0.7496296296296296,0.014896364254162409,0.09809737037037036,,green
