base_group_id,base_sample_id,variant,paired_reference_variant,line_count,shape_type,burial_depth_level,size_level,aspect_bin,mag_x_rms,mag_y_rms,mag_y_over_mag_x_rms,mag_x_absmax,mag_y_absmax,magnetization_corr,magnetization_nonredundancy_score,mag_x_peak_x_m,mag_y_peak_x_m,mag_x_peak_y_m,mag_y_peak_y_m,x_center_difference_mm,y_center_difference_mm,adds_nonredundant_signal
richer_obs_base_011,internal_hard_topup_101,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_sphere,shallow,large,compact,0.00012308789904853651,5.805841180767537e-06,0.047168252756592276,0.00041413819417357445,2.2333499146043323e-05,-0.010750615378338248,5.629258231756341,-0.0132,-0.0148,-0.0020000000949949026,0.0020000000949949026,1.4777890557211553,0.10818573986974411,True
richer_obs_base_011,internal_hard_topup_101,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_sphere,shallow,large,compact,0.00012069901666648264,5.823494504249928e-06,0.04824806876507891,0.000415093672927469,2.427588879072573e-05,-0.021782643625800742,5.9364652717097535,-0.012799999999999999,-0.0156,-0.003000000026077032,0.004000000189989805,1.692403250979059,0.23444535848227377,True
richer_obs_base_012,internal_pilot_006,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_sphere,shallow,large,compact,0.00012308789904853651,5.805841180767537e-06,0.047168252756592276,0.00041413819417357445,2.2333499146043323e-05,-0.010750615378338248,5.629258231756341,-0.0132,-0.0148,-0.0020000000949949026,0.0020000000949949026,1.4777890557211553,0.10818573986974411,True
richer_obs_base_012,internal_pilot_006,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_sphere,shallow,large,compact,0.00012069901666648264,5.823494504249928e-06,0.04824806876507891,0.000415093672927469,2.427588879072573e-05,-0.021782643625800742,5.9364652717097535,-0.012799999999999999,-0.0156,-0.003000000026077032,0.004000000189989805,1.692403250979059,0.23444535848227377,True
richer_obs_base_013,internal_hard_topup_120,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_cuboid,deep,large,compact,0.00014948978411553616,5.507837318628256e-05,0.368442386506303,0.0005914627690799534,0.0002878004452213645,0.08417963116764807,7.071573894491993,-0.0204,0.0332,-0.0020000000949949026,-0.0020000000949949026,5.138745358475592,0.0185372597837609,True
richer_obs_base_013,internal_hard_topup_120,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_cuboid,deep,large,compact,0.0001476234473062977,5.581491936131e-05,0.3780897953657197,0.0006198904011398554,0.00031035696156322956,0.06159429298607927,7.417796182867118,-0.02,-0.022,-0.003000000026077032,-0.004000000189989805,5.340977784936157,0.16578915113695855,True
richer_obs_base_014,internal_hard_topup_105,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_cuboid,deep_plus,large,compact,0.00018437275685884063,4.516651457253495e-05,0.244973905565351,0.0006388604524545372,0.00032383771031163633,0.17725645361134185,7.410643004256983,-0.0176,-0.0316,0.0010000000474974513,0.0020000000949949026,5.173777705545507,0.007518192456808426,True
richer_obs_base_014,internal_hard_topup_105,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_cuboid,deep_plus,large,compact,0.0001897321165457207,5.1362007962265715e-05,0.27070803102109875,0.0006654295139014721,0.0004083012754563242,0.09749393096343753,6.532427524739115,-0.0168,-0.0216,0.003000000026077032,-0.004000000189989805,4.277201272373507,0.04600578760330353,True
richer_obs_base_015,internal_pilot_054,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_ellipsoid,deep_plus,small,elongated_y,0.000165672032253186,4.9064559261278824e-05,0.29615474801529473,0.0006068808725103736,0.0002492123458068818,-0.05208685202841153,3.6815901399445283,0.0,0.04,-0.0020000000949949026,0.0,1.4549435570242277,0.061860291409991414,True
richer_obs_base_015,internal_pilot_054,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_ellipsoid,deep_plus,small,elongated_y,0.00016986310588521672,5.086560947223683e-05,0.2994506011632576,0.0006150534027256072,0.0003828015469480306,-0.08614995511012592,3.3027628800645275,-0.0015999999999999973,-0.022,-0.003000000026077032,-0.004000000189989805,1.083137250663696,0.099969791454973,True
richer_obs_base_016,internal_hard_topup_116,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_ellipsoid,deep_plus,large,elongated_y,0.00022090315270430785,5.087293245727667e-05,0.23029518413020553,0.0007567534339614213,0.00022725634335074574,0.07790288476660741,5.265105444840755,0.0068000000000000005,-0.0392,0.0020000000949949026,-0.0020000000949949026,2.8700210395543975,0.004593926046912129,True
richer_obs_base_016,internal_hard_topup_116,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_ellipsoid,deep_plus,large,elongated_y,0.00022268443604952153,5.5636858546614506e-05,0.24984619169520922,0.0007567534339614213,0.00039847608422860503,0.058548532675655254,5.671747377336726,0.0068000000000000005,0.039200000000000006,0.0020000000949949026,-0.003000000026077032,3.280844326837866,0.06254181747554056,True
richer_obs_base_017,internal_hard_topup_107,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_sphere,deep_plus,large,compact,5.5002023179768624e-05,2.3723529249266835e-06,0.04313210214178454,0.00027643927023746073,1.0342197128920816e-05,-0.4837247509626493,4.301967458280386,0.018800000000000004,0.021200000000000004,0.0020000000949949026,0.0020000000949949026,0.619068713839906,0.023136187081126858,True
richer_obs_base_017,internal_hard_topup_107,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_sphere,deep_plus,large,compact,5.43119666533749e-05,2.4008784767210665e-06,0.04420533043552654,0.00027643927023746073,1.2076344319211785e-05,-0.4794103604342035,4.5310535693435305,0.018800000000000004,0.020000000000000004,0.0020000000949949026,0.004000000189989805,0.8143852010549478,0.0771692461558951,True
richer_obs_base_018,internal_hard_topup_111,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_cuboid,deep_plus,large,compact,0.00018888045192245383,5.7882876808132216e-05,0.3064524460447817,0.0005816764896735549,0.0003214806492906064,0.02634165421771376,4.220389856348648,0.018800000000000004,0.039200000000000006,0.0020000000949949026,0.0020000000949949026,2.0192658978538502,0.044772942778876404,True
richer_obs_base_018,internal_hard_topup_111,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_cuboid,deep_plus,large,compact,0.00019241315898538294,6.108880549163073e-05,0.3174876681837743,0.0005964405136182904,0.00033260404597967863,0.016872029684830432,3.5166264518764647,0.005999999999999998,0.0396,0.003000000026077032,0.003000000026077032,1.3237281235260816,0.0624540726350622,True
richer_obs_base_019,internal_hard_topup_108,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_cuboid,deep_plus,medium,elongated_y,0.00018912074748690834,4.960612762215447e-05,0.2622987060861193,0.000628331326879561,0.00023774926376063377,0.09733493482754066,3.621703939533849,0.0068000000000000005,0.03640000000000001,0.0020000000949949026,-0.0010000000474974513,1.3133719221228224,0.06739564732171358,True
richer_obs_base_019,internal_hard_topup_108,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_cuboid,deep_plus,medium,elongated_y,0.00019170211096619232,5.630924055497402e-05,0.2937330213915664,0.0007161303074099123,0.00032680697040632367,0.04174027607492958,2.900156118140739,0.016800000000000002,-0.022,-0.004000000189989805,-0.004000000189989805,0.6605141048374639,0.05629829242498246,True
richer_obs_base_020,internal_hard_topup_102,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_cuboid,shallow,medium,elongated_y,0.00023025932376959218,6.384463936893268e-05,0.27727276379716,0.0007472943398170173,0.00026548965252004564,0.20581992266527732,2.333936080842996,0.018800000000000004,0.04,0.0020000000949949026,0.0,0.18428712795935318,0.07271534076034518,True
richer_obs_base_020,internal_hard_topup_102,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_cuboid,shallow,medium,elongated_y,0.0002301836181126062,6.336836730955519e-05,0.27529486048507773,0.0007472943398170173,0.00044210776104591787,0.12013127343710843,3.944623269004818,0.018800000000000004,-0.037200000000000004,0.0020000000949949026,-0.003000000026077032,1.5811822279482826,0.19365979448731763,True
richer_obs_base_021,internal_pilot_016,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_sphere,deep,medium,compact,0.00013520817184651648,4.850903786785122e-06,0.03587729709424959,0.0004584160342346877,1.859801704995334e-05,-0.2172998682826935,6.183706729535201,-0.0132,-0.015199999999999998,-0.0020000000949949026,0.0020000000949949026,2.0365891053998384,0.03676712211470044,True
richer_obs_base_021,internal_pilot_016,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_sphere,deep,medium,compact,0.00013298377963451782,4.881485457569283e-06,0.03670737464582372,0.000464937009382993,1.9861450709868222e-05,-0.22918552277341758,6.364721023500896,-0.012799999999999999,-0.0156,-0.003000000026077032,0.004000000189989805,2.197046284711778,0.09208286633792452,True
richer_obs_base_022,internal_topup_033,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_cuboid,shallow,large,elongated_y,0.00024039661292980514,7.019332970313328e-05,0.2919896772074729,0.0007633698405697942,0.00026274003903381526,-0.11973225657038898,2.4005945126874124,0.019200000000000002,0.04,0.0020000000949949026,-0.0010000000474974513,0.28574373805231,0.003546216083903696,True
richer_obs_base_022,internal_topup_033,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_cuboid,shallow,large,elongated_y,0.00024271188340636762,7.115925351023392e-05,0.2931840510582227,0.0007633698405697942,0.00035636554821394384,-0.10843894212228976,2.464424412803834,0.019200000000000002,-0.0212,0.0020000000949949026,-0.004000000189989805,0.2954068835698655,0.05050177884215017,True
richer_obs_base_023,internal_pilot_072,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_cuboid,medium,small,elongated_y,0.00021226975482857308,6.13792033923028e-05,0.2891566118438089,0.0007155575440265238,0.00031177877099253237,0.019117188495269565,9.170039439289662,0.0148,-0.038400000000000004,0.0010000000474974513,0.0,6.874744410556545,0.07362540536506809,True
richer_obs_base_023,internal_pilot_072,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_cuboid,medium,small,elongated_y,0.0002196923019540411,5.976834010929415e-05,0.2720547752726571,0.0007155575440265238,0.00031177877099253237,0.011977008527634208,8.999395791281833,0.0148,-0.038400000000000004,0.0010000000474974513,0.0,6.656051980900751,0.053568982358563645,True
richer_obs_base_024,internal_pilot_024,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_sphere,deep_plus,large,compact,8.359116484247616e-05,7.617595923291613e-06,0.09112919824143421,0.0003034993424080312,2.814675281115342e-05,-0.061036949147502344,8.960343946989466,-0.0132,0.03880000000000001,-0.0020000000949949026,0.0020000000949949026,5.560095466540044,0.06580854239395638,True
richer_obs_base_024,internal_pilot_024,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_sphere,deep_plus,large,compact,8.192228006300837e-05,7.44465041803717e-06,0.09087454989578858,0.00030758584034629166,2.814675281115342e-05,-0.06900615478863316,8.952881117255831,-0.012799999999999999,0.03880000000000001,-0.003000000026077032,0.0020000000949949026,5.462298294650431,0.16131381557424396,True
richer_obs_base_025,internal_hard_topup_106,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_ellipsoid,deep_plus,medium,elongated_x,0.00019144868340803412,5.007235096431798e-05,0.26154450274308966,0.000634785508736968,0.00023584898735862225,-0.07970384174941872,2.504527642652058,0.005200000000000003,0.04,0.0020000000949949026,0.0,0.23750137628444348,0.0055793007055199885,True
richer_obs_base_025,internal_hard_topup_106,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_ellipsoid,deep_plus,medium,elongated_x,0.0001949096798199728,5.5238095205653855e-05,0.2834035486245252,0.0006904567708261311,0.000539337401278317,-0.015601388794759339,4.476207055453099,0.005600000000000001,0.03440000000000001,0.003000000026077032,-0.003000000026077032,2.0624067047775014,0.1685183273807392,True
richer_obs_base_026,internal_pilot_057,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_ellipsoid,deep_plus,medium,elongated_y,0.00019072327631095793,4.619889860518053e-05,0.24222999550210744,0.0005673295818269253,0.0002477369853295386,-0.003826048989333472,5.226452671843647,-0.0023999999999999994,-0.0364,-0.0010000000474974513,-0.0020000000949949026,2.7816696932788103,0.030741439672025236,True
richer_obs_base_026,internal_pilot_057,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_ellipsoid,deep_plus,medium,elongated_y,0.00019443842118928493,5.324253004697955e-05,0.2738272068220559,0.0006875998224131763,0.00035270696389488876,-0.03671612182099922,3.6774500278787055,-0.0020000000000000018,-0.0344,0.004000000189989805,-0.003000000026077032,1.2548483473466123,0.16405981757268856,True
richer_obs_base_027,internal_pilot_082,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_cuboid,deep,medium,compact,0.0001701299088130689,6.238081731378562e-05,0.3666657872347482,0.0007284640450961888,0.0004404739593155682,0.18356438870333894,2.728312042559198,-0.0008000000000000021,0.038,0.0020000000949949026,-0.0010000000474974513,0.8424333898574224,0.06613855011833505,True
richer_obs_base_027,internal_pilot_082,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_cuboid,deep,medium,compact,0.00017838631742675767,6.503589430444243e-05,0.36457893675935155,0.0008706951630301774,0.0004404739593155682,0.10935593915348897,2.4832805917952583,-0.0008000000000000021,0.038,0.003000000026077032,-0.0010000000474974513,0.5580138248727619,0.025610532226624447,True
richer_obs_base_028,internal_pilot_065,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_cuboid,shallow,medium,elongated_x,0.00025212847600604584,6.669794464706802e-05,0.26453951350155763,0.0008489344618283212,0.0003677883360069245,0.06993796498248397,5.443562949228765,0.0068000000000000005,0.0352,0.0020000000949949026,-0.0020000000949949026,3.053931868255564,0.1298044115272577,True
richer_obs_base_028,internal_pilot_065,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_cuboid,shallow,medium,elongated_x,0.0002544897329495776,6.888304190200336e-05,0.2706712008887999,0.0008489344618283212,0.00036880996776744723,0.06168179500863419,6.055388036018963,0.0068000000000000005,-0.022,0.0020000000949949026,-0.004000000189989805,3.414796222217135,0.39542314775115633,True
richer_obs_base_029,internal_pilot_019,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_sphere,deep_plus,small,compact,7.953018269868121e-05,2.976523017199968e-06,0.03742633147280566,0.0002871262258850038,1.0673526958271395e-05,0.05068955145987888,7.09924691771964,-0.013600000000000001,-0.0192,-0.0020000000949949026,-0.0020000000949949026,2.7471061135048314,0.11744991942347237,True
richer_obs_base_029,internal_pilot_019,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_sphere,deep_plus,small,compact,7.877392634990665e-05,3.016785337498106e-06,0.038296749178161685,0.0003479144361335784,1.2202835932839662e-05,0.038740025975164516,7.539142854239525,-0.012799999999999999,-0.012799999999999999,-0.004000000189989805,-0.004000000189989805,3.062705507755061,0.2527874396855942,True
richer_obs_base_030,internal_pilot_084,M1_mag_y_5line_z0p008,R1_5line_z0p008,5,internal_cuboid,deep,medium,elongated_y,0.00019920263096379602,7.50511462375274e-05,0.37675780434049455,0.0006767964223399758,0.0005796654149889946,-0.019637858986015964,2.5871840858927477,0.0068000000000000005,0.04,0.0020000000949949026,0.0,0.5928670829473386,0.03780214847068391,True
richer_obs_base_030,internal_pilot_084,M2_mag_y_9line_z0p008,R1_9line_z0p008,9,internal_cuboid,deep,medium,elongated_y,0.0001995689110594516,7.505907914668594e-05,0.3761060696884785,0.0006767964223399758,0.0005796654149889946,-0.003939286228471371,2.4580123722479232,0.0068000000000000005,0.04,0.0020000000949949026,0.0,0.45369158336463,0.030376013294886088,True
