perturbation_name,perturbation_group,severity,affected_axis,split,group_field,group_value,sample_count,profile_depth_rmse_m,er_like_profile_error,projected_mask_dice,L_mae_mm,W_mae_mm,D_mae_mm,wMAE_auxiliary
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,depth_bin,medium,11,0.00071220006396867,0.6036818799647418,0.76671938269975,3.0314134779301556,4.134026397358287,1.4194960296154022,0.21238720958883112
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,depth_bin,shallow,17,0.0014082135235452477,2.4194665165508495,0.6447621211472283,6.544822016183068,3.335828318315394,3.0051240360035614,0.1985601857304573
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,aspect_bin,balanced,9,0.0011218667819371654,1.8496686783101823,0.7643106440168825,5.458752936787075,1.7374335593647428,2.3207323683632746,0.22637405660417345
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,aspect_bin,compact,9,0.0010125577504772486,1.8414662347899542,0.4990422588741613,9.670888476901585,3.686298688252767,1.9130994180838268,0.26755181286070084
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,aspect_bin,narrow,9,0.000829649563658879,0.7760187188784281,0.7275335930059068,4.242234561178419,4.019115385082033,1.7642194198237524,0.1580868744187885
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,aspect_bin,wide,12,0.0008211707730273096,0.7996808588504791,0.8487459815206622,1.91162450487415,3.8929141958554587,1.6912335554758708,0.1765455317993959
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,size_bin,elongated,9,0.000829649563658879,0.7760187188784281,0.7275335930059068,4.242234561178419,4.019115385082033,1.7642194198237524,0.1580868744187885
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,size_bin,large_wide,12,0.0008211707730273096,0.7996808588504791,0.8487459815206622,1.91162450487415,3.8929141958554587,1.6912335554758708,0.1765455317993959
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,size_bin,medium_balanced,9,0.0011218667819371654,1.8496686783101823,0.7643106440168825,5.458752936787075,1.7374335593647428,2.3207323683632746,0.22637405660417345
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,size_bin,small_compact,9,0.0010125577504772486,1.8414662347899542,0.4990422588741613,9.670888476901585,3.686298688252767,1.9130994180838268,0.26755181286070084
