variant,seed,selected_by_validation,split,group_field,group_value,sample_count,normalized_param_mae,L_mae_mm,W_mae_mm,D_mae_mm,curvature_mae,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
C1_split_heads,42,True,train,curvature_template,boxy,32,0.4327737644780427,1.8899661782197654,1.735501992981881,0.7744753732113168,0.10244881475227885,0.7937907700571126,0.8772372992198472,0.0003698141600807503
C1_split_heads,42,True,train,curvature_template,round,33,0.5985380090547331,1.8613217771053314,1.8610836466153462,0.7611165056851777,0.1734644819728353,0.7615983223279128,0.8543874118990953,0.00041406468804008466
C1_split_heads,42,True,train,curvature_template,sharp,32,0.6513204680522904,1.2347945235669613,2.012593822320923,0.9114719009958208,0.19377123092999682,0.7784157456738745,0.868124736859172,0.00047871715310066065
C1_split_heads,42,True,train,depth_bin,deep,49,0.49094902511153904,2.4044510481917127,2.2747375911899974,0.7120741922788474,0.11643875817939335,0.7878111372962304,0.8726465272696013,0.0003866384652851872
C1_split_heads,42,True,train,depth_bin,medium,57,0.5098989420946229,1.8077974646237858,1.744497737079336,0.6901220316557508,0.1410386971965955,0.7861077122519702,0.8741755556503918,0.0003441206283337363
C1_split_heads,42,True,train,depth_bin,shallow,56,0.5666914443884578,1.8383969177625008,1.6916051526953066,1.1010422524330872,0.14704713743412867,0.7457240833844262,0.8452656978168341,0.0005267179649958312
C1_split_heads,42,True,train,aspect_bin,balanced,44,0.4480717431923205,1.4297447255389257,0.818670913238417,0.6865348482335155,0.1335581694517962,0.8621127143743768,0.9231086976505537,0.00034770640501268315
C1_split_heads,42,True,train,aspect_bin,compact,43,0.4313234212093575,2.108505222339963,1.0720467482541882,0.6930805985317674,0.11416719992493474,0.7464567530997079,0.8456310243820958,0.00033653934156592546
C1_split_heads,42,True,train,aspect_bin,narrow,33,0.5415163496226976,2.138747630697308,2.156075845613624,0.7433322652271299,0.14225513536031498,0.7307899184336083,0.8381542388851287,0.0003958891096717156
C1_split_heads,42,True,train,aspect_bin,wide,42,0.683889511085692,2.3728480938644636,3.627580196907123,1.2225474654918624,0.1547422873277572,0.7386849255080089,0.8401085466133758,0.0006005179173024814
C1_split_heads,42,True,val,curvature_template,LD_dominant,7,0.6447288862296513,2.4748655131884982,2.3272513832364763,0.8290671908429691,0.17988197372428008,0.6927142503902787,0.8107416408444293,0.0004216821357009134
C1_split_heads,42,True,val,curvature_template,WD_dominant,8,0.6515494082123041,2.2715693414211273,2.102130614221096,1.6159013910219073,0.1482815509662032,0.7438047687997009,0.8436076269329658,0.0007387556154299091
C1_split_heads,42,True,val,curvature_template,boxy,8,0.6412691026926041,3.1418805439025164,2.386848919093609,1.3634919002652168,0.13926783297210932,0.7181567901633337,0.8225123979062889,0.0006531749822897837
C1_split_heads,42,True,val,curvature_template,round,8,0.6950622200965881,1.8171180188655853,2.72533255815506,0.8939446657896042,0.19572585634887218,0.7379029659133766,0.8343563677671115,0.0004338392936915625
C1_split_heads,42,True,val,curvature_template,sharp,8,0.9729000963270664,3.1891137585043907,2.1926965042948723,0.8688829094171524,0.3104233592748642,0.6806945538107612,0.7913365602571745,0.0004854261023865547
C1_split_heads,42,True,val,depth_bin,deep,15,0.6606936872005462,2.945911404490471,2.0901073555151624,0.9850880175828933,0.17355121622482936,0.7629686436733288,0.8555325389507195,0.00048521745435815925
C1_split_heads,42,True,val,depth_bin,medium,11,0.7126612839373675,2.239928819916465,2.6290207667784258,0.7095729437741366,0.2100884419950572,0.7196498269986241,0.8234692006122285,0.0004054416086463871
C1_split_heads,42,True,val,depth_bin,shallow,13,0.8038207223782172,2.4502787544177127,2.405845360114024,1.6276626632763789,0.2072708851729448,0.6563688177034255,0.7783496782941557,0.0007464017992158636
C1_split_heads,42,True,val,aspect_bin,balanced,11,0.5982899245890704,1.570017316124656,1.24593616344712,0.689100902188908,0.190557217056101,0.8383215737066766,0.9093824241727257,0.00037612129728420933
C1_split_heads,42,True,val,aspect_bin,compact,12,0.7559599106510481,3.717658574382464,1.9802479321757953,0.8939112288256487,0.21385592392956218,0.588285368587352,0.7296238244343517,0.00046995316430790507
C1_split_heads,42,True,val,aspect_bin,narrow,6,0.7213422606388727,2.8470152715841928,4.4590005079905195,0.9529734750588735,0.16404546548922858,0.5805176169521853,0.7232813374196226,0.0004837329809864362
C1_split_heads,42,True,val,aspect_bin,wide,10,0.8218587160110473,2.17173268944025,2.732455241680145,1.9716351747512817,0.1962089344859123,0.8129404946694552,0.891131452518939,0.0008762172772549092
C1_split_heads,42,True,test,curvature_template,LD_dominant,8,0.6013496741652489,3.1825757771730423,2.470152899622917,1.136368166655302,0.1342136482708156,0.6933139445900438,0.8148219086909394,0.0005178510873520281
C1_split_heads,42,True,test,curvature_template,WD_dominant,8,0.5957844220101833,3.6781754195690155,3.0694971829652786,0.9626995623111725,0.12338983942754567,0.672458049689195,0.7977525372430123,0.00043843951243616175
C1_split_heads,42,True,test,curvature_template,boxy,7,0.6651167273521423,2.0404141502720967,1.6985253819397517,0.8933264293840953,0.19679628206150873,0.7663544791739219,0.8610178414378228,0.0005668952508131042
C1_split_heads,42,True,test,curvature_template,round,8,0.7138468511402607,1.4425881542265415,1.5562539864331484,1.0350680984556675,0.2208224106580019,0.8260764536224452,0.8998126574643298,0.0005271399040793767
C1_split_heads,42,True,test,curvature_template,sharp,8,1.179805040359497,2.87992462515831,1.8272274918854237,1.5029992163181305,0.3808496706187725,0.6877606402818373,0.8028825122120223,0.0007265946605912177
C1_split_heads,42,True,test,depth_bin,deep,11,0.7412440560080789,3.1519213914871216,1.4611274369738319,1.0208132294091312,0.2154443020170385,0.7656578623162521,0.8587632283118508,0.0005291650939563459
C1_split_heads,42,True,test,depth_bin,medium,11,0.7668062231757424,1.2665153741836548,3.1731270199472252,0.8101833801377903,0.23059932853687892,0.7631007756022904,0.8594255264241933,0.0004377880567600104
C1_split_heads,42,True,test,depth_bin,shallow,17,0.7525618777555578,3.243894496384789,1.899878302041222,1.3652589794467478,0.19678227000815027,0.6814711201518621,0.8028944419323943,0.0006477637302048286
C1_split_heads,42,True,test,aspect_bin,balanced,9,0.7603801223966811,2.7585756447580128,1.1460638377401564,1.4610013167063396,0.212916761636734,0.7834623012736469,0.8743496918486999,0.0006657793128397316
C1_split_heads,42,True,test,aspect_bin,compact,9,0.8157838549878862,3.101400805844201,1.1858303646246593,1.0236396888891857,0.2528662894748979,0.652994869321919,0.7798077712837599,0.0004602214838895533
C1_split_heads,42,True,test,aspect_bin,narrow,9,0.6197186410427094,2.646989279323154,2.322342582874828,0.4752374009953605,0.1815050844517019,0.739815758830972,0.8469878798736928,0.0003279049576829291
C1_split_heads,42,True,test,aspect_bin,wide,12,0.8015967855850855,2.265526607632637,3.448883257806301,1.3926216413577397,0.20218210884680352,0.7345748079038984,0.8365811439909847,0.0007136096901376732
C2_split_heads_curv_weight_1p5,42,False,train,curvature_template,LD_dominant,31,0.5320974165393461,2.482016377631695,1.8610477346566416,0.8266720494195339,0.13762698250432168,0.7550439079183981,0.8540135092904424,0.0004060764179983732
C2_split_heads_curv_weight_1p5,42,False,train,curvature_template,WD_dominant,34,0.4459228712846251,1.7123432479360525,1.3239338121869986,0.7347400788875187,0.12022780846146976,0.8088611679902474,0.8911398773690495,0.0003561890153993291
C2_split_heads_curv_weight_1p5,42,False,train,curvature_template,boxy,32,0.504863312933594,1.9540222722571343,1.6592770983697847,0.8343229270540178,0.13124153346871026,0.7906076538935891,0.8764970445454543,0.00040718496506997326
C2_split_heads_curv_weight_1p5,42,False,train,curvature_template,round,33,0.47246055846864526,1.5914279967546463,1.7693699871500332,0.8851122633187156,0.11689693706505226,0.793414110292364,0.8812914622537404,0.0003701466172942398
C2_split_heads_curv_weight_1p5,42,False,train,curvature_template,sharp,32,0.6500311261042953,1.8763604871928692,1.7984147230163217,0.8379800403490663,0.19239682145416737,0.799471367510044,0.8860074541718475,0.0003569412942852068
C2_split_heads_curv_weight_1p5,42,False,train,depth_bin,deep,49,0.5647257490425693,2.543589758781754,1.942297823270973,1.3261342758730965,0.12356298705753015,0.7950076826544211,0.8801071995183578,0.0005887454189716515
C2_split_heads_curv_weight_1p5,42,False,train,depth_bin,medium,57,0.49871923081707537,1.8565143064448708,1.6878376009040756,0.383013608522321,0.1515377218786039,0.789652923680924,0.8782653948392589,0.00018804222622349155
C2_split_heads_curv_weight_1p5,42,False,train,depth_bin,shallow,56,0.5018867884895631,1.4248988693580031,1.435040011735899,0.8306792974472046,0.14064235201970274,0.7858436086039953,0.8762420812435929,0.00038926324512950875
C2_split_heads_curv_weight_1p5,42,False,train,aspect_bin,balanced,44,0.5260272439230572,1.8711765865710648,1.6961259740320118,0.7701769439842213,0.14470013222572478,0.7779235816955832,0.8693501259792427,0.00036484046896393096
C2_split_heads_curv_weight_1p5,42,False,train,aspect_bin,compact,43,0.43131699361080345,1.5842515677213669,0.5390874427245107,0.8218646824013355,0.12345157262630933,0.8196338102356059,0.8968082316986784,0.0003729228216777068
C2_split_heads_curv_weight_1p5,42,False,train,aspect_bin,narrow,33,0.5384243988629543,2.0946311964230104,2.267662388357249,0.6513112454364697,0.14367832898190527,0.7512765889493858,0.8554168057766529,0.00030076661366337885
C2_split_heads_curv_weight_1p5,42,False,train,aspect_bin,wide,42,0.5891519855885279,2.158907943538257,2.359486084254015,1.0145037591102577,0.1464666649699211,0.8025670550389663,0.8860243508361689,0.0004607550936703947
C2_split_heads_curv_weight_1p5,42,False,val,curvature_template,LD_dominant,7,0.6112884325640542,2.612034342118672,1.9748165948050362,0.9668846439038005,0.16254764369555882,0.7537152177215564,0.8408707262724179,0.000473052314191591
C2_split_heads_curv_weight_1p5,42,False,val,curvature_template,WD_dominant,8,0.5320041440427303,1.7184473033994436,1.7651733383536339,1.3846507743000984,0.11949236504733562,0.7757419488719713,0.872518609548945,0.000651301705147489
C2_split_heads_curv_weight_1p5,42,False,val,curvature_template,boxy,8,0.9815117940306664,3.6636395901441574,3.099715307354927,1.6022190414369106,0.25955821946263313,0.6841018033350657,0.8005793390133198,0.0007995113428478362
C2_split_heads_curv_weight_1p5,42,False,val,curvature_template,round,8,0.6748557165265083,2.0798724330961704,2.8140582032501698,0.8133720173500478,0.18588010314852,0.6899302902599216,0.8077251383549542,0.0004079404752701521
C2_split_heads_curv_weight_1p5,42,False,val,curvature_template,sharp,8,0.9819495975971222,2.820324184373021,1.9123121928423643,1.2139998842030764,0.3065672256052494,0.6948849678090296,0.810530598385577,0.0005569417535298271
C2_split_heads_curv_weight_1p5,42,False,val,depth_bin,deep,15,0.7998906930287679,3.1087736854950587,2.389205838739872,1.6456122239430746,0.19659101366996765,0.7483690257247745,0.8472725721316622,0.0007733527648573121
C2_split_heads_curv_weight_1p5,42,False,val,depth_bin,medium,11,0.7394499643282457,2.7537534941326487,2.811543784358285,0.5808621675453403,0.2183948741717772,0.6639063785298309,0.7897306017165804,0.00034725899868962273
C2_split_heads_curv_weight_1p5,42,False,val,depth_bin,shallow,13,0.7314830032678751,1.8168934434652328,1.8299014837696002,1.2160353110386775,0.2122006146953656,0.7311363889660805,0.8323691819593827,0.0005551375350198493
C2_split_heads_curv_weight_1p5,42,False,val,aspect_bin,balanced,11,0.7052606019106779,2.4046845585107803,2.304428931664337,0.8095588585869833,0.20442329956726593,0.7297417252856181,0.8358219486649971,0.0003840915649727156
C2_split_heads_curv_weight_1p5,42,False,val,aspect_bin,compact,12,0.6842021370927492,2.446854898085197,0.7668380433072647,1.118962710723281,0.2063242867588997,0.7401998934224561,0.8390403799407545,0.0005516414536638573
C2_split_heads_curv_weight_1p5,42,False,val,aspect_bin,narrow,6,0.8520088295141856,2.4771203473210335,3.9899312257766724,1.042672964433829,0.2291552498936653,0.6022966315316043,0.7438400266666929,0.0005683891067747027
C2_split_heads_curv_weight_1p5,42,False,val,aspect_bin,wide,10,0.8561243802309036,2.98659974783659,3.20634263753891,1.8293388485908508,0.20103375762701034,0.7509941117857903,0.8491358411725113,0.0008381889114389196
C2_split_heads_curv_weight_1p5,42,False,test,curvature_template,LD_dominant,8,0.5910269394516945,2.4585422510281205,2.1823809687048197,0.6398671511560678,0.16732431296259165,0.7446249885132028,0.8457377453944599,0.00029680699208256556
C2_split_heads_curv_weight_1p5,42,False,test,curvature_template,WD_dominant,8,0.5599999241530895,1.7202919069677591,1.855079997330904,0.974921427667141,0.14964752737432718,0.7579441365671489,0.8560130451247213,0.000454661923868116
C2_split_heads_curv_weight_1p5,42,False,test,curvature_template,boxy,7,0.8519798772675651,2.548125301088606,1.9310138182980674,1.1215202382632665,0.2576278756771769,0.7522555172731008,0.853848330797148,0.0005842827813467011
C2_split_heads_curv_weight_1p5,42,False,test,curvature_template,round,8,0.44231555983424187,1.4014278892427683,1.9457181124016643,0.8007946377620101,0.10715566901490092,0.825892279423082,0.8986404004980704,0.0003455347268754849
C2_split_heads_curv_weight_1p5,42,False,test,curvature_template,sharp,8,0.8802720382809639,2.022500030696392,1.1794941872358322,0.9395073186606169,0.2965812236070633,0.7746558053379204,0.8677738332858571,0.00043360468589526135
C2_split_heads_curv_weight_1p5,42,False,test,depth_bin,deep,11,0.710987467657436,2.300956954332915,1.6124180270866915,1.3547673252495853,0.19438764114271512,0.8139249718523204,0.8931202665241714,0.0006292881920341064
C2_split_heads_curv_weight_1p5,42,False,test,depth_bin,medium,11,0.6381969926032153,1.5540124557235024,2.3954891616647895,0.4191775978966193,0.2020301783288067,0.7698480749654735,0.865318179658313,0.00022134882006370887
C2_split_heads_curv_weight_1p5,42,False,test,depth_bin,shallow,17,0.6418673983391594,2.132606483557645,1.5724413986591732,0.8928218703059589,0.18873346936615074,0.745248399096871,0.845849153058681,0.0004104611156542566
C2_split_heads_curv_weight_1p5,42,False,test,aspect_bin,balanced,9,0.6561744295888476,2.2992956704563565,1.5856791337331135,0.9442018568515778,0.18992777727544308,0.7739275239806341,0.8655111243255621,0.00040888888098480593
C2_split_heads_curv_weight_1p5,42,False,test,aspect_bin,compact,9,0.7654408448272281,1.977726296418243,0.7405669672621621,1.081766547428237,0.24845887306663725,0.7480266575919102,0.8464689962223221,0.000498731640012314
C2_split_heads_curv_weight_1p5,42,False,test,aspect_bin,narrow,9,0.6602516770362854,2.2965866128603616,2.852429883347617,0.7936072829696867,0.1793584558698866,0.7280045370594388,0.8397670105645398,0.0003882002315044196
C2_split_heads_curv_weight_1p5,42,False,test,aspect_bin,wide,12,0.5846643559634686,1.6247080427904923,2.017533249532183,0.7762653970470031,0.16744658645863333,0.8200914859962244,0.8963778608327576,0.00038937161055703956
C3_stronger_encoder_feature_fusion,42,False,train,curvature_template,LD_dominant,31,0.0847319852440588,0.4173339961036559,0.35868735298995047,0.12490185025718904,0.02048019051641947,0.943016989291321,0.9702556711416982,6.527741530707346e-05
C3_stronger_encoder_feature_fusion,42,False,train,curvature_template,WD_dominant,34,0.11056094534476013,0.5734944183598546,0.390487513231004,0.20985831087455153,0.025099872926469233,0.9286009471598493,0.9615336430573908,0.00010459483538023265
C3_stronger_encoder_feature_fusion,42,False,train,curvature_template,boxy,32,0.15545162989292294,0.5929147929418832,0.4367597592063248,0.18922359542921185,0.0446772531431634,0.9195899917188718,0.9565467839006814,9.985848089399951e-05
C3_stronger_encoder_feature_fusion,42,False,train,curvature_template,round,33,0.12711785665967248,0.4490238827737895,0.38676515232884523,0.2463797466321425,0.03224986306194103,0.9405825910773884,0.9685351301048658,9.728184817724855e-05
C3_stronger_encoder_feature_fusion,42,False,train,curvature_template,sharp,32,0.07567304340773262,0.4007591628469527,0.25529290549457073,0.15717714140191674,0.016754126015712245,0.9590639695557277,0.9787872921966266,6.183777764334764e-05
C3_stronger_encoder_feature_fusion,42,False,train,depth_bin,deep,49,0.12313686086967283,0.483817631644862,0.46421921526899146,0.2920299490951762,0.026592343923581136,0.9353718961464633,0.9654923553317681,0.0001345328681203014
C3_stronger_encoder_feature_fusion,42,False,train,depth_bin,medium,57,0.10268231871815627,0.46308069218669023,0.345425778313687,0.1599142628215384,0.026187524022309828,0.9418219030972566,0.9692930776671141,7.616849583619593e-05
C3_stronger_encoder_feature_fusion,42,False,train,depth_bin,shallow,56,0.10875078839516002,0.5169438466961894,0.30122871031718595,0.12139133319059121,0.030761026394819573,0.9365185669658304,0.966135509993504,5.4119477498813596e-05
C3_stronger_encoder_feature_fusion,42,False,train,aspect_bin,balanced,44,0.11347464127042754,0.5366434966298667,0.3320658977397464,0.18915461998602207,0.028828343965208413,0.9435757444224435,0.9705775341322145,8.864145055233827e-05
C3_stronger_encoder_feature_fusion,42,False,train,aspect_bin,compact,43,0.12172688790705315,0.674391663178455,0.34590530187584634,0.1965762307910725,0.030309158675156014,0.9087572830383567,0.9504513741202443,9.024155679071555e-05
C3_stronger_encoder_feature_fusion,42,False,train,aspect_bin,narrow,33,0.10987545041875406,0.34864952347495337,0.4775362665002996,0.1416871969051885,0.029307911958312616,0.9315679929476026,0.9634586802757089,6.29267855071124e-05
C3_stronger_encoder_feature_fusion,42,False,train,aspect_bin,wide,42,0.09818124380849656,0.35559355183726266,0.33479272414531025,0.2088389629498124,0.023319741607424692,0.967296939173788,0.9831776752340957,9.779073458221752e-05
C3_stronger_encoder_feature_fusion,42,False,val,curvature_template,LD_dominant,7,0.5906172479901995,1.9174747892788477,1.7523970838103975,0.9817587307521275,0.1635752825864724,0.8170143406210332,0.8853024629748196,0.0004799377763577338
C3_stronger_encoder_feature_fusion,42,False,val,curvature_template,WD_dominant,8,0.4840897675603628,2.770200252532959,1.4722976423799992,0.8390337000600994,0.11620585713535547,0.7771251105425416,0.867668729047445,0.00040921275149230496
C3_stronger_encoder_feature_fusion,42,False,val,curvature_template,boxy,8,1.114244595170021,2.781059619039297,2.609418049454689,1.6737874038517475,0.3323438251391053,0.6935750362284809,0.8131892054640792,0.0008894188686099369
C3_stronger_encoder_feature_fusion,42,False,val,curvature_template,round,8,0.44558425433933735,1.6834915149956942,1.351009801030159,0.6067534126341343,0.12457326287403703,0.7933369975717813,0.8800037717898748,0.00033243452071474167
C3_stronger_encoder_feature_fusion,42,False,val,curvature_template,sharp,8,1.0371847599744797,2.1782463900744915,3.2377356067299843,1.0887110736221075,0.3227738868445158,0.681827325474226,0.7826433857265431,0.0005267299893603195
C3_stronger_encoder_feature_fusion,42,False,val,depth_bin,deep,15,0.8065997948249181,3.0706214676300685,2.3166015381614367,1.3185016011198363,0.21624591102202734,0.7605043071586155,0.8501344110218712,0.0006765113250973324
C3_stronger_encoder_feature_fusion,42,False,val,depth_bin,medium,11,0.5800205902619795,1.1880291944200343,1.987589212303812,0.478704555129463,0.18553230945359578,0.8034848374549521,0.8826820053402731,0.00030889187440731223
C3_stronger_encoder_feature_fusion,42,False,val,depth_bin,shallow,13,0.7926095643868813,2.2768201988476973,1.9244587673590734,1.1919478241067667,0.2328967357484194,0.6953937171922899,0.8064338271520158,0.0005443425369986261
C3_stronger_encoder_feature_fusion,42,False,val,aspect_bin,balanced,11,0.6135301698337902,2.0896529826250942,1.316907205364921,0.5885068791156466,0.19441609253937547,0.8385196766358145,0.9097655875848315,0.0003088145693420136
C3_stronger_encoder_feature_fusion,42,False,val,aspect_bin,compact,12,0.741910363237063,2.535334554811319,1.120596104611953,0.9638994441678127,0.2318978797023495,0.728736538743271,0.8254724935380887,0.00047945513324521016
C3_stronger_encoder_feature_fusion,42,False,val,aspect_bin,narrow,6,0.8664653897285461,1.872009630004565,3.392792224884033,1.6571495632330577,0.22306103073060513,0.6580941689176232,0.7872496862790608,0.0008201087281728784
C3_stronger_encoder_feature_fusion,42,False,val,aspect_bin,wide,10,0.7932599186897278,2.408405049145222,3.334058251976967,1.2555329456925393,0.20524838753044605,0.7368896221464523,0.8308568473482698,0.0006550859245180618
C3_stronger_encoder_feature_fusion,42,False,test,curvature_template,LD_dominant,8,0.6478430107235909,2.574494428932667,2.1518509089946747,0.9079085467383265,0.17802291410043836,0.7119635776224185,0.8222446213056799,0.00043657953074216493
