candidate,seed,split,group_type,group,threshold,n,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,composite,macro_area_composite,type_accuracy
shape_type_conditional_screening_predicted,42,val,area_bin,small,0.6,67,0.2698731949490694,0.39658907584086733,0.8655033244934993,1.4579167026859612,0,6,61,-0.1990410537035625,0.3729173629484088,
shape_type_conditional_screening_predicted,42,val,area_bin,medium,0.6,66,0.39831117037361724,0.5509588958097698,0.3771386133472359,1.267614430776148,0,10,56,0.5721314528361512,0.3729173629484088,
shape_type_conditional_screening_predicted,42,val,area_bin,large,0.6,67,0.4096403816457064,0.5656110792533466,0.22958977118641527,1.0131634188009733,0,33,34,0.7456616897126378,0.3729173629484088,
shape_type_conditional_screening_predicted,42,val,signal_bin,low_signal,0.6,67,0.285343414022881,0.41148143256654074,0.6880105115643718,1.5536454206527168,0,17,50,0.008814335025050024,0.3729173629484088,
shape_type_conditional_screening_predicted,42,val,signal_bin,non_low_signal,0.6,133,0.3962250987742533,0.5508379062616461,0.39222317005006724,1.0912081006550252,0,32,101,0.5548398349858322,0.3729173629484088,
shape_type_conditional_screening_predicted,42,val,defect_type,multi_defect,0.6,71,0.375476429692109,0.5307591002860126,0.30025327841153115,1.1283689882134047,0,30,41,0.6059822515665904,0.3729173629484088,
shape_type_conditional_screening_predicted,42,val,defect_type,polygon,0.6,72,0.28405405451579885,0.4110601363646151,0.7251940789094259,1.494795057612161,0,7,65,-0.03007988802901196,0.3729173629484088,
shape_type_conditional_screening_predicted,42,val,defect_type,rotated_rect,0.6,57,0.4334250604075693,0.5886047644947013,0.4338671832065697,1.0786926010460185,0,12,45,0.5881626416957009,0.3729173629484088,
shape_type_conditional_screening_predicted,42,val,overall,all,0.7,200,0.3545735474678649,0.497511722528765,0.3922829047134757,1.257020574193448,0,66,134,0.4598023652831542,0.46079198272876143,0.645
shape_type_conditional_screening_predicted,42,val,area_bin,small,0.7,67,0.27046628636199915,0.39413961911630824,0.6776185349732113,1.4655408785303137,0,8,59,-0.013012629494904004,0.46079198272876143,
shape_type_conditional_screening_predicted,42,val,area_bin,medium,0.7,66,0.39248396186361395,0.5428231743630595,0.2765916643764631,1.2830367135730656,0,16,50,0.6587154718502103,0.46079198272876143,
shape_type_conditional_screening_predicted,42,val,area_bin,large,0.7,67,0.40133622125851537,0.5562486644328123,0.22091177986034954,1.0228724310647195,0,42,25,0.7366731058309781,0.46079198272876143,
shape_type_conditional_screening_predicted,42,val,signal_bin,low_signal,0.7,67,0.2819512973315744,0.40517528681781584,0.5520328539540816,1.5667361308500838,0,19,48,0.13509373019530868,0.46079198272876143,
shape_type_conditional_screening_predicted,42,val,signal_bin,non_low_signal,0.7,133,0.3911576885139662,0.5440270698417996,0.311807366374223,1.1009984516671725,0,47,86,0.6233773919815427,0.46079198272876143,
