candidate,selected_seed,seed,split,group_field,group_value,sample_count,total_normalized_mae,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_mae_mm,shape_accuracy
internal_conv1d_multitask,True,2026,val,aspect_bin,elongated_x,6,0.6682350635528564,2.3332059383392334,1.0014933347702026,0.1564302295446396,0.8880988955497742,1.2719300985336304,1.0
internal_conv1d_multitask,True,2026,val,aspect_bin,elongated_y,5,0.804885983467102,0.5649617314338684,3.1712472438812256,0.13640476763248444,0.6993197202682495,2.353945255279541,1.0
internal_conv1d_multitask,True,2026,test,shape_type,internal_cuboid,16,1.0042707920074463,1.6289024353027344,1.5972732305526733,0.15864811837673187,1.9465032815933228,2.6660208702087402,0.8125
internal_conv1d_multitask,True,2026,test,burial_depth_level,deep,7,0.9013214111328125,1.434384822845459,1.6497998237609863,0.14614903926849365,1.5068305730819702,2.6053056716918945,0.7142857142857143
internal_conv1d_multitask,True,2026,test,burial_depth_level,deep_plus,9,1.0843425989151,1.78019380569458,1.5564193725585938,0.16836965084075928,2.288471221923828,2.7132434844970703,0.8888888888888888
internal_conv1d_multitask,True,2026,test,size_level,large,6,1.1291818618774414,2.2154247760772705,2.0919251441955566,0.23735781013965607,1.7576221227645874,2.5229318141937256,0.8333333333333334
internal_conv1d_multitask,True,2026,test,size_level,medium,6,0.8651204705238342,1.0766733884811401,1.4155547618865967,0.08406253904104233,2.0423531532287598,2.5776009559631348,0.6666666666666666
internal_conv1d_multitask,True,2026,test,size_level,small,4,1.0256298780441284,1.5774625539779663,1.1278735399246216,0.15246199071407318,2.0860507488250732,3.0132837295532227,1.0
internal_conv1d_multitask,True,2026,test,aspect_bin,compact,5,0.9475601315498352,1.1341382265090942,1.1118067502975464,0.16799670457839966,1.8559902906417847,2.9265501499176025,0.8
internal_conv1d_multitask,True,2026,test,aspect_bin,elongated_x,5,0.957415759563446,2.793890953063965,1.3798565864562988,0.1496381312608719,1.7940137386322021,1.9176815748214722,0.8
internal_conv1d_multitask,True,2026,test,aspect_bin,elongated_y,6,1.0905755758285522,1.0703821182250977,2.183009624481201,0.15836597979068756,2.149005651473999,3.0725290775299072,0.8333333333333334
