model,sample_index,source_index,area_bin,defect_type,mse,mae,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,pred_area_lt_true,pred_area_gt_true,pred_center_x,pred_center_y,true_center_x,true_center_y
current_baseline_on_overfit30,10,757,medium,multi_defect,17848.416015625,44.33711242675781,0.5308900523560209,0.6935704514363885,0.0610079575596817,0.13283109664916992,10.78119314867746,11.481666149862718,False,True,False,-0.4746188521385193,4.851195812225342,-0.43126776814460754,4.725637912750244
current_baseline_on_overfit30,11,390,medium,polygon,23600.99609375,43.62939453125,0.15511163337250294,0.2685656154628688,0.28146853146853146,1.7066423892974854,6.258573988850898,8.710229492999304,False,True,False,2.3700618743896484,4.939172744750977,1.7927048206329346,3.3331568241119385
current_baseline_on_overfit30,12,358,medium,multi_defect,29553.333984375,55.347251892089844,0.13516260162601626,0.23813786929274844,0.5967336683417085,1.5665870904922485,4.888083334358001,12.121228455292737,False,True,False,-1.7477574348449707,4.805374622344971,-3.0218935012817383,5.716841697692871
current_baseline_on_overfit30,13,621,medium,polygon,21368.1640625,44.063377380371094,0.19460067491563554,0.3258003766478343,0.019011406844106463,1.5722527503967285,8.162033231202145,8.009756491814045,False,False,True,2.997074842453003,5.060492992401123,2.9520223140716553,6.6321001052856445
current_baseline_on_overfit30,14,813,medium,multi_defect,24364.24609375,64.10379028320312,0.40115718418514945,0.5726083964211975,0.13478818998716302,0.6226860284805298,10.26345223475792,11.862357998332968,False,True,False,1.3127210140228271,4.763210773468018,0.7830874919891357,4.435756683349609
current_baseline_on_overfit30,15,157,medium,rotated_rect,14395.6572265625,32.78004837036133,0.36300417246175243,0.5326530612244897,0.6369958275382476,0.7239435315132141,3.9744228980294025,10.94869756200437,False,True,False,-1.7053658962249756,4.642207622528076,-1.674121618270874,5.365476608276367
current_baseline_on_overfit30,16,431,medium,polygon,16096.8994140625,37.190284729003906,0.3382899628252788,0.5055555555555555,0.3384615384615385,0.8752440214157104,6.547899793688288,9.897988060226481,False,True,False,-3.4589223861694336,4.8459014892578125,-3.7069194316864014,4.006526947021484
current_baseline_on_overfit30,17,481,medium,polygon,18104.89453125,40.557098388671875,0.2915173237753883,0.4514338575393155,0.02737226277372263,1.1672264337539673,8.116350209385715,8.344765318467864,False,True,False,-3.7112863063812256,4.930543422698975,-4.429629802703857,4.010543346405029
current_baseline_on_overfit30,18,549,medium,multi_defect,25460.01171875,52.70930480957031,0.2728164867517174,0.42868157286044717,0.3848069738480697,1.8600705862045288,7.522470925772126,12.227822172864407,False,True,False,-7.129066467285156,5.238007545471191,-5.975612640380859,3.7787587642669678
current_baseline_on_overfit30,19,889,medium,polygon,19263.189453125,41.65983581542969,0.34347826086956523,0.511326860841424,0.016051364365971106,1.206032156944275,9.334564124490512,9.486840863878612,False,True,False,-6.500241756439209,5.1851301193237305,-6.51762056350708,6.3910369873046875
current_baseline_on_overfit30,20,715,large,rotated_rect,33447.8984375,60.48017501831055,0.31307420494699645,0.47685683530678147,0.11752786220871327,1.9408379793167114,13.263304000703485,15.029714177605442,False,True,False,-3.5700602531433105,4.932215213775635,-3.7704479694366455,3.0017497539520264
current_baseline_on_overfit30,21,764,large,multi_defect,36111.83203125,74.3436050415039,0.162595952547104,0.2797118847539016,0.46309963099630996,2.3400001525878906,8.862506232387403,16.50679854967001,False,True,False,1.066414475440979,4.831303119659424,-1.03580641746521,5.8590521812438965
current_baseline_on_overfit30,22,274,large,multi_defect,23549.978515625,59.190582275390625,0.6493975903614457,0.787436084733382,0.1636485580147552,0.6110632419586182,18.988909401696034,22.704461842765667,False,True,False,0.1274818331003189,4.892306804656982,0.02785556949675083,5.495193958282471
current_baseline_on_overfit30,23,437,large,multi_defect,19127.623046875,46.651580810546875,0.6273953158268275,0.7710423026602704,0.3089970501474926,0.3495504558086395,14.268330480664943,20.64872586102632,False,True,False,5.326016426086426,5.135021686553955,5.196669101715088,5.459759712219238
current_baseline_on_overfit30,24,356,large,multi_defect,25278.74609375,59.01020812988281,0.5650280024891101,0.7220675944333996,0.038221528861154444,0.5143666863441467,18.775721966552695,19.521877989554383,False,True,False,-5.816980361938477,5.008151054382324,-5.73581600189209,4.500228404998779
current_baseline_on_overfit30,25,178,large,multi_defect,18670.48046875,53.50439453125,0.717479674796748,0.8355029585798817,0.16570188133140376,0.24855376780033112,17.557508051447897,21.04464538343538,False,True,False,0.35465705394744873,4.887557029724121,0.23725716769695282,5.106637477874756
current_baseline_on_overfit30,26,653,large,rotated_rect,25267.376953125,53.06828308105469,0.45976207137858643,0.6299137104506232,0.08623853211009175,1.3056892156600952,15.166763243054731,16.59816459330287,False,True,False,-3.864351987838745,4.930023670196533,-4.0987043380737305,3.645538091659546
current_baseline_on_overfit30,27,908,large,multi_defect,40985.56640625,75.45093536376953,0.2950570342205323,0.4556664709336465,0.7049429657794677,4.554969310760498,5.908337488258269,20.024391229535112,False,True,False,-3.0391647815704346,4.981776714324951,1.4640309810638428,4.296961784362793
current_baseline_on_overfit30,28,961,large,multi_defect,32953.90234375,62.1024169921875,0.2669649515287099,0.4214243672748676,0.5888704318936877,1.6143162250518799,7.537698599710936,18.334119422327205,False,True,False,-6.5111918449401855,5.106009483337402,-4.991902828216553,5.651699542999268
current_baseline_on_overfit30,29,98,large,rotated_rect,24871.806640625,53.97941207885742,0.445859872611465,0.6167400881057269,0.22791712104689205,1.3070189952850342,17.146360855100028,13.963777001888744,False,False,True,-5.312798500061035,5.023772239685059,-5.189168930053711,3.7226133346557617
overfit30_model,0,76,small,polygon,1781.6678466796875,7.192682266235352,0.8414634146341463,0.9139072847682119,0.1267605633802817,0.040122512727975845,4.872855660419191,4.324659398622032,False,False,True,-1.7638190984725952,5.58806848526001,-1.779849886894226,5.551287651062012
overfit30_model,1,747,small,polygon,2835.137939453125,8.728322982788086,0.8117913832199547,0.8961201501877347,0.13066666666666665,0.009782545268535614,6.456533750055428,5.710377727053739,False,False,True,-0.5432823896408081,4.581189155578613,-0.5384925007820129,4.572659492492676
overfit30_model,2,78,small,polygon,1570.2823486328125,6.60917329788208,0.9140271493212669,0.9550827423167849,0.004739336492890996,0.03739854320883751,6.456533750055428,6.426078402177808,False,False,True,7.261425018310547,5.278968811035156,7.235466003417969,5.252047061920166
overfit30_model,3,618,small,polygon,2294.136474609375,6.206273555755615,0.7330316742081447,0.8459530026109661,0.13170731707317074,0.15205886960029602,2.710525961108175,3.121673157456044,False,True,False,-7.626616477966309,4.227102279663086,-7.776320934295654,4.253756999969482
overfit30_model,4,441,small,polygon,2172.06396484375,6.717743873596191,0.7900763358778626,0.8827292110874201,0.021551724137931036,0.0790790542960167,3.608958723497963,3.5328203538039133,False,False,True,-2.3036062717437744,6.087883472442627,-2.226217269897461,6.104145050048828
overfit30_model,5,433,small,polygon,1497.470458984375,5.289486885070801,0.7602739726027398,0.8638132295719845,0.1773049645390071,0.08792395144701004,1.7664101769019567,2.147102025372206,False,True,False,-4.590191841125488,4.660396099090576,-4.503901958465576,4.6772685050964355
overfit30_model,6,677,small,rotated_rect,1968.16943359375,6.6634202003479,0.9028925619834711,0.9489685124864278,0.03624733475479744,0.020522644743323326,6.882908620342107,7.1417790773018766,False,True,False,-6.618157386779785,6.590014934539795,-6.599254131317139,6.582024574279785
overfit30_model,7,85,small,rotated_rect,2510.217529296875,10.596158027648926,0.8742268041237113,0.9328932893289329,0.02391304347826087,0.14554716646671295,6.837225598525677,7.004730011852587,False,True,False,2.9104878902435303,5.372657775878906,3.0521085262298584,5.4062371253967285
overfit30_model,8,198,small,polygon,1987.034423828125,7.926368713378906,0.8803418803418803,0.9363636363636364,0.024539877300613498,0.09025935083627701,5.08604309556253,4.964221704052051,False,False,True,4.79342794418335,5.02540397644043,4.837069034576416,4.946396350860596
overfit30_model,9,846,small,polygon,1884.8060302734375,6.355288982391357,0.8952380952380953,0.9447236180904522,0.02481389578163772,0.022915882989764214,5.984475857952319,6.1367525973404184,False,True,False,-7.33802604675293,6.5772223472595215,-7.315673351287842,6.572173118591309
overfit30_model,10,757,medium,multi_defect,8085.64794921875,19.3161678314209,0.7783132530120482,0.8753387533875339,0.042440318302387266,0.17000748217105865,10.9943805838208,11.481666149862718,False,True,False,-0.4965269863605499,4.8826212882995605,-0.43126776814460754,4.725637912750244
overfit30_model,11,390,medium,polygon,2346.9326171875,9.775980949401855,0.9144295302013423,0.9553023663453112,0.005244755244755245,0.018777329474687576,8.664546471182874,8.710229492999304,False,True,False,1.7771192789077759,3.3436295986175537,1.7927048206329346,3.3331568241119385
overfit30_model,12,358,medium,multi_defect,4162.18017578125,12.295075416564941,0.8624708624708625,0.9261576971214017,0.007537688442211055,0.1364765614271164,12.212594498925597,12.121228455292737,False,False,True,-2.918081760406494,5.805436134338379,-3.0218935012817383,5.716841697692871
overfit30_model,13,621,medium,polygon,2723.263671875,10.359740257263184,0.8809946714031972,0.9367327667610954,0.013307984790874524,0.08077936619520187,8.116350209385715,8.009756491814045,False,False,True,2.9699623584747314,6.553338050842285,2.9520223140716553,6.6321001052856445
overfit30_model,14,813,medium,multi_defect,3606.806884765625,13.1757230758667,0.8848484848484849,0.9389067524115756,0.0038510911424903724,0.026034753769636154,11.816674976516538,11.862357998332968,False,True,False,0.7994222640991211,4.456029415130615,0.7830874919891357,4.435756683349609
overfit30_model,15,157,medium,rotated_rect,2905.873046875,9.500244140625,0.8915816326530612,0.942683749157114,0.06258692628650904,0.015740688890218735,11.633942889250818,10.94869756200437,False,False,True,-1.6620404720306396,5.355386257171631,-1.674121618270874,5.365476608276367
overfit30_model,16,431,medium,polygon,2047.2408447265625,8.531025886535645,0.9208955223880597,0.9588189588189588,0.02,0.01530468463897705,9.700028299021952,9.897988060226481,False,True,False,-3.7213938236236572,4.001554489135742,-3.7069194316864014,4.006526947021484
overfit30_model,17,481,medium,polygon,2362.20068359375,7.372842788696289,0.8958333333333334,0.945054945054945,0.0072992700729927005,0.021404700353741646,8.283854622712624,8.344765318467864,False,True,False,-4.443633556365967,3.9943552017211914,-4.429629802703857,4.010543346405029
overfit30_model,18,549,medium,multi_defect,3076.115478515625,12.02379322052002,0.9161676646706587,0.95625,0.007471980074719801,0.014628184027969837,12.136456129231547,12.227822172864407,False,True,False,-5.961015701293945,3.7778031826019287,-5.975612640380859,3.7787587642669678
overfit30_model,19,889,medium,polygon,2102.475341796875,7.814792156219482,0.9158878504672897,0.9560975609756097,0.025682182985553772,0.020917978137731552,9.243198080857653,9.486840863878612,False,True,False,-6.537919998168945,6.3960862159729,-6.51762056350708,6.3910369873046875
overfit30_model,20,715,large,rotated_rect,3974.013671875,11.884264945983887,0.8944954128440367,0.9443099273607748,0.09219858156028368,0.008159463293850422,16.41543250603715,15.029714177605442,False,False,True,-3.7671661376953125,3.0092201232910156,-3.7704479694366455,3.0017497539520264
overfit30_model,21,764,large,multi_defect,5949.5205078125,18.7683162689209,0.8775510204081632,0.9347826086956522,0.03690036900369004,0.1088419109582901,17.115905507222408,16.50679854967001,False,False,True,-0.9549527168273926,5.9319167137146,-1.03580641746521,5.8590521812438965
overfit30_model,22,274,large,multi_defect,3851.956298828125,15.4874267578125,0.9420012746972594,0.970134558582212,0.043594902749832326,0.01898753084242344,23.694260648788315,22.704461842765667,False,False,True,0.04602058604359627,5.489665985107422,0.02785556949675083,5.495193958282471
overfit30_model,23,437,large,multi_defect,4394.55224609375,15.901987075805664,0.9289198606271777,0.963150289017341,0.04129793510324484,0.03364446759223938,21.50147560159968,20.64872586102632,False,False,True,5.213389873504639,5.488955020904541,5.196669101715088,5.459759712219238
overfit30_model,24,356,large,multi_defect,8600.0654296875,23.546297073364258,0.8672046955245781,0.9288801571709234,0.014820592823712949,0.024290720000863075,19.232552184716994,19.521877989554383,False,True,False,-5.759856224060059,4.496748924255371,-5.73581600189209,4.500228404998779
overfit30_model,25,178,large,multi_defect,3707.04638671875,13.18595027923584,0.9347527472527473,0.9662761803336883,0.03835021707670044,0.016089268028736115,21.85171210219231,21.04464538343538,False,False,True,0.25333982706069946,5.107098579406738,0.23725716769695282,5.106637477874756
overfit30_model,26,653,large,rotated_rect,2765.047119140625,10.700242042541504,0.9412811387900356,0.9697525206232814,0.001834862385321101,0.04506680369377136,16.62861994118049,16.59816459330287,False,False,True,-4.130542755126953,3.677433729171753,-4.0987043380737305,3.645538091659546
overfit30_model,27,908,large,multi_defect,4937.91064453125,17.816457748413086,0.9175182481751825,0.9569851541682528,0.0022813688212927757,0.06605313718318939,19.978708207718682,20.024391229535112,False,True,False,1.5294841527938843,4.288079261779785,1.4640309810638428,4.296961784362793
overfit30_model,28,961,large,multi_defect,3802.9599609375,15.564722061157227,0.9420289855072463,0.9701492537313433,0.0033222591362126247,0.02013600803911686,18.395030118082445,18.334119422327205,False,False,True,-4.993343830108643,5.671783924102783,-4.991902828216553,5.651699542999268
overfit30_model,29,98,large,rotated_rect,2172.46728515625,9.64717960357666,0.9518716577540107,0.9753424657534246,0.009814612868047983,0.0250154510140419,13.826727936439454,13.963777001888744,False,True,False,-5.200672626495361,3.7448267936706543,-5.189168930053711,3.7226133346557617
