scope,feature,target,finite_count,pearson_r,spearman_r,abs_pearson_r,abs_spearman_r,label_usage
all,nlslite_Bx_line_to_line_amplitude_spread,profile_grid_mean_abs_depth_m,240,0.03304578951783849,0.038282782687199424,0.03304578951783849,0.038282782687199424,diagnostic_target_only
all,nlslite_Bx_line_to_line_amplitude_spread,profile_max_abs_depth_m,240,0.016274955619656764,0.009059185055296097,0.016274955619656764,0.009059185055296097,diagnostic_target_only
all,nlslite_Bx_line_to_line_amplitude_spread,profile_mean_abs_depth_m,240,0.034239605745437114,0.1111416864876126,0.034239605745437114,0.1111416864876126,diagnostic_target_only
all,nlslite_Bx_line_to_line_amplitude_spread,projected_mask_area_px,240,0.09093039905846717,0.10757560154439677,0.09093039905846717,0.10757560154439677,diagnostic_target_only
all,nlslite_Bx_line_to_line_amplitude_spread,wLD,240,0.15939098346873748,0.15305755553082045,0.15939098346873748,0.15305755553082045,diagnostic_target_only
all,nlslite_Bx_line_to_line_amplitude_spread,wLW,240,0.1591698573455521,0.14980507451693664,0.1591698573455521,0.14980507451693664,diagnostic_target_only
all,nlslite_Bx_line_to_line_amplitude_spread,wWD,240,0.12778856345359113,0.1288392515470354,0.12778856345359113,0.1288392515470354,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,D_m,240,0.08578121050829919,0.08261746566307042,0.08578121050829919,0.08261746566307042,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,L_m,240,0.06705156291631266,0.08921796995387009,0.06705156291631266,0.08921796995387009,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,W_m,240,0.09397689408844925,0.0958242741093204,0.09397689408844925,0.0958242741093204,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,profile_depth_energy,240,0.11488726778115217,0.1269266827549089,0.11488726778115217,0.1269266827549089,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,profile_grid_max_abs_depth_m,240,0.08578120949399907,0.08261746566307042,0.08578120949399907,0.08261746566307042,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,profile_grid_mean_abs_depth_m,240,0.1266850946353991,0.11818694769006402,0.1266850946353991,0.11818694769006402,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,profile_max_abs_depth_m,240,0.08613439290177197,0.08762304901126754,0.08613439290177197,0.08762304901126754,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,profile_mean_abs_depth_m,240,0.11729036557420337,0.13774978732269655,0.11729036557420337,0.13774978732269655,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,projected_mask_area_px,240,0.10453694698480225,0.11335967944816426,0.10453694698480225,0.11335967944816426,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,wLD,240,0.13816948355562786,0.1714809685090848,0.13816948355562786,0.1714809685090848,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,wLW,240,0.16565591596836887,0.17378144712737728,0.16565591596836887,0.17378144712737728,diagnostic_target_only
all,nlslite_Bx_line_to_line_energy_spread,wWD,240,0.1435958609413227,0.13588989766403567,0.1435958609413227,0.13588989766403567,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,D_m,240,0.1156638453387965,0.09329093517171164,0.1156638453387965,0.09329093517171164,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,L_m,240,0.272267226298826,0.18973715187049792,0.272267226298826,0.18973715187049792,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,W_m,240,0.1663285156788792,0.11365384573061896,0.1663285156788792,0.11365384573061896,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,profile_depth_energy,240,0.0982995280333361,0.11746190795533847,0.0982995280333361,0.11746190795533847,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,profile_grid_max_abs_depth_m,240,0.11566384412907128,0.09329093517171164,0.11566384412907128,0.09329093517171164,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,profile_grid_mean_abs_depth_m,240,0.08653826539422842,0.07208310083531669,0.08653826539422842,0.07208310083531669,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,profile_max_abs_depth_m,240,0.11617772196097297,0.09333002629109916,0.11617772196097297,0.09333002629109916,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,profile_mean_abs_depth_m,240,0.12596695578394826,0.1356424279557283,0.12596695578394826,0.1356424279557283,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,projected_mask_area_px,240,0.1788259413727121,0.14980382713822735,0.1788259413727121,0.14980382713822735,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,wLD,240,-0.042547688852781415,-0.018162970498074908,0.042547688852781415,0.018162970498074908,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,wLW,240,-0.0820322908535809,-0.019004694486192665,0.0820322908535809,0.019004694486192665,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_position_std_m,wWD,240,-0.11306684100651306,-0.0681557516571866,0.11306684100651306,0.0681557516571866,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,D_m,240,0.11113038238646587,0.09305497179623365,0.11113038238646587,0.09305497179623365,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,L_m,240,0.2688474615416775,0.19372667021078827,0.2688474615416775,0.19372667021078827,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,W_m,240,0.16668528492081852,0.11674160998546729,0.16668528492081852,0.11674160998546729,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,profile_depth_energy,240,0.09848608984262233,0.11899219007213108,0.09848608984262233,0.11899219007213108,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,profile_grid_max_abs_depth_m,240,0.11113038115318626,0.09305497179623365,0.11113038115318626,0.09305497179623365,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,profile_grid_mean_abs_depth_m,240,0.08343649697964993,0.0725445964161931,0.08343649697964993,0.0725445964161931,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,profile_max_abs_depth_m,240,0.11164615611041642,0.09312052828336921,0.11164615611041642,0.09312052828336921,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,profile_mean_abs_depth_m,240,0.1259284291667589,0.13852955622868712,0.1259284291667589,0.13852955622868712,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,projected_mask_area_px,240,0.17907193856484008,0.15351736671676458,0.17907193856484008,0.15351736671676458,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,wLD,240,-0.041260424458668885,-0.021046822603005257,0.041260424458668885,0.021046822603005257,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,wLW,240,-0.07833050543335637,-0.017164932516880636,0.07833050543335637,0.017164932516880636,diagnostic_target_only
all,nlslite_Bx_line_to_line_peak_shift_m,wWD,240,-0.10777285886968184,-0.06480298684950833,0.10777285886968184,0.06480298684950833,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,D_m,240,0.013893506236002282,-0.058795746562863106,0.013893506236002282,0.058795746562863106,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,L_m,240,-0.03548704077589287,-0.07471205515601011,0.03548704077589287,0.07471205515601011,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,W_m,240,-0.006063946734270259,0.011095607676831109,0.006063946734270259,0.011095607676831109,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,profile_depth_energy,240,-0.027963606090903318,-0.03819342114461103,0.027963606090903318,0.03819342114461103,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,profile_grid_max_abs_depth_m,240,0.013893504885219751,-0.058795746562863106,0.013893504885219751,0.058795746562863106,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,profile_grid_mean_abs_depth_m,240,0.031223376606249954,-0.03569814888041301,0.031223376606249954,0.03569814888041301,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,profile_max_abs_depth_m,240,0.014056745851290648,-0.05963132124432725,0.014056745851290648,0.05963132124432725,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,profile_mean_abs_depth_m,240,-0.027857466672331382,-0.02398655877694195,0.027857466672331382,0.02398655877694195,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,projected_mask_area_px,240,-0.02793366055661894,-0.02104929612959414,0.02793366055661894,0.02104929612959414,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,wLD,240,0.09451301788152906,0.06562501932867881,0.09451301788152906,0.06562501932867881,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,wLW,240,0.05975039981337539,-0.03276113119815373,0.05975039981337539,0.03276113119815373,diagnostic_target_only
all,nlslite_Bx_line_to_line_width_spread,wWD,240,0.03011300495066982,0.045773218784027285,0.03011300495066982,0.045773218784027285,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,D_m,240,-0.06278097696366315,-0.06569019561330612,0.06278097696366315,0.06569019561330612,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,L_m,240,-0.16608310948502455,-0.17038698879322645,0.16608310948502455,0.17038698879322645,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,W_m,240,-0.11776537084530406,-0.11006327832225227,0.11776537084530406,0.11006327832225227,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,profile_depth_energy,240,-0.07653535811392666,-0.09208927238320108,0.07653535811392666,0.09208927238320108,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,profile_grid_max_abs_depth_m,240,-0.06278097695553325,-0.06569019561330612,0.06278097695553325,0.06569019561330612,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,profile_grid_mean_abs_depth_m,240,-0.026953190734432836,-0.03678883313946421,0.026953190734432836,0.03678883313946421,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,profile_max_abs_depth_m,240,-0.06305385958981831,-0.06338738519765966,0.06305385958981831,0.06338738519765966,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,profile_mean_abs_depth_m,240,-0.08966873125140777,-0.12569315439504156,0.08966873125140777,0.12569315439504156,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,projected_mask_area_px,240,-0.12412588281625721,-0.13702773556095402,0.12412588281625721,0.13702773556095402,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,wLD,240,0.07988252532544253,0.08098104806780158,0.07988252532544253,0.08098104806780158,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,wLW,240,0.07577018646422036,0.0948525817346823,0.07577018646422036,0.0948525817346823,diagnostic_target_only
all,nlslite_Bx_outer_abs_peak_asymmetry,wWD,240,0.040417102966027095,0.043645361668655465,0.040417102966027095,0.043645361668655465,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,D_m,240,-0.13627516497672482,-0.16330938224335628,0.13627516497672482,0.16330938224335628,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,L_m,240,-0.26772428965562706,-0.1951126830846895,0.26772428965562706,0.1951126830846895,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,W_m,240,-0.1574801527614102,-0.090774513314889,0.1574801527614102,0.090774513314889,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,profile_depth_energy,240,-0.10688986415800354,-0.14888203441807393,0.10688986415800354,0.14888203441807393,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,profile_grid_max_abs_depth_m,240,-0.13627516430443068,-0.16330938224335628,0.13627516430443068,0.16330938224335628,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,profile_grid_mean_abs_depth_m,240,-0.09502132137629475,-0.1179492841620955,0.09502132137629475,0.1179492841620955,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,profile_max_abs_depth_m,240,-0.1365876699878477,-0.15974046552933135,0.1365876699878477,0.15974046552933135,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,profile_mean_abs_depth_m,240,-0.1335465903980359,-0.1379327614165655,0.1335465903980359,0.1379327614165655,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,projected_mask_area_px,240,-0.17418867847691932,-0.13155564570076872,0.17418867847691932,0.13155564570076872,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,wLD,240,0.07725965310209482,0.04489010281413409,0.07725965310209482,0.04489010281413409,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,wLW,240,0.14218693801911034,0.1128835647597227,0.14218693801911034,0.1128835647597227,diagnostic_target_only
all,nlslite_Bx_outer_peak_shift_m,wWD,240,0.18561791828270113,0.14567673807813789,0.18561791828270113,0.14567673807813789,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,D_m,240,-0.6649574175336275,-0.6972392527821455,0.6649574175336275,0.6972392527821455,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,L_m,240,-0.780572142995028,-0.7951295779200711,0.780572142995028,0.7951295779200711,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,W_m,240,-0.5769649981765037,-0.6050790177212396,0.5769649981765037,0.6050790177212396,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,profile_depth_energy,240,-0.5737277211602907,-0.7975997847184845,0.5737277211602907,0.7975997847184845,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,profile_grid_max_abs_depth_m,240,-0.6649574197221038,-0.6972392527821455,0.6649574197221038,0.6972392527821455,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,profile_grid_mean_abs_depth_m,240,-0.6631881930269649,-0.6886447681383356,0.6631881930269649,0.6886447681383356,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,profile_max_abs_depth_m,240,-0.6659914418898674,-0.6983671591520685,0.6659914418898674,0.6983671591520685,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,profile_mean_abs_depth_m,240,-0.636920505923761,-0.8232634247122343,0.636920505923761,0.8232634247122343,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,projected_mask_area_px,240,-0.6546151756823593,-0.7350814232620286,0.6546151756823593,0.7350814232620286,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,wLD,240,-0.08911935727266575,-0.09672128311521187,0.08911935727266575,0.09672128311521187,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,wLW,240,-0.12381326818685569,-0.13343347909805697,0.12381326818685569,0.13343347909805697,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak,wWD,240,-0.11445306174232857,-0.10870084084964432,0.11445306174232857,0.10870084084964432,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,D_m,240,0.08520300599464352,0.14383905723843166,0.08520300599464352,0.14383905723843166,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,L_m,240,0.2990695858287209,0.4456581723154306,0.2990695858287209,0.4456581723154306,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,W_m,240,0.26519822215538297,0.36086092717978513,0.26519822215538297,0.36086092717978513,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,profile_depth_energy,240,0.11467392149673043,0.26771285149361906,0.11467392149673043,0.26771285149361906,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,profile_grid_max_abs_depth_m,240,0.08520300533414213,0.14383905723843166,0.08520300533414213,0.14383905723843166,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,profile_grid_mean_abs_depth_m,240,0.08084398061322146,0.1334561827649404,0.08084398061322146,0.1334561827649404,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,profile_max_abs_depth_m,240,0.0859623614821884,0.1452602987683445,0.0859623614821884,0.1452602987683445,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,profile_mean_abs_depth_m,240,0.17675403155271036,0.3709328133515609,0.17675403155271036,0.3709328133515609,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,projected_mask_area_px,240,0.2771867143455093,0.4296015229091444,0.2771867143455093,0.4296015229091444,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,wLD,240,0.02810980712474142,0.029683662607669452,0.02810980712474142,0.029683662607669452,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,wLW,240,0.0412351543926348,0.05498107730305365,0.0412351543926348,0.05498107730305365,diagnostic_target_only
all,nlslite_Bx_y0_abs_peak_position_m,wWD,240,0.04314034710335007,0.03239879604105362,0.04314034710335007,0.03239879604105362,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,D_m,240,-0.18957435883931442,-0.20021618971642638,0.18957435883931442,0.20021618971642638,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,L_m,240,-0.3155972314344894,-0.30416832460133786,0.3155972314344894,0.30416832460133786,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,W_m,240,-0.26944550884890056,-0.23968324049207915,0.26944550884890056,0.23968324049207915,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,profile_depth_energy,240,-0.2067847611008429,-0.24624993489470295,0.2067847611008429,0.24624993489470295,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,profile_grid_max_abs_depth_m,240,-0.18957436121693344,-0.20021618971642638,0.18957436121693344,0.20021618971642638,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,profile_grid_mean_abs_depth_m,240,-0.17597751737499656,-0.16924946613656483,0.17597751737499656,0.16924946613656483,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,profile_max_abs_depth_m,240,-0.19002947280182322,-0.200253476622858,0.19002947280182322,0.200253476622858,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,profile_mean_abs_depth_m,240,-0.24387118418050613,-0.26137780169794606,0.24387118418050613,0.26137780169794606,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,projected_mask_area_px,240,-0.29121503880076993,-0.27686525245557314,0.29121503880076993,0.27686525245557314,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,wLD,240,0.042930274294630436,0.0079902370427091,0.042930274294630436,0.0079902370427091,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,wLW,240,0.03966765447620173,0.006898472760360371,0.03966765447620173,0.006898472760360371,diagnostic_target_only
all,nlslite_Bx_y0_decay_proxy,wWD,240,0.03487647178251805,0.04878583088255305,0.03487647178251805,0.04878583088255305,diagnostic_target_only
all,nlslite_Bx_y0_energy,D_m,240,-0.15875477455483783,-0.1564131701521727,0.15875477455483783,0.1564131701521727,diagnostic_target_only
all,nlslite_Bx_y0_energy,L_m,240,0.3620711535046444,0.3392185827365145,0.3620711535046444,0.3392185827365145,diagnostic_target_only
all,nlslite_Bx_y0_energy,W_m,240,0.36228575359480153,0.27255194173821057,0.36228575359480153,0.27255194173821057,diagnostic_target_only
all,nlslite_Bx_y0_energy,profile_depth_energy,240,0.10496247892297404,-0.05611989791489435,0.10496247892297404,0.05611989791489435,diagnostic_target_only
all,nlslite_Bx_y0_energy,profile_grid_max_abs_depth_m,240,-0.1587547791981816,-0.1564131701521727,0.1587547791981816,0.1564131701521727,diagnostic_target_only
all,nlslite_Bx_y0_energy,profile_grid_mean_abs_depth_m,240,-0.23040666743631985,-0.2636825292105765,0.23040666743631985,0.2636825292105765,diagnostic_target_only
all,nlslite_Bx_y0_energy,profile_max_abs_depth_m,240,-0.1575324695095073,-0.16432403340335766,0.1575324695095073,0.16432403340335766,diagnostic_target_only
all,nlslite_Bx_y0_energy,profile_mean_abs_depth_m,240,0.15676211518720204,0.06131096025972672,0.15676211518720204,0.06131096025972672,diagnostic_target_only
all,nlslite_Bx_y0_energy,projected_mask_area_px,240,0.34167134517252606,0.30158203894100843,0.34167134517252606,0.30158203894100843,diagnostic_target_only
all,nlslite_Bx_y0_energy,wLD,240,-0.2917894459963392,-0.36746849892254324,0.2917894459963392,0.36746849892254324,diagnostic_target_only
all,nlslite_Bx_y0_energy,wLW,240,-0.32049448663831454,-0.2812510356451195,0.32049448663831454,0.2812510356451195,diagnostic_target_only
all,nlslite_Bx_y0_energy,wWD,240,-0.295604205518545,-0.36086861441229834,0.295604205518545,0.36086861441229834,diagnostic_target_only
all,nlslite_Bx_y0_fallback_used,D_m,240,0.0,0.0,0.0,0.0,diagnostic_target_only
all,nlslite_Bx_y0_fallback_used,L_m,240,0.0,0.0,0.0,0.0,diagnostic_target_only
all,nlslite_Bx_y0_fallback_used,W_m,240,0.0,0.0,0.0,0.0,diagnostic_target_only
all,nlslite_Bx_y0_fallback_used,profile_depth_energy,240,0.0,0.0,0.0,0.0,diagnostic_target_only
all,nlslite_Bx_y0_fallback_used,profile_grid_max_abs_depth_m,240,0.0,0.0,0.0,0.0,diagnostic_target_only
all,nlslite_Bx_y0_fallback_used,profile_grid_mean_abs_depth_m,240,0.0,0.0,0.0,0.0,diagnostic_target_only
all,nlslite_Bx_y0_fallback_used,profile_max_abs_depth_m,240,0.0,0.0,0.0,0.0,diagnostic_target_only
