perturbation_name,metric,reference_candidate,current_candidate,current_seed,reference_value,current_value,delta,improved
gain_scaling_0.9x,projected_mask_dice,A0_reference_20_77,A2_axis_gain_aug,123,0.7988628269150099,0.8560563367532544,0.05719350983824456,True
gain_scaling_1.1x,profile_depth_rmse_m,A0_reference_20_77,A2_axis_gain_aug,123,0.000515171636951168,0.0005358521298032242,2.0680492852056284e-05,False
gain_scaling_1.1x,profile_rmse_degradation_pct_vs_20_85,A0_reference_20_77,A2_axis_gain_aug,123,32.86625649632818,38.19989575491229,5.333639258584114,False
gain_scaling_1.1x,er_like_profile_error,A0_reference_20_77,A2_axis_gain_aug,123,0.33907005668450624,0.5611586003349378,0.22208854365043157,False
gain_scaling_1.1x,L_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,1.9619327191358957,1.9580165522220807,-0.003916166913815022,True
gain_scaling_1.1x,W_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,2.15519942343235,1.8832619557013879,-0.2719374677309623,True
gain_scaling_1.1x,D_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,1.055545179436031,1.0783825025726588,0.022837323136627674,False
gain_scaling_1.1x,curvature_mae_mean,A0_reference_20_77,A2_axis_gain_aug,123,0.2069866524483913,0.2071392318377128,0.0001525793893215055,False
gain_scaling_1.1x,projected_mask_iou,A0_reference_20_77,A2_axis_gain_aug,123,0.759867032000056,0.7641791262827281,0.0043120942826720965,True
gain_scaling_1.1x,projected_mask_dice,A0_reference_20_77,A2_axis_gain_aug,123,0.8573738514655966,0.8601547335082079,0.002780882042611288,True
gain_scaling_1.2x,profile_depth_rmse_m,A0_reference_20_77,A2_axis_gain_aug,123,0.0006578223581481068,0.0005380567613778672,-0.00011976559677023965,True
gain_scaling_1.2x,profile_rmse_degradation_pct_vs_20_85,A0_reference_20_77,A2_axis_gain_aug,123,69.65684423929284,38.768485178837004,-30.888359060455834,True
gain_scaling_1.2x,er_like_profile_error,A0_reference_20_77,A2_axis_gain_aug,123,0.4190882003078094,0.5612337306046333,0.14214553029682392,False
gain_scaling_1.2x,L_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,2.3849799590997205,2.0023575035425334,-0.3826224555571871,True
gain_scaling_1.2x,W_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,2.2446021324931045,1.8358271607221701,-0.40877497177093436,True
gain_scaling_1.2x,D_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,1.36649873931534,1.0924805452426274,-0.27401819407271266,True
gain_scaling_1.2x,curvature_mae_mean,A0_reference_20_77,A2_axis_gain_aug,123,0.2120448282131782,0.20325794930641466,-0.008786878906763523,True
gain_scaling_1.2x,projected_mask_iou,A0_reference_20_77,A2_axis_gain_aug,123,0.7513545548711804,0.7646026541114701,0.01324809924028969,True
gain_scaling_1.2x,projected_mask_dice,A0_reference_20_77,A2_axis_gain_aug,123,0.8518401637279146,0.8606121599145103,0.008771996186595743,True
channel_attenuation_Bx_50pct,profile_depth_rmse_m,A0_reference_20_77,A2_axis_gain_aug,123,0.000936685029256086,0.0006175834324751169,-0.00031910159678096906,True
channel_attenuation_Bx_50pct,profile_rmse_degradation_pct_vs_20_85,A0_reference_20_77,A2_axis_gain_aug,123,141.57741697493046,59.27895260837035,-82.2984643665601,True
channel_attenuation_Bx_50pct,er_like_profile_error,A0_reference_20_77,A2_axis_gain_aug,123,1.2769372562567394,0.7047570584676205,-0.5721801977891189,True
channel_attenuation_Bx_50pct,L_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,5.0586250726229105,3.172282569301434,-1.8863425033214765,True
channel_attenuation_Bx_50pct,W_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,3.3769384370400357,2.2912199726471534,-1.0857184643928823,True
channel_attenuation_Bx_50pct,D_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,1.9045452185166187,1.289759364647743,-0.6147858538688757,True
channel_attenuation_Bx_50pct,curvature_mae_mean,A0_reference_20_77,A2_axis_gain_aug,123,0.20478618144989014,0.21493596459428468,0.010149783144394547,False
channel_attenuation_Bx_50pct,projected_mask_iou,A0_reference_20_77,A2_axis_gain_aug,123,0.5905206740022388,0.704084636214173,0.11356396221193421,True
channel_attenuation_Bx_50pct,projected_mask_dice,A0_reference_20_77,A2_axis_gain_aug,123,0.7205879549056539,0.81907997220848,0.09849201730282608,True
combined_light,profile_depth_rmse_m,A0_reference_20_77,A2_axis_gain_aug,123,0.0005319866058692777,0.0005107015525796809,-2.1285053289596813e-05,True
combined_light,profile_rmse_degradation_pct_vs_20_85,A0_reference_20_77,A2_axis_gain_aug,123,37.20295093562847,31.713391443086667,-5.4895594925418045,True
combined_light,er_like_profile_error,A0_reference_20_77,A2_axis_gain_aug,123,0.3474631775648166,0.5308028663962315,0.18333968883141494,False
combined_light,L_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,2.077770423812744,1.9564334784562771,-0.121336945356467,True
combined_light,W_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,2.1984783271566415,1.989348488358351,-0.2091298387982905,True
combined_light,D_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,1.0924633669738586,1.0496909782672539,-0.042772388706604714,True
combined_light,curvature_mae_mean,A0_reference_20_77,A2_axis_gain_aug,123,0.20671102557426843,0.20215079806840572,-0.004560227505862713,True
combined_light,projected_mask_iou,A0_reference_20_77,A2_axis_gain_aug,123,0.7519195396947941,0.7633067593335482,0.01138721963875411,True
combined_light,projected_mask_dice,A0_reference_20_77,A2_axis_gain_aug,123,0.8516548982497408,0.8594181742608461,0.007763276011105269,True
combined_hard,profile_depth_rmse_m,A0_reference_20_77,A2_axis_gain_aug,123,0.0006235474201952083,0.00048522307597755943,-0.00013832434421764885,True
combined_hard,profile_rmse_degradation_pct_vs_20_85,A0_reference_20_77,A2_axis_gain_aug,123,60.81710545942438,25.14231965934627,-35.67478580007811,True
combined_hard,er_like_profile_error,A0_reference_20_77,A2_axis_gain_aug,123,0.3971616600950559,0.46931653204732215,0.07215487195226628,False
combined_hard,L_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,2.558661324091447,1.6994811007991815,-0.8591802232922654,True
combined_hard,W_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,2.3494237753061147,2.3500995641717544,0.0006757888656396815,False
combined_hard,D_mae_mm,A0_reference_20_77,A2_axis_gain_aug,123,1.297625676752665,1.0005589126585386,-0.29706676409412647,True
combined_hard,curvature_mae_mean,A0_reference_20_77,A2_axis_gain_aug,123,0.2079429583480725,0.2143265644613749,0.006383606113302409,False
combined_hard,projected_mask_iou,A0_reference_20_77,A2_axis_gain_aug,123,0.7380086119979609,0.7547770937125587,0.016768481714597883,True
combined_hard,projected_mask_dice,A0_reference_20_77,A2_axis_gain_aug,123,0.8419964626359316,0.853837403918034,0.011840941282102335,True
