group_type,split,source_defect_type,variant_type,residual_method,height_m,base_count,row_count,pair_count,ordering_accuracy,mismatch_rate,expected_rank_ordering_accuracy,expected_rank_pair_count,residual_error_correlation,spearman_residual_error,kendall_residual_error,mean_residual,mean_quality_error
split_source_defect_type,train,rectangular_notch,all,single_height_0p008,0.008,4.0,32.0,112.0,0.38392857142857145,0.6160714285714286,0.65625,96.0,-0.08601493982512808,-0.2742617187535081,-0.21224489795918366,0.4350415249083378,0.8389928431274803
split_source_defect_type,train,rotated_rect,all,single_height_0p008,0.008,4.0,32.0,112.0,0.48214285714285715,0.5178571428571428,0.6875,96.0,-0.08641435797453037,-0.20365111059682908,-0.1510204081632653,0.3386488497020461,0.6303067355804888
split_source_defect_type,val,rectangular_notch,all,single_height_0p008,0.008,1.0,8.0,28.0,0.42857142857142855,0.5714285714285714,0.7916666666666666,24.0,-0.5604842646692066,-0.261904761904762,-0.14285714285714285,0.5736033393274755,0.5540238151522947
split_source_defect_type,val,rotated_rect,all,single_height_0p008,0.008,1.0,8.0,28.0,0.6785714285714286,0.3214285714285714,0.5833333333333334,24.0,0.7921666419469974,0.523809523809524,0.35714285714285715,0.3436587825472631,0.8585436005274472
split_source_defect_type,test,rectangular_notch,all,single_height_0p008,0.008,1.0,8.0,28.0,0.42857142857142855,0.5714285714285714,0.7916666666666666,24.0,-0.9392469719649057,-0.19047619047619052,-0.14285714285714285,0.585762522855926,0.4277062666270909
split_source_defect_type,test,rotated_rect,all,single_height_0p008,0.008,1.0,8.0,27.0,0.5555555555555556,0.4444444444444444,0.9565217391304348,23.0,-0.45532844436239356,0.13173888881045848,0.1111111111111111,0.2919846136301656,0.3920886573751481
variant_mean,all,all,centerline_offset_small,multi_height_mean_per_height_nrmse,all,12,12,,,,,,-0.2324643738664477,,,0.40429758299103963,0.6624013365533167
variant_mean,all,all,half_width_expand_local,multi_height_mean_per_height_nrmse,all,12,12,,,,,,-0.24330457498767485,,,0.39573258595948396,0.652310122605457
variant_mean,all,all,half_width_shrink_local,multi_height_mean_per_height_nrmse,all,12,12,,,,,,-0.03364776367017397,,,0.4117388382705352,0.6561173557316589
variant_mean,all,all,mixed_profile_perturbation,multi_height_mean_per_height_nrmse,all,12,12,,,,,,-0.23086440775313757,,,0.42275044066591344,0.7480113825561002
variant_mean,all,all,profile_extracted_reference,multi_height_mean_per_height_nrmse,all,12,12,,,,,,0.04696938501378156,,,0.40258229661743367,0.6418838641695844
variant_mean,all,all,roughness_noise,multi_height_mean_per_height_nrmse,all,12,12,,,,,,0.015972497254219106,,,0.4068795920044603,0.6466644213057745
variant_mean,all,all,smooth_global_width_scale,multi_height_mean_per_height_nrmse,all,12,12,,,,,,-0.223724090978919,,,0.40376724501238326,0.6486994271389263
variant_mean,all,all,true_reference,multi_height_mean_per_height_nrmse,all,12,12,,,,,,nan,,,0.0,0.750285859615087
variant_mean,all,all,centerline_offset_small,multi_height_raw_concat_nrmse,all,12,12,,,,,,-0.1496788840829072,,,0.4211456307652097,0.6624013365533167
variant_mean,all,all,half_width_expand_local,multi_height_raw_concat_nrmse,all,12,12,,,,,,-0.2060903343781422,,,0.4172269781507915,0.652310122605457
variant_mean,all,all,half_width_shrink_local,multi_height_raw_concat_nrmse,all,12,12,,,,,,-0.07532982317916986,,,0.4311473608240332,0.6561173557316589
variant_mean,all,all,mixed_profile_perturbation,multi_height_raw_concat_nrmse,all,12,12,,,,,,-0.23059850356669978,,,0.43927304793058636,0.7480113825561002
variant_mean,all,all,profile_extracted_reference,multi_height_raw_concat_nrmse,all,12,12,,,,,,-0.038923462171885574,,,0.4209277986243165,0.6418838641695844
variant_mean,all,all,roughness_noise,multi_height_raw_concat_nrmse,all,12,12,,,,,,-0.02032568817110639,,,0.4180745577938219,0.6466644213057745
variant_mean,all,all,smooth_global_width_scale,multi_height_raw_concat_nrmse,all,12,12,,,,,,-0.17920470793296334,,,0.42790471899082627,0.6486994271389263
variant_mean,all,all,true_reference,multi_height_raw_concat_nrmse,all,12,12,,,,,,nan,,,0.0,0.750285859615087
variant_mean,all,all,centerline_offset_small,multi_height_trainstd_normalized,all,12,12,,,,,,-0.18839989039190727,,,0.4418241095211508,0.6624013365533167
variant_mean,all,all,half_width_expand_local,multi_height_trainstd_normalized,all,12,12,,,,,,-0.27500361718061,,,0.4329079919685004,0.652310122605457
variant_mean,all,all,half_width_shrink_local,multi_height_trainstd_normalized,all,12,12,,,,,,-0.08214967803480955,,,0.4502257269132637,0.6561173557316589
variant_mean,all,all,mixed_profile_perturbation,multi_height_trainstd_normalized,all,12,12,,,,,,-0.24553681951858708,,,0.4594915310197611,0.7480113825561002
variant_mean,all,all,profile_extracted_reference,multi_height_trainstd_normalized,all,12,12,,,,,,-0.10098627796919156,,,0.436776214150232,0.6418838641695844
variant_mean,all,all,roughness_noise,multi_height_trainstd_normalized,all,12,12,,,,,,-0.0983108224387736,,,0.4388560602806897,0.6466644213057745
variant_mean,all,all,smooth_global_width_scale,multi_height_trainstd_normalized,all,12,12,,,,,,-0.2130733386402854,,,0.4443113208941039,0.6486994271389263
variant_mean,all,all,true_reference,multi_height_trainstd_normalized,all,12,12,,,,,,nan,,,0.0,0.750285859615087
variant_mean,all,all,centerline_offset_small,per_height,0.004,12,12,,,,,,-0.4589190860837318,,,0.3667328492568019,0.6624013365533167
variant_mean,all,all,half_width_expand_local,per_height,0.004,12,12,,,,,,0.023688911731074888,,,0.35986759340321234,0.652310122605457
variant_mean,all,all,half_width_shrink_local,per_height,0.004,12,12,,,,,,-0.031790177193307824,,,0.3791934708570843,0.6561173557316589
variant_mean,all,all,mixed_profile_perturbation,per_height,0.004,12,12,,,,,,-0.055795385283597405,,,0.3813172959290754,0.7480113825561002
variant_mean,all,all,profile_extracted_reference,per_height,0.004,12,12,,,,,,0.07142684545748179,,,0.3707342264449979,0.6418838641695844
variant_mean,all,all,roughness_noise,per_height,0.004,12,12,,,,,,0.3820792509632806,,,0.36438415023927745,0.6466644213057745
variant_mean,all,all,smooth_global_width_scale,per_height,0.004,12,12,,,,,,-0.33156417614878003,,,0.37544885684440626,0.6486994271389263
variant_mean,all,all,true_reference,per_height,0.004,12,12,,,,,,nan,,,0.0,0.750285859615087
variant_mean,all,all,centerline_offset_small,per_height,0.012,12,12,,,,,,-0.41096714769567855,,,0.3808734772387437,0.6624013365533167
variant_mean,all,all,half_width_expand_local,per_height,0.012,12,12,,,,,,-0.02726408798690846,,,0.36036122858222636,0.652310122605457
variant_mean,all,all,half_width_shrink_local,per_height,0.012,12,12,,,,,,0.12265406951293945,,,0.3919979132390257,0.6561173557316589
variant_mean,all,all,mixed_profile_perturbation,per_height,0.012,12,12,,,,,,-0.11002088732493999,,,0.40683482429693446,0.7480113825561002
variant_mean,all,all,profile_extracted_reference,per_height,0.012,12,12,,,,,,0.28290581804521747,,,0.37732402366613327,0.6418838641695844
variant_mean,all,all,roughness_noise,per_height,0.012,12,12,,,,,,0.008641801489549215,,,0.38581069265582996,0.6466644213057745
variant_mean,all,all,smooth_global_width_scale,per_height,0.012,12,12,,,,,,-0.3024719530277555,,,0.3825179707084219,0.6486994271389263
variant_mean,all,all,true_reference,per_height,0.012,12,12,,,,,,nan,,,0.0,0.750285859615087
variant_mean,all,all,centerline_offset_small,single_height_0p008,0.008,12,12,,,,,,-0.02508188478237496,,,0.4652864224775733,0.6624013365533167
variant_mean,all,all,half_width_expand_local,single_height_0p008,0.008,12,12,,,,,,-0.23805389829507662,,,0.4669689358930129,0.652310122605457
variant_mean,all,all,half_width_shrink_local,single_height_0p008,0.008,12,12,,,,,,-0.07458694494313933,,,0.4640251307154956,0.6561173557316589
variant_mean,all,all,mixed_profile_perturbation,single_height_0p008,0.008,12,12,,,,,,-0.2244298864808958,,,0.48009920177173043,0.7480113825561002
variant_mean,all,all,profile_extracted_reference,single_height_0p008,0.008,12,12,,,,,,-0.06754736985257528,,,0.45968863974116975,0.6418838641695844
variant_mean,all,all,roughness_noise,single_height_0p008,0.008,12,12,,,,,,-0.10717789888188162,,,0.4704439331182734,0.6466644213057745
variant_mean,all,all,smooth_global_width_scale,single_height_0p008,0.008,12,12,,,,,,-0.043005909567603084,,,0.45333490748432165,0.6486994271389263
variant_mean,all,all,true_reference,single_height_0p008,0.008,12,12,,,,,,nan,,,0.0,0.750285859615087
