sample_index,defect_type,area_bin,num_defects,complexity_level,mse,mae,iou,dice,area_error,center_error,pred_area,true_area,pred_center_x,pred_center_y,true_center_x,true_center_y,pred_area_gt_true
13,polygon,medium,1.0,2.0,23782.056640625,42.1268310546875,0.19590268886043533,0.32762312633832974,0.8738461538461538,1.4185988903045654,9.273653428735273,4.948994030113241,-1.807188630104065,5.636496067047119,-1.8565906286239624,7.054234504699707,True
14,multi_defect,large,3.0,3.0,52935.69140625,75.65834045410156,0.313758389261745,0.4776500638569604,0.13157894736842105,1.5072041749954224,18.988909401696034,16.78089668056859,2.5172977447509766,5.371031761169434,2.813842296600342,3.8932883739471436,True
15,multi_defect,large,3.0,3.0,51445.390625,80.14685821533203,0.41368788142981694,0.5852605612087574,0.08446544595392794,1.3714025020599365,23.602894605155456,25.78045197840528,0.3274761438369751,5.215118885040283,1.500280499458313,5.92594575881958,False
16,rect,large,1.0,1.0,39011.10546875,59.123023986816406,0.07119741100323625,0.13293051359516617,0.13548387096774195,2.17024564743042,10.72028245292222,9.441157842062182,-2.8302736282348633,5.250660419464111,-2.788944721221924,3.080808162689209,True
17,rect,medium,1.0,1.0,23256.5390625,46.71906661987305,0.32684824902723736,0.49266862170087977,2.0595238095238093,0.9052668809890747,15.65404880909665,5.11649844344015,-1.05923593044281,4.9961676597595215,-1.0552762746810913,4.090909481048584,True
18,polygon,large,1.0,2.0,22022.7265625,41.57332992553711,0.5191555903049258,0.6834791559444159,0.34378769601930037,0.2122393697500229,16.963628767834308,12.623741695273466,-4.214880466461182,5.837277412414551,-4.1099042892456055,6.021737575531006,True
19,polygon,medium,1.0,2.0,10323.837890625,24.73639678955078,0.3141592920353982,0.4781144781144781,2.0135135135135136,0.2782730758190155,6.791542576709247,2.2536957429438758,-0.9636749029159546,4.2705078125,-0.6865407824516296,4.295659065246582,True
20,multi_defect,large,2.0,3.0,49829.05078125,74.22445678710938,0.3171247357293869,0.48154093097913325,0.23097582811101164,1.5664831399917603,20.93805166586371,17.009311789650738,0.6892462968826294,4.768411159515381,1.5213714838027954,6.095602512359619,True
21,polygon,small,1.0,2.0,6320.5439453125,18.864246368408203,0.0,0.0,2.9210526315789473,1.428282618522644,2.2689234168826857,0.5786516096747789,-3.165323257446289,4.657310962677002,-3.6537952423095703,5.9994683265686035,True
22,polygon,large,1.0,2.0,30600.38671875,56.51292419433594,0.26445578231292516,0.4182918628110289,0.1964549483013294,0.6625422239303589,12.334415890436077,10.30913525657435,-5.4256463050842285,4.798727989196777,-4.879456520080566,5.173746585845947,True
23,multi_defect,large,2.0,3.0,24460.56640625,46.78781509399414,0.267,0.4214680347277032,0.2911392405063291,0.16707651317119598,10.87255919231032,8.420903688161914,1.1055275201797485,4.851031303405762,1.0311503410339355,5.00063943862915,True
24,ellipse,large,1.0,1.0,45586.7734375,79.7380142211914,0.4247941048981361,0.5962884088834803,0.0018270401948842874,0.6377584338188171,25.049523629342403,25.003840607525973,7.732569217681885,4.81618595123291,7.763543605804443,5.453191757202148,True
25,multi_defect,large,3.0,3.0,60497.08984375,102.50067138671875,0.255470737913486,0.40697203080664773,0.3759052007899934,3.479473114013672,14.435834893991853,23.130836713052346,-6.696138858795166,4.559412479400635,-3.443368673324585,5.794814586639404,False
26,rotated_rect,large,1.0,2.0,28794.189453125,47.78028869628906,0.4253181513730743,0.5968045112781954,0.05662100456621005,1.3935625553131104,15.7301871787907,16.67430296299692,-4.468105316162109,6.010736465454102,-4.479727268218994,4.617222309112549,False
27,ellipse,medium,1.0,1.0,21584.234375,44.255615234375,0.24597701149425288,0.3948339483394834,1.4855305466237942,1.4069654941558838,11.770991954700108,4.735806594969901,2.3643767833709717,4.709449291229248,2.4152109622955322,6.1154961585998535,True
28,multi_defect,large,2.0,3.0,49880.65234375,78.80792236328125,0.2536534446764092,0.40466278101582015,0.6052060737527115,1.1568670272827148,22.536957429438758,14.039915371582794,6.309248924255371,4.773000240325928,6.388232231140137,5.927167892456055,True
29,polygon,small,1.0,2.0,6049.8154296875,16.578060150146484,0.0,0.0,0.1095890410958904,2.5249249935150146,1.2334415890436077,1.111620197533128,2.1375396251678467,4.562913417816162,1.5312867164611816,7.013975143432617,True
30,triangle,medium,1.0,1.0,34159.84375,64.10751342773438,0.30092264017033354,0.46262956901254776,2.0285714285714285,0.8888522386550903,20.98373468768014,6.928591642158537,7.042652130126953,4.572795867919922,7.194267749786377,3.696969985961914,True
31,multi_defect,large,2.0,3.0,50425.51171875,78.40401458740234,0.4312796208530806,0.6026490066225165,0.16868798235942667,1.4045742750167847,22.963332299725437,27.623000525001288,0.030290719121694565,5.051309108734131,-1.0049974918365479,6.000523090362549,False
32,multi_defect,large,3.0,3.0,54978.77734375,88.30790710449219,0.33493743984600577,0.501802451333814,0.08689655172413793,1.383175253868103,20.161440294984402,22.08012721127446,-3.4089252948760986,5.209268093109131,-2.715855121612549,4.012260437011719,False
33,polygon,small,1.0,2.0,7745.4462890625,19.450942993164062,0.17279411764705882,0.2946708463949843,1.3229166666666667,0.7653740644454956,3.3957712883546236,1.4618566981257572,-0.9900398850440979,4.033156394958496,-1.1369346380233765,4.7843017578125,True
34,rect,large,1.0,1.0,28834.07421875,54.98265075683594,0.3704545454545455,0.5406301824212272,0.4445945945945946,1.7969979047775269,16.27838344058786,11.268478714719379,-6.166167736053467,4.9783148765563965,-6.331658363342285,6.76767635345459,True
35,polygon,small,1.0,2.0,8631.37890625,23.61282730102539,0.0,0.0,1.0161290322580645,1.2696318626403809,1.9034592423512464,0.9441157842062182,-6.091055393218994,4.5890913009643555,-7.352893352508545,4.729554176330566,True
36,multi_defect,large,3.0,3.0,39838.12890625,72.97257232666016,0.43874797625472206,0.6099024756189048,0.34683098591549294,0.12349530309438705,23.298341126379256,17.298637594488127,-1.4592571258544922,4.979666233062744,-1.5818530321121216,4.964788913726807,True
37,multi_defect,large,3.0,3.0,61370.0546875,101.28927612304688,0.44295991778006166,0.613960113960114,0.2792207792207792,1.3121917247772217,35.99822119134677,28.140741438920827,2.348799705505371,4.884462356567383,1.0547869205474854,4.666797637939453,True
38,multi_defect,large,2.0,3.0,44819.30078125,69.92869567871094,0.3709594663930221,0.5411676646706587,0.5160075329566854,1.0404846668243408,24.516555041484054,16.17178972301619,5.808983325958252,4.425559997558594,6.130653381347656,5.415073394775391,True
39,triangle,large,1.0,1.0,35654.79296875,60.093448638916016,0.16768759571209801,0.2872131147540984,0.9497098646034816,2.260221481323242,15.349495330320451,7.872707426364755,-3.90583872795105,5.072249889373779,-3.8480117321014404,7.33173131942749,True
40,ellipse,large,1.0,1.0,58806.52734375,90.52590942382812,0.3949709864603482,0.5662784248474765,0.263653483992467,2.0665485858917236,30.653307638824472,24.257684584524284,7.0466718673706055,4.207047939300537,7.014213562011719,6.273341655731201,True
41,multi_defect,large,2.0,3.0,44368.14453125,73.65997314453125,0.2685576342788171,0.4234062797335871,0.5540704738760632,0.877149760723114,19.476194967737953,12.532375651640606,3.0860912799835205,4.921695232391357,2.570965528488159,5.631650924682617,True
42,multi_defect,large,2.0,3.0,40362.44921875,72.94032287597656,0.3846933603649265,0.5556368960468521,0.7457286432160805,1.228677749633789,26.45046963171292,15.151535569115921,0.12302444130182266,4.441595077514648,-0.024166027083992958,3.2217655181884766,True
43,circle,large,1.0,1.0,26365.37109375,50.54890060424805,0.4072727272727273,0.5788113695090439,0.1103515625,1.4491357803344727,13.872410958255884,15.59313811334141,3.02392840385437,4.85524845123291,2.99814510345459,6.304154872894287,False
44,polygon,large,1.0,2.0,38652.46484375,74.8917465209961,0.5712359550561797,0.727116704805492,0.2716049382716049,0.9621958136558533,29.800557898251114,23.435390191828546,-6.632202625274658,5.704876899719238,-7.218695640563965,6.467665672302246,True
45,ellipse,large,1.0,1.0,35253.29296875,59.65794372558594,0.3531093638313081,0.5219228737453777,0.08480176211453745,1.321958303451538,14.999258829727822,13.826727936439454,4.0768561363220215,5.343588352203369,4.213800430297852,6.6584343910217285,True
46,triangle,large,1.0,1.0,22431.576171875,50.236839294433594,0.4725036179450072,0.6417690417690418,1.0103550295857988,0.16685520112514496,20.69440888284275,10.29390758263554,6.768001556396484,4.597111701965332,6.849261283874512,4.742842674255371,True
47,triangle,large,1.0,1.0,56197.40234375,83.43287658691406,0.2546055739253661,0.4058734939759036,0.6586586586586587,2.452099323272705,25.232255716608122,15.212446264871161,-2.2506165504455566,4.783075332641602,-2.377729654312134,7.23187780380249,True
48,rotated_rect,large,1.0,2.0,19641.7890625,44.15995407104492,0.5458860759493671,0.706243602865916,0.11934552454282965,0.13253004848957062,13.933321654011124,15.82155322242356,2.9148199558258057,4.841529846191406,2.8873190879821777,4.971175193786621,False
49,rect,large,1.0,1.0,31975.673828125,65.36176300048828,0.3778337531486146,0.5484460694698354,1.6466666666666667,0.639914870262146,24.181546214830234,9.136604363285983,7.874795913696289,4.922397613525391,7.989950180053711,4.292929172515869,True
50,multi_defect,large,3.0,3.0,56487.15625,99.3122787475586,0.39171974522292996,0.562929061784897,0.2569399612653325,0.8558751940727234,29.648281158863014,23.587666931216646,-0.36263760924339294,4.982386589050293,-0.18233521282672882,4.145718574523926,True
51,circle,large,1.0,1.0,49179.125,83.71208953857422,0.44476744186046513,0.6156941649899397,0.5210144927536232,1.3680959939956665,31.96288759756213,21.01419003555776,0.3639565110206604,5.074085712432861,0.6788289546966553,3.7427172660827637,True
52,polygon,large,1.0,2.0,41792.71875,69.60073852539062,0.46392737697085523,0.6338120104438643,0.2138728323699422,1.1154760122299194,25.582492217200752,21.075100731313,-1.2892138957977295,5.20845365524292,-1.1783628463745117,4.098499298095703,True
53,polygon,medium,1.0,2.0,15241.6865234375,31.481260299682617,0.24048442906574394,0.3877266387726639,0.7159090909090909,1.087742805480957,6.898136294280917,4.020105919845832,3.5829811096191406,4.4040846824646,3.112722635269165,3.4232475757598877,True
54,rect,large,1.0,1.0,17179.505859375,40.501827239990234,0.5658844765342961,0.7227665706051873,0.4097222222222222,0.3887723982334137,15.456089047892121,10.96392523594318,3.224125385284424,4.925412178039551,3.3165829181671143,5.303030490875244,True
55,circle,large,1.0,1.0,13497.2734375,41.398067474365234,0.7888799355358582,0.881981981981982,0.19367588932806323,0.15732046961784363,18.395030118082445,15.410406026075691,6.647891998291016,4.78184175491333,6.727014064788818,4.6458659172058105,True
56,circle,large,1.0,1.0,32135.603515625,57.75224304199219,0.5451263537906137,0.705607476635514,0.0,1.3012276887893677,26.06977778324267,26.06977778324267,6.705372333526611,3.9556195735931396,6.781982421875,5.254590034484863,False
57,rotated_rect,medium,1.0,2.0,26187.826171875,41.570281982421875,0.0,0.0,0.15522388059701492,2.363492012023926,5.893109814319459,5.10127076950134,3.913559675216675,4.4256510734558105,4.055726528167725,6.784863471984863,True
58,rotated_rect,large,1.0,2.0,27007.96484375,46.560707092285156,0.23600746268656717,0.3818867924528302,0.6341948310139165,2.0487279891967773,12.517147977701796,7.659519991221416,0.09334995597600937,5.246257781982422,0.19376204907894135,3.1999919414520264,True
59,circle,large,1.0,1.0,68237.21875,95.92840576171875,0.38451312728481224,0.5554488718194911,0.30420353982300885,2.0578529834747314,35.90685514771391,27.531634481368428,3.9181277751922607,4.391411781311035,3.5395448207855225,6.4141411781311035,True
60,multi_defect,large,3.0,3.0,49737.140625,81.65541076660156,0.44860557768924303,0.6193619361936193,0.05191873589164785,0.12227748334407806,28.384384221941787,26.98343821957127,1.111647129058838,4.455770015716553,1.1083636283874512,4.578003406524658,True
61,multi_defect,large,3.0,3.0,61961.7734375,95.28337860107422,0.41328952172325667,0.5848617928183932,0.01079136690647482,1.1615498065948486,29.313272332209195,29.633053484924204,-0.06958167999982834,5.10675573348999,-1.198515772819519,4.833432197570801,False
62,triangle,large,1.0,1.0,51443.73828125,77.26297760009766,0.2942366026289181,0.4546875,0.41965973534971646,2.3165273666381836,22.871966256092577,16.11087902726095,-3.7601122856140137,5.325693607330322,-3.6465883255004883,7.639437675476074,True
63,rotated_rect,large,1.0,2.0,16099.3154296875,40.08414840698242,0.6907600596125186,0.8171000440722785,0.081651376146789,0.3156024217605591,17.953427573856956,16.59816459330287,3.8703055381774902,5.670016765594482,4.043243885040283,5.934019088745117,True
64,rotated_rect,medium,1.0,2.0,29266.998046875,55.052574157714844,0.2206896551724138,0.3615819209039548,0.9855421686746988,1.964254379272461,12.547603325579416,6.319484684606138,-7.245327949523926,5.7029032707214355,-7.371859073638916,3.7427284717559814,True
65,multi_defect,large,3.0,3.0,47520.5703125,81.67037963867188,0.3965827338129496,0.5679330328396651,0.21540656205420827,1.1989502906799316,25.94795639173219,21.34919886221158,1.7069501876831055,4.949317455291748,2.8944294452667236,5.114770889282227,True
66,circle,large,1.0,1.0,45003.62890625,79.82566833496094,0.5013456362937332,0.6678617157490397,0.13738368910782703,1.3179954290390015,31.64310644484712,27.820960286205818,-0.5631864666938782,5.284412860870361,-0.1306615173816681,4.039409160614014,True
67,rect,large,1.0,1.0,24506.486328125,48.98836898803711,0.49930555555555556,0.666049096804076,0.6588669950738916,0.89919513463974,20.51167679557703,12.364871238313697,-3.6212799549102783,5.229353904724121,-3.467336893081665,4.3434343338012695,True
68,multi_defect,large,2.0,3.0,28318.998046875,58.775394439697266,0.5473118279569893,0.7074357192494788,0.33225283630470015,0.49218451976776123,25.034295955403593,18.790949640491505,-3.4123170375823975,5.327361106872559,-2.9448294639587402,5.481312274932861,True
69,multi_defect,large,2.0,3.0,41505.4921875,71.62566375732422,0.3416666666666667,0.5093167701863354,0.9778051787916153,0.5421262979507446,24.425188997851194,12.349643564374887,-3.490645408630371,4.776820182800293,-3.1259567737579346,4.375692844390869,True
70,polygon,small,1.0,2.0,4218.54736328125,15.32399845123291,0.3401360544217687,0.5076142131979695,0.8970588235294118,0.1905001997947693,1.9643699381064863,1.035481827839078,2.9221689701080322,4.701275825500488,2.964085102081299,4.8871073722839355,True
71,multi_defect,large,3.0,3.0,54631.796875,91.637939453125,0.44694767441860467,0.6177800100452034,0.6214614878209348,0.6373430490493774,37.50576091128896,23.130836713052346,-0.16216892004013062,4.510717868804932,-0.7968906760215759,4.56846284866333,True
72,polygon,medium,1.0,2.0,15289.150390625,33.29714584350586,0.2911184210526316,0.45095541401273886,0.2622478386167147,0.7034637331962585,6.669721185198767,5.28400285676706,1.95394766330719,5.221161842346191,1.3053016662597656,4.948912620544434,True
73,ellipse,large,1.0,1.0,16579.03125,35.64970779418945,0.5342723004694836,0.6964504283965728,0.78839590443686,0.14944402873516083,15.95860228787285,8.923416928142643,-4.559725761413574,6.0358357429504395,-4.619857311248779,6.1726484298706055,True
74,polygon,small,1.0,2.0,6940.31982421875,21.227092742919922,0.17256637168141592,0.2943396226415094,1.3974358974358974,0.8824913501739502,2.8475750265574646,1.1877585672271778,6.527961254119873,5.52530574798584,6.652493000030518,4.651645183563232,True
75,triangle,large,1.0,1.0,38332.5078125,66.3694076538086,0.2166446499339498,0.3561346362649294,0.5163934426229508,2.234628438949585,16.902718072079068,11.146657323208899,1.2852098941802979,4.5695695877075195,1.5586127042770386,6.787409782409668,True
76,polygon,large,1.0,2.0,33344.96484375,61.66938781738281,0.3736111111111111,0.5439838220424671,0.7095890410958904,1.4088326692581177,19.004137075634844,11.116201975331279,-5.800758361816406,4.906112194061279,-5.9969024658203125,3.511000394821167,True
77,polygon,medium,1.0,2.0,24838.466796875,42.3047981262207,0.06831566548881036,0.1278941565600882,1.7479338842975207,1.9252111911773682,10.126403169308631,3.685097093192013,-0.9778593182563782,5.287917137145996,-2.826944589614868,5.823941230773926,True
78,circle,large,1.0,1.0,14044.5947265625,34.20017623901367,0.6784715750232991,0.8084397556912826,0.04026115342763874,0.28121310472488403,13.430808414030395,13.994232349766364,-1.0574983358383179,5.155409812927246,-1.0261591672897339,5.434871196746826,False
79,rotated_rect,large,1.0,2.0,12956.16796875,39.316322326660156,0.711824588880188,0.8316559926806953,0.19477911646586346,0.2673725187778473,18.120931987183866,15.166763243054731,-7.46699857711792,5.680078029632568,-7.703426837921143,5.80493688583374,True
80,multi_defect,large,3.0,3.0,37863.48828125,63.243019104003906,0.5305451127819549,0.6932760208781087,0.034353529044347283,1.7402355670928955,25.217028042669313,24.379505976034764,3.705848217010498,5.602157115936279,1.9808441400527954,5.831897735595703,True
81,multi_defect,large,3.0,3.0,68617.71875,96.96993255615234,0.31245043616177637,0.4761329305135952,0.2214765100671141,2.129854202270508,27.714366568634148,22.689234168826857,4.429924488067627,4.71861457824707,2.407102584838867,4.0519280433654785,True
82,multi_defect,large,2.0,3.0,38525.16796875,74.86095428466797,0.3963486454652532,0.5676929565584141,0.7097142857142857,0.18210221827030182,22.780600212459717,13.324214696458725,1.4566482305526733,4.76584005355835,1.5479397773742676,4.92340612411499,True
83,polygon,small,1.0,2.0,3552.7783203125,14.753889083862305,0.39568345323741005,0.5670103092783505,0.22988505747126436,0.15452028810977936,1.629361111452667,1.3248076326764675,-2.1112570762634277,4.381195068359375,-1.9918556213378906,4.479275703430176,True
84,polygon,medium,1.0,2.0,15144.177734375,29.657190322875977,0.30118694362017806,0.4629418472063854,0.649546827794562,1.14214289188385,8.314309970590244,5.0403600737461005,0.02126014605164528,4.844784736633301,0.1669222116470337,5.977601051330566,True
85,multi_defect,large,3.0,3.0,88721.9609375,122.64835357666016,0.21220527045769763,0.3501144164759725,0.8399675060926076,1.3857651948928833,34.490681471404585,18.745266618675075,0.913874089717865,5.121144771575928,0.2867506444454193,3.885401487350464,True
86,polygon,small,1.0,2.0,6561.85302734375,19.512056350708008,0.0136986301369863,0.02702702702702703,0.3870967741935484,1.155778408050537,1.3095799587376575,0.9441157842062182,-6.002103805541992,4.681700706481934,-6.808234691619873,5.509937763214111,True
87,rect,large,1.0,1.0,14487.5361328125,30.85897445678711,0.43711083437110837,0.608318890814558,0.2627450980392157,1.0617663860321045,9.806622016593622,7.766113708793085,0.26826679706573486,5.636802673339844,0.6783919930458069,6.616162300109863,True
88,multi_defect,large,2.0,3.0,54311.125,79.67922973632812,0.200836820083682,0.3344947735191638,0.23222222222222222,0.8112289309501648,16.887490398140258,13.704906544928974,2.9967920780181885,5.144228935241699,3.522613048553467,4.526487350463867,True
89,ellipse,medium,1.0,1.0,28633.19921875,53.80497360229492,0.23215898825654924,0.37683284457478006,1.1869158878504673,0.30579298734664917,14.253102806726133,6.517444445810668,-5.956384181976318,4.855930805206299,-6.224580764770508,5.002831935882568,True
90,ellipse,large,1.0,1.0,68949.6015625,110.1432113647461,0.3741749174917492,0.5445812068447914,0.005418422636965683,2.2161448001861572,25.430215477812652,25.293166412363362,-7.371588230133057,5.730175971984863,-7.55833625793457,3.521913528442383,True
91,ellipse,large,1.0,1.0,43331.1953125,69.59938049316406,0.19552715654952077,0.3270978086584714,0.5490463215258855,2.069469451904297,17.313865268426937,11.177112671086519,0.35752639174461365,4.795536994934082,0.6042473912239075,6.850246906280518,True
92,triangle,large,1.0,1.0,27804.916015625,51.55766296386719,0.23686723973256923,0.383011583011583,0.17647058823529413,1.964989423751831,10.65937175716698,9.060465993591933,-6.486935138702393,5.094372272491455,-6.807610034942627,7.033019065856934,True
93,polygon,medium,1.0,2.0,30541.9609375,54.319950103759766,0.099601593625498,0.18115942028985507,2.4696356275303644,1.8215187788009644,13.050116565560145,3.761235462886063,-2.6135637760162354,5.384297847747803,-2.4672961235046387,7.199934482574463,True
94,rotated_rect,large,1.0,2.0,18192.419921875,44.35718536376953,0.5411449016100179,0.702263493905978,0.5488165680473372,0.9108438491821289,15.94337461393404,10.29390758263554,-6.191919326782227,4.9672465324401855,-6.382503986358643,4.076564788818359,True
95,circle,large,1.0,1.0,16580.65234375,40.300811767578125,0.5691736304549675,0.7254437869822485,0.7569331158238173,0.24829989671707153,16.40020483209834,9.334564124490512,-1.1971417665481567,5.002954006195068,-1.0893373489379883,4.779277801513672,True
96,rotated_rect,large,1.0,2.0,22647.919921875,46.61029052734375,0.3914590747330961,0.5626598465473146,0.6418918918918919,1.3164291381835938,14.801299068523292,9.014782971775503,-3.793349504470825,4.719000339508057,-3.783613920211792,3.4026072025299072,True
97,multi_defect,large,3.0,3.0,53544.9453125,81.36454010009766,0.3104189044038668,0.4737704918032787,0.19793205317577547,2.3186886310577393,16.53725389754763,20.6182705131487,3.9849801063537598,4.965771675109863,1.6979284286499023,5.347492694854736,False
98,rotated_rect,large,1.0,2.0,35324.890625,60.338687896728516,0.2922971114167813,0.4523682810005322,1.558712121212121,1.1616649627685547,20.57258749133227,8.040211839691665,6.5967326164245605,4.22776985168457,6.961226940155029,5.330770015716553,True
99,multi_defect,large,3.0,3.0,39282.69921875,65.74283599853516,0.4670846394984326,0.6367521367521367,0.15337423312883436,0.5261449217796326,22.902421603970197,19.856886816208203,5.272773265838623,4.416773796081543,5.478928089141846,4.900848865509033,True
100,rect,large,1.0,1.0,23573.93359375,46.09010314941406,0.5496987951807228,0.7094266277939747,0.4735576923076923,0.9744267463684082,18.669128248981025,12.669424717089896,-1.8090451955795288,4.964325428009033,-1.8090453147888184,3.989898681640625,True
101,triangle,large,1.0,1.0,59870.0234375,87.54133605957031,0.2519362186788155,0.4024745269286754,0.6627906976744186,2.5093820095062256,26.13068847899791,15.71495950485189,3.729398488998413,4.679075241088867,3.751899242401123,7.188356399536133,True
102,rotated_rect,large,1.0,2.0,20177.56640625,48.41325759887695,0.6393237319974953,0.7799847211611918,0.5076628352490421,0.3232015073299408,23.968358779686895,15.89769159211761,7.541903018951416,4.610912322998047,7.676601409912109,4.317117214202881,True
103,multi_defect,large,3.0,3.0,71494.0,120.60818481445312,0.15716911764705882,0.2716441620333598,0.5460060667340748,0.9041096568107605,23.283113452440446,15.060169525483062,-0.6032615900039673,5.097607612609863,-1.4855115413665771,5.2952165603637695,True
104,polygon,small,1.0,2.0,7163.26953125,18.6810302734375,0.18861209964412812,0.31736526946107785,0.9557522123893806,0.6944766044616699,3.3653159404770037,1.7207271550855268,0.36392369866371155,4.347090721130371,0.4249121844768524,5.038884162902832,True
105,polygon,medium,1.0,2.0,26130.068359375,51.55223846435547,0.3132108486439195,0.4770153231179214,1.8388746803069054,1.1741801500320435,16.902718072079068,5.954020510074699,-0.7757706642150879,4.880061626434326,-0.444742888212204,6.006613731384277,True
106,polygon,small,1.0,2.0,5191.06982421875,16.445053100585938,0.09523809523809523,0.17391304347826086,0.0641025641025641,1.0396698713302612,1.2638969369212276,1.1877585672271778,1.846279263496399,4.590483665466309,1.4186315536499023,3.642838716506958,True
107,multi_defect,large,3.0,3.0,58138.82421875,87.50270080566406,0.24301964839710444,0.3910149750415973,0.22592592592592592,0.5515183210372925,20.161440294984402,16.44588785391477,-1.4534530639648438,5.463243007659912,-1.2026801109313965,4.972034931182861,True
108,multi_defect,large,2.0,3.0,30696.083984375,57.965118408203125,0.3975409836065574,0.5689149560117303,0.35986159169550175,0.6624515056610107,17.953427573856956,13.202393304948245,-0.5790402889251709,5.442722320556641,-0.4373946785926819,4.795591354370117,True
109,multi_defect,large,3.0,3.0,50017.88671875,83.85570526123047,0.31331828442437926,0.47713991062220695,0.897410358565737,1.4311333894729614,29.008718853432995,15.288584634565211,-3.388794422149658,4.5770039558410645,-3.1832470893859863,5.99329948425293,True
110,multi_defect,large,3.0,3.0,55377.33203125,77.56725311279297,0.3215796897038082,0.48665955176093917,0.46728462377317337,0.5695139169692993,14.877437438217342,27.927554003777487,0.8186531066894531,4.547832489013672,1.3816081285476685,4.634016990661621,False
111,polygon,medium,1.0,2.0,17349.50390625,41.1149787902832,0.34615384615384615,0.5142857142857142,0.7851458885941645,1.217429757118225,10.24822456081911,5.740833074931359,4.597541809082031,4.655019283294678,4.65397310256958,3.4388980865478516,True
112,multi_defect,large,3.0,3.0,54248.8046875,83.18519592285156,0.3742012779552716,0.5446091252542865,1.4513540621865597,0.7367104291915894,37.21643510645157,15.181990916993541,1.065022349357605,5.164823055267334,1.2392202615737915,4.44900369644165,True
113,polygon,small,1.0,2.0,9154.3212890625,19.230770111083984,0.045774647887323945,0.08754208754208755,1.5357142857142858,1.4489328861236572,3.243494548966524,1.2791246108600376,0.07042253762483597,4.502299785614014,-0.04486718028783798,3.0579609870910645,True
114,multi_defect,large,2.0,3.0,34351.484375,60.64962387084961,0.41563517915309445,0.587206626783249,0.010073260073260074,1.1163361072540283,16.46111552785358,16.62861994118049,2.6012346744537354,4.747568130493164,2.4088850021362305,5.847208023071289,False
