model,selected_model,split,subset,group_field,group_value,sample_count,total_normalized_mae,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_component_mae_mm,shape_accuracy,shape_macro_f1,catastrophic_failure_count,geometry_branch_failure_count
H2_B2_hardcase_tail_weighted,True,test,all,hardcase_target_id,,40,0.3573293387889862,0.7637829780578613,0.8996737599372864,0.07389670610427856,0.4306548237800598,1.272335410118103,0.9,0.9010989010989011,5,0
H2_B2_hardcase_tail_weighted,True,test,all,hardcase_target_id,target_06_shallow_edge,2,0.3057118058204651,0.9439521431922913,0.3062461018562317,0.07794035226106644,0.14703045785427094,1.0561678409576416,1.0,0.6666666666666666,0,0
H2_B2_hardcase_tail_weighted,True,test,all,hardcase_target_id,target_07_deep_plus_edge,10,0.6507535576820374,1.0228325128555298,1.2944622039794922,0.09052933007478714,0.909793496131897,3.2322115898132324,0.4,0.3148148148148148,3,2
H2_B2_hardcase_tail_weighted,True,test,all,hardcase_target_id,target_08_x_pos_y_pos_region,4,0.6670098900794983,0.8316088914871216,2.4142563343048096,0.14677244424819946,1.0529996156692505,1.7789802551269531,0.25,0.13333333333333333,1,0
H2_B2_hardcase_tail_weighted,True,test,all,hardcase_target_id,target_09_x_neg_y_pos_region,4,0.3066909909248352,0.3831612467765808,0.7715296149253845,0.04371729865670204,0.2628785967826843,2.5278983116149902,0.75,0.6,0,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,shape_type,internal_cuboid,14,0.3896757662296295,0.6038597226142883,0.941889762878418,0.06560362875461578,0.5805022120475769,1.482535719871521,0.7857142857142857,0.29333333333333333,3,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,shape_type,internal_ellipsoid,13,0.5263456702232361,1.5789940357208252,1.5841467380523682,0.10586532950401306,0.5914801955223083,1.5641086101531982,0.9230769230769231,0.32,2,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,shape_type,internal_sphere,13,0.15347832441329956,0.120797298848629,0.16973765194416046,0.05085909739136696,0.10845532268285751,0.7541923522949219,1.0,0.3333333333333333,0,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,burial_depth_level,deep,10,0.4141267240047455,1.0099413394927979,1.227541446685791,0.08703792840242386,0.37433958053588867,1.296667218208313,1.0,1.0,1,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,burial_depth_level,deep_plus,10,0.3067542612552643,0.6670332551002502,0.35464343428611755,0.05203481763601303,0.5921483039855957,1.278831124305725,1.0,1.0,3,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,burial_depth_level,medium,10,0.3143070638179779,0.5846397876739502,0.7970571517944336,0.07921307533979416,0.37314677238464355,1.0155248641967773,0.8,0.8055555555555555,0,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,burial_depth_level,shallow,10,0.39412927627563477,0.7935175895690918,1.2194535732269287,0.0773010104894638,0.3829847276210785,1.4983177185058594,0.8,0.7777777777777777,1,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,size_level,large,14,0.40358033776283264,0.8000643849372864,1.4792594909667969,0.07276828587055206,0.4410199522972107,1.347222924232483,0.8571428571428571,0.8518518518518517,1,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,size_level,medium,13,0.3798273205757141,0.5541744232177734,0.7874440550804138,0.04763799160718918,0.6683081388473511,1.405331015586853,0.9230769230769231,0.9301587301587301,4,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,size_level,small,13,0.2850225567817688,0.9343191981315613,0.3877345621585846,0.10137064754962921,0.18183907866477966,1.058691382408142,0.9230769230769231,0.6190476190476191,0,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,aspect_bin,compact,22,0.22788657248020172,0.1958259493112564,0.17179153859615326,0.03854627534747124,0.41535627841949463,1.1615530252456665,0.9545454545454546,0.8666666666666667,4,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,aspect_bin,elongated_x,4,0.4889797568321228,1.6807056665420532,1.617753028869629,0.13045643270015717,0.2816256582736969,1.2361490726470947,0.5,0.3333333333333333,0,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,aspect_bin,elongated_y,14,0.5231249928474426,1.3943090438842773,1.8383233547210693,0.11328747123479843,0.49727514386177063,1.4567607641220093,0.9285714285714286,0.6031746031746031,1,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,row_origin,source_v2_240,40,0.3573293387889862,0.7637829780578613,0.8996737599372864,0.07389670610427856,0.4306548237800598,1.272335410118103,0.9,0.9010989010989011,5,0
H2_B2_hardcase_tail_weighted,True,test,source_v2,hardcase_target_id,,40,0.3573293387889862,0.7637829780578613,0.8996737599372864,0.07389670610427856,0.4306548237800598,1.272335410118103,0.9,0.9010989010989011,5,0
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,shape_type,internal_cuboid,8,0.5019182562828064,1.0674676895141602,1.0118868350982666,0.10350675135850906,0.4100872576236725,2.7458138465881348,0.625,0.25641025641025644,0,0
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,shape_type,internal_ellipsoid,7,0.6290952563285828,0.5628551840782166,1.6453665494918823,0.0687427818775177,1.2469871044158936,2.4587912559509277,0.42857142857142855,0.19999999999999998,3,1
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,shape_type,internal_sphere,5,0.5189498662948608,0.8991165161132812,1.337519884109497,0.10277589410543442,0.5291799306869507,2.496783494949341,0.4,0.1904761904761905,1,1
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,burial_depth_level,deep,2,0.4117583632469177,0.6707496643066406,1.4154373407363892,0.05452887713909149,0.1461317241191864,3.6741843223571777,1.0,0.3333333333333333,0,0
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,burial_depth_level,deep_plus,12,0.6932965517044067,0.9297072291374207,1.7089061737060547,0.09625203162431717,1.0256507396697998,3.1580331325531006,0.4166666666666667,0.3151515151515151,4,2
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,burial_depth_level,shallow,6,0.31178125739097595,0.7462203502655029,0.4937519431114197,0.09317513555288315,0.3425725996494293,1.0695340633392334,0.5,0.4666666666666666,0,0
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,size_level,large,12,0.6070488691329956,0.7950349450111389,1.407787561416626,0.12457334250211716,0.8253992199897766,2.8711328506469727,0.5,0.5370370370370371,3,1
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,size_level,medium,8,0.4661470055580139,0.9293613433837891,1.1758511066436768,0.041031613945961,0.5938398241996765,2.1510462760925293,0.5,0.4904761904761905,1,1
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,aspect_bin,compact,14,0.5224866271018982,0.8594605922698975,0.984146237373352,0.1028560996055603,0.6727815270423889,2.7055578231811523,0.42857142857142855,0.42765567765567764,3,2
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,aspect_bin,elongated_x,1,0.30988359451293945,0.5979533195495605,1.0311906337738037,0.012599397450685501,0.31011319160461426,1.240282654762268,1.0,0.3333333333333333,0,0
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,aspect_bin,elongated_y,5,0.6778134703636169,0.8689817190170288,2.298204183578491,0.07410962134599686,0.9852907657623291,2.508775472640991,0.6,0.38888888888888884,1,0
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,row_origin,hardcase_topup_v1,20,0.5506881475448608,0.84876549243927,1.31501305103302,0.09115664660930634,0.7327754497528076,2.5830986499786377,0.5,0.5087719298245613,4,2
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,hardcase_target_id,target_06_shallow_edge,2,0.3057118058204651,0.9439521431922913,0.3062461018562317,0.07794035226106644,0.14703045785427094,1.0561678409576416,1.0,0.6666666666666666,0,0
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,hardcase_target_id,target_07_deep_plus_edge,10,0.6507535576820374,1.0228325128555298,1.2944622039794922,0.09052933007478714,0.909793496131897,3.2322115898132324,0.4,0.3148148148148148,3,2
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,hardcase_target_id,target_08_x_pos_y_pos_region,4,0.6670098900794983,0.8316088914871216,2.4142563343048096,0.14677244424819946,1.0529996156692505,1.7789802551269531,0.25,0.13333333333333333,1,0
H2_B2_hardcase_tail_weighted,True,test,hardcase_topup,hardcase_target_id,target_09_x_neg_y_pos_region,4,0.3066909909248352,0.3831612467765808,0.7715296149253845,0.04371729865670204,0.2628785967826843,2.5278983116149902,0.75,0.6,0,0
