sample_id,split,subset,row_origin,true_shape_type,f2_pred_shape_type,b2_pred_shape_type,h2_pred_shape_type,burial_depth_level,size_level,aspect_bin,center_region,hardcase_target_id,shape_disagreement_count,b2_h2_shape_diff,b2_f2_shape_diff,h2_f2_shape_diff,center_pairwise_mean_mm,center_pairwise_max_mm,burial_pairwise_mean_mm,burial_pairwise_max_mm,lwd_pairwise_mean_mm,lwd_pairwise_max_mm,b2_f2_center_disagreement_mm,h2_f2_center_disagreement_mm,b2_f2_burial_disagreement_mm,h2_f2_burial_disagreement_mm,f2_pred_L_mm,f2_pred_W_mm,f2_pred_D_mm,f2_pred_burial_depth_mm,f2_pred_center_norm_mm,f2_pred_train_range_violation_count,delta_abs_peak,delta_energy,delta_axis_energy_ratio_max,delta_axis_energy_ratio_min,delta_line_energy_range,feature_abs_z_mean,feature_abs_z_p95,feature_abs_z_max,feature_outlier_count_z3,f2_total_abs_normalized_error,f2_L_error_mm,f2_W_error_mm,f2_D_error_mm,f2_burial_depth_error_mm,f2_center_xyz_error_mm,center_outlier,burial_outlier,dimension_outlier,shape_misclassified,full_shift_failure,catastrophic_failure,geometry_branch_failure,bad_tail_target
internal_hard_topup_011,train,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,deep,medium,elongated_y,central,target_01_geometry_branch_cuboid_ellipsoid,1,1,0,1,1.133653220784755,1.5971993450386668,0.6128398577372233,0.919259786605835,1.3885762826775767,2.0141468350485905,0.4000053879354483,1.40375492938015,0.3982229232788086,0.5210368633270264,3.270667552947998,4.145209312438965,1.2013187408447266,2.675379991531372,4.156841247527276,0,0.000599376973696053,3.0135048234569695e-08,1.8599591255187988,0.17192743718624115,3.057833097841467e-09,0.3429355515759777,0.9464018195867538,1.6035637855529785,0,0.2639690637588501,0.645667552947998,1.4547905921936035,0.0013186363503336906,0.5246198177337646,1.2057721614837646,False,False,False,True,False,False,False,False
internal_hard_topup_012,train,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,deep,medium,elongated_y,central,target_01_geometry_branch_cuboid_ellipsoid,0,0,0,0,2.671549857098306,3.545966048693694,1.367056131362915,2.0505841970443726,1.3158260099875454,1.8183758096780234,1.1671127743369694,3.545966048693694,0.9732064008712769,1.0773777961730957,3.7894771099090576,4.428707599639893,1.2707439661026,2.122429609298706,3.4573360956248083,0,0.000752434425521642,4.452255097930902e-08,1.821832537651062,0.08022476732730865,4.423224453375951e-09,0.6742820835587653,1.4533367335796357,2.0937206745147705,0,0.5143436789512634,1.1644771099090576,1.1712923049926758,0.07074396312236786,1.0775701999664307,2.8490114212036133,False,True,True,False,False,False,False,True
internal_hard_topup_013,train,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_cuboid,internal_cuboid,internal_cuboid,deep_plus,medium,compact,x_pos_y_neg,target_01_geometry_branch_cuboid_ellipsoid,0,0,0,0,3.019366996445466,3.2836723658729463,0.7415421803792318,1.1123132705688477,0.41302481870861724,0.6043652208692716,2.5244586594370295,3.249969964026421,0.3613560199737549,0.7509572505950928,3.5229625701904297,3.4049360752105713,1.1892094612121582,3.473174810409546,13.70826626873175,0,0.0006164088263176382,3.5754293747913835e-08,2.2626664638519287,0.07811474055051804,5.500378819078833e-09,0.517747213259678,1.178397262096405,1.973926305770874,0,0.2823999524116516,0.022962456569075584,0.09506405144929886,0.010790652595460415,0.7268251180648804,2.7759206295013428,False,False,False,False,False,False,False,False
internal_hard_topup_014,train,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_cuboid,internal_cuboid,internal_ellipsoid,deep_plus,medium,compact,x_pos_y_neg,target_01_geometry_branch_cuboid_ellipsoid,1,1,0,1,3.4765439751356646,4.587760050592913,0.7027831077575684,1.0541746616363525,1.9171406444049677,2.875483421146255,1.8207424810100699,4.02112939380401,0.1634988784790039,0.8906757831573486,4.550663948059082,6.07011079788208,1.3883378505706787,3.336557149887085,10.996972350446333,0,0.0005912221968173981,3.9244131500026924e-08,1.7602062225341797,0.12122828513383865,4.122213681512221e-10,0.5523436140523038,1.3993948400020597,1.9227168560028076,0,0.8238921761512756,1.0506635904312134,2.57011079788208,0.1883377581834793,0.8634426593780518,3.78800106048584,True,False,True,True,False,False,False,True
internal_hard_topup_015,train,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_cuboid,internal_cuboid,internal_cuboid,shallow,large,compact,x_pos_y_pos,target_01_geometry_branch_cuboid_ellipsoid,0,0,0,0,3.1679316388625325,4.363993896619635,0.488642414410909,0.7329636216163635,0.8261920535880484,1.2381237167302344,2.4027809682934325,2.737020051674531,0.4049304723739624,0.3280331492424011,5.0341010093688965,4.261298179626465,1.270711064338684,1.1524478197097778,14.593728079735163,0,0.000690038432367146,4.7795769120284604e-08,1.4840608835220337,0.10485392808914185,4.2456385074274294e-09,0.9264497715810484,1.7415670871734619,2.3794264793395996,0,0.3457711637020111,0.03410130739212036,0.7387017607688904,0.12928888201713562,0.3524478077888489,2.332617998123169,False,False,False,False,False,False,False,False
internal_hard_topup_016,train,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_cuboid,internal_cuboid,internal_ellipsoid,shallow,large,compact,x_pos_y_pos,target_01_geometry_branch_cuboid_ellipsoid,1,1,0,1,2.560996745607195,3.8232923539017865,0.49877409140268963,0.7481611371040344,1.0816640069182342,1.449511959084231,2.2156725001699447,1.6440253827498545,0.46301984786987305,0.2851412892341614,3.965517520904541,5.094649314880371,1.3153724670410156,1.0290546417236328,13.88927634823559,0,0.0006273635663092136,3.950087190673912e-08,1.6068204641342163,0.1475081443786621,4.169461220726589e-09,0.5960668334102427,1.1118128299713133,2.091158151626587,0,0.22913812100887299,1.0344823598861694,0.09464938193559647,0.08462753891944885,0.22905465960502625,1.1442681550979614,False,False,False,True,False,False,False,False
internal_hard_topup_017,train,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,deep_plus,large,elongated_y,x_neg_y_pos,target_01_geometry_branch_cuboid_ellipsoid,1,1,0,1,6.517205437905112,9.757044312795669,0.13425985972086588,0.20138978958129883,3.719431515102881,5.560896648244283,6.8184152107312075,2.9761567901884574,0.17008447647094727,0.20138978958129883,2.619319200515747,3.0782759189605713,1.1290327310562134,4.3140339851379395,11.280763275518726,0,0.0006460301810875535,4.266455988499729e-08,2.162818431854248,0.14288266003131866,3.5804532672045752e-09,0.7402126231124964,1.8923761427402497,2.5280938148498535,0,0.7469941973686218,1.130680799484253,4.921724319458008,0.2709672451019287,0.11403393000364304,2.043001174926758,False,False,True,True,False,False,False,False
internal_hard_topup_018,train,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,deep_plus,large,elongated_y,x_neg_y_pos,target_01_geometry_branch_cuboid_ellipsoid,0,0,0,0,4.658440703633235,6.586405537327326,0.22186946868896484,0.33280420303344727,3.4294666698531056,5.136337317587142,6.586405537327326,1.2477652364014238,0.33280420303344727,0.03878974914550781,2.6475322246551514,3.2539501190185547,1.1283354759216309,4.168449878692627,13.281650042060377,0,0.000676963129080832,4.1429785824220744e-08,2.0501677989959717,0.18518197536468506,5.286057813691514e-09,0.7239664146337997,1.8420946359634394,3.1012003421783447,2,0.6689347624778748,1.1024677753448486,4.7460503578186035,0.27166447043418884,0.03154994919896126,0.7575749754905701,False,False,True,False,False,False,False,False
internal_hard_topup_019,train,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_cuboid,internal_cuboid,internal_cuboid,shallow,medium,elongated_x,x_pos_y_pos,target_01_geometry_branch_cuboid_ellipsoid,0,0,0,0,3.877517846531758,5.74693560162584,0.8105661074320475,1.2158491611480713,2.2249829307724602,3.2321774939407204,2.9870454909521067,2.8985724470173273,0.46301233768463135,0.7528368234634399,4.057780742645264,5.533648490905762,1.304570198059082,1.5432089567184448,11.594053708371394,0,0.0007207212620414793,5.3659629628555194e-08,1.77887761592865,0.08297424763441086,3.101753520695638e-09,0.7925965703050183,1.5586574554443358,2.0845255851745605,0,0.6709049940109253,1.5422189235687256,2.908648729324341,0.1045701801776886,0.7432090044021606,2.8669145107269287,False,False,True,False,False,False,False,False
internal_hard_topup_020,train,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_cuboid,internal_cuboid,internal_ellipsoid,shallow,medium,elongated_x,x_pos_y_pos,target_01_geometry_branch_cuboid_ellipsoid,1,1,0,1,2.983842362513199,4.393051971298629,0.5292262236277262,0.7938393354415894,2.136720463493148,3.16610592490642,2.3091070041884585,2.2493681120525095,0.39805901050567627,0.3957803249359131,4.388393402099609,5.635690689086914,1.3064277172088623,1.2485828399658203,10.873264975710244,0,0.000618578924331814,3.830695405326878e-08,1.5129774808883667,0.16432330012321472,6.8688343901612825e-09,0.7958548680604012,1.669520890712738,3.196871280670166,1,0.5547823309898376,1.2116063833236694,3.010690927505493,0.10642769932746887,0.44858285784721375,2.4569849967956543,False,False,True,True,False,False,False,False
internal_hard_topup_021,train,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,medium,large,compact,x_neg_y_pos,target_01_geometry_branch_cuboid_ellipsoid,1,1,0,1,11.263219992586889,16.89167959872756,1.258363405863444,1.887545108795166,1.5306935626986526,2.279630530911219,9.893412112251916,7.004568266781192,1.3801658153533936,0.5073792934417725,3.938873767852783,3.7352705001831055,1.2005280256271362,2.4904439449310303,7.290455952944185,0,0.00043917656876146793,2.0269277811735265e-08,1.5356937646865845,0.6298571825027466,1.5372059181117947e-09,0.8559026759371838,1.7664966762065888,3.0303149223327637,1,0.5286022424697876,1.0611261129379272,1.2647292613983154,0.19947195053100586,0.49044376611709595,5.612890720367432,True,False,False,True,False,False,False,True
internal_hard_topup_022,train,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,medium,large,compact,x_neg_y_pos,target_01_geometry_branch_cuboid_ellipsoid,0,0,0,0,7.301480421112717,10.942795711499164,1.3541062672932942,2.0311594009399414,2.049361649232314,3.0635954495614652,5.726396217299371,5.235249334539619,0.6851189136505127,1.3460404872894287,3.0442850589752197,3.374272584915161,1.1599924564361572,3.3571550846099854,8.871193443068252,0,0.0004968364373780787,2.9321487460265416e-08,1.8525115251541138,0.22065357863903046,2.6294291188833085e-09,0.44020696762441236,1.3983553051948545,1.909188985824585,0,0.8451307415962219,1.9557148218154907,1.6257274150848389,0.24000753462314606,1.3571549654006958,4.2573771476745605,True,True,True,False,True,True,False,True
internal_hard_topup_023,train,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,deep,medium,elongated_y,central,target_01_geometry_branch_cuboid_ellipsoid,1,1,0,1,1.133653220784755,1.5971993450386668,0.6128398577372233,0.919259786605835,1.3885762826775767,2.0141468350485905,0.4000053879354483,1.40375492938015,0.3982229232788086,0.5210368633270264,3.270667552947998,4.145209312438965,1.2013187408447266,2.675379991531372,4.156841247527276,0,0.000599376973696053,3.0135048234569695e-08,1.8599591255187988,0.17192743718624115,3.057833097841467e-09,0.3429355515759777,0.9464018195867538,1.6035637855529785,0,0.2639690637588501,0.645667552947998,1.4547905921936035,0.0013186363503336906,0.5246198177337646,1.2057721614837646,False,False,False,True,False,False,False,False
internal_hard_topup_024,train,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,deep,medium,elongated_y,central,target_01_geometry_branch_cuboid_ellipsoid,0,0,0,0,2.671549857098306,3.545966048693694,1.367056131362915,2.0505841970443726,1.3158260099875454,1.8183758096780234,1.1671127743369694,3.545966048693694,0.9732064008712769,1.0773777961730957,3.7894771099090576,4.428707599639893,1.2707439661026,2.122429609298706,3.4573360956248083,0,0.000752434425521642,4.452255097930902e-08,1.821832537651062,0.08022476732730865,4.423224453375951e-09,0.6742820835587653,1.4533367335796357,2.0937206745147705,0,0.5143436789512634,1.1644771099090576,1.1712923049926758,0.07074396312236786,1.0775701999664307,2.8490114212036133,False,True,True,False,False,False,False,True
internal_hard_topup_025,train,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,shallow,medium,compact,x_pos_y_pos,target_02_full_shift_catastrophic,1,1,0,1,5.508578152583195,7.719311864070909,0.684637983640035,1.0269569754600525,1.0734940924661707,1.604817892238045,2.959857761339337,5.84656483233934,0.6861885786056519,0.34076839685440063,2.7862043380737305,2.8206138610839844,1.1491825580596924,1.0874673128128052,5.436439168338871,0,0.000590832787565887,3.904865408799196e-08,1.464812159538269,0.1833430677652359,8.633413983716309e-10,0.6081921943463385,1.233284556865692,1.5235799551010132,0,0.45566368103027344,0.7137959003448486,0.67938631772995,0.05081750079989433,0.2874673306941986,6.825612545013428,True,False,False,True,False,False,False,True
internal_hard_topup_026,train,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,deep_plus,large,elongated_y,x_pos_y_neg,target_02_full_shift_catastrophic,0,0,0,0,0.9935479639336567,1.1856806397555386,0.3233901659647624,0.48508524894714355,3.588739605887786,5.345494973251589,1.1856806397555386,0.7580245281459708,0.10513138771057129,0.48508524894714355,4.105845928192139,2.8431780338287354,1.1598109006881714,3.8574411869049072,15.198361810335967,0,0.0004643526335712522,2.2938889898682646e-08,1.7564072608947754,0.28162193298339844,2.0984138870971947e-09,0.49844471170482313,1.2696354866027826,2.3218536376953125,0,0.6605961918830872,0.35584601759910583,5.156822681427002,0.24018901586532593,0.3425585925579071,0.6142288446426392,False,False,True,False,False,False,False,False
internal_hard_topup_027,train,hardcase_topup,hardcase_topup_v1,internal_sphere,internal_sphere,internal_sphere,internal_sphere,shallow,large,compact,x_neg_y_pos,target_02_full_shift_catastrophic,0,0,0,0,3.078323663588936,4.549882318580787,0.6096149285634359,0.9144223928451538,0.3663630284337868,0.5026969388268222,2.84444336547574,1.84064530671028,0.2786661386489868,0.635756254196167,1.8380485773086548,1.6003004312515259,1.2509461641311646,1.5810071229934692,11.591788015418418,0,0.000414225272834301,1.5280969378750342e-08,1.973831057548523,0.11708502471446991,3.5915803664465784e-10,0.901765880564397,1.5106373608112336,1.6630401611328125,0,0.4069090485572815,0.4380486309528351,0.20030048489570618,0.14905375242233276,0.7810071706771851,1.560742974281311,False,False,True,False,False,False,False,False
internal_hard_topup_028,train,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,deep_plus,medium,elongated_x,x_neg_y_neg,target_02_full_shift_catastrophic,1,1,0,1,7.867449867235312,11.790910957520898,0.2742878595987956,0.41143178939819336,2.239226924700182,3.259969931110432,6.003386290247267,5.808052353937771,0.41143178939819336,0.21205615997314453,2.3912723064422607,2.7717771530151367,1.0875353813171387,4.297767639160156,8.825965621840831,0,0.0006316527142189443,3.135211201765742e-08,2.1841695308685303,0.13693545758724213,4.448173385185328e-09,0.5309566892768172,1.348500382900238,2.079439640045166,0,0.5092639923095703,3.2087275981903076,0.14677713811397552,0.11246465146541595,0.0977679193019867,4.975059986114502,True,False,True,True,False,False,False,True
internal_hard_topup_029,train,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,medium,large,compact,central,target_02_full_shift_catastrophic,0,0,0,0,2.3467512369713006,2.9020997818089054,0.2690769036610921,0.4036153554916382,1.77121802302863,2.464823488430577,2.9020997818089054,2.5328570315369885,0.332721471786499,0.07089388370513916,2.9300026893615723,5.500545978546143,1.2238795757293701,2.057253122329712,3.666274898772723,0,0.0006299682427197695,3.592485597891937e-08,1.6239182949066162,0.4725724458694458,6.7526357838687545e-09,0.753070426251824,2.234851276874542,3.6403093338012695,3,0.4459059536457062,2.0699970722198486,0.5005462765693665,0.1761203110218048,0.05725305527448654,2.6577486991882324,False,False,True,False,False,False,False,False
internal_hard_topup_030,train,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_cuboid,internal_cuboid,internal_cuboid,deep,large,elongated_y,x_pos_y_pos,target_02_full_shift_catastrophic,0,0,0,0,4.290372225304975,5.202143332720015,0.06998697916666667,0.10498046875,2.4179961529212597,3.6028053721440725,3.1000801792643333,4.568893163930579,0.09892773628234863,0.10498046875,4.182220458984375,4.839939117431641,1.2781392335891724,2.8808138370513916,14.800419051919379,0,0.0006411506328731775,3.8381106293172707e-08,1.688856840133667,0.1057257205247879,9.610975126861376e-09,0.479315746875628,0.9652821242809295,3.4936254024505615,1,0.5216638445854187,0.4322205185890198,3.1600613594055176,0.12186076492071152,0.31918612122535706,4.055750846862793,True,False,True,False,False,False,False,True
internal_hard_topup_031,train,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_cuboid,internal_cuboid,internal_ellipsoid,shallow,medium,compact,x_pos_y_neg,target_02_full_shift_catastrophic,1,1,0,1,3.382557925872091,4.491995074854289,0.859850287437439,1.2897754311561584,0.5673127888415886,0.6798601337788006,1.7986441054547417,3.8570345973072433,0.21847140789031982,1.0713040232658386,3.990041971206665,3.8793656826019287,1.2419511079788208,1.8862301111221313,9.759420994533771,0,0.0006876626284793019,4.9000014712419215e-08,1.7716286182403564,0.08230095356702805,3.4771758805618447e-09,0.724162412028421,1.8695394217967984,2.5934579372406006,0,0.4767947793006897,0.49004191160202026,0.37936562299728394,0.041951075196266174,1.0862301588058472,4.163281440734863,True,True,False,True,True,True,True,True
internal_hard_topup_032,train,hardcase_topup,hardcase_topup_v1,internal_sphere,internal_sphere,internal_sphere,internal_sphere,deep_plus,large,compact,x_neg_y_pos,target_02_full_shift_catastrophic,0,0,0,0,2.3636492684242945,2.7795345253806407,0.7942891120910645,1.1914336681365967,0.5504562369262834,0.7677799508145549,1.9985484633548474,2.3128648165373957,0.1551530361175537,1.036280632019043,1.5520730018615723,1.6411259174346924,1.171852707862854,3.1724729537963867,13.136429030380178,0,0.00018861984426621348,3.2192220000837324e-09,2.022625207901001,0.17347551882266998,2.9426372449847804e-10,1.486555477621203,2.515139102935791,2.6349120140075684,0,0.5369448661804199,0.15207310020923615,0.2411259412765503,0.2281472533941269,1.02752685546875,2.5716915130615234,False,True,False,False,False,False,False,True
