model,selected_model,seed,split,subset,sample_count,selection_score,best_epoch,total_normalized_mae,dimension_mae_mm,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_component_mae_mm,center_x_mae_mm,center_y_mae_mm,center_z_mae_mm,shape_accuracy,shape_macro_f1
H2_B2_hardcase_tail_weighted,True,42,test,source_v2,40,,294,0.3573293387889862,0.5791178345680237,0.7637829780578613,0.8996737599372864,0.07389670610427856,0.4306548237800598,1.272335410118103,1.7713143825531006,1.5430858135223389,0.5026057958602905,0.9,0.9010989010989011
H2_B2_hardcase_tail_weighted,True,42,test,hardcase_topup,20,,294,0.5506881475448608,0.7516450881958008,0.84876549243927,1.31501305103302,0.09115664660930634,0.7327754497528076,2.5830986499786377,4.296703338623047,2.4759645462036133,0.9766271114349365,0.5,0.5087719298245613
H2_B2_hardcase_tail_weighted,False,123,train,all,240,,271,0.06641936302185059,0.10086864978075027,0.12411344796419144,0.16465449333190918,0.013838013634085655,0.05716802924871445,0.3527625501155853,0.7036795020103455,0.24639759957790375,0.10821064561605453,1.0,1.0
H2_B2_hardcase_tail_weighted,False,123,train,source_v2,160,,271,0.07013289630413055,0.10196960717439651,0.12707972526550293,0.1629926711320877,0.015836432576179504,0.0560532808303833,0.3755946159362793,0.7497170567512512,0.26058992743492126,0.116476871073246,1.0,1.0
H2_B2_hardcase_tail_weighted,False,123,train,hardcase_topup,80,,271,0.05899231880903244,0.0986667349934578,0.11818089336156845,0.16797812283039093,0.009841174818575382,0.05939752236008644,0.30709850788116455,0.6116044521331787,0.21801291406154633,0.091678187251091,1.0,1.0
H2_B2_hardcase_tail_weighted,False,123,val,all,60,0.6373889519437131,271,0.3227459192276001,0.47966712713241577,0.7423693537712097,0.6205025911331177,0.07612938433885574,0.4540249705314636,1.1049422025680542,1.6694508790969849,1.1917771100997925,0.45359840989112854,0.8333333333333334,0.8451985445340927
H2_B2_hardcase_tail_weighted,False,123,val,source_v2,40,,271,0.2390439212322235,0.37576356530189514,0.6291075944900513,0.43731391429901123,0.060869183391332626,0.25746244192123413,0.878264844417572,1.4281684160232544,0.8900798559188843,0.31654638051986694,0.925,0.9242636746143057
H2_B2_hardcase_tail_weighted,False,123,val,hardcase_topup,20,,271,0.4901498556137085,0.6874741315841675,0.9688930511474609,0.9868797063827515,0.10664976388216019,0.8471499681472778,1.5582966804504395,2.1520159244537354,1.7951714992523193,0.7277024984359741,0.65,0.45555555555555555
H2_B2_hardcase_tail_weighted,False,123,test,all,60,,271,0.4452356696128845,0.689410388469696,0.8563754558563232,1.1316746473312378,0.08018118888139725,0.5750623941421509,1.7904317378997803,2.8288776874542236,1.8169604539871216,0.7254567742347717,0.8,0.8078023072720845
H2_B2_hardcase_tail_weighted,False,123,test,source_v2,40,,271,0.38969656825065613,0.6098759770393372,0.7380264401435852,1.0191864967346191,0.07241499423980713,0.5066794157028198,1.392785906791687,1.9345121383666992,1.5888975858688354,0.6549479961395264,0.925,0.9255172413793104
H2_B2_hardcase_tail_weighted,False,123,test,hardcase_topup,20,,271,0.5563138723373413,0.8484793305397034,1.0930736064910889,1.3566508293151855,0.09571361541748047,0.711828351020813,2.5857229232788086,4.617608070373535,2.2730860710144043,0.8664740920066833,0.55,0.5238095238095238
H2_B2_hardcase_tail_weighted,False,2026,train,all,240,,217,0.06475202739238739,0.10199625045061111,0.12235967814922333,0.17167389392852783,0.01195518858730793,0.0765235498547554,0.3202435374259949,0.6220117211341858,0.24383024871349335,0.09488870948553085,1.0,1.0
H2_B2_hardcase_tail_weighted,False,2026,train,source_v2,160,,217,0.06685291975736618,0.0986311137676239,0.12997238337993622,0.1524582803249359,0.013462701812386513,0.07557708024978638,0.33790189027786255,0.6489768624305725,0.26660460233688354,0.09812428802251816,1.0,1.0
H2_B2_hardcase_tail_weighted,False,2026,train,hardcase_topup,80,,217,0.06055023893713951,0.10872653126716614,0.10713430494070053,0.21010512113571167,0.008940163999795914,0.07841648906469345,0.2849268317222595,0.5680814385414124,0.19828151166439056,0.08841753751039505,1.0,1.0
H2_B2_hardcase_tail_weighted,False,2026,val,all,60,0.6495804354389579,217,0.33512696623802185,0.5263303518295288,0.8205562233924866,0.6822412014007568,0.07619357854127884,0.4538521468639374,1.1247553825378418,1.6831251382827759,1.2242705821990967,0.4668704569339752,0.75,0.7707397424378556
H2_B2_hardcase_tail_weighted,False,2026,val,source_v2,40,,217,0.2435240000486374,0.4060894250869751,0.6614263653755188,0.49178221821784973,0.0650598481297493,0.26388996839523315,0.8123499751091003,1.212426781654358,0.971036970615387,0.2535861134529114,0.9,0.8977272727272728
H2_B2_hardcase_tail_weighted,False,2026,val,hardcase_topup,20,,217,0.5183329582214355,0.7668121457099915,1.1388161182403564,1.063159465789795,0.09846100956201553,0.833776593208313,1.7495661973953247,2.624521493911743,1.7307379245758057,0.893438994884491,0.45,0.31559290382819793
H2_B2_hardcase_tail_weighted,False,2026,test,all,60,,217,0.4171726107597351,0.6402754783630371,0.7857325673103333,1.0519516468048096,0.08314234763383865,0.5035814046859741,1.6684794425964355,2.617060661315918,1.7332412004470825,0.6551361680030823,0.75,0.7625566374240816
H2_B2_hardcase_tail_weighted,False,2026,test,source_v2,40,,217,0.33963197469711304,0.5654515027999878,0.6744402647018433,0.9434266090393066,0.07848768681287766,0.3835347592830658,1.088206171989441,1.3915741443634033,1.4091068506240845,0.4639376997947693,0.925,0.9255172413793104
H2_B2_hardcase_tail_weighted,False,2026,test,hardcase_topup,20,,217,0.5722538828849792,0.7899236083030701,1.008317470550537,1.2690017223358154,0.09245164692401886,0.7436749339103699,2.8290255069732666,5.068033218383789,2.381509304046631,1.0375330448150635,0.4,0.4331232492997199
