sample_index,sample_id,split,shape_type,topology_type,representation_target,target_role,diagnosis,rbc_representable,include_in_success_gate,include_in_rbc_control_gate,include_as_negative_control,refinement_applied,lambda_param,selected_surrogate,optimizer_success,optimizer_iterations,optimizer_message,feature_residual_mse_before,feature_residual_mse_after,feature_residual_delta,feature_residual_improved,baseline_profile_depth_rmse_m,refined_profile_depth_rmse_m,profile_rmse_delta_m,profile_rmse_improved,baseline_Er_like_error,refined_Er_like_error,Er_like_delta,Er_like_improved,baseline_projected_mask_IoU,refined_projected_mask_IoU,IoU_delta,IoU_improved,baseline_projected_mask_Dice,refined_projected_mask_Dice,Dice_delta,Dice_improved,baseline_area_error,refined_area_error,area_error_delta,area_error_improved,baseline_pred_component_count,refined_component_count,params_in_bounds,profile_nonnegative,test_time_label_used_for_refinement,labels_used_for_metric_only,initial_L_m,initial_W_m,initial_D_m,initial_wLD,initial_wWD,initial_wLW,refined_L_m,refined_W_m,refined_D_m,refined_wLD,refined_wWD,refined_wLW
10,surf_shape_011_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,already_pass_reference,rbc_representable_and_model_pass,True,False,True,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,132.30304190779077,0.4460281318334291,-131.85701377595734,True,7.55296850808856e-05,7.723694156534504e-05,1.707256484459433e-06,False,0.4560295598848119,0.4663375523302294,0.010307992445417469,False,0.7270029673590505,0.9083557951482479,0.18135282778919748,True,0.8419243986254296,0.9519774011299436,0.110053002504514,True,0.27299703264094954,0.10089020771513353,-0.17210682492581603,True,1,1,True,True,False,True,0.010148267261683941,0.0072843413800001144,0.0020340404007583857,0.9372237920761108,1.0023616552352905,0.9673493504524231,0.014474049792230695,0.00785112103542256,0.0007232945057244899,0.9571201418113391,0.9554300125425869,0.9562083594489579
11,surf_shape_012_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,79,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,306.077977704381,0.9870034701958734,-305.0909742341851,True,0.00041015399621022235,9.811974985785098e-05,-0.0003120342463523714,True,2.2047806635249576,0.5274422026735914,-1.6773384608513662,True,0.3587140439932318,0.634493670886076,0.2757796268928442,True,0.5280199252801993,0.7763794772507261,0.24835955197052684,True,1.7877358490566038,0.4363207547169811,-1.3514150943396226,True,1,1,True,True,False,True,0.02469686046242714,0.015272126533091068,0.0024968301877379417,0.7180840969085693,0.815039336681366,0.7843025922775269,0.012539147056069446,0.013511179325782469,0.001118800397626108,1.564992039622993,1.5648905619855227,1.5643532841656174
12,surf_shape_013_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,197.96956421781215,0.2840025604305812,-197.68556165738156,True,0.0005515640556339458,0.00014325245754100103,-0.0004083115980929448,True,3.2030997852599565,0.831910475856073,-2.3711893094038836,True,0.1427357689039932,0.5562913907284768,0.4135556218244836,True,0.24981412639405204,0.7148936170212766,0.4650794906272246,True,6.005952380952381,0.7976190476190477,-5.208333333333334,True,1,1,True,True,False,True,0.024752479046583176,0.015154879540205002,0.0028496230952441692,0.7591021060943604,0.8376961946487427,0.7881836295127869,0.009810962220820302,0.009691174381762637,0.0024162409754070768,0.8325397447587832,0.8325397445072698,0.8325397537847381
13,surf_shape_014_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,43,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.54249266712539,0.4229537047123654,-70.11953896241302,True,0.0003687876642982705,0.00011810625802627152,-0.000250681406271999,True,1.8290054979266552,0.5857489720558633,-1.243256525870792,True,0.31341301460823373,0.7692307692307693,0.45581775462253554,True,0.47724974721941354,0.8695652173913043,0.3923154701718908,True,2.190677966101695,0.05084745762711865,-2.1398305084745766,True,1,1,True,True,False,True,0.020418213680386543,0.011532410979270935,0.002766205696389079,0.8510050773620605,0.8968560099601746,0.8588839173316956,0.011029026507864498,0.008211500836327216,0.0037105360757210665,0.3307394834075098,0.33009307846901975,0.32954460211178316
14,surf_shape_015_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,62,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16.054804047959607,0.5333837258034618,-15.521420322156144,True,0.0002163964454773409,0.00029815023995123776,8.175379447389685e-05,False,0.65245802833605,0.8989543117374094,0.24649628340135932,False,0.5121212121212121,0.22485207100591717,-0.2872691411152949,False,0.6773547094188377,0.3671497584541063,-0.3102049509647314,False,0.9526627218934911,0.7751479289940828,-0.1775147928994083,True,1,1,True,True,False,True,0.019305100664496422,0.010635440237820148,0.002661064499989152,0.8822357058525085,0.8948541879653931,0.8705684542655945,0.009212713360466123,0.0021343906221944864,0.0007684855497821819,2.399208146983658,2.39771722068657,2.397970161971125
15,surf_shape_016_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,135.71039923670028,0.3896987495302258,-135.32070048717006,True,0.0004720432842972136,0.0003461477020098763,-0.00012589558228733733,True,1.2734795968364185,0.9338381683740692,-0.33964142846234935,True,0.4188118811881188,0.3901869158878505,-0.028624965300268312,False,0.5903698534542917,0.561344537815126,-0.02902531563916566,False,1.387706855791962,0.5933806146572104,-0.7943262411347517,True,1,1,True,True,False,True,0.02349155582487583,0.013528816401958466,0.003543195081874728,0.8406174182891846,0.8947386145591736,0.833116888999939,0.015507794279488204,0.0033827774871761744,0.00038193867023601004,0.8912897791608996,0.8904640340389509,0.8913663333748061
16,surf_shape_017_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,60,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18.03080893283467,0.7865385302032392,-17.244270402631432,True,0.0009163728988650938,0.00026066072871873196,-0.0006557121701463619,True,11.76640032702182,3.346932768784726,-8.419467558237095,True,0.15736505032021958,0.2551928783382789,0.09782782801805934,True,0.2719367588932806,0.4066193853427896,0.13468262644950896,True,5.354651162790698,2.9186046511627906,-2.4360465116279073,True,1,1,True,True,False,True,0.025301165878772736,0.013337994925677776,0.004412833601236343,0.8898020386695862,0.9103803038597107,0.9125623106956482,0.012622954102092535,0.013576688777289368,0.0014351200731947756,2.6910445469897883,2.691563405103602,2.6928378919815326
17,surf_shape_018_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,56,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14.845668924536636,0.3924856601884958,-14.453183264348139,True,0.00047077587235342625,7.171208992350048e-05,-0.00039906378242992577,True,5.122657672622286,0.7803213997139874,-4.342336272908299,True,0.4797570850202429,0.4791666666666667,-0.0005904183535762053,False,0.6484268125854993,0.647887323943662,-0.0005394886418372824,False,1.0843881856540085,0.5021097046413502,-0.5822784810126583,True,1,1,True,True,False,True,0.017129724845290184,0.008810657076537609,0.003695521503686905,0.9567484259605408,0.9668397307395935,0.9783992767333984,0.01985564890335054,0.006848147066951173,0.0027183557191666806,0.03377171263511266,0.03260195645440583,0.032761115541452654
18,surf_shape_019_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,343.7270299112432,0.5998712249092769,-343.1271586863339,True,0.0004642032406757924,4.136195336295854e-05,-0.00042284128731283387,True,2.8303319747864957,0.2521913870579196,-2.578140587728576,True,0.27699917559769166,0.8554913294797688,0.5784921538820771,True,0.43382827630729504,0.9221183800623053,0.48829010375501025,True,2.6101190476190474,0.08928571428571429,-2.520833333333333,True,1,1,True,True,False,True,0.02490132302045822,0.015494581311941147,0.0025809623766690493,0.7206787467002869,0.8245978355407715,0.7831705808639526,0.012336251439400288,0.00784826807184475,0.001554427232065873,0.7971987863194595,0.7971987869192634,0.7971987832305051
19,surf_shape_020_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,66,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56.81364387505015,0.7116246279033882,-56.10201924714676,True,0.0004941356689270864,8.612006134883836e-05,-0.00040801560757824804,True,2.662836175046337,0.46409038889021215,-2.198745786156125,True,0.3354330708661417,0.5928030303030303,0.25736995943688856,True,0.5023584905660378,0.7443519619500595,0.24199347138402172,True,1.9812206572769953,0.025821596244131457,-1.9553990610328638,True,1,1,True,True,False,True,0.025181297212839127,0.01619652286171913,0.00278175575658679,0.7336697578430176,0.776478111743927,0.7594817876815796,0.010215573796723908,0.013221955937666001,0.001363947379907642,0.7056326896992691,0.7054261899273373,0.7053791442243649
20,surf_shape_021_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,54.160851642225595,0.47991272159871856,-53.68093892062688,True,0.0004040945395829901,0.0001687586873002621,-0.00023533585228272796,True,2.3466995714129997,0.9800328892551453,-1.3666666821578544,True,0.22721268163804492,0.6417910447761194,0.41457836313807445,True,0.37029063509149623,0.7818181818181819,0.4115275467266856,True,3.4011627906976742,0.5581395348837209,-2.843023255813953,True,1,1,True,True,False,True,0.020472750067710876,0.011581851169466972,0.0027600612957030535,0.8542502522468567,0.8940156102180481,0.8591381311416626,0.012666339385566487,0.007057016392982235,0.0032287128414417586,0.655237775340212,0.6554683631695085,0.6567675701074215
21,surf_shape_022_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,34,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29.19058875538277,1.0946448257091286,-28.09594392967364,True,0.00034394969476863875,0.00018764440076483814,-0.0001563052940038006,True,1.71598214785879,0.9361672557224257,-0.7798148921363643,True,0.330028328611898,0.09871244635193133,-0.2313158822599667,False,0.49627263045793396,0.1796875,-0.31658513045793396,False,2.0300429184549356,0.9012875536480687,-1.128755364806867,True,1,1,True,True,False,True,0.019883906468749046,0.011065594851970673,0.0027206772938370705,0.8747038841247559,0.8940465450286865,0.8659177422523499,0.006668948002377999,0.001164015041072365,0.0008852049990304294,0.8922355324507243,0.8922355821914815,0.8922355708445207
22,surf_shape_023_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,54,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75.54098679793871,0.5380006389408574,-75.00298615899786,True,0.0004841234690491351,0.00040098547324085316,-8.313799580828192e-05,True,1.4702757138182119,1.217786867589542,-0.25248884622866985,True,0.36630434782608695,0.4726507713884993,0.10634642356241236,True,0.5361972951471758,0.6419047619047619,0.10570746675758602,True,1.7299703264094954,1.1157270029673592,-0.6142433234421363,True,1,1,True,True,False,True,0.022735709324479103,0.012576178647577763,0.003541633952409029,0.8706356287002563,0.9116420745849609,0.8668991327285767,0.016882910483370452,0.010249465789363334,0.002609073441679383,3.7983530398112055,3.797716747864507,3.798005531397335
23,surf_shape_024_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,refinement_target,rbc_representable_but_model_fail,True,True,True,False,True,1.0,ridge_param_only_linear_alpha_10,True,74,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13.823721970707924,0.40687558450103595,-13.416846386206888,True,0.0005532442241757018,0.00022316685809201328,-0.00033007736608368855,True,1.488828129775514,0.6005613460421594,-0.8882667837333545,True,0.46405228758169936,0.7904761904761904,0.3264239028944911,True,0.6339285714285714,0.8829787234042553,0.24905015197568392,True,1.1549295774647887,0.20657276995305165,-0.9483568075117371,True,1,1,True,True,False,True,0.02348155342042446,0.012034588493406773,0.004202350974082947,0.9060081243515015,0.9270392656326294,0.9219119548797607,0.01330373207266096,0.010675667495449135,0.003180794687526025,1.6404015351382577,1.639713428650028,1.6398805635308182
24,surf_shape_025_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,37,ABNORMAL: ,6.1027100113078605,0.7778692584162324,-5.324840752891628,True,0.0004723831384135362,0.0001286826854619199,-0.0003437004529516163,True,3.1265727261818808,0.8517149364143165,-2.274857789767564,True,0.2992,0.5867346938775511,0.28753469387755104,True,0.4605911330049261,0.7395498392282959,0.27895870622336977,True,2.342245989304813,0.33689839572192515,-2.0053475935828877,True,1,1,True,True,False,True,0.019208557903766632,0.0099936006590724,0.0035250671207904816,0.9215377569198608,0.9304369688034058,0.9330626130104065,0.010809800086326546,0.003414690609261599,0.0023802357022325925,0.9309307013498442,0.9309307089502766,0.9309307018697189
25,surf_shape_026_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,42.9772676960322,0.4453424079143713,-42.531925288117826,True,0.0008188261272693149,0.00013411161620931571,-0.0006847145110599992,True,4.605075564530254,0.7542433077761945,-3.8508322567540594,True,0.24879923150816521,0.5111111111111111,0.2623118796029459,True,0.3984615384615385,0.6764705882352942,0.2780090497737557,True,3.0193050193050195,0.16216216216216217,-2.857142857142857,True,1,1,True,True,False,True,0.025154469534754753,0.01277828961610794,0.004426705650985241,0.8910654783248901,0.9262604713439941,0.9238487482070923,0.014605215124788466,0.0036780945462201223,0.0014311764582922142,3.4440000834707853,3.4437957020128342,3.445672507286375
26,surf_shape_027_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,42,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88.64055879960196,0.8641784263323669,-87.77638037326959,True,0.00038489836604100886,0.00027058121381327393,-0.00011431715222773493,True,1.194548745424567,0.8397605134589354,-0.3547882319656315,True,0.4,0.38421052631578945,-0.015789473684210575,False,0.5714285714285714,0.5551330798479087,-0.01629549158066268,False,1.5,0.6084656084656085,-0.8915343915343915,True,1,1,True,True,False,True,0.022856561467051506,0.01295878179371357,0.0031332673970609903,0.8409132361412048,0.8904714584350586,0.8516926765441895,0.013611382358413719,0.003368288411767764,0.0024777086681996674,0.8865599463604726,0.8865598473989832,0.886559877500302
27,surf_shape_028_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,24,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12.279552381598023,1.8966934411991552,-10.382858940398869,True,0.00021784820066138235,0.0003121692846325879,9.432108397120555e-05,False,0.5993564011715695,0.8588579498277137,0.25950154865614417,False,0.7659235668789809,0.3490759753593429,-0.41684759151963796,False,0.8674481514878268,0.517503805175038,-0.3499443463127888,False,0.30561330561330563,0.6340956340956341,0.32848232848232845,False,1,1,True,True,False,True,0.019088057801127434,0.01021057739853859,0.003075823886319995,0.9032359719276428,0.9189119935035706,0.9081776142120361,0.016410797146160814,0.003298288156878076,0.0027245403440411217,0.9177694166975245,0.9177694103915367,0.9177694085692679
28,surf_shape_029_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,68,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15.128920371439134,0.5129791743973234,-14.615941197041812,True,0.0002843868398951472,0.00032431019063950724,3.992335074436002e-05,False,0.8533021975669873,0.9730921391021171,0.11978994153512978,False,0.29329173166926675,0.0797872340425532,-0.21350449762671356,False,0.45355850422195415,0.1477832512315271,-0.30577525299042707,False,2.4095744680851063,0.9202127659574468,-1.4893617021276595,True,1,1,True,True,False,True,0.019004864618182182,0.010422438383102417,0.0027700006030499935,0.8887579441070557,0.9007352590560913,0.8783375024795532,0.00382889659044528,0.0011864343466873103,0.0015213306544262556,1.4842361517128115,1.4844693229720374,1.483982385686178
