source,candidate,input_mode,group_field,group_value,variant_name,sample_count,profile_depth_rmse_m,profile_depth_rmse_degradation_pct,projected_mask_dice,status_band,notes
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,curvature_template,WD_dominant,liftoff_z_0p010,2,0.0005812947056256235,92.54519230984357,0.7062079559298692,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,curvature_template,boxy,liftoff_z_0p010,3,0.0010734074555026989,15.15916128322038,0.7507802053274205,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,curvature_template,round,liftoff_z_0p010,2,0.0005749298725277185,31.001026517754788,0.5520424194815396,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,curvature_template,sharp,liftoff_z_0p010,2,0.0006835739477537572,24.13704169069515,0.6034456276878968,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,depth_bin,deep,liftoff_z_0p010,6,0.0008730958021866778,-12.239470266525993,0.7484102918346358,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,depth_bin,shallow,liftoff_z_0p010,6,0.0005293967284766646,157.65029146501297,0.6246188912208687,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,all,all,liftoff_z_0p012,12,0.000703703865535014,59.093258797004886,0.74925076432027,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,curvature_template,LD_dominant,liftoff_z_0p012,3,0.000536193338727268,138.19811158504436,0.8569635726155672,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,curvature_template,WD_dominant,liftoff_z_0p012,2,0.0006224934768397361,83.01274031214889,0.7434878085718613,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,curvature_template,boxy,liftoff_z_0p012,3,0.001014482171740383,8.265625830178253,0.7869358830313787,warning,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,curvature_template,round,liftoff_z_0p012,2,0.0006463206955231726,36.72224376715809,0.6481236203090508,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,curvature_template,sharp,liftoff_z_0p012,2,0.0006273957551456988,15.12896257988836,0.6380439735702894,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,depth_bin,deep,liftoff_z_0p012,6,0.0009305532633637389,-5.477625783637954,0.7857508302400404,warning,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,calibrated,depth_bin,shallow,liftoff_z_0p012,6,0.00047685446770628914,123.66414337764773,0.7127506984004995,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,all,all,liftoff_z_0p006,12,0.0007337582186058474,71.9404315539776,0.7805391483493032,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,LD_dominant,liftoff_z_0p006,3,0.0006489872757811099,246.79199319958022,0.674812484529614,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,WD_dominant,liftoff_z_0p006,2,0.0005199949519010261,28.21234729981218,0.7787076683534448,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,boxy,liftoff_z_0p006,3,0.0010618914069103387,-13.252105307155226,0.7855112714318381,warning,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,round,liftoff_z_0p006,2,0.0006671990267932415,22.890245938973212,0.8153558052434458,warning,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,sharp,liftoff_z_0p006,2,0.0006490373089036439,30.230164246442698,0.8986857825567502,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,depth_bin,deep,liftoff_z_0p006,6,0.0013026313196557264,70.2416064434706,0.752165883639173,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,depth_bin,shallow,liftoff_z_0p006,6,0.00016488511755596846,73.63925666448459,0.8089124130594332,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,all,all,liftoff_z_0p010,12,0.0007681904983959006,305.1526532802091,0.6134886562340048,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,LD_dominant,liftoff_z_0p010,3,0.0005110180985260134,783.4599717483965,0.6501874221095049,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,WD_dominant,liftoff_z_0p010,2,0.0006286589050432667,165.69868844620677,0.6592387543252596,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,boxy,liftoff_z_0p010,3,0.0010991834569722414,80.34702747218232,0.7334621037487773,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,round,liftoff_z_0p010,2,0.0006586425733985379,181.7237692131505,0.4866525564258881,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,sharp,liftoff_z_0p010,2,0.0009065391786862165,187.78296319102952,0.4595663378654581,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,depth_bin,deep,liftoff_z_0p010,6,0.0005954621713802529,-33.65102149086133,0.688941018852514,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,depth_bin,shallow,liftoff_z_0p010,6,0.0009409188254115483,643.9563280512797,0.5380362936154955,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,all,all,liftoff_z_0p012,12,0.0010149257044152666,627.7474622272778,0.6107035561362907,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,LD_dominant,liftoff_z_0p012,3,0.0010000727488659322,1757.6629445555734,0.6515630632198061,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,WD_dominant,liftoff_z_0p012,2,0.0008306830713991076,272.3314308245148,0.6458329245721087,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,boxy,liftoff_z_0p012,3,0.0009839577445139487,118.89198543171659,0.7597802504341361,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,round,liftoff_z_0p012,2,0.0010703361767809838,378.88886140427957,0.4986950280568968,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,curvature_template,sharp,liftoff_z_0p012,2,0.0012124892382416874,300.43208615393695,0.4026784137078255,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,depth_bin,deep,liftoff_z_0p012,6,0.00046398682752624154,-41.85005274183355,0.7166276485545207,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.90_liftoff_sensor_offset_diagnostic,20.85_fixed_baseline_raw_or_calibrated,raw,depth_bin,shallow,liftoff_z_0p012,6,0.001565864581304292,1297.344977196389,0.5047794637180608,fail,"Available group evidence is from 20.90 diagnostic, not C1/C2 20.92 training outputs."
20.92_training_gate,C1/C2,aggregate_metrics_only,curvature_template,not_available,,,,,,artifact_limited,20.92 did not persist per-sample or group-level C1/C2 prediction metrics; do not infer group concentration.
20.92_training_gate,C1/C2,aggregate_metrics_only,depth_bin,not_available,,,,,,artifact_limited,20.92 did not persist per-sample or group-level C1/C2 prediction metrics; do not infer group concentration.
20.92_training_gate,C1/C2,aggregate_metrics_only,aspect_bin,not_available,,,,,,artifact_limited,20.92 did not persist per-sample or group-level C1/C2 prediction metrics; do not infer group concentration.
