split,sample_index,component_slot,type_true,rotation_true,rotation_bin,target_area_bin,center_x_true,center_x_pred,center_y_true,center_y_pred,center_x_error_abs,center_y_error_abs,center_error_l2,center_x_error_grid,center_y_error_grid,center_error_grid_l2,center_x_error_axis_relative,center_y_error_axis_relative,center_error_axis_relative_l2,axis_x_true,axis_y_true,pred_mask_iou,oracle_mask_iou,oracle_gap,target_area
train,3,1,rectangular_notch,0.0,0-5,small,0.0012000000569969416,0.0008167284540832043,0.004399999976158142,0.0043587274849414825,0.0003832716029137373,4.1272491216659546e-05,0.0003854874059308485,0.9533881335578069,0.2042988360888996,0.9750317675009967,0.09581789617732847,0.00764305373075741,0.0961222424737404,0.004000000189989805,0.005400000140070915,0.7230483271375465,0.7844254510921178,0.06137712395457129,932.0
train,3,2,rectangular_notch,0.0,0-5,small,0.011699999682605267,0.011712019331753254,-0.003100000089034438,-0.003105193143710494,1.2019649147987366e-05,5.193054676055908e-06,1.3093501537374162e-05,0.02989887792391057,0.025705621221042155,0.03942996149463755,0.0023114709837049894,0.0008953542658789497,0.002478821770506654,0.005200000014156103,0.005799999926239252,0.7230483271375465,0.7844254510921178,0.06137712395457129,932.0
train,4,0,rectangular_notch,0.0,0-5,medium,-0.014999999664723873,-0.014446070417761803,-0.004699999932199717,-0.004584836773574352,0.0005539292469620705,0.0001151631586253643,0.0005657739511010888,1.3778990326165936,0.5700576479373347,1.4911644664682668,0.09891594048449398,0.019855717256885664,0.1008891113535913,0.00559999980032444,0.005799999926239252,0.8053633217993079,0.8292035398230089,0.023840218023700954,1066.0
train,4,1,rectangular_notch,0.0,0-5,medium,-0.0012000000569969416,-0.0009707367862574756,0.004900000058114529,0.0048247589729726315,0.00022926327073946595,7.52410851418972e-05,0.00024129415285805805,0.57029239871145,0.3724433797771494,0.6811369107366634,0.05210528908676201,0.01393353392411377,0.05393611515885687,0.004399999976158142,0.005400000140070915,0.8053633217993079,0.8292035398230089,0.023840218023700954,1066.0
train,4,2,rectangular_notch,0.0,0-5,medium,0.012600000016391277,0.012661858461797237,-0.004699999932199717,-0.004553872626274824,6.185844540596008e-05,0.00014612730592489243,0.00015868099068542914,0.15387288638665272,0.7233301804959069,0.7395156625665213,0.01189585485337714,0.02922546183821846,0.03155374751673373,0.005200000014156103,0.004999999888241291,0.8053633217993079,0.8292035398230089,0.023840218023700954,1066.0
train,5,0,rectangular_notch,0.0,0-5,large,-0.01899999938905239,-0.0189343374222517,0.004800000227987766,0.004755019210278988,6.56619668006897e-05,4.498101770877838e-05,7.959136786267912e-05,0.16333414606751828,0.22265604263520336,0.27614082746594154,0.014923174353746795,0.006815305750380713,0.016405777191693737,0.004399999976158142,0.006599999964237213,0.6541070082893745,0.6420118343195266,-0.012095173969847939,1104.0
train,5,1,rectangular_notch,0.0,0-5,large,0.0,0.0001643204304855317,-0.005499999970197678,-0.005451791919767857,0.0001643204304855317,4.8208050429821014e-05,0.00017124608025059906,0.40874707996896925,0.23862985496140693,0.47330580290343055,0.034233421391818834,0.008927416514694373,0.035378325367612824,0.004800000227987766,0.005400000140070915,0.6541070082893745,0.6420118343195266,-0.012095173969847939,1104.0
train,5,2,rectangular_notch,0.0,0-5,large,0.01899999938905239,0.01893145591020584,0.004800000227987766,0.004864215850830078,6.854347884654999e-05,6.421562284231186e-05,9.392472895576271e-05,0.1705019074418077,0.31786734017433244,0.3607083952319374,0.01318143820383696,0.009729639877313772,0.016383412503620447,0.005200000014156103,0.006599999964237213,0.6541070082893745,0.6420118343195266,-0.012095173969847939,1104.0
train,6,0,rectangular_notch,0.0,0-5,medium,-0.009700000286102295,-0.01025282870978117,-0.00279999990016222,-0.002823757939040661,0.000552828423678875,2.3758038878440857e-05,0.0005533386941454747,1.3751607346384391,0.11760229507689837,1.3801801860259715,0.10631315811036442,0.004751607881894884,0.10641929037943557,0.005200000014156103,0.004999999888241291,0.8245614035087719,0.8612873980054397,0.0367259944966678,1040.0
train,6,1,rectangular_notch,0.0,0-5,medium,0.0007999999797903001,0.0004886437091045082,0.004699999932199717,0.004732079803943634,0.00031135627068579197,3.2079871743917465e-05,0.00031300454544058997,0.7744987406423034,0.15879536868174454,0.790610060884179,0.0598762057381112,0.005940716835517745,0.06017019303702145,0.005200000014156103,0.005400000140070915,0.8245614035087719,0.8612873980054397,0.0367259944966678,1040.0
train,6,2,rectangular_notch,0.0,0-5,medium,0.011300000362098217,0.01094838511198759,-0.00279999990016222,-0.002770300256088376,0.0003516152501106262,2.9699644073843956e-05,0.0003528673305485664,0.8746429541999762,0.1470132414515296,0.8869121661662711,0.06761831714488738,0.005120628353714712,0.0678119285099859,0.005200000014156103,0.005799999926239252,0.8245614035087719,0.8612873980054397,0.0367259944966678,1040.0
train,7,0,rectangular_notch,0.0,0-5,medium,-0.014600000344216824,-0.014306969940662384,-0.004999999888241291,-0.005020985379815102,0.00029303040355443954,2.0985491573810577e-05,0.0002937808847829827,0.7289131451341467,0.10387818561222074,0.7362778351922871,0.07325759740906072,0.003618188248394974,0.07334689403341388,0.004000000189989805,0.005799999926239252,0.7701754385964912,0.80625,0.03607456140350884,1030.0
train,7,1,rectangular_notch,0.0,0-5,medium,-0.0007999999797903001,-0.0006770027684979141,0.004600000102072954,0.004682280123233795,0.00012299721129238605,8.228002116084099e-05,0.00014798079560514703,0.3059555699284502,0.40728611384971697,0.5094023844713013,0.021963788513931756,0.01523704056047681,0.02673154336970344,0.00559999980032444,0.005400000140070915,0.7701754385964912,0.80625,0.03607456140350884,1030.0
train,7,2,rectangular_notch,0.0,0-5,medium,0.013000000268220901,0.013538837432861328,-0.004999999888241291,-0.004891518969088793,0.0005388371646404266,0.00010848091915249825,0.0005496486148603534,1.3403574770023856,0.5369805618073172,1.4439204583061709,0.10362253137952604,0.02169618431544716,0.10586951130212473,0.005200000014156103,0.004999999888241291,0.7701754385964912,0.80625,0.03607456140350884,1030.0
train,8,0,rectangular_notch,0.0,0-5,medium,-0.017799999564886093,-0.017729299142956734,0.004699999932199717,0.004601317923516035,7.070042192935944e-05,9.868200868368149e-05,0.00012139476306182091,0.17586730348022214,0.48847595390251175,0.5191705557659961,0.01472925386901453,0.01495181957854549,0.020988278353577642,0.004800000227987766,0.006599999964237213,0.6123054114158636,0.6123054114158636,0.0,1080.0
train,8,1,rectangular_notch,0.0,0-5,medium,0.0012000000569969416,0.001278306357562542,-0.00559999980032444,-0.005603107623755932,7.83063005656004e-05,3.107823431491852e-06,7.83679480065127e-05,0.1947869270107581,0.015383726329737746,0.19539346450197015,0.019576574211562718,0.0005755228427551557,0.019585032152216533,0.004000000189989805,0.005400000140070915,0.6123054114158636,0.6123054114158636,0.0,1080.0
train,8,2,rectangular_notch,0.0,0-5,medium,0.02019999921321869,0.020287316292524338,0.004699999932199717,0.00471546920016408,8.73170793056488e-05,1.5469267964363098e-05,8.867677593272228e-05,0.2172012396276274,0.07657287813513454,0.23030367813319047,0.016791745974604446,0.002343828492149233,0.016954535230322747,0.005200000014156103,0.006599999964237213,0.6123054114158636,0.6123054114158636,0.0,1080.0
train,9,0,rectangular_notch,0.0,0-5,small,-0.011699999682605267,-0.010631049983203411,-0.002899999963119626,-0.0028668066952377558,0.0010689496994018555,3.319326788187027e-05,0.0010694649376599473,2.659012436695675,0.16430667968779833,2.664084049629872,0.19088388169941098,0.006638653724759528,0.1909992879984425,0.00559999980032444,0.004999999888241291,0.6050955414012739,0.7480383609415867,0.14294281954031285,1008.0
train,9,1,rectangular_notch,0.0,0-5,small,-0.0012000000569969416,3.874919639201835e-05,0.004600000102072954,0.004880128428339958,0.0012387492461130023,0.000280128326267004,0.0012700281783971112,3.0813888185805003,1.3866352460153828,3.379010854786512,0.28153392109665776,0.05187561462976652,0.28627334511140773,0.004399999976158142,0.005400000140070915,0.6050955414012739,0.7480383609415867,0.14294281954031285,1008.0
train,9,2,rectangular_notch,0.0,0-5,small,0.00930000003427267,0.009780528023838997,-0.002899999963119626,-0.0028534820303320885,0.00048052798956632614,4.6517932787537575e-05,0.0004827743435886803,1.1953134007635728,0.23026377244510737,1.2172902410459183,0.09240922851118684,0.008020333341228165,0.0927566238116565,0.005200000014156103,0.005799999926239252,0.6050955414012739,0.7480383609415867,0.14294281954031285,1008.0
train,10,0,rectangular_notch,0.0,0-5,small,-0.013799999840557575,-0.014937794767320156,-0.004800000227987766,-0.004862242378294468,0.0011377949267625809,6.224215030670166e-05,0.0011394961082169034,2.830264943583271,0.3080986509047147,2.8469851474086973,0.25858975748360025,0.010731405361768646,0.2588123369093247,0.004399999976158142,0.005799999926239252,0.6314475873544093,0.76544315129812,0.1339955639437107,1004.0
train,10,1,rectangular_notch,0.0,0-5,small,0.0,-0.0008939431863836944,0.004800000227987766,0.0047616795636713505,0.0008939431863836944,3.832066431641579e-05,0.0008947641554038048,2.2236837258326445,0.18968729260609954,2.2317595259142915,0.18623815498409863,0.007096419133780345,0.18637330693101795,0.004800000227987766,0.005400000140070915,0.6314475873544093,0.76544315129812,0.1339955639437107,1004.0
train,10,2,rectangular_notch,0.0,0-5,small,0.013799999840557575,0.01310207974165678,-0.004800000227987766,-0.004891172517091036,0.000697920098900795,9.117228910326958e-05,0.0007038500200682142,1.7360762848200564,0.451302841148589,1.7937767757286296,0.13421540326938997,0.01823445822822582,0.1354484032450803,0.005200000014156103,0.004999999888241291,0.6314475873544093,0.76544315129812,0.1339955639437107,1004.0
train,11,0,rectangular_notch,0.0,0-5,large,-0.018200000748038292,-0.018438516184687614,0.004999999888241291,0.0049288407899439335,0.0002385154366493225,7.115909829735756e-05,0.000248904059409464,0.5933071619266382,0.35223754444504257,0.689988895642615,0.045868353076924114,0.010781681618627355,0.047118472731136146,0.005200000014156103,0.006599999964237213,0.6892655367231638,0.7107913669064748,0.021525830183311,1196.0
train,11,1,rectangular_notch,0.0,0-5,large,0.0007999999797903001,0.0003080382593907416,-0.0052999998442828655,-0.00546545535326004,0.0004919617203995585,0.00016545550897717476,0.0005190393624662675,1.2237548068469533,0.8190047877431986,1.4725300233364704,0.09460802289620723,0.03063990827507681,0.09944587460239059,0.005200000014156103,0.005400000140070915,0.6892655367231638,0.7107913669064748,0.021525830183311,1196.0
train,11,2,rectangular_notch,0.0,0-5,large,0.01979999989271164,0.01945999637246132,0.004999999888241291,0.004921510815620422,0.00034000352025032043,7.848907262086868e-05,0.00034894545175928864,0.8457587755268539,0.38852091815741924,0.9307289671147918,0.06538529217783068,0.011892283794874225,0.06645797805409155,0.005200000014156103,0.006599999964237213,0.6892655367231638,0.7107913669064748,0.021525830183311,1196.0
train,12,0,rectangular_notch,0.0,0-5,small,-0.011300000362098217,-0.011144936084747314,-0.0031999999191612005,-0.0031757394317537546,0.00015506427735090256,2.4260487407445908e-05,0.00015695063351131932,0.38572239853193757,0.12008941535106485,0.40398420316714295,0.038766067496436234,0.004852097589942014,0.03906854028704644,0.004000000189989805,0.004999999888241291,0.8442396313364056,0.8442396313364056,0.0,996.0
train,12,1,rectangular_notch,0.0,0-5,small,-0.0007999999797903001,-0.0008481049444526434,0.00430000014603138,0.004203608259558678,4.8104964662343264e-05,9.639188647270203e-05,0.0001077287491941291,0.11966110227221292,0.4771398487047817,0.4919158613208391,0.008590172567426925,0.01785034888377543,0.01980974558167461,0.00559999980032444,0.005400000140070915,0.8442396313364056,0.8442396313364056,0.0,996.0
train,12,2,rectangular_notch,0.0,0-5,small,0.009700000286102295,0.009734599851071835,-0.0031999999191612005,-0.0033261377830058336,3.459956496953964e-05,0.0001261378638446331,0.00013079713525673486,0.08606641978546425,0.624382439986969,0.6302863317403993,0.006653762476028518,0.021747907835995697,0.02274300002924786,0.005200000014156103,0.005799999926239252,0.8442396313364056,0.8442396313364056,0.0,996.0
train,13,0,rectangular_notch,0.0,0-5,small,-0.012600000016391277,-0.012468179687857628,-0.004900000058114529,-0.004910686518996954,0.00013182032853364944,1.0686460882425308e-05,0.0001322527862122794,0.32790307455665785,0.052897982550367324,0.33214247373921946,0.027462567140108356,0.0018424932790222397,0.02752430517575696,0.004800000227987766,0.005799999926239252,0.733754512635379,0.733754512635379,0.0,978.0
train,13,1,rectangular_notch,0.0,0-5,small,0.0012000000569969416,0.0015490860678255558,0.004699999932199717,0.004976651165634394,0.00034908601082861423,0.0002766512334346771,0.0004454177229491027,0.8683514713453457,1.3694236361106553,1.6215287148016082,0.0872714985619798,0.051231708566408296,0.10119783803958973,0.004000000189989805,0.005400000140070915,0.733754512635379,0.733754512635379,0.0,978.0
train,13,2,rectangular_notch,0.0,0-5,small,0.014999999664723873,0.01493059005588293,-0.004900000058114529,-0.004953140392899513,6.940960884094238e-05,5.314033478498459e-05,8.741618260089415e-05,0.17265640585101558,0.2630446630651801,0.3146469914816678,0.013348001663843595,0.010628067194552731,0.01706238437938553,0.005200000014156103,0.004999999888241291,0.733754512635379,0.733754512635379,0.0,978.0
train,14,0,rectangular_notch,0.0,0-5,large,-0.02019999921321869,-0.02001080848276615,0.004900000058114529,0.004951044451445341,0.00018919073045253754,5.1044393330812454e-05,0.0001959557668956834,0.47061195251968396,0.2526697526351307,0.5341513023021544,0.03378406021399798,0.007733999031424518,0.03465800723586277,0.00559999980032444,0.006599999964237213,0.7084548104956269,0.6869125090383225,-0.021542301457304402,1172.0
train,14,1,rectangular_notch,0.0,0-5,large,-0.0012000000569969416,-0.0006556349107995629,-0.005400000140070915,-0.005332271568477154,0.0005443651461973786,6.772857159376144e-05,0.0005485622770521363,1.3541083314326592,0.33525643688268447,1.3949932801725655,0.12371935207888132,0.012542327747582615,0.12435348030572356,0.004399999976158142,0.005400000140070915,0.7084548104956269,0.6869125090383225,-0.021542301457304402,1172.0
train,14,2,rectangular_notch,0.0,0-5,large,0.017799999564886093,0.018121222034096718,0.004900000058114529,0.004844231065362692,0.0003212224692106247,5.576899275183678e-05,0.00032602769096861257,0.799040910021385,0.2760565202919361,0.8453836870223456,0.06177355160310614,0.008449847432428314,0.06234878987833631,0.005200000014156103,0.006599999964237213,0.7084548104956269,0.6869125090383225,-0.021542301457304402,1172.0
train,15,0,rectangular_notch,0.0,0-5,small,-0.010499999858438969,-0.010827257297933102,-0.003000000026077032,-0.0029686111956834793,0.000327257439494133,3.138883039355278e-05,0.0003287593198340259,0.814052898937156,0.15537471392098176,0.8287481064798969,0.07437669119713898,0.006277766219029566,0.07464115849941881,0.004399999976158142,0.004999999888241291,0.7724770642201835,0.8097014925373134,0.03722442831712991,964.0
train,15,1,rectangular_notch,0.0,0-5,small,0.0,-0.0005279665347188711,0.0044999998062849045,0.004455287009477615,0.0005279665347188711,4.4712796807289124e-05,0.0005298564862124299,1.3133167844681095,0.22132834914315527,1.3318360313867805,0.10999302284204324,0.008280147342126168,0.11030424250198885,0.004800000227987766,0.005400000140070915,0.7724770642201835,0.8097014925373134,0.03722442831712991,964.0
train,15,2,rectangular_notch,0.0,0-5,small,0.010499999858438969,0.00971172470599413,-0.003000000026077032,-0.0030966561753302813,0.0007882751524448395,9.665614925324917e-05,0.0007941789012246557,1.9608344855346043,0.4784479494977284,2.0183617911663747,0.15159137505748008,0.016664853531458832,0.15250463053639574,0.005200000014156103,0.005799999926239252,0.7724770642201835,0.8097014925373134,0.03722442831712991,964.0
train,16,0,rectangular_notch,0.0,0-5,medium,-0.013000000268220901,-0.014083055779337883,-0.004600000102072954,-0.004694852512329817,0.0010830555111169815,9.485241025686264e-05,0.001087201094504785,2.6941006441213333,0.4695194412660474,2.73470780639939,0.2082799054170288,0.016353864045368257,0.20892096081949474,0.005200000014156103,0.005799999926239252,0.6849960722702279,0.8530183727034121,0.16802230043318422,1092.0
train,16,1,rectangular_notch,0.0,0-5,medium,0.0007999999797903001,-4.0751052438281476e-05,0.004999999888241291,0.0049131810665130615,0.0008407510467804968,8.681882172822952e-05,0.0008452217640766116,2.0913682756122096,0.4297531771604682,2.1350665229722243,0.1616828931714802,0.01607755916226502,0.16248029373716807,0.005200000014156103,0.005400000140070915,0.6849960722702279,0.8530183727034121,0.16802230043318422,1092.0
train,16,2,rectangular_notch,0.0,0-5,medium,0.014600000344216824,0.014366980642080307,-0.004600000102072954,-0.004687909036874771,0.00023301970213651657,8.790893480181694e-05,0.00024905052178580354,0.5796365220204709,0.43514923699533725,0.724798838380424,0.04481148105810781,0.01758178735334696,0.04813717982141731,0.005200000014156103,0.004999999888241291,0.6849960722702279,0.8530183727034121,0.16802230043318422,1092.0
train,17,0,rectangular_notch,0.0,0-5,large,-0.01979999989271164,-0.019783010706305504,0.004600000102072954,0.0045142094604671,1.698918640613556e-05,8.579064160585403e-05,8.745665578951961e-05,0.04226060212986027,0.4246636854409505,0.4267612965401958,0.004247296399798136,0.012998582131927205,0.013674891741735853,0.004000000189989805,0.006599999964237213,0.6805349182763745,0.6790214974054856,-0.001513420870888904,1128.0
train,17,1,rectangular_notch,0.0,0-5,large,-0.0007999999797903001,-0.0006614034646190703,-0.00570000009611249,-0.005581843201071024,0.00013859651517122984,0.00011815689504146576,0.00018212645569342444,0.34475883919439476,0.5848766435282672,0.6789251397227519,0.024749378591620692,0.02188090592159023,0.03303491765724345,0.00559999980032444,0.005400000140070915,0.6805349182763745,0.6790214974054856,-0.001513420870888904,1128.0
train,17,2,rectangular_notch,0.0,0-5,large,0.018200000748038292,0.018344704061746597,0.004600000102072954,0.004682366736233234,0.00014470331370830536,8.236663416028023e-05,0.0001665031874201142,0.3599495008949079,0.40771484820652415,0.5438704263356874,0.02782756025276453,0.012479793122210972,0.030497841661245875,0.005200000014156103,0.006599999964237213,0.6805349182763745,0.6790214974054856,-0.001513420870888904,1128.0
train,18,0,rectangular_notch,0.0,0-5,small,-0.00930000003427267,-0.008632652461528778,-0.003100000089034438,-0.00325122126378119,0.0006673475727438927,0.00015122117474675179,0.0006842664879554988,1.6600271243049307,0.7485448317277021,1.8209913285170667,0.13903073771803862,0.0302442356253617,0.1422823243378616,0.004800000227987766,0.004999999888241291,0.6912691269126913,0.7844254510921178,0.09315632417942654,932.0
train,18,1,rectangular_notch,0.0,0-5,small,0.0012000000569969416,0.0015769631136208773,0.004399999976158142,0.004362571984529495,0.0003769630566239357,3.742799162864685e-05,0.00037881657912057466,0.9376956243111705,0.18526856270287698,0.9558229565030888,0.09424075967978802,0.006931109381074077,0.09449529650874679,0.004000000189989805,0.005400000140070915,0.6912691269126913,0.7844254510921178,0.09315632417942654,932.0
train,18,2,rectangular_notch,0.0,0-5,small,0.011699999682605267,0.011818764731287956,-0.003100000089034438,-0.0030751547310501337,0.00011876504868268967,2.4845357984304428e-05,0.00012133601527151733,0.29542806520152237,0.12298452477122526,0.3200045859701374,0.022839432376802367,0.004283682465564147,0.023237676449256065,0.005200000014156103,0.005799999926239252,0.6912691269126913,0.7844254510921178,0.09315632417942654,932.0
train,19,0,rectangular_notch,0.0,0-5,medium,-0.014999999664723873,-0.014728937298059464,-0.004699999932199717,-0.004741462413221598,0.00027106236666440964,4.1462481021881104e-05,0.0002742151417303587,0.6742676521487755,0.205239285645767,0.7048120537466757,0.04840399577312582,0.007148703715374972,0.0489290381227242,0.00559999980032444,0.005799999926239252,0.8051724137931034,0.8292035398230089,0.024031126029905425,1066.0
train,19,1,rectangular_notch,0.0,0-5,medium,-0.0012000000569969416,-0.0009101896430365741,0.004900000058114529,0.00482482323423028,0.00028981041396036744,7.517682388424873e-05,0.0002994021223859358,0.7209034208398611,0.3721252865446796,0.8112823004753487,0.06586600352971257,0.013921633691524585,0.06732118764265156,0.004399999976158142,0.005400000140070915,0.8051724137931034,0.8292035398230089,0.024031126029905425,1066.0
train,19,2,rectangular_notch,0.0,0-5,medium,0.012600000016391277,0.01293814554810524,-0.004699999932199717,-0.0047999159432947636,0.00033814553171396255,9.9916011095047e-05,0.0003525983690989849,0.8411370289393596,0.4945842659753025,0.9757689775778188,0.06502798669104225,0.019983202665668786,0.06802916611180501,0.005200000014156103,0.004999999888241291,0.8051724137931034,0.8292035398230089,0.024031126029905425,1066.0
train,20,0,rectangular_notch,0.0,0-5,large,-0.01899999938905239,-0.01898210123181343,0.004800000227987766,0.004778407514095306,1.7898157238960266e-05,2.159271389245987e-05,2.804619984582894e-05,0.04452166712705047,0.1068839361567185,0.11578581369116582,0.004067763030896203,0.0032716233347670058,0.005220173878341396,0.004399999976158142,0.006599999964237213,0.6482449589245706,0.6420118343195266,-0.006233124605043994,1104.0
train,20,1,rectangular_notch,0.0,0-5,large,0.0,7.590708992211148e-05,-0.005499999970197678,-0.0054924762807786465,7.590708992211148e-05,7.523689419031143e-06,7.62790417016205e-05,0.1888188904016834,0.03724226345663362,0.192456643324922,0.01581397631598299,0.0013932757821988387,0.01587523430780575,0.004800000227987766,0.005400000140070915,0.6482449589245706,0.6420118343195266,-0.006233124605043994,1104.0
train,20,2,rectangular_notch,0.0,0-5,large,0.01899999938905239,0.019214989617466927,0.004800000227987766,0.0046629211865365505,0.00021499022841453552,0.00013707904145121574,0.0002549734533611652,0.534788205134605,0.6785412703500973,0.8639540959561545,0.04134427458255033,0.020769551847574667,0.04626795137788585,0.005200000014156103,0.006599999964237213,0.6482449589245706,0.6420118343195266,-0.006233124605043994,1104.0
train,21,0,rectangular_notch,0.0,0-5,medium,-0.009700000286102295,-0.009855428710579872,-0.00279999990016222,-0.0028667175211012363,0.0001554284244775772,6.671762093901634e-05,0.0001691426500896335,0.38662821452978735,0.33025223102984347,0.5084760686312388,0.029890081548932718,0.013343524486054283,0.032733264742640295,0.005200000014156103,0.004999999888241291,0.8162544169611308,0.8612873980054397,0.04503298104430897,1040.0
train,21,1,rectangular_notch,0.0,0-5,medium,0.0007999999797903001,0.0002441919350530952,0.004699999932199717,0.004633147735148668,0.0005558080738410354,6.685219705104828e-05,0.0005598141041430038,1.3825726145824815,0.33091838279929126,1.4216237233065356,0.1068861677553738,0.012380036169808385,0.1076007349091802,0.005200000014156103,0.005400000140070915,0.8162544169611308,0.8612873980054397,0.04503298104430897,1040.0
train,21,2,rectangular_notch,0.0,0-5,medium,0.011300000362098217,0.010842930525541306,-0.00279999990016222,-0.0027442616410553455,0.00045706983655691147,5.5738259106874466e-05,0.0004604558491521493,1.1369612438483814,0.2759043887459723,1.169959017120919,0.08789804525242648,0.009610044795813545,0.08842182603958797,0.005200000014156103,0.005799999926239252,0.8162544169611308,0.8612873980054397,0.04503298104430897,1040.0
train,22,0,rectangular_notch,0.0,0-5,medium,-0.014600000344216824,-0.01367663498967886,-0.004999999888241291,-0.004982560873031616,0.0009233653545379639,1.7439015209674835e-05,0.0009235300196596227,2.2968713707522608,0.08632312721736268,2.298492935832946,0.23084132767011625,0.003006726798526423,0.23086090826847008,0.004000000189989805,0.005799999926239252,0.6872393661384487,0.80625,0.11901063386155131,1030.0
train,22,1,rectangular_notch,0.0,0-5,medium,-0.0007999999797903001,0.00017177050176542252,0.004600000102072954,0.004684716463088989,0.0009717704961076379,8.471636101603508e-05,0.000975456179912293,2.417279163098149,0.4193459964024871,2.4533833000669265,0.1735304519209693,0.015688214596031945,0.17423816407752632,0.00559999980032444,0.005400000140070915,0.6872393661384487,0.80625,0.11901063386155131,1030.0
