sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,mask_source,mask_bce_mode,area_loss_mode,lambda_area_loss,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
42,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1097,153445.578125,387.51068115234375
43,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1047,152805.984375,386.865966796875
44,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1150,154102.796875,388.16497802734375
45,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1058,152947.84375,387.0094299316406
46,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1010,152340.78125,386.4002380371094
47,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1280,155738.578125,389.8032531738281
48,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1059,152955.046875,387.0145568847656
49,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,975,151901.15625,385.96026611328125
50,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1074,153147.21875,387.20831298828125
51,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1028,152570.421875,386.63140869140625
52,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,946,151537.171875,385.5960998535156
53,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1184,154528.546875,388.590576171875
54,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1004,152272.796875,386.3350524902344
55,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,919,151200.5,385.2601318359375
56,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1163,154264.8125,388.32666015625
57,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,975,151907.4375,385.9689636230469
58,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1030,152591.0625,386.6503601074219
59,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1115,153662.125,387.7236022949219
60,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,951,151601.421875,385.6609802246094
61,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1003,150290.796875,383.5709533691406
62,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1092,153372.796875,387.4338684082031
63,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1053,152883.25,386.94403076171875
64,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,973,151873.875,385.93218994140625
65,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1074,153146.953125,387.20794677734375
66,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1028,152570.0625,386.6309509277344
67,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,946,151533.5,385.591064453125
68,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1184,154529.421875,388.5917663574219
69,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1004,152270.625,386.3320617675781
70,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,919,151187.71875,385.24237060546875
71,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1163,154268.71875,388.3321228027344
72,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,975,151904.203125,385.9645080566406
73,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1030,152587.171875,386.6449279785156
74,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1115,153662.765625,387.72442626953125
75,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1071,153109.90625,387.1711120605469
76,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,987,152056.28125,386.1172180175781
77,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1234,155165.203125,389.231201171875
78,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1028,152568.125,386.62823486328125
79,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1115,153665.203125,387.7279052734375
80,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1202,154746.421875,388.80535888671875
81,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,993,152127.109375,386.18634033203125
82,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1078,153201.53125,387.2642822265625
83,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1168,154327.90625,388.3899230957031
84,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1113,153636.671875,387.6979675292969
85,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1061,152986.28125,387.0481872558594
86,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1140,153971.71875,388.03167724609375
87,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1070,153098.78125,387.1605529785156
88,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1024,152519.390625,386.580078125
89,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1265,155543.015625,389.6046142578125
90,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1071,153109.546875,387.1705627441406
91,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,987,152056.109375,386.1169738769531
92,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1234,155168.25,389.2354736328125
93,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1028,152563.5,386.621826171875
94,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1115,153668.046875,387.7319030761719
95,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1202,154753.65625,388.81549072265625
96,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,993,152127.5625,386.18701171875
97,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1078,153199.984375,387.26214599609375
98,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1168,154209.3125,388.2237854003906
99,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,bce,foreground_floor,10.0,0.0,0,1113,153637.625,387.69927978515625
