sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
26,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4184922680412371,2874,1529,81971.7734375,228.20252990722656
27,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.45695364238410596,2874,2186,84748.9375,230.9824676513672
28,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4320521619766644,2874,1299,81059.5546875,227.28939819335938
29,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.5435390238658353,2874,4305,86009.46875,232.24424743652344
30,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.26505711318795433,2874,1999,98457.5546875,244.70481872558594
31,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.6459164671455174,2874,3313,76469.359375,222.69459533691406
32,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.16593767085839256,2874,1391,100895.5625,247.14524841308594
33,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.7490690346605557,2874,3232,74427.9453125,220.65115356445312
34,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.6012623490669594,2874,2961,78269.0078125,224.4960479736328
35,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.47261606894634417,2874,2423,80634.3359375,226.86375427246094
36,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4550389426481001,2874,3291,85561.640625,231.7959747314453
37,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.741869918699187,2874,2268,73246.4921875,219.46852111816406
38,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.6060514372163389,2874,2434,74722.484375,220.94595336914062
39,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.494140157856972,2874,3373,88262.875,234.4999237060547
40,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.3236994219653179,2874,3080,98591.1484375,244.8385467529297
41,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.66402378592666,2874,2163,74978.75,221.20249938964844
42,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4535764375876578,2874,2308,81826.4453125,228.0570526123047
43,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4764979338842975,2874,2843,86373.6328125,232.60879516601562
44,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.3455985095482068,2874,2904,96716.5390625,242.96205139160156
45,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.45350993377483445,2874,2613,87194.0546875,233.43002319335938
46,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.5759919300605245,2874,1813,76329.703125,222.55479431152344
47,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.5374659400544959,2874,3897,88711.3984375,234.9488983154297
48,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.13220533409807858,2874,1074,97010.40625,243.25619506835938
49,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.25346580406654345,2874,2551,101395.296875,247.64547729492188
