run,split,sample_index,hard_case_type,polygon_iou,zero_iou,component_count,all_bins_correct,max_x_bin_abs_error,max_y_bin_abs_error,mean_hard_center_l2_error_grid,mean_soft_center_l2_error_grid,mean_local_vertex_mae_grid,mean_decoded_vertex_mae
current_reference,test,0,bins_correct_center_or_offset_bad,0.0,1,1,0,1.0,5.0,41.12778187631011,33.81409742802444,2.754952907562256,0.005306274630129337
current_reference,test,1,bins_correct_center_or_offset_bad,0.7236842105263158,0,1,1,0.0,0.0,0.3977337923390041,0.3994849243246559,0.5113641023635864,0.0001596913643879816
current_reference,test,2,both_bins_wrong_like,0.0,1,1,0,0.0,1.0,8.155921342976091,8.155917983338979,0.8019540905952454,0.0010615474311634898
current_reference,test,3,both_bins_wrong_like,0.0,1,1,0,0.0,1.0,5.519972580671727,3.5808217694865805,1.6006581783294678,0.0011266943765804172
current_reference,test,4,geometry_or_type_interaction,0.0,1,2,0,1.0,2.0,17.025288533026856,17.038769780327865,1.05689138174057,0.002300129854120314
current_reference,test,5,geometry_or_type_interaction,0.0,1,2,0,1.0,3.0,21.14841566132627,18.663629213387694,3.013242244720459,0.003585833008401096
current_reference,test,6,rare_y_bin_wrong,0.0,1,1,0,0.0,1.0,6.045159612855517,2.956121691082705,5.7961554527282715,0.002553469967097044
current_reference,test,7,x_bin_wrong_like,0.0,1,1,0,0.0,2.0,15.779546445323641,15.779478577663495,1.354405403137207,0.002049977658316493
current_reference,test,8,x_bin_wrong_like,0.0,1,1,0,0.0,2.0,14.131130162676271,10.81821913078981,8.49191951751709,0.004220268689095974
current_reference,test,9,x_bin_wrong_like,0.0,1,1,0,1.0,2.0,15.801805010924246,11.033850129176797,6.189236640930176,0.0033436231315135956
