run,split,variant,sample_index,component_slot,presence_true,presence_pred,type_true,type_pred,true_center_x_bin,pred_center_x_bin,true_center_y_bin,pred_center_y_bin,x_bin_correct,y_bin_correct,both_bins_correct,center_offset_mae,local_vertex_mae_grid
conditioning_center_bin,train,pred_component_diagnostics,9,0,1.0,1.0,1,1,15,15,5,5,1,1,1,3.616338049719503e-05,0.00029414892196655273
conditioning_center_bin,train,pred_component_diagnostics,9,1,1.0,1.0,0,0,17,17,6,6,1,1,1,3.128622235583356e-05,0.0003670305013656616
conditioning_center_bin,train,pred_component_diagnostics,9,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,10,0,1.0,1.0,1,1,9,9,4,4,1,1,1,4.251343243436012e-05,0.00023472309112548828
conditioning_center_bin,train,pred_component_diagnostics,10,1,1.0,1.0,0,0,11,11,5,5,1,1,1,4.4158265698396315e-05,0.00034883618354797363
conditioning_center_bin,train,pred_component_diagnostics,10,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,11,0,1.0,1.0,1,1,14,14,6,6,1,1,1,3.93452172790798e-05,0.0004157721996307373
conditioning_center_bin,train,pred_component_diagnostics,11,1,0.0,0.0,-1,0,0,16,0,7,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,11,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,12,0,1.0,1.0,1,1,15,15,5,5,1,1,1,2.9771084780701174e-05,0.00040787458419799805
conditioning_center_bin,train,pred_component_diagnostics,12,1,1.0,1.0,0,0,17,17,5,5,1,1,1,9.733057918674681e-06,0.0004506707191467285
conditioning_center_bin,train,pred_component_diagnostics,12,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,13,0,1.0,1.0,1,1,15,15,6,6,1,1,1,2.654110275127075e-05,0.00031270086765289307
conditioning_center_bin,train,pred_component_diagnostics,13,1,1.0,1.0,0,0,16,16,7,7,1,1,1,1.3273110274804323e-05,0.00022549927234649658
conditioning_center_bin,train,pred_component_diagnostics,13,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,14,0,1.0,1.0,1,1,5,5,7,7,1,1,1,2.9262248721781403e-05,0.0006362646818161011
conditioning_center_bin,train,pred_component_diagnostics,14,1,1.0,1.0,0,0,7,7,7,7,1,1,1,6.212901505379259e-05,0.0005840510129928589
conditioning_center_bin,train,pred_component_diagnostics,14,2,1.0,1.0,1,1,6,6,6,6,1,1,1,6.0792843414897435e-05,0.000246196985244751
conditioning_center_bin,train,pred_component_diagnostics,15,0,1.0,1.0,1,1,6,6,8,8,1,1,1,3.686040221524689e-05,0.0006666481494903564
conditioning_center_bin,train,pred_component_diagnostics,15,1,1.0,1.0,0,0,8,8,8,8,1,1,1,6.523549938575179e-06,0.0005327314138412476
conditioning_center_bin,train,pred_component_diagnostics,15,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,16,0,1.0,1.0,1,1,16,16,3,3,1,1,1,1.9819525810538252e-05,0.0005046725273132324
conditioning_center_bin,train,pred_component_diagnostics,16,1,1.0,1.0,0,0,19,19,3,3,1,1,1,3.580760006990924e-05,0.00048100948333740234
conditioning_center_bin,train,pred_component_diagnostics,16,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,17,0,1.0,1.0,1,1,11,11,2,2,1,1,1,5.5462528905189656e-05,0.0001659989356994629
conditioning_center_bin,train,pred_component_diagnostics,17,1,0.0,0.0,-1,0,0,17,0,7,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,17,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,18,0,1.0,1.0,1,1,13,13,3,3,1,1,1,5.218002949436418e-05,0.00014069676399230957
conditioning_center_bin,train,pred_component_diagnostics,18,1,0.0,0.0,-1,0,0,17,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,18,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,19,0,1.0,1.0,1,1,13,13,8,8,1,1,1,6.301870747796312e-05,0.00014691054821014404
conditioning_center_bin,train,pred_component_diagnostics,19,1,0.0,0.0,-1,0,0,17,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,19,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,20,0,1.0,1.0,0,0,20,20,7,7,1,1,1,3.535033806755655e-05,0.0005437135696411133
conditioning_center_bin,train,pred_component_diagnostics,20,1,0.0,0.0,-1,0,0,8,0,8,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,20,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,21,0,1.0,1.0,1,1,3,3,5,5,1,1,1,5.1052010319442565e-05,0.0008210539817810059
conditioning_center_bin,train,pred_component_diagnostics,21,1,0.0,0.0,-1,0,0,17,0,5,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,21,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,22,0,1.0,1.0,0,0,10,10,5,5,1,1,1,4.3198848015377905e-05,0.0009294748306274414
conditioning_center_bin,train,pred_component_diagnostics,22,1,0.0,0.0,-1,0,0,8,0,5,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,22,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,23,0,1.0,1.0,0,0,17,17,5,5,1,1,1,4.494041523786865e-05,0.0013712942600250244
conditioning_center_bin,train,pred_component_diagnostics,23,1,0.0,0.0,-1,0,0,19,0,8,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,23,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,24,0,1.0,1.0,0,0,6,6,6,6,1,1,1,9.068142850767597e-05,0.0022593140602111816
conditioning_center_bin,train,pred_component_diagnostics,24,1,0.0,0.0,-1,0,0,8,0,8,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,24,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,25,0,1.0,1.0,0,0,20,20,6,6,1,1,1,2.8962094698985197e-05,0.0005138218402862549
conditioning_center_bin,train,pred_component_diagnostics,25,1,0.0,0.0,-1,0,0,16,0,7,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,25,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,26,0,1.0,1.0,0,0,9,9,7,7,1,1,1,4.45178041829572e-05,0.0008124411106109619
conditioning_center_bin,train,pred_component_diagnostics,26,1,0.0,0.0,-1,0,0,8,0,8,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,26,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,27,0,1.0,1.0,1,1,5,5,5,5,1,1,1,3.609604858759857e-05,0.0008891820907592773
conditioning_center_bin,train,pred_component_diagnostics,27,1,0.0,0.0,-1,0,0,17,0,5,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,27,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,28,0,1.0,1.0,0,0,4,4,6,6,1,1,1,3.826368757874066e-05,0.0007688403129577637
conditioning_center_bin,train,pred_component_diagnostics,28,1,0.0,0.0,-1,0,0,8,0,5,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,28,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,29,0,1.0,1.0,1,1,11,11,6,6,1,1,1,3.4189584289063754e-05,0.0008133351802825928
conditioning_center_bin,train,pred_component_diagnostics,29,1,0.0,0.0,-1,0,0,8,0,8,0,0,0,0.0,0.0
conditioning_center_bin,train,pred_component_diagnostics,29,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,0,0,1.0,1.0,1,0,19,20,3,7,0,0,0,0.3622400932267128,2.7133647054433823
conditioning_center_bin,val,pred_component_diagnostics,0,1,0.0,0.0,-1,0,0,8,0,8,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,0,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,1,0,1.0,1.0,1,0,18,17,5,5,0,1,0,0.24958401526170743,7.560330644249916
conditioning_center_bin,val,pred_component_diagnostics,1,1,0.0,0.0,-1,0,0,8,0,5,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,1,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,2,0,1.0,1.0,1,1,10,10,4,3,1,0,0,0.17271137498449973,0.12372416257858276
conditioning_center_bin,val,pred_component_diagnostics,2,1,0.0,0.0,-1,0,0,19,0,3,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,2,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,3,0,1.0,1.0,1,1,13,3,4,5,0,0,0,0.4348678886126851,5.889072075486183
conditioning_center_bin,val,pred_component_diagnostics,3,1,1.0,0.0,0,0,15,8,5,5,0,1,0,0.17048757699264203,0.2045132964849472
conditioning_center_bin,val,pred_component_diagnostics,3,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,4,0,1.0,1.0,1,1,14,15,5,4,0,0,0,0.23654210945014373,4.60751973092556
conditioning_center_bin,val,pred_component_diagnostics,4,1,1.0,1.0,0,0,16,17,6,5,0,0,0,0.28271869502691205,0.45115926861763
conditioning_center_bin,val,pred_component_diagnostics,4,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,5,0,1.0,1.0,1,1,5,20,4,8,0,0,0,0.259394163424807,0.2541581988334656
conditioning_center_bin,val,pred_component_diagnostics,5,1,1.0,1.0,0,0,8,8,5,8,1,0,0,0.3594340737012726,2.1996840089559555
conditioning_center_bin,val,pred_component_diagnostics,5,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,6,0,1.0,1.0,1,1,13,13,4,8,1,0,0,0.06584386220514518,0.7104379385709763
conditioning_center_bin,val,pred_component_diagnostics,6,1,0.0,0.0,-1,0,0,17,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,6,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,7,0,1.0,1.0,1,1,13,13,6,8,1,0,0,0.2610430213227028,8.548743836581707
conditioning_center_bin,val,pred_component_diagnostics,7,1,0.0,0.0,-1,0,0,17,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,7,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,8,0,1.0,1.0,0,1,12,12,5,6,1,0,0,0.18666112357323933,4.575757339596748
conditioning_center_bin,val,pred_component_diagnostics,8,1,0.0,0.0,-1,0,0,17,0,7,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,8,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,9,0,1.0,1.0,0,1,15,16,5,3,0,0,0,0.17064517041984217,6.489422425627708
conditioning_center_bin,val,pred_component_diagnostics,9,1,0.0,0.0,-1,0,0,19,0,3,0,0,0,0.0,0.0
conditioning_center_bin,val,pred_component_diagnostics,9,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,0,0,1.0,1.0,1,1,12,13,3,8,0,0,0,0.10396654413633064,2.3215770721435547
conditioning_center_bin,test,pred_component_diagnostics,0,1,0.0,0.0,-1,0,0,17,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,0,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,1,0,1.0,1.0,0,0,14,14,6,6,1,1,1,0.06451673254486329,0.6856445521116257
conditioning_center_bin,test,pred_component_diagnostics,1,1,0.0,0.0,-1,0,0,16,0,8,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,1,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,2,0,1.0,1.0,1,1,12,12,7,6,1,0,0,0.013808852134857219,0.6031350493431091
conditioning_center_bin,test,pred_component_diagnostics,2,1,0.0,0.0,-1,0,0,16,0,7,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,2,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,3,0,1.0,1.0,1,0,10,9,6,7,0,0,0,0.4223718113184683,0.4356820583343506
conditioning_center_bin,test,pred_component_diagnostics,3,1,0.0,0.0,-1,0,0,8,0,8,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,3,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,4,0,1.0,1.0,1,1,14,14,4,6,1,0,0,0.16038834388148443,1.3989532142877579
conditioning_center_bin,test,pred_component_diagnostics,4,1,1.0,0.0,0,0,16,16,3,5,1,0,0,0.4122533451892519,0.595150038599968
conditioning_center_bin,test,pred_component_diagnostics,4,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,5,0,1.0,1.0,1,1,15,13,6,3,0,0,0,0.26873705055246316,4.713957272469997
conditioning_center_bin,test,pred_component_diagnostics,5,1,1.0,0.0,0,0,17,16,5,5,0,1,0,0.26774739960296307,0.7126808017492294
conditioning_center_bin,test,pred_component_diagnostics,5,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,6,0,1.0,1.0,1,1,12,12,7,6,1,0,0,0.377100065403694,2.7917492389678955
conditioning_center_bin,test,pred_component_diagnostics,6,1,0.0,0.0,-1,0,0,17,0,7,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,6,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,7,0,1.0,1.0,0,0,9,9,5,7,1,0,0,0.01977930234964668,0.4553021490573883
conditioning_center_bin,test,pred_component_diagnostics,7,1,0.0,0.0,-1,0,0,8,0,8,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,7,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,8,0,1.0,1.0,1,1,13,13,6,8,1,0,0,0.19215041882362455,8.925527960062027
conditioning_center_bin,test,pred_component_diagnostics,8,1,0.0,0.0,-1,0,0,17,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,8,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,9,0,1.0,1.0,0,1,16,16,5,3,1,0,0,0.3319956398887108,5.752727687358856
conditioning_center_bin,test,pred_component_diagnostics,9,1,0.0,0.0,-1,0,0,19,0,3,0,0,0,0.0,0.0
conditioning_center_bin,test,pred_component_diagnostics,9,2,0.0,0.0,-1,1,0,6,0,6,0,0,0,0.0,0.0
