split,sample_index,component_slot,matched_slot,presence_true,presence_prob,presence_pred,type_true,type_pred,type_correct,center_x_true,center_x_pred,center_y_true,center_y_pred,axis_x_true,axis_x_pred,axis_y_true,axis_y_pred,depth_true,depth_pred,rotation_true,rotation_pred,center_error,axis_error,depth_error,rotation_error,target_schema,type_vocab,run_label,center_x_bin_true_derived,center_x_bin_pred_derived,center_y_bin_true_derived,center_y_bin_pred_derived,x_bin_correct,y_bin_correct,both_bins_correct,center_x_grid_error,center_y_grid_error,center_grid_error,center_offset_x_abs_error,center_offset_y_abs_error,center_offset_mae,pred_mask_iou,pred_area,target_area,area_diff,hard_case_type,defect_type,rotation_angle,component_type_combination
test,0,0,0,1,0.9955314993858336,1,rectangular_notch,rectangular_notch,1.0,0.0046776104718446,-0.0187619384378194,-0.0012666666880249,0.0050998982042074,0.0135111110284924,0.0040471572428941,0.0015999999595806,0.0052946452051401,70.0,0.0018447320908308,0.0,3.565817356109619,0.0242887958884239,0.0101595679298043,69.99815368652344,3.5658111572265625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_to_repaired_v3_normalized,13,6,5,9,False,False,False,58.30587921602716,31.514496920953786,66.27774186961075,0.2882349020033953,0.06068788488077634,0.17446139344208583,0.0,949,264,685,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
test,1,0,0,1,0.996452569961548,1,rectangular_notch,rectangular_notch,1.0,0.0270293690264225,-0.0160130430012941,-0.0006333333440124,-0.0038973316550254,0.0142222223803401,0.0060921693220734,0.001733333338052,0.0059762485325336,75.0,0.0019501559436321,0.0,3.073601722717285,0.0431659929454326,0.0091706095263361,74.998046875,3.0736083984375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_to_repaired_v3_normalized,20,7,5,3,False,False,False,107.06800231210138,16.156792000646796,108.28018769311545,0.3835002890126763,0.019599000080849027,0.20154964454676266,0.0,986,280,706,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
test,2,0,0,1,0.9999998807907104,1,rectangular_notch,rectangular_notch,1.0,-0.0081867109984159,-0.0195760354399681,0.0,0.005149801261723,0.0149333337321877,0.004457960370928,0.0014666666975244,0.0057241185568273,80.0,0.0024642823264002,0.0,-5.438263416290283,0.0124994870275259,0.0113074900582432,79.9975357055664,5.438262939453125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_to_repaired_v3_normalized,9,6,6,9,False,False,False,28.330945181607067,25.491516815308653,38.11115170692678,0.5413681477008839,0.1864396019135819,0.3639038748072329,0.0,1065,296,769,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
test,3,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0122554777190089,-0.0192561224102973,0.005325757432729,0.0049631674773991,0.0106666665524244,0.0045724981464445,0.0010666666785255,0.0040830820798873,85.0,0.001423048088327,0.0,2.4093127250671387,0.031513687223196,0.0067998273298144,84.99857330322266,2.4093170166015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_to_repaired_v3_normalized,16,6,9,9,False,True,False,78.38510707369284,1.7948203190003622,78.40565279960232,0.2018616157883933,0.22435253987504528,0.21310707783171928,0.0524781341107871,948,135,813,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
test,4,0,0,1,0.9997190833091736,1,rectangular_notch,rectangular_notch,1.0,-0.0199908427894115,-0.0160014051944017,0.0007575757335871,-0.0044998438097536,0.0115555552765727,0.0047063785605132,0.0012000000569969,0.0056128683499991,70.0,0.0014477974036708,0.0,-2.319822311401367,0.0065997019410133,0.0081476755440235,69.99855041503906,2.31982421875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_to_repaired_v3_normalized,6,7,6,3,False,False,False,9.923726239399445,26.024227321223275,27.85212290187678,0.24046577992493048,0.25302841515290925,0.24674709753891988,0.0,987,174,813,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
test,5,0,0,1,0.97269868850708,1,rectangular_notch,rotated_rect,0.0,0.0028364041354507,-0.0129074370488524,-0.0020000000949949,-0.0044312682002782,0.0098666669800877,0.0045197941362857,0.000866666669026,0.0064354739151895,75.0,0.0017403977690264,0.0,5.764060497283936,0.0159304607659578,0.0077201463282108,74.99826049804688,5.7640533447265625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_to_repaired_v3_normalized,13,8,4,3,False,False,False,39.16280582131089,12.034777390150571,40.97024806647113,0.10464927233613992,0.5043471737688214,0.3044982230524807,0.0,1083,96,987,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
test,6,0,0,1,0.997900366783142,1,rectangular_notch,rectangular_notch,1.0,0.0253489669412374,-0.0150894075632095,-0.0011333333095535,-0.0039855549111962,0.0104888891801238,0.0058189271949231,0.0009666666737757,0.0062013370916247,80.0,0.0020195976831018,0.0,0.7903468608856201,0.040538839995861,0.0070150066167116,79.99797821044922,0.79034423828125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_to_repaired_v3_normalized,20,7,5,3,False,False,False,100.59045882818363,14.118497243704368,101.57643610446762,0.42619264647704347,0.2351878445369542,0.3306902455069988,0.0,1083,130,953,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
test,7,0,0,1,0.9997991919517516,1,rectangular_notch,rectangular_notch,1.0,-0.0154488887637853,-0.0095015279948711,0.0026866665575653,-0.0028773343656212,0.008533333428204,0.0052849645726382,0.000866666669026,0.0059504834935069,85.0,0.0016157737700268,0.0,0.4451091289520263,0.008144274353981,0.0060330005362629,84.99838256835938,0.4451141357421875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_to_repaired_v3_normalized,7,9,7,4,False,False,False,14.794060243347088,27.541805185380493,31.263641044402277,0.15074246958161322,0.44272564817256144,0.2967340588770873,0.0,1032,84,948,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
test,8,0,0,1,0.9993669390678406,1,rectangular_notch,rotated_rect,0.0,-0.0123733337968587,-0.0091452645137906,0.0036800000816583,-0.0028569360729306,0.0074666668660938,0.0045822425745427,0.0007333333487622,0.0049598570913076,70.0,0.0015177419409155,0.0,-11.473634719848633,0.0072905397973954,0.0051169726066291,69.99848175048828,11.4736328125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_to_repaired_v3_normalized,8,9,8,4,False,False,False,8.029822521112418,32.35783468846902,33.3392788681287,0.0037278151390522513,0.04472933605862767,0.02422857559883996,0.0,984,76,908,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
test,9,0,0,1,0.9990522265434264,1,rectangular_notch,rotated_rect,0.0,0.0055111111141741,-0.0186375379562377,0.0023838384076952,0.0051240120083093,0.0133333336561918,0.004155006725341,0.001333333319053,0.004944350104779,75.0,0.001575666014105,0.0,3.512667655944824,0.0243036169558763,0.009863119572401,74.99842071533203,3.512664794921875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_to_repaired_v3_normalized,14,6,7,9,False,False,False,60.06976590531325,13.563859626215683,61.58210019054902,0.4912792618358429,0.3045175467230393,0.3978984042794411,0.0,901,231,670,rare_y_bin_wrong,rectangular_notch,0.0,rectangular_notch
