sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,mask_source,mask_bce_mode,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
30,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1058,234120.9375,483.7965393066406
31,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1010,233975.75,483.64874267578125
32,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1280,234448.28125,484.1217041015625
33,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1059,234125.828125,483.8016052246094
34,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,975,233907.640625,483.5803527832031
35,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1250,234452.140625,484.1278991699219
36,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1018,234017.484375,483.691650390625
37,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1098,234126.03125,483.7989501953125
38,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1212,234371.578125,484.0466613769531
39,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,979,234092.71875,483.7727966308594
40,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1063,234064.84375,483.73779296875
41,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1181,234269.265625,483.9422607421875
42,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1097,234383.828125,484.06768798828125
43,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1047,234028.421875,483.7009582519531
44,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1150,234219.015625,483.89215087890625
45,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1058,234342.421875,484.02734375
46,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1010,233966.28125,483.63885498046875
47,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1280,234464.765625,484.1388854980469
48,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1059,234078.28125,483.7520446777344
49,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,975,233910.046875,483.5828552246094
50,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1074,234084.296875,483.75726318359375
51,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1028,234016.28125,483.689697265625
52,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,946,233868.953125,483.5421142578125
53,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1184,234272.328125,483.9451904296875
54,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1004,233976.0625,483.6495361328125
55,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,919,233871.46875,483.5466613769531
56,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1163,234243.359375,483.9165954589844
57,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,975,233929.953125,483.6036376953125
58,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1030,234073.34375,483.7489929199219
59,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1115,234150.546875,483.82330322265625
60,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,951,233873.125,483.5461120605469
61,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1003,234348.984375,484.03790283203125
62,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1092,234112.953125,483.7857971191406
63,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1053,234043.984375,483.716796875
64,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,973,233932.265625,483.6061096191406
65,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1074,234090.671875,483.7638854980469
66,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1028,234003.171875,483.67608642578125
67,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,946,233903.03125,483.5776062011719
68,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1184,234274.921875,483.94793701171875
69,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1004,233969.328125,483.6424865722656
70,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,919,233899.796875,483.5761413574219
71,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1163,234239.25,483.91229248046875
72,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,975,233914.859375,483.5878601074219
73,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1030,234008.53125,483.68145751953125
74,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1115,234160.28125,483.83343505859375
75,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1071,234078.1875,483.7510986328125
76,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,987,233946.953125,483.6204528808594
77,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1234,234572.3125,484.2543640136719
78,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1028,234000.328125,483.6730651855469
79,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1115,234175.96875,483.849853515625
80,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1202,234354.53125,484.02960205078125
81,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,993,233944.671875,483.6176452636719
82,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1078,234094.46875,483.7676086425781
83,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1168,234377.75,484.0563049316406
84,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1113,234148.21875,483.821044921875
85,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1061,234064.40625,483.7374572753906
86,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1140,234251.90625,483.9271545410156
87,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1070,234073.390625,483.7461853027344
88,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1024,234002.0,483.67510986328125
89,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1265,234427.46875,484.1010437011719
90,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1071,234077.625,483.75048828125
91,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,987,233946.75,483.6202392578125
92,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1234,234516.734375,484.19635009765625
93,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1028,233999.921875,483.6726379394531
94,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1115,234174.828125,483.8486633300781
95,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1202,234352.15625,484.027099609375
96,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,993,233933.4375,483.60589599609375
97,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1078,234118.609375,483.79266357421875
98,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1168,234656.453125,484.3466491699219
99,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,pos_weighted_bce,0.0,0,1113,234146.765625,483.8195495605469
