sample_index,signal_normalization,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
211,per_sample_zscore,1.0,9,9,499.7548522949219,4.5456695556640625
212,per_sample_zscore,1.0,6,6,45.02167892456055,0.8729192614555359
213,per_sample_zscore,1.0,4,4,66.9112319946289,1.4137954711914062
214,per_sample_zscore,1.0,6,6,467.4051513671875,4.095256328582764
215,per_sample_zscore,0.0,0,4,19968.51171875,20.207189559936523
216,per_sample_zscore,1.0,10,10,388.48321533203125,3.2758309841156006
217,per_sample_zscore,0.8181818181818182,9,11,10269.9404296875,12.884893417358398
218,per_sample_zscore,1.0,4,4,104.99600219726562,2.13474702835083
219,per_sample_zscore,0.8888888888888888,8,9,5557.70751953125,8.921594619750977
220,per_sample_zscore,1.0,6,6,106.8492660522461,1.7584075927734375
221,per_sample_zscore,1.0,4,4,71.5114517211914,1.1548405885696411
222,per_sample_zscore,1.0,5,5,55.390438079833984,1.0419749021530151
223,per_sample_zscore,1.0,7,7,26.347612380981445,0.8556357026100159
224,per_sample_zscore,1.0,12,12,1068.134765625,8.149168968200684
225,per_sample_zscore,1.0,12,12,228.12010192871094,2.3786301612854004
226,per_sample_zscore,0.9166666666666666,11,12,5575.5908203125,9.591719627380371
227,per_sample_zscore,1.0,5,5,158.6580810546875,1.6639831066131592
228,per_sample_zscore,1.0,7,7,198.94337463378906,2.3595290184020996
229,per_sample_zscore,1.0,9,9,143.00692749023438,2.256004571914673
230,per_sample_zscore,0.8888888888888888,9,8,5255.48876953125,7.570199966430664
231,per_sample_zscore,1.0,6,6,70.62281036376953,1.0950886011123657
232,per_sample_zscore,1.0,8,8,235.92945861816406,2.373927116394043
233,per_sample_zscore,1.0,4,4,87.03279113769531,1.568751335144043
234,per_sample_zscore,1.0,4,4,105.13717651367188,1.6140321493148804
235,per_sample_zscore,1.0,11,11,1708.7266845703125,9.786831855773926
236,per_sample_zscore,1.0,6,6,100.62129211425781,1.337007761001587
237,per_sample_zscore,0.8571428571428571,6,7,5685.759765625,9.929401397705078
238,per_sample_zscore,1.0,4,4,8.467352867126465,0.35147547721862793
239,per_sample_zscore,1.0,8,8,267.670654296875,2.967078924179077
240,per_sample_zscore,1.0,6,6,11.503308296203613,0.4865682125091553
241,per_sample_zscore,1.0,6,6,35.05765151977539,0.9097707271575928
242,per_sample_zscore,0.0,0,3,15275.7890625,16.809633255004883
243,per_sample_zscore,1.0,4,4,277.258056640625,2.4446964263916016
244,per_sample_zscore,1.0,6,6,37.07854080200195,0.7646568417549133
245,per_sample_zscore,1.0,5,5,1349.577392578125,8.539900779724121
246,per_sample_zscore,0.6666666666666666,4,6,10276.1806640625,13.451946258544922
247,per_sample_zscore,1.0,3,3,34.14659881591797,0.7090641856193542
248,per_sample_zscore,1.0,7,7,115.10484313964844,1.4819321632385254
249,per_sample_zscore,1.0,7,7,149.45101928710938,1.9336756467819214
250,per_sample_zscore,0.6,9,15,31030.345703125,36.1245002746582
251,per_sample_zscore,0.9,9,10,5396.19482421875,8.400092124938965
252,per_sample_zscore,1.0,5,5,591.3930053710938,3.860293388366699
253,per_sample_zscore,1.0,16,16,579.0413208007812,4.552793979644775
254,per_sample_zscore,0.9333333333333333,15,14,6243.57763671875,12.580853462219238
255,per_sample_zscore,0.0,0,3,15079.8212890625,15.978394508361816
256,per_sample_zscore,1.0,6,6,265.1697998046875,2.4765164852142334
257,per_sample_zscore,1.0,5,5,220.2971649169922,2.2971794605255127
258,per_sample_zscore,1.0,10,10,607.4285888671875,5.856240272521973
259,per_sample_zscore,1.0,6,6,136.12278747558594,1.8199234008789062
260,per_sample_zscore,1.0,7,7,691.59619140625,4.548532009124756
261,per_sample_zscore,1.0,6,6,12.961569786071777,0.5474969148635864
262,per_sample_zscore,1.0,5,5,117.41887664794922,1.3641313314437866
263,per_sample_zscore,1.0,12,12,531.0823974609375,4.073166370391846
264,per_sample_zscore,0.6,4,4,10126.2626953125,11.727880477905273
265,per_sample_zscore,1.0,6,6,327.87811279296875,2.717261552810669
266,per_sample_zscore,1.0,4,4,21.344932556152344,0.6591979265213013
267,per_sample_zscore,1.0,8,8,487.13641357421875,3.975377082824707
268,per_sample_zscore,1.0,4,4,202.53912353515625,2.236621141433716
269,per_sample_zscore,0.0,0,4,19957.95703125,20.089502334594727
270,per_sample_zscore,1.0,4,4,144.5615692138672,1.6588613986968994
271,per_sample_zscore,1.0,6,6,1154.4615478515625,5.706171035766602
272,per_sample_zscore,1.0,12,12,347.2314147949219,3.3949127197265625
273,per_sample_zscore,0.8,4,5,5141.98583984375,6.520483493804932
274,per_sample_zscore,1.0,4,4,18.263477325439453,0.4747653305530548
275,per_sample_zscore,1.0,9,9,19.663908004760742,0.849941611289978
276,per_sample_zscore,1.0,8,8,197.33824157714844,2.320676326751709
277,per_sample_zscore,0.0,0,4,19965.17578125,20.310775756835938
278,per_sample_zscore,1.0,9,9,167.42254638671875,2.603954553604126
279,per_sample_zscore,1.0,4,4,68.5071792602539,1.2118549346923828
280,per_sample_zscore,1.0,4,4,162.09471130371094,2.0193309783935547
281,per_sample_zscore,1.0,5,5,676.615966796875,4.059980392456055
282,per_sample_zscore,1.0,8,8,653.7167358398438,4.327063083648682
283,per_sample_zscore,1.0,9,9,402.550048828125,3.196957588195801
284,per_sample_zscore,1.0,14,14,1594.1448974609375,9.153543472290039
285,per_sample_zscore,1.0,4,4,18.836875915527344,0.5020908117294312
286,per_sample_zscore,0.0,0,6,30037.30078125,31.029115676879883
287,per_sample_zscore,1.0,6,6,217.24449157714844,2.194211483001709
288,per_sample_zscore,1.0,4,4,64.0014419555664,1.224831223487854
289,per_sample_zscore,0.0,0,9,44948.50390625,45.79298400878906
290,per_sample_zscore,1.0,15,15,665.4095458984375,4.728369235992432
291,per_sample_zscore,1.0,3,3,300.8319396972656,3.0239834785461426
292,per_sample_zscore,1.0,2,2,0.18724215030670166,0.05669855698943138
293,per_sample_zscore,1.0,6,6,225.04232788085938,2.6803784370422363
294,per_sample_zscore,0.0,0,3,15111.1953125,16.192262649536133
295,per_sample_zscore,0.0,0,8,40169.13671875,41.74934005737305
296,per_sample_zscore,1.0,7,7,42.0543212890625,1.031105637550354
297,per_sample_zscore,1.0,5,5,57.92792892456055,1.1245228052139282
298,per_sample_zscore,1.0,7,7,212.28160095214844,2.583178758621216
299,per_sample_zscore,1.0,5,5,47.66932678222656,1.0145542621612549
300,per_sample_zscore,0.0,0,9,44912.53515625,45.07843780517578
301,per_sample_zscore,1.0,4,4,6.609339714050293,0.31439271569252014
302,per_sample_zscore,1.0,6,6,195.62338256835938,2.444377899169922
303,per_sample_zscore,1.0,5,5,93.36128234863281,1.4907426834106445
304,per_sample_zscore,0.0,0,2,10008.265625,10.55067253112793
305,per_sample_zscore,0.8571428571428571,6,7,4992.85205078125,5.2849602699279785
306,per_sample_zscore,1.0,4,4,323.5176696777344,3.261986494064331
307,per_sample_zscore,1.0,6,6,242.48744201660156,2.2728214263916016
308,per_sample_zscore,1.0,6,6,76.72876739501953,1.4932116270065308
309,per_sample_zscore,1.0,5,5,585.5308227539062,4.814948081970215
310,per_sample_zscore,1.0,11,11,1609.5731201171875,10.331256866455078
311,per_sample_zscore,0.8,4,5,5004.53076171875,5.575686454772949
312,per_sample_zscore,1.0,8,8,303.30682373046875,3.498272180557251
313,per_sample_zscore,1.0,11,11,124.16764831542969,2.0664145946502686
314,per_sample_zscore,1.0,8,8,177.9536895751953,1.6128113269805908
315,per_sample_zscore,1.0,4,4,204.15301513671875,2.204392910003662
316,per_sample_zscore,1.0,10,10,63.880088806152344,1.4666109085083008
317,per_sample_zscore,1.0,8,8,785.6942749023438,4.860998630523682
318,per_sample_zscore,1.0,13,13,57.20624923706055,1.5836684703826904
319,per_sample_zscore,1.0,11,11,2450.8095703125,13.8214693069458
320,per_sample_zscore,1.0,14,14,1221.383544921875,7.145749092102051
321,per_sample_zscore,0.0,0,6,30135.3671875,31.154890060424805
322,per_sample_zscore,1.0,4,4,58.21294403076172,1.2619450092315674
323,per_sample_zscore,1.0,10,10,54.840633392333984,1.0684139728546143
324,per_sample_zscore,1.0,6,6,91.82122802734375,1.556403636932373
325,per_sample_zscore,1.0,13,13,167.76284790039062,2.393965482711792
326,per_sample_zscore,1.0,4,4,7.021287441253662,0.39105719327926636
327,per_sample_zscore,1.0,4,4,182.88819885253906,2.1002275943756104
328,per_sample_zscore,1.0,6,6,271.59942626953125,2.5977096557617188
329,per_sample_zscore,1.0,3,3,109.4230728149414,1.5115339756011963
330,per_sample_zscore,0.0,0,9,45070.37890625,46.36384201049805
331,per_sample_zscore,1.0,2,2,4.770508289337158,0.2654842436313629
332,per_sample_zscore,1.0,4,4,37.56207275390625,0.6873782277107239
333,per_sample_zscore,0.9166666666666666,11,12,5215.15869140625,6.958519458770752
334,per_sample_zscore,1.0,8,8,1811.389892578125,8.803321838378906
335,per_sample_zscore,1.0,8,8,248.48611450195312,2.331500768661499
336,per_sample_zscore,1.0,4,4,56.260215759277344,1.123754620552063
337,per_sample_zscore,1.0,3,3,46.97346496582031,1.2207015752792358
338,per_sample_zscore,1.0,9,9,65.94528198242188,1.1141440868377686
339,per_sample_zscore,1.0,5,5,196.4252166748047,2.5585825443267822
340,per_sample_zscore,1.0,4,4,1.4899307489395142,0.14673708379268646
341,per_sample_zscore,1.0,9,9,97.5306625366211,1.4306297302246094
