comparison_run,split,sample_index,reference_mask_iou,comparison_mask_iou,delta_mask_iou,reference_mean_center_grid_error,comparison_mean_center_grid_error,delta_center_grid_error,reference_any_x_bin_wrong,comparison_any_x_bin_wrong,delta_x_wrong,reference_any_y_bin_wrong,comparison_any_y_bin_wrong,delta_y_wrong,reference_pred_area,comparison_pred_area,delta_pred_area,reference_failure_label
x_bin_weighted,train,15,0.8119891008174387,0.8088642659279779,-0.003125,1.1888572864563873,1.435924019138695,0.247067,false,false,0,false,false,0,1031.0,995.0,-36.000000,area_or_distribution_case
x_bin_weighted,train,16,0.8493031358885017,0.8827160493827161,0.033413,0.6740187970817361,0.468791089392651,-0.205228,false,true,1,false,false,0,1031.0,1043.0,12.000000,area_or_distribution_case
x_bin_weighted,train,17,0.7107114933541829,0.6714393368500376,-0.039272,0.4687251442051539,0.5205548103479586,0.051830,false,false,0,false,false,0,1060.0,1090.0,30.000000,area_or_distribution_case
x_bin_weighted,train,18,0.7722960151802657,0.7689393939393939,-0.003357,0.15520340413387362,0.5340241299983085,0.378821,false,false,0,false,false,0,936.0,936.0,0.000000,area_or_distribution_case
x_bin_weighted,train,19,0.8340535868625756,0.8321616871704746,-0.001892,0.31295377143117825,0.42439745116742317,0.111444,false,false,0,false,false,0,1056.0,1019.0,-37.000000,area_or_distribution_case
x_bin_weighted,train,20,0.6492146596858639,0.6669195751138088,0.017705,0.23960799950710196,0.41484294886354256,0.175235,false,false,0,false,false,0,1101.0,1093.0,-8.000000,area_or_distribution_case
x_bin_weighted,train,21,0.829052258635961,0.8040961709706145,-0.024956,0.835354327263727,0.8327115187474113,-0.002643,false,false,0,false,false,0,1025.0,986.0,-39.000000,area_or_distribution_case
x_bin_weighted,train,22,0.8166368515205724,0.7891459074733096,-0.027491,0.3993404450260116,0.44627877836893104,0.046938,false,false,0,false,false,0,1001.0,981.0,-20.000000,area_or_distribution_case
x_bin_weighted,train,23,0.6256564141035259,0.6090504451038575,-0.016606,0.12547300434511435,0.4182860577075223,0.292813,false,false,0,false,false,0,1087.0,1089.0,2.000000,area_or_distribution_case
x_bin_weighted,train,24,0.7734711455641688,0.7647569444444444,-0.008714,0.4188015413131756,0.5142486094623319,0.095447,false,false,0,false,false,0,1051.0,1025.0,-26.000000,area_or_distribution_case
x_bin_weighted,train,25,0.7678275290215588,0.6721828211189913,-0.095645,0.4027325620186943,1.965285303289388,1.562553,false,false,0,false,false,0,1069.0,1059.0,-10.000000,area_or_distribution_case
x_bin_weighted,train,26,0.5780308104487609,0.5687458081824279,-0.009285,0.44759129503593914,0.6491635835105188,0.201572,false,false,0,false,false,0,1175.0,1158.0,-17.000000,area_or_distribution_case
x_bin_weighted,train,27,0.815590947191953,0.7828200972447326,-0.032771,0.18609775873331857,0.485955332257698,0.299858,false,false,0,false,false,0,1069.0,1103.0,34.000000,area_or_distribution_case
x_bin_weighted,train,28,0.6453957996768982,0.6752411575562701,0.029845,1.8885804947151783,1.266921579750979,-0.621659,false,false,0,false,false,0,990.0,1037.0,47.000000,area_or_distribution_case
x_bin_weighted,train,29,0.5090786819098857,0.5561681598897312,0.047089,1.444585321036083,0.9840385229799057,-0.460547,false,false,0,false,false,0,1094.0,1108.0,14.000000,area_or_distribution_case
x_bin_weighted,train,30,0.6154970760233918,0.6817120622568094,0.066215,1.4579075856527826,0.5755637277680136,-0.882344,true,false,-1,false,false,0,1152.0,1103.0,-49.000000,x_bin_wrong
x_bin_weighted,train,31,0.6596434359805511,0.6474308300395257,-0.012213,1.7423210804576434,2.4541370192722622,0.711816,false,false,0,false,false,0,1038.0,1074.0,36.000000,area_or_distribution_case
x_bin_weighted,train,32,0.639161755075311,0.6462540716612378,0.007092,0.680690285383816,0.5573864152074673,-0.123304,false,false,0,false,false,0,1223.0,1247.0,24.000000,area_or_distribution_case
x_bin_weighted,train,33,0.7528641571194763,0.746044962531224,-0.006819,0.4478674623092253,0.3761567925989506,-0.071711,false,false,0,false,false,0,1083.0,1038.0,-45.000000,area_or_distribution_case
x_bin_weighted,train,34,0.6150662251655629,0.682015638575152,0.066949,0.8272839155711971,0.40174022841537255,-0.425544,false,false,0,false,false,0,976.0,961.0,-15.000000,area_or_distribution_case
x_bin_weighted,train,35,0.6343381389252949,0.6431893687707642,0.008851,0.200631590762706,0.3737315953735374,0.173100,false,false,0,false,false,0,1244.0,1223.0,-21.000000,area_or_distribution_case
x_bin_weighted,train,36,0.7457627118644068,0.7601351351351351,0.014372,0.2909347002618411,0.43742173497656944,0.146487,false,false,0,false,false,0,1042.0,1066.0,24.000000,area_or_distribution_case
x_bin_weighted,train,37,0.7247634069400631,0.7273462783171522,0.002583,1.420448069719679,1.1369989830639684,-0.283449,false,false,0,false,false,0,1089.0,1037.0,-52.000000,area_or_distribution_case
x_bin_weighted,train,38,0.636241610738255,0.6073825503355704,-0.028859,0.1822845050536176,0.2970938135694537,0.114809,false,false,0,false,false,0,1226.0,1183.0,-43.000000,area_or_distribution_case
x_bin_weighted,train,39,0.6873428331936295,0.6921754084264833,0.004833,0.18886981964449742,0.485393317281418,0.296523,false,false,0,false,false,0,1034.0,989.0,-45.000000,area_or_distribution_case
x_bin_weighted,train,40,0.788107202680067,0.7437550362610797,-0.044352,0.3253031569200304,0.764139691817222,0.438837,false,false,0,false,false,0,1072.0,1101.0,29.000000,area_or_distribution_case
x_bin_weighted,train,41,0.5741345525800131,0.5602369980250165,-0.013898,0.926126170654264,1.4737584881675765,0.547632,false,false,0,false,false,0,1229.0,1189.0,-40.000000,area_or_distribution_case
x_bin_weighted,train,42,0.7339743589743589,0.7653631284916201,0.031389,0.6335979114472985,0.6177811617465071,-0.015817,false,false,0,false,false,0,1067.0,1115.0,48.000000,area_or_distribution_case
x_bin_weighted,train,43,0.6443217665615142,0.6837881219903692,0.039466,1.8120413057503184,1.206359503719643,-0.605682,false,false,0,false,false,0,1038.0,1051.0,13.000000,area_or_distribution_case
x_bin_weighted,train,44,0.5233581584292485,0.5516285516285516,0.028270,1.5169726967974595,1.6448218290359469,0.127849,false,false,0,false,false,0,1100.0,1089.0,-11.000000,area_or_distribution_case
x_bin_weighted,train,45,0.7126984126984127,0.7055555555555556,-0.007143,0.3613005927949306,0.5924412927505278,0.231141,false,true,1,false,false,0,1100.0,1091.0,-9.000000,area_or_distribution_case
x_bin_weighted,train,46,0.6807817589576547,0.6685303514376997,-0.012251,1.2782332248494086,2.2091904767782973,0.930957,false,false,0,false,true,1,1054.0,1079.0,25.000000,area_or_distribution_case
x_bin_weighted,train,47,0.6649180327868852,0.6586632057105776,-0.006255,0.29601943516007706,0.39835392758981336,0.102334,false,true,1,false,false,0,1259.0,1276.0,17.000000,area_or_distribution_case
x_bin_weighted,train,48,0.7694235588972431,0.7589359933499584,-0.010488,0.39196253605603665,0.7646578878382136,0.372695,false,false,0,false,false,0,1059.0,1057.0,-2.000000,area_or_distribution_case
x_bin_weighted,train,49,0.663582842724979,0.6728971962616822,0.009314,0.38522822834823583,0.5688569040039766,0.183629,false,false,0,false,false,0,1003.0,994.0,-9.000000,area_or_distribution_case
x_bin_weighted,train,50,0.5660102115244348,0.6058122205663189,0.039802,1.508111451330574,1.718376360566263,0.210265,false,false,0,false,false,0,1073.0,1081.0,8.000000,area_or_distribution_case
x_bin_weighted,train,51,0.705832628909552,0.7870289219982471,0.081196,1.1113174052313992,0.448416041517859,-0.662901,false,false,0,false,false,0,990.0,1011.0,21.000000,area_or_distribution_case
x_bin_weighted,train,52,0.7952830188679245,0.7928772258669166,-0.002406,0.21701951011287657,0.5777428368789295,0.360723,false,false,0,false,false,0,957.0,967.0,10.000000,area_or_distribution_case
x_bin_weighted,train,53,0.7063142437591777,0.7041942604856513,-0.002120,1.205747558871894,1.2527098241805708,0.046962,false,false,0,false,false,0,1140.0,1132.0,-8.000000,area_or_distribution_case
x_bin_weighted,train,54,0.828440366972477,0.7930419268510259,-0.035398,0.10816737097613771,0.6541678259300648,0.546000,false,false,0,false,false,0,989.0,1006.0,17.000000,area_or_distribution_case
x_bin_weighted,train,55,0.7509433962264151,0.7604961832061069,0.009553,0.31458790027129274,0.44879467651702454,0.134207,false,false,0,false,false,0,937.0,926.0,-11.000000,area_or_distribution_case
x_bin_weighted,train,56,0.7049891540130152,0.7176820208023774,0.012693,0.3782559443487268,0.5891169194401646,0.210861,false,false,0,false,false,0,1195.0,1149.0,-46.000000,area_or_distribution_case
x_bin_weighted,train,57,0.7756584922797457,0.8027777777777778,0.027119,0.6441364576215574,0.3137974244179061,-0.330339,false,false,0,false,false,0,980.0,972.0,-8.000000,area_or_distribution_case
x_bin_weighted,train,58,0.8714932126696833,0.8685403445149592,-0.002953,0.20219805649141764,0.7146647929005594,0.512467,false,false,0,false,false,0,1038.0,1031.0,-7.000000,area_or_distribution_case
x_bin_weighted,train,59,0.6422703510082151,0.6737160120845922,0.031446,1.4323488243227782,0.45722452018725,-0.975124,false,false,0,false,false,0,1084.0,1101.0,17.000000,area_or_distribution_case
x_bin_weighted,train,60,0.6755793226381461,0.6798623063683304,0.004283,1.120246445462153,0.8739161931809866,-0.246330,false,false,0,false,false,0,929.0,1001.0,72.000000,area_or_distribution_case
x_bin_weighted,train,61,0.8820224719101124,0.8613406795224977,-0.020682,0.0830684910367196,0.4479776398109178,0.364909,false,true,1,false,false,0,1007.0,1024.0,17.000000,area_or_distribution_case
x_bin_weighted,train,62,0.6706676669167292,0.6562962962962963,-0.014371,1.2719316486938967,1.792966008758105,0.521034,false,false,0,false,false,0,1135.0,1144.0,9.000000,area_or_distribution_case
x_bin_weighted,train,63,0.8105263157894737,0.8773669972948602,0.066841,0.5988793864602989,0.2857448427246013,-0.313135,false,false,0,false,false,0,1011.0,1029.0,18.000000,area_or_distribution_case
x_bin_weighted,train,64,0.7236180904522613,0.7741652021089631,0.050547,0.527769135015756,0.6246367963028954,0.096868,false,false,0,false,false,0,1085.0,1046.0,-39.000000,geometry_or_type_interaction
x_bin_weighted,train,65,0.6200941915227629,0.639589905362776,0.019496,0.6157598016029668,0.9447501807647894,0.328990,false,false,0,true,false,-1,990.0,1005.0,15.000000,y_bin_wrong
x_bin_weighted,train,66,0.7439862542955327,0.8036199095022625,0.059634,1.0167801622303108,0.5210377462036858,-0.495742,false,false,0,false,false,0,1002.0,965.0,-37.000000,area_or_distribution_case
x_bin_weighted,train,67,0.7934883720930233,0.7767612076852699,-0.016727,0.22953859885356628,0.5283896539731324,0.298851,false,false,0,false,false,0,982.0,996.0,14.000000,area_or_distribution_case
x_bin_weighted,train,68,0.7050461975835111,0.7107913669064748,0.005745,0.8180524990241969,0.9991986605057437,0.181146,false,false,0,false,false,0,1215.0,1194.0,-21.000000,area_or_distribution_case
x_bin_weighted,train,69,0.7264808362369338,0.8365831012070566,0.110102,1.7766392752959739,0.6529777510288418,-1.123662,false,false,0,false,false,0,978.0,974.0,-4.000000,area_or_distribution_case
x_bin_weighted,train,70,0.7634703196347032,0.748824082784572,-0.014646,0.2834340091045022,0.3753984355002442,0.091964,false,false,0,false,false,0,1012.0,940.0,-72.000000,geometry_or_type_interaction
x_bin_weighted,train,71,0.7169529499626587,0.7192851824274014,0.002332,0.4953950030927687,0.5802671224067121,0.084872,false,false,0,false,false,0,1136.0,1146.0,10.000000,area_or_distribution_case
x_bin_weighted,train,72,0.7970615243342516,0.7909090909090909,-0.006152,0.49463384629202684,0.576108507114712,0.081475,false,false,0,false,false,0,982.0,995.0,13.000000,area_or_distribution_case
x_bin_weighted,train,73,0.8478824546240277,0.8798206278026905,0.031938,0.10443910017243535,0.49907053667071005,0.394631,false,false,0,false,false,0,1108.0,1066.0,-42.000000,area_or_distribution_case
x_bin_weighted,train,74,0.6440677966101694,0.6714071856287425,0.027339,1.337383780739659,0.6231086422439,-0.714275,false,false,0,false,false,0,1116.0,1118.0,2.000000,area_or_distribution_case
x_bin_weighted,train,75,0.668769716088328,0.6996047430830039,0.030835,1.827956151247314,0.9643911374347494,-0.863565,false,false,0,false,false,0,1045.0,1079.0,34.000000,area_or_distribution_case
x_bin_weighted,train,76,0.560126582278481,0.6178660049627791,0.057739,1.3867675393915262,1.1962530380023682,-0.190515,false,false,0,false,false,0,985.0,969.0,-16.000000,area_or_distribution_case
x_bin_weighted,train,77,0.6423751686909581,0.6250820748522653,-0.017293,0.5778018910340671,0.3649538287518261,-0.212848,false,false,0,false,false,0,1200.0,1241.0,41.000000,area_or_distribution_case
x_bin_weighted,train,78,0.6650943396226415,0.7202680067001676,0.055174,1.8376133502385261,1.2022423715050674,-0.635371,false,false,0,false,false,0,1090.0,1026.0,-64.000000,area_or_distribution_case
x_bin_weighted,train,79,0.776083467094703,0.7930476960388035,0.016964,0.2559268899531011,0.4658264124802039,0.209900,false,false,0,false,false,0,1098.0,1103.0,5.000000,area_or_distribution_case
x_bin_weighted,train,80,0.6143344709897611,0.6109607577807848,-0.003374,0.41184629443063275,0.49747555795591897,0.085629,false,false,0,false,false,0,1163.0,1179.0,16.000000,area_or_distribution_case
x_bin_weighted,train,81,0.6697401508801342,0.6827820186598813,0.013042,0.7716400157839368,0.6124990939946139,-0.159141,false,false,0,false,false,0,999.0,991.0,-8.000000,area_or_distribution_case
x_bin_weighted,train,82,0.7704248366013072,0.7512274959083469,-0.019197,0.2919890540184658,0.5832858062570011,0.291297,false,false,0,false,false,0,1089.0,1062.0,-27.000000,area_or_distribution_case
x_bin_weighted,train,83,0.5749665327978581,0.5833333333333334,0.008367,0.39888838016038536,0.4089970259532599,0.010109,false,false,0,false,false,0,1185.0,1188.0,3.000000,area_or_distribution_case
x_bin_weighted,train,84,0.7624703087885986,0.7603833865814696,-0.002087,0.7964863639835569,1.1880617978028039,0.391575,false,false,0,false,false,0,1113.0,1091.0,-22.000000,area_or_distribution_case
x_bin_weighted,train,85,0.6965845909451946,0.692063492063492,-0.004521,0.4545786197959349,1.1050734484588436,0.650495,false,false,0,false,false,0,1075.0,1071.0,-4.000000,area_or_distribution_case
x_bin_weighted,train,86,0.5781990521327014,0.5663775850567044,-0.011821,0.31500994522931225,0.41576781344066954,0.100758,false,false,0,false,false,0,1191.0,1208.0,17.000000,area_or_distribution_case
x_bin_weighted,train,87,0.7142857142857143,0.6962323390894819,-0.018053,0.35907614581748565,0.5132246513734776,0.154149,false,false,0,false,false,0,1102.0,1091.0,-11.000000,area_or_distribution_case
x_bin_weighted,train,88,0.6372934697088907,0.608662026295437,-0.028631,1.134326693646899,1.5765728050943693,0.442246,false,false,0,false,false,0,1057.0,1056.0,-1.000000,area_or_distribution_case
x_bin_weighted,train,89,0.6573519627411843,0.650197628458498,-0.007154,0.5267274864645531,0.8184425690421948,0.291715,false,false,0,false,false,0,1226.0,1240.0,14.000000,area_or_distribution_case
x_bin_weighted,train,90,0.6465116279069767,0.7,0.053488,1.713051234306625,1.1086399750056557,-0.604411,false,false,0,false,false,0,1053.0,1071.0,18.000000,area_or_distribution_case
x_bin_weighted,train,91,0.5849960095770151,0.6213114754098361,0.036315,1.2867603270362902,1.1326376537341718,-0.154123,false,false,0,false,false,0,999.0,991.0,-8.000000,area_or_distribution_case
x_bin_weighted,train,92,0.6408217362491716,0.6398929049531459,-0.000929,0.43674294295629285,0.37728690660011716,-0.059456,false,false,0,false,false,0,1242.0,1216.0,-26.000000,area_or_distribution_case
x_bin_weighted,train,93,0.5352852852852853,0.5780654988575781,0.042780,2.4452333743447956,1.947734696918397,-0.497499,false,false,0,false,false,0,1017.0,1044.0,27.000000,bins_correct_center_or_offset_bad
x_bin_weighted,train,94,0.7694155324259407,0.7647527910685805,-0.004663,0.2664527929403953,0.28366274099433814,0.017210,false,false,0,false,false,0,1095.0,1098.0,3.000000,area_or_distribution_case
x_bin_weighted,train,95,0.59254327563249,0.6064042695130086,0.013861,0.3387314534869718,0.7166638966201705,0.377932,false,false,0,false,false,0,1190.0,1206.0,16.000000,area_or_distribution_case
x_bin_weighted,train,96,0.6287816843826656,0.6773109243697479,0.048529,1.0989371904873073,0.6921278036502544,-0.406809,false,false,0,false,false,0,999.0,1003.0,4.000000,area_or_distribution_case
x_bin_weighted,train,97,0.7680921052631579,0.7451456310679612,-0.022946,0.18868600291153367,0.3194545788075489,0.130769,false,false,0,false,false,0,1072.0,1079.0,7.000000,area_or_distribution_case
x_bin_weighted,train,98,0.5737373737373738,0.5718120805369128,-0.001925,0.4638786623118892,0.37099424894967026,-0.092884,false,false,0,false,false,0,1169.0,1174.0,5.000000,area_or_distribution_case
x_bin_weighted,train,99,0.7496062992125985,0.7470817120622568,-0.002525,0.7349498310054675,1.112511041720824,0.377561,false,false,0,false,false,0,1109.0,1132.0,23.000000,area_or_distribution_case
x_bin_weighted,val,0,0.4357142857142857,0.5348148148148149,0.099101,4.507149278356446,3.3873300652757443,-1.119819,true,false,-1,false,false,0,1006.0,1068.0,62.000000,x_bin_wrong
x_bin_weighted,val,1,0.7252918287937743,0.7068062827225131,-0.018486,1.0839102033927108,1.453132750857824,0.369223,false,false,0,false,false,0,1021.0,1086.0,65.000000,geometry_or_type_interaction
x_bin_weighted,val,2,0.6563245823389021,0.6758286176232822,0.019504,2.149331266522974,1.0885337978589182,-1.060797,false,false,0,false,false,0,1086.0,1077.0,-9.000000,geometry_or_type_interaction
x_bin_weighted,val,3,0.49772036474164133,0.4978448275862069,0.000124,3.727690195876432,3.4062992014263376,-0.321391,true,true,0,false,false,0,993.0,1107.0,114.000000,x_bin_wrong
x_bin_weighted,val,4,0.6097060833902939,0.5839721254355401,-0.025734,1.3819101550312645,2.6806696914546575,1.298760,true,true,0,false,false,0,1183.0,1101.0,-82.000000,x_bin_wrong
x_bin_weighted,val,5,0.41836141778036023,0.5769712140175219,0.158610,5.166165747085583,3.205533796672219,-1.960632,true,false,-1,false,false,0,1191.0,1270.0,79.000000,x_bin_wrong
x_bin_weighted,val,6,0.6045977011494252,0.486013986013986,-0.118584,2.4916445618732044,3.7468953026104868,1.255251,true,true,0,false,false,0,1076.0,1107.0,31.000000,x_bin_wrong
x_bin_weighted,val,7,0.5077755240027045,0.5941921072226359,0.086417,3.5932642004219857,3.185411832049928,-0.407852,true,false,-1,false,true,1,1132.0,1043.0,-89.000000,x_bin_wrong
x_bin_weighted,val,8,0.5109140518417462,0.5705035971223021,0.059590,4.045634443235243,2.974949382704675,-1.070685,true,true,0,false,false,0,1003.0,971.0,-32.000000,x_bin_wrong
x_bin_weighted,val,9,0.6701612903225806,0.6142050040355125,-0.055956,1.2376924706032466,2.0708991804186057,0.833207,false,false,0,false,false,0,1092.0,1021.0,-71.000000,geometry_or_type_interaction
x_bin_weighted,val,10,0.5635179153094463,0.6554338668913227,0.091916,2.3085784953997233,2.039646172367742,-0.268932,false,true,1,false,true,1,969.0,1014.0,45.000000,bins_correct_center_or_offset_bad
x_bin_weighted,val,11,0.4547413793103448,0.3588607594936709,-0.095881,4.52105725966528,5.653690180239881,1.132633,true,true,0,false,true,1,1022.0,1144.0,122.000000,x_bin_wrong
x_bin_weighted,val,12,0.3851010101010101,0.3594405594405594,-0.025660,6.414968949113283,7.711261429129917,1.296292,true,true,0,true,true,0,1102.0,852.0,-250.000000,both_bins_wrong
x_bin_weighted,val,13,0.61082910321489,0.6973365617433414,0.086507,2.4760476056449874,2.0364332035020842,-0.439614,false,false,0,true,false,-1,851.0,1050.0,199.000000,y_bin_wrong
x_bin_weighted,val,14,0.5167055167055167,0.4318518518518519,-0.084854,3.6817817197229092,4.5864537331001225,0.904672,false,false,0,false,false,0,979.0,960.0,-19.000000,bins_correct_center_or_offset_bad
x_bin_weighted,val,15,0.5912670007158196,0.5168792198049512,-0.074388,1.7656582344906209,3.6593594410476538,1.893701,true,true,0,false,false,0,1162.0,961.0,-201.000000,x_bin_wrong
x_bin_weighted,val,16,0.5620736698499318,0.4939434724091521,-0.068130,2.445637426685948,3.231894939842532,0.786258,false,false,0,false,true,1,1150.0,1080.0,-70.000000,geometry_or_type_interaction
x_bin_weighted,val,17,0.4478688524590164,0.4868139700641482,0.038945,4.847378573909563,4.267422745650941,-0.579956,true,true,0,true,false,-1,1138.0,1016.0,-122.000000,both_bins_wrong
x_bin_weighted,val,18,0.4932975871313673,0.4329896907216495,-0.060308,5.752343825745304,6.8058771116636505,1.053533,false,false,0,true,true,0,1204.0,1061.0,-143.000000,y_bin_wrong
x_bin_weighted,val,19,0.6642494561276288,0.630968622100955,-0.033281,1.4190498662240412,1.2262627839254778,-0.192787,false,false,0,false,false,0,1030.0,1126.0,96.000000,geometry_or_type_interaction
x_bin_slot_weighted,test,0,0.5089940039973351,0.613919413919414,0.104925,3.208589894458454,1.4251629021862533,-1.783427,true,false,-1,false,false,0,1161.0,1099.0,-62.000000,x_bin_wrong
