split,sample_index,variant,mask_iou,dice,pred_area,target_area,area_diff
train,73,gt_continuous_all,0.8879781420765027,0.9406657018813314,1043,1030,13
train,74,gt_continuous_all,0.666168782673637,0.7996414164051995,1116,1115,1
train,75,gt_continuous_all,0.7457212713936431,0.8543417366946778,1071,1071,0
train,76,gt_continuous_all,0.6624579124579124,0.7969620253164557,988,987,1
train,77,gt_continuous_all,0.636604774535809,0.7779578606158833,1234,1234,0
train,78,gt_continuous_all,0.7050538525269263,0.827016520894072,1030,1028,2
train,79,gt_continuous_all,0.777511961722488,0.8748317631224765,1114,1115,-1
train,80,gt_continuous_all,0.6184387617765814,0.7642411642411643,1203,1202,1
train,81,gt_continuous_all,0.6954662104362703,0.8203834510595358,989,993,-4
train,82,gt_continuous_all,0.7595762021189894,0.8633626679018064,1081,1078,3
train,83,gt_continuous_all,0.5757575757575758,0.7307692307692307,1172,1168,4
train,84,gt_continuous_all,0.7773343974461293,0.874719353390211,1114,1113,1
train,85,gt_continuous_all,0.7213647441104792,0.8381311939594148,1058,1061,-3
train,86,gt_continuous_all,0.556390977443609,0.714975845410628,1137,1140,-3
train,87,gt_continuous_all,0.6924901185770751,0.8183092013078,1071,1070,1
train,88,gt_continuous_all,0.6784249384741592,0.8084066471163245,1022,1024,-2
train,89,gt_continuous_all,0.6501628664495114,0.7879984208448481,1268,1265,3
train,90,gt_continuous_all,0.7457212713936431,0.8543417366946778,1071,1071,0
train,91,gt_continuous_all,0.6624579124579124,0.7969620253164557,988,987,1
train,92,gt_continuous_all,0.636604774535809,0.7779578606158833,1234,1234,0
train,93,gt_continuous_all,0.7050538525269263,0.827016520894072,1030,1028,2
train,94,gt_continuous_all,0.777511961722488,0.8748317631224765,1114,1115,-1
train,95,gt_continuous_all,0.6184387617765814,0.7642411642411643,1203,1202,1
train,96,gt_continuous_all,0.6954662104362703,0.8203834510595358,989,993,-4
train,97,gt_continuous_all,0.7595762021189894,0.8633626679018064,1081,1078,3
train,98,gt_continuous_all,0.5757575757575758,0.7307692307692307,1172,1168,4
train,99,gt_continuous_all,0.7773343974461293,0.874719353390211,1114,1113,1
train,0,gt_type_continuous,0.8097014925373134,0.8948453608247423,976,964,12
train,1,gt_type_continuous,0.8530183727034121,0.9206798866855525,1026,1092,-66
train,2,gt_type_continuous,0.6790214974054856,0.8088300220750552,1137,1128,9
train,3,gt_type_continuous,0.7844254510921178,0.8791910590739755,947,932,15
train,4,gt_type_continuous,0.8292035398230089,0.9066279632317368,1001,1066,-65
train,5,gt_type_continuous,0.6420118343195266,0.781981981981982,1116,1104,12
train,6,gt_type_continuous,0.8612873980054397,0.9254749147588894,1013,1040,-27
train,7,gt_type_continuous,0.80625,0.8927335640138409,993,1030,-37
train,8,gt_type_continuous,0.6123054114158636,0.7595402298850574,1095,1080,15
train,9,gt_type_continuous,0.7480383609415867,0.855860349127182,997,1008,-11
train,10,gt_type_continuous,0.76544315129812,0.8671399594320487,968,1004,-36
train,11,gt_type_continuous,0.7107913669064748,0.830950378469302,1182,1196,-14
train,12,gt_type_continuous,0.8442396313364056,0.9155422288855573,1005,996,9
train,13,gt_type_continuous,0.733754512635379,0.8464341488807913,943,978,-35
train,14,gt_type_continuous,0.6869125090383225,0.8144020574367766,1161,1172,-11
train,15,gt_type_continuous,0.8097014925373134,0.8948453608247423,976,964,12
train,16,gt_type_continuous,0.8530183727034121,0.9206798866855525,1026,1092,-66
train,17,gt_type_continuous,0.6790214974054856,0.8088300220750552,1137,1128,9
train,18,gt_type_continuous,0.7844254510921178,0.8791910590739755,947,932,15
train,19,gt_type_continuous,0.8292035398230089,0.9066279632317368,1001,1066,-65
train,20,gt_type_continuous,0.6420118343195266,0.781981981981982,1116,1104,12
train,21,gt_type_continuous,0.8612873980054397,0.9254749147588894,1013,1040,-27
train,22,gt_type_continuous,0.80625,0.8927335640138409,993,1030,-37
train,23,gt_type_continuous,0.6123054114158636,0.7595402298850574,1095,1080,15
train,24,gt_type_continuous,0.7480383609415867,0.855860349127182,997,1008,-11
train,25,gt_type_continuous,0.765,0.8668555240793201,1055,1063,-8
train,26,gt_type_continuous,0.5767690253671562,0.7315834038950042,1181,1181,0
train,27,gt_type_continuous,0.7584269662921348,0.8626198083067093,1094,1097,-3
train,28,gt_type_continuous,0.7374897456931911,0.8489140698772427,1071,1047,24
train,29,gt_type_continuous,0.555104800540906,0.7139130434782609,1150,1150,0
train,30,gt_type_continuous,0.6804780876494024,0.8098624940730204,1051,1058,-7
train,31,gt_type_continuous,0.6928807947019867,0.8185819070904645,1035,1010,25
train,32,gt_type_continuous,0.6381322957198443,0.7790973871733967,1246,1280,-34
train,33,gt_type_continuous,0.7594417077175698,0.863275781614559,1084,1059,25
train,34,gt_type_continuous,0.6740237691001698,0.8052738336713996,997,975,22
train,35,gt_type_continuous,0.6219592373438527,0.7669233887312525,1217,1250,-33
train,36,gt_type_continuous,0.7203672787979967,0.8374575448811257,1043,1018,25
train,37,gt_type_continuous,0.7846027846027847,0.8793024323083983,1081,1098,-17
train,38,gt_type_continuous,0.6177451634422949,0.7637113402061856,1213,1212,1
train,39,gt_type_continuous,0.7098445595854922,0.8303030303030303,1001,979,22
train,40,gt_type_continuous,0.765,0.8668555240793201,1055,1063,-8
train,41,gt_type_continuous,0.5767690253671562,0.7315834038950042,1181,1181,0
train,42,gt_type_continuous,0.7584269662921348,0.8626198083067093,1094,1097,-3
train,43,gt_type_continuous,0.7374897456931911,0.8489140698772427,1071,1047,24
train,44,gt_type_continuous,0.555104800540906,0.7139130434782609,1150,1150,0
train,45,gt_type_continuous,0.6804780876494024,0.8098624940730204,1051,1058,-7
train,46,gt_type_continuous,0.6928807947019867,0.8185819070904645,1035,1010,25
train,47,gt_type_continuous,0.6381322957198443,0.7790973871733967,1246,1280,-34
train,48,gt_type_continuous,0.7594417077175698,0.863275781614559,1084,1059,25
train,49,gt_type_continuous,0.6740237691001698,0.8052738336713996,997,975,22
train,50,gt_type_continuous,0.6092468307233407,0.7571825764596849,1084,1074,10
train,51,gt_type_continuous,0.7835951134380453,0.8786692759295499,1016,1028,-12
train,52,gt_type_continuous,0.7748837209302326,0.8731656184486373,962,946,16
train,53,gt_type_continuous,0.7355311355311356,0.8476150274377374,1185,1184,1
train,54,gt_type_continuous,0.8065099457504521,0.8928928928928929,994,1004,-10
train,55,gt_type_continuous,0.7455230914231856,0.8542116630669546,933,919,14
train,56,gt_type_continuous,0.6976069615663524,0.8218709953011534,1178,1163,15
train,57,gt_type_continuous,0.7929759704251387,0.8845360824742268,965,975,-10
train,58,gt_type_continuous,0.8879781420765027,0.9406657018813314,1043,1030,13
train,59,gt_type_continuous,0.666168782673637,0.7996414164051995,1116,1115,1
train,60,gt_type_continuous,0.7607076350093109,0.86409307244844,940,951,-11
train,61,gt_type_continuous,0.8650646950092421,0.9276511397423192,1015,1003,12
train,62,gt_type_continuous,0.6473247927656368,0.7859103385178408,1094,1092,2
train,63,gt_type_continuous,0.8992740471869328,0.94696607740086,1040,1053,-13
train,64,gt_type_continuous,0.7988980716253443,0.888208269525268,986,973,13
train,65,gt_type_continuous,0.6092468307233407,0.7571825764596849,1084,1074,10
train,66,gt_type_continuous,0.7835951134380453,0.8786692759295499,1016,1028,-12
train,67,gt_type_continuous,0.7748837209302326,0.8731656184486373,962,946,16
train,68,gt_type_continuous,0.7355311355311356,0.8476150274377374,1185,1184,1
train,69,gt_type_continuous,0.8065099457504521,0.8928928928928929,994,1004,-10
train,70,gt_type_continuous,0.7455230914231856,0.8542116630669546,933,919,14
train,71,gt_type_continuous,0.6976069615663524,0.8218709953011534,1178,1163,15
train,72,gt_type_continuous,0.7929759704251387,0.8845360824742268,965,975,-10
train,73,gt_type_continuous,0.8879781420765027,0.9406657018813314,1043,1030,13
train,74,gt_type_continuous,0.666168782673637,0.7996414164051995,1116,1115,1
train,75,gt_type_continuous,0.7457212713936431,0.8543417366946778,1071,1071,0
train,76,gt_type_continuous,0.6624579124579124,0.7969620253164557,988,987,1
train,77,gt_type_continuous,0.636604774535809,0.7779578606158833,1234,1234,0
train,78,gt_type_continuous,0.7050538525269263,0.827016520894072,1030,1028,2
train,79,gt_type_continuous,0.777511961722488,0.8748317631224765,1114,1115,-1
train,80,gt_type_continuous,0.6184387617765814,0.7642411642411643,1203,1202,1
train,81,gt_type_continuous,0.6954662104362703,0.8203834510595358,989,993,-4
train,82,gt_type_continuous,0.7595762021189894,0.8633626679018064,1081,1078,3
train,83,gt_type_continuous,0.5757575757575758,0.7307692307692307,1172,1168,4
train,84,gt_type_continuous,0.7773343974461293,0.874719353390211,1114,1113,1
train,85,gt_type_continuous,0.7213647441104792,0.8381311939594148,1058,1061,-3
train,86,gt_type_continuous,0.556390977443609,0.714975845410628,1137,1140,-3
train,87,gt_type_continuous,0.6924901185770751,0.8183092013078,1071,1070,1
train,88,gt_type_continuous,0.6784249384741592,0.8084066471163245,1022,1024,-2
train,89,gt_type_continuous,0.6501628664495114,0.7879984208448481,1268,1265,3
train,90,gt_type_continuous,0.7457212713936431,0.8543417366946778,1071,1071,0
train,91,gt_type_continuous,0.6624579124579124,0.7969620253164557,988,987,1
train,92,gt_type_continuous,0.636604774535809,0.7779578606158833,1234,1234,0
train,93,gt_type_continuous,0.7050538525269263,0.827016520894072,1030,1028,2
train,94,gt_type_continuous,0.777511961722488,0.8748317631224765,1114,1115,-1
train,95,gt_type_continuous,0.6184387617765814,0.7642411642411643,1203,1202,1
train,96,gt_type_continuous,0.6954662104362703,0.8203834510595358,989,993,-4
train,97,gt_type_continuous,0.7595762021189894,0.8633626679018064,1081,1078,3
train,98,gt_type_continuous,0.5757575757575758,0.7307692307692307,1172,1168,4
train,99,gt_type_continuous,0.7773343974461293,0.874719353390211,1114,1113,1
train,0,gt_all,0.8097014925373134,0.8948453608247423,976,964,12
train,1,gt_all,0.8530183727034121,0.9206798866855525,1026,1092,-66
train,2,gt_all,0.6790214974054856,0.8088300220750552,1137,1128,9
train,3,gt_all,0.7844254510921178,0.8791910590739755,947,932,15
train,4,gt_all,0.8292035398230089,0.9066279632317368,1001,1066,-65
train,5,gt_all,0.6420118343195266,0.781981981981982,1116,1104,12
train,6,gt_all,0.8612873980054397,0.9254749147588894,1013,1040,-27
train,7,gt_all,0.80625,0.8927335640138409,993,1030,-37
train,8,gt_all,0.6123054114158636,0.7595402298850574,1095,1080,15
train,9,gt_all,0.7480383609415867,0.855860349127182,997,1008,-11
train,10,gt_all,0.76544315129812,0.8671399594320487,968,1004,-36
train,11,gt_all,0.7107913669064748,0.830950378469302,1182,1196,-14
train,12,gt_all,0.8442396313364056,0.9155422288855573,1005,996,9
train,13,gt_all,0.733754512635379,0.8464341488807913,943,978,-35
train,14,gt_all,0.6869125090383225,0.8144020574367766,1161,1172,-11
train,15,gt_all,0.8097014925373134,0.8948453608247423,976,964,12
train,16,gt_all,0.8530183727034121,0.9206798866855525,1026,1092,-66
train,17,gt_all,0.6790214974054856,0.8088300220750552,1137,1128,9
train,18,gt_all,0.7844254510921178,0.8791910590739755,947,932,15
train,19,gt_all,0.8292035398230089,0.9066279632317368,1001,1066,-65
train,20,gt_all,0.6420118343195266,0.781981981981982,1116,1104,12
train,21,gt_all,0.8612873980054397,0.9254749147588894,1013,1040,-27
train,22,gt_all,0.80625,0.8927335640138409,993,1030,-37
train,23,gt_all,0.6123054114158636,0.7595402298850574,1095,1080,15
train,24,gt_all,0.7480383609415867,0.855860349127182,997,1008,-11
train,25,gt_all,0.765,0.8668555240793201,1055,1063,-8
train,26,gt_all,0.5767690253671562,0.7315834038950042,1181,1181,0
train,27,gt_all,0.7584269662921348,0.8626198083067093,1094,1097,-3
train,28,gt_all,0.7374897456931911,0.8489140698772427,1071,1047,24
train,29,gt_all,0.555104800540906,0.7139130434782609,1150,1150,0
train,30,gt_all,0.6804780876494024,0.8098624940730204,1051,1058,-7
train,31,gt_all,0.6928807947019867,0.8185819070904645,1035,1010,25
train,32,gt_all,0.6381322957198443,0.7790973871733967,1246,1280,-34
train,33,gt_all,0.7594417077175698,0.863275781614559,1084,1059,25
train,34,gt_all,0.6740237691001698,0.8052738336713996,997,975,22
train,35,gt_all,0.6219592373438527,0.7669233887312525,1217,1250,-33
train,36,gt_all,0.7203672787979967,0.8374575448811257,1043,1018,25
train,37,gt_all,0.7846027846027847,0.8793024323083983,1081,1098,-17
train,38,gt_all,0.6177451634422949,0.7637113402061856,1213,1212,1
train,39,gt_all,0.7098445595854922,0.8303030303030303,1001,979,22
train,40,gt_all,0.765,0.8668555240793201,1055,1063,-8
train,41,gt_all,0.5767690253671562,0.7315834038950042,1181,1181,0
train,42,gt_all,0.7584269662921348,0.8626198083067093,1094,1097,-3
train,43,gt_all,0.7374897456931911,0.8489140698772427,1071,1047,24
train,44,gt_all,0.555104800540906,0.7139130434782609,1150,1150,0
train,45,gt_all,0.6804780876494024,0.8098624940730204,1051,1058,-7
train,46,gt_all,0.6928807947019867,0.8185819070904645,1035,1010,25
train,47,gt_all,0.6381322957198443,0.7790973871733967,1246,1280,-34
train,48,gt_all,0.7594417077175698,0.863275781614559,1084,1059,25
train,49,gt_all,0.6740237691001698,0.8052738336713996,997,975,22
train,50,gt_all,0.6092468307233407,0.7571825764596849,1084,1074,10
train,51,gt_all,0.7835951134380453,0.8786692759295499,1016,1028,-12
train,52,gt_all,0.7748837209302326,0.8731656184486373,962,946,16
train,53,gt_all,0.7355311355311356,0.8476150274377374,1185,1184,1
train,54,gt_all,0.8065099457504521,0.8928928928928929,994,1004,-10
train,55,gt_all,0.7455230914231856,0.8542116630669546,933,919,14
train,56,gt_all,0.6976069615663524,0.8218709953011534,1178,1163,15
train,57,gt_all,0.7929759704251387,0.8845360824742268,965,975,-10
train,58,gt_all,0.8879781420765027,0.9406657018813314,1043,1030,13
train,59,gt_all,0.666168782673637,0.7996414164051995,1116,1115,1
train,60,gt_all,0.7607076350093109,0.86409307244844,940,951,-11
train,61,gt_all,0.8650646950092421,0.9276511397423192,1015,1003,12
train,62,gt_all,0.6473247927656368,0.7859103385178408,1094,1092,2
train,63,gt_all,0.8992740471869328,0.94696607740086,1040,1053,-13
train,64,gt_all,0.7988980716253443,0.888208269525268,986,973,13
train,65,gt_all,0.6092468307233407,0.7571825764596849,1084,1074,10
train,66,gt_all,0.7835951134380453,0.8786692759295499,1016,1028,-12
train,67,gt_all,0.7748837209302326,0.8731656184486373,962,946,16
train,68,gt_all,0.7355311355311356,0.8476150274377374,1185,1184,1
train,69,gt_all,0.8065099457504521,0.8928928928928929,994,1004,-10
train,70,gt_all,0.7455230914231856,0.8542116630669546,933,919,14
train,71,gt_all,0.6976069615663524,0.8218709953011534,1178,1163,15
train,72,gt_all,0.7929759704251387,0.8845360824742268,965,975,-10
train,73,gt_all,0.8879781420765027,0.9406657018813314,1043,1030,13
train,74,gt_all,0.666168782673637,0.7996414164051995,1116,1115,1
train,75,gt_all,0.7457212713936431,0.8543417366946778,1071,1071,0
train,76,gt_all,0.6624579124579124,0.7969620253164557,988,987,1
train,77,gt_all,0.636604774535809,0.7779578606158833,1234,1234,0
train,78,gt_all,0.7050538525269263,0.827016520894072,1030,1028,2
train,79,gt_all,0.777511961722488,0.8748317631224765,1114,1115,-1
train,80,gt_all,0.6184387617765814,0.7642411642411643,1203,1202,1
train,81,gt_all,0.6954662104362703,0.8203834510595358,989,993,-4
train,82,gt_all,0.7595762021189894,0.8633626679018064,1081,1078,3
train,83,gt_all,0.5757575757575758,0.7307692307692307,1172,1168,4
train,84,gt_all,0.7773343974461293,0.874719353390211,1114,1113,1
train,85,gt_all,0.7213647441104792,0.8381311939594148,1058,1061,-3
train,86,gt_all,0.556390977443609,0.714975845410628,1137,1140,-3
train,87,gt_all,0.6924901185770751,0.8183092013078,1071,1070,1
train,88,gt_all,0.6784249384741592,0.8084066471163245,1022,1024,-2
train,89,gt_all,0.6501628664495114,0.7879984208448481,1268,1265,3
train,90,gt_all,0.7457212713936431,0.8543417366946778,1071,1071,0
train,91,gt_all,0.6624579124579124,0.7969620253164557,988,987,1
train,92,gt_all,0.636604774535809,0.7779578606158833,1234,1234,0
train,93,gt_all,0.7050538525269263,0.827016520894072,1030,1028,2
train,94,gt_all,0.777511961722488,0.8748317631224765,1114,1115,-1
train,95,gt_all,0.6184387617765814,0.7642411642411643,1203,1202,1
train,96,gt_all,0.6954662104362703,0.8203834510595358,989,993,-4
train,97,gt_all,0.7595762021189894,0.8633626679018064,1081,1078,3
train,98,gt_all,0.5757575757575758,0.7307692307692307,1172,1168,4
train,99,gt_all,0.7773343974461293,0.874719353390211,1114,1113,1
