split,sample_index,variant,mask_iou,dice,pred_area,target_area,area_diff
train,74,gt_type,0.6300072833211945,0.773011617515639,1123,1115,8
train,75,gt_type,0.7485714285714286,0.8562091503267973,1071,1071,0
train,76,gt_type,0.6306677658697445,0.7735085945399394,991,987,4
train,77,gt_type,0.6361829025844931,0.7776427703523694,1235,1234,1
train,78,gt_type,0.7087136929460581,0.8295288975230695,1031,1028,3
train,79,gt_type,0.7768924302788844,0.874439461883408,1115,1115,0
train,80,gt_type,0.6154362416107383,0.7619443290402991,1205,1202,3
train,81,gt_type,0.6804733727810651,0.8098591549295775,995,993,2
train,82,gt_type,0.7014218009478673,0.8245125348189415,1076,1078,-2
train,83,gt_type,0.5723905723905723,0.728051391862955,1167,1168,-1
train,84,gt_type,0.7400468384074942,0.8506056527590848,1116,1113,3
train,85,gt_type,0.7093397745571659,0.8299576071596797,1062,1061,1
train,86,gt_type,0.5563139931740614,0.7149122807017544,1140,1140,0
train,87,gt_type,0.6934594168636722,0.8189855746859004,1079,1070,9
train,88,gt_type,0.6786885245901639,0.80859375,1024,1024,0
train,89,gt_type,0.6478232618583496,0.7862776025236593,1271,1265,6
train,90,gt_type,0.7213771016813451,0.838139534883721,1079,1071,8
train,91,gt_type,0.6619007569386038,0.7965587044534413,989,987,2
train,92,gt_type,0.6338400528750826,0.7758899676375405,1238,1234,4
train,93,gt_type,0.7075393537696769,0.8287239204269772,1033,1028,5
train,94,gt_type,0.7064220183486238,0.8279569892473119,1117,1115,2
train,95,gt_type,0.6145063801208865,0.7612312811980033,1202,1202,0
train,96,gt_type,0.592948717948718,0.744466800804829,995,993,2
train,97,gt_type,0.7126984126984127,0.8322520852641334,1080,1078,2
train,98,gt_type,0.5750841750841751,0.7302265925609235,1171,1168,3
train,99,gt_type,0.7658227848101266,0.8673835125448028,1119,1113,6
train,0,gt_rotation,0.7488584474885844,0.856396866840731,951,964,-13
train,1,gt_rotation,0.8442906574394463,0.9155722326454033,1040,1092,-52
train,2,gt_rotation,0.6907993966817496,0.8171275646743978,1114,1128,-14
train,3,gt_rotation,0.7230483271375465,0.8392664509169363,922,932,-10
train,4,gt_rotation,0.8081597222222222,0.8939030244839175,1017,1066,-49
train,5,gt_rotation,0.6541070082893745,0.7908883826879272,1091,1104,-13
train,6,gt_rotation,0.8245614035087719,0.9038461538461539,1040,1040,0
train,7,gt_rotation,0.7668122270742358,0.8680177953534355,993,1030,-37
train,8,gt_rotation,0.6123054114158636,0.7595402298850574,1095,1080,15
train,9,gt_rotation,0.6026962727993656,0.752102919346858,1013,1008,5
train,10,gt_rotation,0.6314475873544093,0.7740948495665477,957,1004,-47
train,11,gt_rotation,0.6892655367231638,0.8160535117056856,1196,1196,0
train,12,gt_rotation,0.8442396313364056,0.9155422288855573,1005,996,9
train,13,gt_rotation,0.733754512635379,0.8464341488807913,943,978,-35
train,14,gt_rotation,0.7069090909090909,0.8282914358755858,1175,1172,3
train,15,gt_rotation,0.7753222836095764,0.8734439834024896,964,964,0
train,16,gt_rotation,0.6849960722702279,0.813053613053613,1053,1092,-39
train,17,gt_rotation,0.6790214974054856,0.8088300220750552,1137,1128,9
train,18,gt_rotation,0.6912691269126913,0.817456093666844,947,932,15
train,19,gt_rotation,0.8051724137931034,0.89207258834766,1028,1066,-38
train,20,gt_rotation,0.6482449589245706,0.7865881286814681,1103,1104,-1
train,21,gt_rotation,0.8198757763975155,0.9010238907849829,1011,1040,-29
train,22,gt_rotation,0.6872393661384487,0.81463173504696,993,1030,-37
train,23,gt_rotation,0.6178010471204188,0.7637540453074434,1083,1080,3
train,24,gt_rotation,0.7432550043516101,0.8527209186220669,995,1008,-13
train,25,gt_rotation,0.6708074534161491,0.8029739776951673,1089,1063,26
train,26,gt_rotation,0.5806451612903226,0.7346938775510204,1171,1181,-10
train,27,gt_rotation,0.7264957264957265,0.8415841584158416,1125,1097,28
train,28,gt_rotation,0.7347611202635914,0.8471035137701804,1059,1047,12
train,29,gt_rotation,0.553306342780027,0.7124239791485665,1152,1150,2
train,30,gt_rotation,0.6900630914826499,0.8166122258516099,1085,1058,27
train,31,gt_rotation,0.612212529738303,0.7594687653713723,1023,1010,13
train,32,gt_rotation,0.6355987055016181,0.777206173328057,1247,1280,-33
train,33,gt_rotation,0.7668049792531121,0.86801315171442,1070,1059,11
train,34,gt_rotation,0.6652360515021459,0.7989690721649485,965,975,-10
train,35,gt_rotation,0.6368421052631579,0.7781350482315113,1238,1250,-12
train,36,gt_rotation,0.6936416184971098,0.8191126279863481,1033,1018,15
train,37,gt_rotation,0.7086553323029366,0.8294889190411578,1113,1098,15
train,38,gt_rotation,0.6262694651320244,0.7701915070774354,1190,1212,-22
train,39,gt_rotation,0.6806148590947908,0.8099593495934959,989,979,10
train,40,gt_rotation,0.6526806526806527,0.7898448519040903,1064,1063,1
train,41,gt_rotation,0.5803631472763954,0.734468085106383,1169,1181,-12
train,42,gt_rotation,0.7818035426731079,0.877541798463624,1116,1097,19
train,43,gt_rotation,0.7263843648208469,0.8415094339622642,1073,1047,26
train,44,gt_rotation,0.5516528925619835,0.711051930758988,1103,1150,-47
train,45,gt_rotation,0.6811708860759493,0.8103529411764706,1067,1058,9
train,46,gt_rotation,0.6272,0.7708947885939036,1024,1010,14
train,47,gt_rotation,0.6499032882011605,0.7878077373974208,1279,1280,-1
train,48,gt_rotation,0.7352459016393442,0.8474256022673595,1058,1059,-1
train,49,gt_rotation,0.6473551637279596,0.7859327217125383,987,975,12
train,50,gt_rotation,0.610738255033557,0.7583333333333333,1086,1074,12
train,51,gt_rotation,0.7629310344827587,0.8655256723716381,1017,1028,-11
train,52,gt_rotation,0.7725162488393686,0.8716605552645365,963,946,17
train,53,gt_rotation,0.6857749469214437,0.8136020151133502,1198,1184,14
train,54,gt_rotation,0.8087431693989071,0.8942598187311178,982,1004,-22
train,55,gt_rotation,0.7526165556612749,0.8588490770901195,923,919,4
train,56,gt_rotation,0.7050623624358033,0.8270223752151463,1161,1163,-2
train,57,gt_rotation,0.7534121929026387,0.8593668915412558,952,975,-23
train,58,gt_rotation,0.8931506849315068,0.9435600578871202,1043,1030,13
train,59,gt_rotation,0.6382978723404256,0.7792207792207793,1118,1115,3
train,60,gt_rotation,0.7236962488563586,0.8397027600849257,933,951,-18
train,61,gt_rotation,0.8634686346863468,0.9267326732673268,1017,1003,14
train,62,gt_rotation,0.6305637982195845,0.7734303912647862,1106,1092,14
train,63,gt_rotation,0.8771300448430494,0.9345437171524128,1040,1053,-13
train,64,gt_rotation,0.7361853832442068,0.8480492813141683,975,973,2
train,65,gt_rotation,0.6155003762227238,0.7619934792734048,1073,1074,-1
train,66,gt_rotation,0.7008403361344537,0.8241106719367589,996,1028,-32
train,67,gt_rotation,0.7599261311172668,0.863588667366212,960,946,14
train,68,gt_rotation,0.7198838896952104,0.8371308016877637,1186,1184,2
train,69,gt_rotation,0.7053264604810997,0.8272040302267003,981,1004,-23
train,70,gt_rotation,0.7490566037735849,0.8565264293419633,935,919,16
train,71,gt_rotation,0.7040293040293041,0.826311263972485,1163,1163,0
train,72,gt_rotation,0.7939001848428835,0.8851107676455435,966,975,-9
train,73,gt_rotation,0.804177545691906,0.8914616497829233,1043,1030,13
train,74,gt_rotation,0.6295487627365357,0.7726663689146941,1124,1115,9
train,75,gt_rotation,0.745114006514658,0.8539430704619692,1072,1071,1
train,76,gt_rotation,0.6333608587943848,0.775530839231547,991,987,4
train,77,gt_rotation,0.6370272063702721,0.7782732063234697,1233,1234,-1
train,78,gt_rotation,0.7081260364842454,0.829126213592233,1032,1028,4
train,79,gt_rotation,0.7768924302788844,0.874439461883408,1115,1115,0
train,80,gt_rotation,0.6161073825503356,0.7624584717607974,1206,1202,4
train,81,gt_rotation,0.6818950930626058,0.8108651911468813,995,993,2
train,82,gt_rotation,0.7025316455696202,0.8252788104089219,1074,1078,-4
train,83,gt_rotation,0.5720053835800808,0.7277397260273972,1168,1168,0
train,84,gt_rotation,0.7404222048475372,0.8508535489667565,1113,1113,0
train,85,gt_rotation,0.7104838709677419,0.8307402168788307,1060,1061,-1
train,86,gt_rotation,0.5570745044429255,0.7155399473222125,1138,1140,-2
train,87,gt_rotation,0.6934594168636722,0.8189855746859004,1079,1070,9
train,88,gt_rotation,0.6800986842105263,0.8095937347038669,1019,1024,-5
train,89,gt_rotation,0.6478232618583496,0.7862776025236593,1271,1265,6
train,90,gt_rotation,0.7197758206565252,0.8370577281191807,1077,1071,6
train,91,gt_rotation,0.6638584667228307,0.7979746835443038,988,987,1
train,92,gt_rotation,0.6364238410596027,0.7778227438284095,1237,1234,3
train,93,gt_rotation,0.706953642384106,0.8283220174587779,1034,1028,6
train,94,gt_rotation,0.7061973986228003,0.8278026905829596,1115,1115,0
train,95,gt_rotation,0.6145063801208865,0.7612312811980033,1202,1202,0
train,96,gt_rotation,0.5921474358974359,0.7438349270256668,994,993,1
train,97,gt_rotation,0.7126984126984127,0.8322520852641334,1080,1078,2
train,98,gt_rotation,0.5754716981132075,0.7305389221556886,1170,1168,2
train,99,gt_rotation,0.7658227848101266,0.8673835125448028,1119,1113,6
train,0,gt_type_rotation,0.7488584474885844,0.856396866840731,951,964,-13
train,1,gt_type_rotation,0.8442906574394463,0.9155722326454033,1040,1092,-52
train,2,gt_type_rotation,0.6907993966817496,0.8171275646743978,1114,1128,-14
train,3,gt_type_rotation,0.7230483271375465,0.8392664509169363,922,932,-10
train,4,gt_type_rotation,0.8081597222222222,0.8939030244839175,1017,1066,-49
train,5,gt_type_rotation,0.6541070082893745,0.7908883826879272,1091,1104,-13
train,6,gt_type_rotation,0.8245614035087719,0.9038461538461539,1040,1040,0
train,7,gt_type_rotation,0.7668122270742358,0.8680177953534355,993,1030,-37
train,8,gt_type_rotation,0.6123054114158636,0.7595402298850574,1095,1080,15
train,9,gt_type_rotation,0.6026962727993656,0.752102919346858,1013,1008,5
train,10,gt_type_rotation,0.6314475873544093,0.7740948495665477,957,1004,-47
train,11,gt_type_rotation,0.6892655367231638,0.8160535117056856,1196,1196,0
train,12,gt_type_rotation,0.8442396313364056,0.9155422288855573,1005,996,9
train,13,gt_type_rotation,0.733754512635379,0.8464341488807913,943,978,-35
train,14,gt_type_rotation,0.7069090909090909,0.8282914358755858,1175,1172,3
train,15,gt_type_rotation,0.7753222836095764,0.8734439834024896,964,964,0
train,16,gt_type_rotation,0.6849960722702279,0.813053613053613,1053,1092,-39
train,17,gt_type_rotation,0.6790214974054856,0.8088300220750552,1137,1128,9
train,18,gt_type_rotation,0.6912691269126913,0.817456093666844,947,932,15
train,19,gt_type_rotation,0.8051724137931034,0.89207258834766,1028,1066,-38
train,20,gt_type_rotation,0.6482449589245706,0.7865881286814681,1103,1104,-1
train,21,gt_type_rotation,0.8198757763975155,0.9010238907849829,1011,1040,-29
train,22,gt_type_rotation,0.6872393661384487,0.81463173504696,993,1030,-37
train,23,gt_type_rotation,0.6178010471204188,0.7637540453074434,1083,1080,3
train,24,gt_type_rotation,0.7432550043516101,0.8527209186220669,995,1008,-13
train,25,gt_type_rotation,0.6708074534161491,0.8029739776951673,1089,1063,26
train,26,gt_type_rotation,0.5806451612903226,0.7346938775510204,1171,1181,-10
train,27,gt_type_rotation,0.7264957264957265,0.8415841584158416,1125,1097,28
train,28,gt_type_rotation,0.7347611202635914,0.8471035137701804,1059,1047,12
train,29,gt_type_rotation,0.553306342780027,0.7124239791485665,1152,1150,2
train,30,gt_type_rotation,0.6900630914826499,0.8166122258516099,1085,1058,27
train,31,gt_type_rotation,0.612212529738303,0.7594687653713723,1023,1010,13
train,32,gt_type_rotation,0.6355987055016181,0.777206173328057,1247,1280,-33
train,33,gt_type_rotation,0.7668049792531121,0.86801315171442,1070,1059,11
train,34,gt_type_rotation,0.6652360515021459,0.7989690721649485,965,975,-10
train,35,gt_type_rotation,0.6368421052631579,0.7781350482315113,1238,1250,-12
train,36,gt_type_rotation,0.6936416184971098,0.8191126279863481,1033,1018,15
train,37,gt_type_rotation,0.7086553323029366,0.8294889190411578,1113,1098,15
train,38,gt_type_rotation,0.6262694651320244,0.7701915070774354,1190,1212,-22
train,39,gt_type_rotation,0.6806148590947908,0.8099593495934959,989,979,10
train,40,gt_type_rotation,0.6526806526806527,0.7898448519040903,1064,1063,1
train,41,gt_type_rotation,0.5803631472763954,0.734468085106383,1169,1181,-12
train,42,gt_type_rotation,0.7818035426731079,0.877541798463624,1116,1097,19
train,43,gt_type_rotation,0.7263843648208469,0.8415094339622642,1073,1047,26
train,44,gt_type_rotation,0.5516528925619835,0.711051930758988,1103,1150,-47
train,45,gt_type_rotation,0.6811708860759493,0.8103529411764706,1067,1058,9
train,46,gt_type_rotation,0.6272,0.7708947885939036,1024,1010,14
train,47,gt_type_rotation,0.6499032882011605,0.7878077373974208,1279,1280,-1
train,48,gt_type_rotation,0.7352459016393442,0.8474256022673595,1058,1059,-1
train,49,gt_type_rotation,0.6473551637279596,0.7859327217125383,987,975,12
train,50,gt_type_rotation,0.610738255033557,0.7583333333333333,1086,1074,12
train,51,gt_type_rotation,0.7629310344827587,0.8655256723716381,1017,1028,-11
train,52,gt_type_rotation,0.7725162488393686,0.8716605552645365,963,946,17
train,53,gt_type_rotation,0.6857749469214437,0.8136020151133502,1198,1184,14
train,54,gt_type_rotation,0.8087431693989071,0.8942598187311178,982,1004,-22
train,55,gt_type_rotation,0.7526165556612749,0.8588490770901195,923,919,4
train,56,gt_type_rotation,0.7050623624358033,0.8270223752151463,1161,1163,-2
train,57,gt_type_rotation,0.7534121929026387,0.8593668915412558,952,975,-23
train,58,gt_type_rotation,0.8931506849315068,0.9435600578871202,1043,1030,13
train,59,gt_type_rotation,0.6382978723404256,0.7792207792207793,1118,1115,3
train,60,gt_type_rotation,0.7236962488563586,0.8397027600849257,933,951,-18
train,61,gt_type_rotation,0.8634686346863468,0.9267326732673268,1017,1003,14
train,62,gt_type_rotation,0.6305637982195845,0.7734303912647862,1106,1092,14
train,63,gt_type_rotation,0.8771300448430494,0.9345437171524128,1040,1053,-13
train,64,gt_type_rotation,0.7361853832442068,0.8480492813141683,975,973,2
train,65,gt_type_rotation,0.6155003762227238,0.7619934792734048,1073,1074,-1
train,66,gt_type_rotation,0.7008403361344537,0.8241106719367589,996,1028,-32
train,67,gt_type_rotation,0.7599261311172668,0.863588667366212,960,946,14
train,68,gt_type_rotation,0.7198838896952104,0.8371308016877637,1186,1184,2
train,69,gt_type_rotation,0.7053264604810997,0.8272040302267003,981,1004,-23
train,70,gt_type_rotation,0.7490566037735849,0.8565264293419633,935,919,16
train,71,gt_type_rotation,0.7040293040293041,0.826311263972485,1163,1163,0
train,72,gt_type_rotation,0.7939001848428835,0.8851107676455435,966,975,-9
train,73,gt_type_rotation,0.804177545691906,0.8914616497829233,1043,1030,13
train,74,gt_type_rotation,0.6295487627365357,0.7726663689146941,1124,1115,9
train,75,gt_type_rotation,0.745114006514658,0.8539430704619692,1072,1071,1
train,76,gt_type_rotation,0.6333608587943848,0.775530839231547,991,987,4
train,77,gt_type_rotation,0.6370272063702721,0.7782732063234697,1233,1234,-1
train,78,gt_type_rotation,0.7081260364842454,0.829126213592233,1032,1028,4
train,79,gt_type_rotation,0.7768924302788844,0.874439461883408,1115,1115,0
train,80,gt_type_rotation,0.6161073825503356,0.7624584717607974,1206,1202,4
train,81,gt_type_rotation,0.6818950930626058,0.8108651911468813,995,993,2
train,82,gt_type_rotation,0.7025316455696202,0.8252788104089219,1074,1078,-4
train,83,gt_type_rotation,0.5720053835800808,0.7277397260273972,1168,1168,0
train,84,gt_type_rotation,0.7404222048475372,0.8508535489667565,1113,1113,0
train,85,gt_type_rotation,0.7104838709677419,0.8307402168788307,1060,1061,-1
