split,sample_index,component_slot,matched_slot,presence_true,presence_prob,presence_pred,type_true,type_pred,type_correct,center_x_true,center_x_pred,center_y_true,center_y_pred,axis_x_true,axis_x_pred,axis_y_true,axis_y_pred,depth_true,depth_pred,rotation_true,rotation_pred,center_error,axis_error,depth_error,rotation_error,target_schema,type_vocab,run_label,center_x_bin_true_derived,center_x_bin_pred_derived,center_y_bin_true_derived,center_y_bin_pred_derived,x_bin_correct,y_bin_correct,both_bins_correct,center_x_grid_error,center_y_grid_error,center_grid_error,center_offset_x_abs_error,center_offset_y_abs_error,center_offset_mae,pred_mask_iou,pred_area,target_area,area_diff,hard_case_type,defect_type,rotation_angle,component_type_combination
test,0,0,0,1,0.620519757270813,1,rectangular_notch,rotated_rect,0.0,0.0046776104718446,-0.0194310396909713,-0.0012666666880249,0.005458265542984,0.0135111110284924,0.0049663512036204,0.0015999999595806,0.0062190629541873,70.0,0.0017549593467265,0.0,-115.28558349609376,0.0250290185213089,0.0097133237868547,69.99824523925781,115.28558349609376,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_train,13,6,5,9,False,False,False,59.970268620444514,33.28841528754812,68.58973473315478,0.4962835775555646,0.1610519109435154,0.32866774424954004,0.0,1071,264,807,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
test,1,0,0,1,0.620519757270813,1,rectangular_notch,rotated_rect,0.0,0.0270293690264225,-0.0194310396909713,-0.0006333333440124,0.005458265542984,0.0142222223803401,0.0049663512036204,0.001733333338052,0.0062190629541873,75.0,0.0017549593467265,0.0,-115.28558349609376,0.0468580536544323,0.0102855684235692,74.99824523925781,115.28558349609376,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_train,20,6,5,9,False,False,False,115.57026926771391,30.15341516461353,119.43917106502977,0.4462836584642401,0.23082310442330808,0.3385533814437741,0.0,1071,280,791,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
test,2,0,0,1,0.620519757270813,1,rectangular_notch,rotated_rect,0.0,-0.0081867109984159,-0.0194310396909713,0.0,0.005458265542984,0.0149333337321877,0.0049663512036204,0.0014666666975244,0.0062190629541873,80.0,0.0017549593467265,0.0,-115.28558349609376,0.0124991033226251,0.0110420109704136,79.99824523925781,115.28558349609376,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_train,9,6,6,9,False,False,False,27.970268247915776,27.018415041679436,38.888695751141036,0.4962835309894726,0.37730188020993016,0.4367927055997014,0.0,1071,296,775,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
test,3,0,0,1,0.620519757270813,1,rectangular_notch,rotated_rect,0.0,0.0143338916823267,-0.0194310396909713,0.0056060603819787,0.005458265542984,0.0144888889044523,0.0049663512036204,0.0017600000137463,0.0062190629541873,85.0,0.0017549593467265,0.0,-115.28558349609376,0.0337652564048767,0.0105148451402783,84.99824523925781,115.28558349609376,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_train,16,6,9,9,False,True,False,83.99026866840758,0.7315844693759512,83.99345478563862,0.4987835835509481,0.0914480586719939,0.295115821111471,0.0889929742388758,1071,324,747,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
test,4,0,0,1,0.620519757270813,1,rectangular_notch,rotated_rect,0.0,-0.0210429932922124,-0.0194310396909713,0.0007575757335871,0.005458265542984,0.0151111111044883,0.0049663512036204,0.0013999999500811,0.0062190629541873,70.0,0.0017549593467265,0.0,-115.28558349609376,0.0049693938344717,0.0112311849370598,69.99824523925781,115.28558349609376,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_train,5,6,6,9,False,False,False,4.009734672711785,23.268415076604263,23.61137675618878,0.498783165911027,0.0914481154244669,0.295115640667747,0.0,1071,259,812,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
test,5,0,0,1,0.620519757270813,1,rectangular_notch,rotated_rect,0.0,0.0028364041354507,-0.0194310396909713,-0.0020000000949949,0.005458265542984,0.0098666669800877,0.0049663512036204,0.000866666669026,0.0062190629541873,75.0,0.0017549593467265,0.0,-115.2855987548828,0.0234832875430583,0.0072568068280816,74.99824523925781,115.2855987548828,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_train,13,6,4,9,False,False,False,55.39026775629369,36.91841573318645,66.566141411098,0.07621653046328833,0.38519803335169334,0.23070728190749085,0.0,1071,96,975,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
test,6,0,0,1,0.620519757270813,1,rectangular_notch,rotated_rect,0.0,0.0253489669412374,-0.0194310396909713,-0.0011333333095535,0.005458265542984,0.0104888891801238,0.0049663512036204,0.0009666666737757,0.0062190629541873,80.0,0.0017549593467265,0.0,-115.28558349609376,0.045262549072504,0.0076214233413338,79.99824523925781,115.28558349609376,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_train,20,6,5,9,False,False,False,111.39026898738567,32.62841504936254,116.07069179476618,0.07621637657678762,0.07855188117031738,0.0773841288735525,0.0,1071,130,941,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
test,7,0,0,1,0.6205196976661682,1,rectangular_notch,rotated_rect,0.0,-0.0154488887637853,-0.0194310396909713,0.0026866665575653,0.005458265542984,0.008533333428204,0.0049663512036204,0.000866666669026,0.0062190629541873,85.0,0.0017549593467265,0.0,-115.28558349609376,0.0048517305403947,0.0064320689998567,84.99824523925781,115.28558349609376,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_train,7,6,7,9,False,False,False,9.905600652782608,13.719415284475394,16.92168076877425,0.23820008159782582,0.2850730894405754,0.2616365855192006,0.0158311345646438,1071,84,987,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
test,8,0,0,1,0.620519757270813,1,rectangular_notch,rotated_rect,0.0,-0.0123733337968587,-0.0194310396909713,0.0036800000816583,0.005458265542984,0.0074666668660938,0.0049663512036204,0.0007333333487622,0.0062190629541873,70.0,0.0017549593467265,0.0,-115.28558349609376,0.0072782854549586,0.0060286656953394,69.99824523925781,115.28558349609376,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_train,8,6,8,9,False,False,False,17.556043804013253,8.802414230311506,19.639174380060446,0.19450547550165742,0.10030177878893834,0.14740362714529787,0.0,1071,76,995,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
test,9,0,0,1,0.620519757270813,1,rectangular_notch,rotated_rect,0.0,0.0055111111141741,-0.0194310396909713,0.0023838384076952,0.005458265542984,0.0133333336561918,0.0049663512036204,0.001333333319053,0.0062190629541873,75.0,0.0017549593467265,0.0,-115.28558349609376,0.0251309163868427,0.009689001366496,74.99824523925781,115.28558349609376,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch|rotated_rect,zero_shot_v2_train,14,6,7,9,False,False,False,62.043601514581745,15.218414659837634,63.88277258900846,0.2445498106772805,0.09769816752029536,0.17112398909878793,0.0187793427230046,1071,231,840,rare_y_bin_wrong,rectangular_notch,0.0,rectangular_notch
val,0,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,0.0111097712069749,-0.0120327658951282,-0.0012666666880249,0.0006536254077218,0.0149333337321877,0.0126752667129039,0.0014666666975244,0.0013085341779515,80.0,76.96128845214844,0.0,-0.000147489394294,0.0232220701873302,0.0022635972127318,3.0387115478515625,0.000152587890625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,15,8,5,6,False,False,False,57.56706232820558,9.50544608640944,58.34655234374301,0.19588279102569583,0.1881807608011803,0.19203177591343806,0.0,192,259,-67,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
val,1,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,-0.0244279168546199,-0.0120327696204185,-0.0006333333440124,0.0006536247674375,0.0156444441527128,0.0126752657815814,0.0015999999595806,0.0013085340615361,85.0,76.96128845214844,0.0,-0.0001368172233924,0.0124617787078022,0.0029834497254341,8.038711547851562,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,4,8,5,6,False,False,False,30.83292943424566,6.370442794067498,31.484155997734145,0.1458838207192919,0.20369465074156262,0.17478923573042726,0.0100200400801603,192,312,-120,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
val,2,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,-0.0017545504961162,-0.0120327686890959,0.0,0.0006536251748912,0.0135111110284924,0.0126752667129039,0.001733333338052,0.0013085341779515,70.0,76.96128845214844,0.0,-0.0001417264138581,0.0102989803999662,0.0009375980589538,6.9612884521484375,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,11,8,6,6,False,True,False,25.56706832650551,3.235444688029264,25.770973694090376,0.19588354081318857,0.404430586003658,0.3001570634084233,0.0654205607476635,192,264,-72,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
val,3,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,0.0207660533487796,-0.0120327649638056,0.002373737283051,0.0006536255823448,0.0138666667044162,0.0126752667129039,0.001520000048913,0.0013085342943668,75.0,76.96128845214844,0.0,-0.0001521851372672,0.0328438952565193,0.0012100214371457,1.9612884521484373,0.000152587890625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,18,8,7,6,False,False,False,81.58706237616865,8.514553108810782,82.03015519804649,0.19838279702107872,0.064319138601348,0.13135096781121336,0.0,192,280,-88,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
val,4,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,-0.0146108316257596,-0.0120327686890959,-0.0024747473653405,0.0006536251748912,0.0144888889044523,0.0126752657815814,0.0016400000313296,0.0013085340615361,80.0,76.96128845214844,0.0,-0.0001378844317514,0.0040537789463996,0.0018436644459143,3.0387115478515625,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,7,8,4,6,False,False,False,6.412931698291149,15.485444420273568,16.760807911921464,0.19838353771360548,0.06431944746580409,0.1313514925897048,0.0,192,288,-96,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
val,5,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,0.0092685651034116,-0.0120327677577734,-0.0046000001020729,0.0006536251166835,0.0111111113801598,0.0126752657815814,0.0010666666785255,0.0013085340615361,85.0,76.96128845214844,0.0,-0.0001391651021549,0.0219396296888589,0.0015827440656721,8.038711547851562,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,15,8,3,6,False,False,False,52.98706667655092,26.005445414111186,59.02467641733895,0.3766166654311361,0.2506806767638978,0.31364867109751693,0.0,192,140,52,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
val,6,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,-0.026108318939805,-0.0120327677577734,-0.0037333334330469,0.0006536250002682,0.0092444447800517,0.0126752667129039,0.000866666669026,0.0013085341779515,70.0,76.96128845214844,0.0,-0.0001410860859323,0.0147433560341596,0.0034591597504913,6.9612884521484375,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,4,8,3,6,False,False,False,35.01293434790367,21.715444730287757,41.20031688573275,0.37661679348795973,0.2855694087140302,0.331093101100995,0.0,192,115,77,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
val,7,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,-0.0106488885357975,-0.0120327686890959,0.0007533333264291,0.0006536251166835,0.0080000003799796,0.0126752657815814,0.0007999999797903,0.0013085340615361,75.0,76.96128845214844,0.0,-0.0001385247596772,0.0013874674914404,0.0047028409317135,1.9612884521484373,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,9,8,6,6,False,True,False,3.4424019582734466,0.4935556492725485,3.4776038332814316,0.5696997552158193,0.06169445615906857,0.3156971056874439,0.3958333333333333,192,76,116,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
val,8,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,-0.0075733331032097,-0.0120327686890959,0.0017466666176915,0.0006536252330988,0.008533333428204,0.0126752657815814,0.000866666669026,0.0013085340615361,80.0,76.96128845214844,0.0,-0.0001378844317514,0.0045914384536445,0.0041654352098703,3.0387115478515625,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,10,8,7,6,False,False,False,11.092846267836356,5.410554974669193,12.342015372530069,0.6133942165204568,0.3236806281663508,0.4685374223434038,0.0,192,84,108,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
val,9,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,0.0055111111141741,-0.0120327677577734,-0.0008484848658554,0.0006536252330988,0.0143999997526407,0.0126752657815814,0.0012000000569969,0.0013085341779515,85.0,76.96128845214844,0.0,-0.0001445011876057,0.0176080670207738,0.0017281455220654,8.038711547851562,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,14,8,5,6,False,False,False,43.64039966940835,7.4354451560184405,44.26929328523163,0.5449500413239561,0.0705693554976948,0.30775969841082546,0.0,192,216,-24,rare_y_bin_wrong,rectangular_notch,0.0,rectangular_notch
test,0,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,0.0046776104718446,-0.0120327677577734,-0.0012666666880249,0.0006536251166835,0.0135111110284924,0.0126752667129039,0.0015999999595806,0.0013085341779515,70.0,76.96128845214844,0.0,-0.0001447146205464,0.0168203525245189,0.000885205110535,6.9612884521484375,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,13,8,5,6,False,False,False,41.567066775271115,9.505444645769824,42.64005767132172,0.1958833469088891,0.18818058072122815,0.1920319638150586,0.0,192,264,-72,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
test,1,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,0.0270293690264225,-0.0120327658951282,-0.0006333333440124,0.0006536254659295,0.0142222223803401,0.0126752667129039,0.001733333338052,0.0013085341779515,75.0,76.96128845214844,0.0,-0.0001436474121874,0.0390833280980587,0.0016042214119806,1.9612884521484373,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,20,8,5,6,False,False,False,97.16706278921048,6.370446251602974,97.3756677847548,0.1458828486513099,0.20369421854962805,0.17478853360046898,0.0,192,280,-88,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
test,2,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,-0.0081867109984159,-0.0120327696204185,0.0,0.0006536247092299,0.0149333337321877,0.0126752657815814,0.0014666666975244,0.0013085339451208,80.0,76.96128845214844,0.0,-0.0001314811379415,0.0039012040942907,0.002263598376885,3.0387115478515625,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,9,8,6,6,False,True,False,9.56707103607217,3.2354423830057777,10.099353227954804,0.19588387950902098,0.4044302978757222,0.30015708869237157,0.2577319587628865,192,296,-104,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
test,3,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,0.0143338916823267,-0.0120327668264508,0.0056060603819787,0.0006536253495141,0.0144888889044523,0.0126752667129039,0.0017600000137463,0.0013085341779515,85.0,76.96128845214844,0.0,-0.0001434339646948,0.0268277339637279,0.0018689695280045,8.038711547851562,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,16,8,9,6,False,False,False,65.58706450656916,24.51455395864275,70.01875738957435,0.19838306332114547,0.06431924483034421,0.13135115407574482,0.0,192,324,-132,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
test,4,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,-0.0210429932922124,-0.0120327696204185,0.0007575757335871,0.0006536247092299,0.0151111111044883,0.0126752648502588,0.0013999999500811,0.0013085340615361,70.0,76.96128845214844,0.0,-0.0001308408100157,0.0090108234435319,0.0024375629145652,6.9612884521484375,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,5,8,6,6,False,True,False,22.41293188455539,0.5145575820693986,22.418837730064975,0.1983835144305754,0.06431969775867481,0.1313516060946251,0.1899736147757255,192,259,-67,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
test,5,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,0.0028364041354507,-0.0120327677577734,-0.0020000000949949,0.0006536250002682,0.0098666669800877,0.0126752667129039,0.000866666669026,0.0013085341779515,75.0,76.96128845214844,0.0,-0.0001408726384397,0.0151041056960821,0.0028431459795683,1.9612884521484373,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,13,8,4,6,False,False,False,36.9870659111203,13.13544451515241,39.25026047460328,0.3766167611099639,0.3580694356059491,0.36734309835795653,0.0,192,96,96,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
test,6,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,0.0253489669412374,-0.0120327677577734,-0.0011333333095535,0.0006536253495141,0.0104888891801238,0.0126752667129039,0.0009666666737757,0.0013085341779515,80.0,76.96128845214844,0.0,-0.000142793636769,0.0374244228005409,0.0022129437420517,3.0387115478515625,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,20,8,5,6,False,False,False,92.98706714221228,8.845445560095735,93.4068335983343,0.37661660722346313,0.10568069501196707,0.2411486511177151,0.0,192,130,62,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
test,7,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,-0.0154488887637853,-0.0120327686890959,0.0026866665575653,0.0006536250002682,0.008533333428204,0.0126752657815814,0.000866666669026,0.0013085340615361,85.0,76.96128845214844,0.0,-0.0001340424496447,0.0039753154851496,0.0041654352098703,8.038711547851562,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,7,8,7,6,False,False,False,8.49759887572602,10.063555933558648,13.171345591115722,0.062199859465753404,0.25794449169483114,0.16007217558029227,0.0,192,84,108,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
test,8,0,0,1,0.9999887943267822,1,rectangular_notch,rectangular_notch,1.0,-0.0123733337968587,-0.0120327686890959,0.0036800000816583,0.0006536251166835,0.0074666668660938,0.0126752667129039,0.0007333333487622,0.0013085340615361,70.0,76.96128845214844,0.0,-0.0001389516546623,0.0030454769730567,0.0052402643486857,6.9612884521484375,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,v3_train_candidate,8,8,8,6,True,False,False,0.8471557244953746,14.980556411466788,15.004490768389442,0.10589446556192182,0.1274304485666511,0.11666245706428646,0.0,192,76,116,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
